,divsRank,finalRank,seedTime,divsTime,distance,improvement,improveZscore
396,24,23,42.72,41.28,50,-0.028799999999999954,-0.07756209066778678
397,1,1,27.98,28.6,50,0.01240000000000002,0.5876017883635146
398,2,2,31.44,31.23,50,-0.004200000000000017,0.31959886622954287
399,3,4,32.49,31.69,50,-0.016000000000000014,0.12909076495358757
400,4,3,32.23,32.09,50,-0.0027999999999998694,0.34220152231313317
401,5,6,33.7,33.16,50,-0.010800000000000125,0.21304348754976948
402,6,5,34.34,33.24,50,-0.02200000000000003,0.03222223888106762
403,7,9,30.2,34.23,50,0.08059999999999995,1.6886740347211537
404,8,7,40.0,34.62,50,-0.10760000000000006,-1.3497687330868802
405,9,8,36.28,34.84,50,-0.028799999999999954,-0.07756209066778678
406,10,10,36.49,35.71,50,-0.015600000000000024,0.1355486666917554
407,11,17,36.52,35.85,50,-0.013400000000000033,0.1710671262516791
408,12,11,36.84,36.44,50,-0.008000000000000113,0.25824879971694553
409,13,14,37.36,36.53,50,-0.016599999999999965,0.11940391234633638
410,14,12,37.53,36.78,50,-0.015,0.14523551929900774
411,15,13,37.65,37.14,50,-0.01019999999999996,0.22273034015702411
412,16,15,38.76,38.22,50,-0.010799999999999983,0.21304348754977176
413,17,16,40.0,38.25,50,-0.035,-0.17765956760939125
414,18,18,44.95,38.66,50,-0.12580000000000013,-1.6436032621735244
415,19,21,40.91,39.96,50,-0.018999999999999916,0.0806565019173293
416,20,19,42.4,40.1,50,-0.045999999999999944,-0.35525186540900966
417,21,20,37.44,40.31,50,0.05740000000000009,1.3141157339074132
418,22,22,40.72,40.66,50,-0.0012000000000000454,0.3680331292658023
419,23,23,45.3,40.74,50,-0.0911999999999999,-1.0849947618219906
420,24,24,40.82,40.9,50,0.0015999999999999658,0.4132384414329783
421,1,1,32.66,32.04,50,-0.01239999999999995,0.1872118805971004
422,2,4,33.84,32.55,50,-0.025800000000000125,-0.029127827631529702
423,3,3,33.85,32.62,50,-0.02460000000000008,-0.009754122417025045
424,4,5,33.14,32.71,50,-0.008599999999999995,0.24856194710969548
425,5,2,36.28,33.07,50,-0.06420000000000002,-0.649086394495654
426,6,6,32.88,33.28,50,0.007999999999999972,0.5165648692436661
427,7,7,35.12,33.88,50,-0.0247999999999999,-0.012983073286106102
428,8,20,35.93,34.45,50,-0.02959999999999994,-0.0904778941441225
429,9,8,36.87,35.6,50,-0.02539999999999992,-0.0226699258933584
430,10,9,38.04,36.33,50,-0.034200000000000015,-0.16474376413305547
431,11,10,37.38,37.41,50,0.0005999999999998806,0.397093687087557
432,12,12,39.38,38.23,50,-0.023000000000000114,0.016077484535646322
433,13,11,36.17,38.39,50,0.044399999999999974,1.104233927416952
434,14,15,42.2,38.45,50,-0.075,-0.823449741426189
435,15,13,41.3,38.76,50,-0.050799999999999984,-0.43274668626702606
436,16,16,39.84,39.79,50,-0.0010000000000000852,0.3712620801348856
437,17,14,41.5,40.02,50,-0.02959999999999994,-0.0904778941441225
438,19,17,41.72,40.95,50,-0.01539999999999992,0.13877761756084103
439,20,18,43.81,41.06,50,-0.055,-0.5005546545177901
440,21,19,42.61,41.08,50,-0.030600000000000023,-0.1066226484895438
441,23,22,46.35,43.41,50,-0.058800000000000095,-0.5619047210303875
442,24,23,45.05,44.06,50,-0.019799999999999898,0.06774069844099365
443,25,21,45.31,44.31,50,-0.02,0.06451174757190799
444,1,1,27.87,26.56,50,-0.026200000000000046,-0.03558572936969641
445,2,2,32.68,26.95,50,-0.11460000000000001,-1.462782013504819
446,3,5,29.66,27.95,50,-0.034200000000000015,-0.16474376413305547
447,4,3,29.41,28.22,50,-0.023800000000000026,0.003161681059311786
448,5,6,30.78,28.75,50,-0.040600000000000025,-0.26807019194374326
449,6,4,31.06,29.01,50,-0.040999999999999946,-0.27452809368191
450,7,8,31.68,30.05,50,-0.03259999999999998,-0.13891215718038305
451,8,7,32.03,30.17,50,-0.03719999999999999,-0.21317802716931492
452,9,8,30.62,30.44,50,-0.0035999999999999943,0.3292857188367952
453,10,11,40.38,30.96,50,-0.18840000000000004,-2.6542648841968117
454,11,12,32.75,31.18,50,-0.031400000000000004,-0.11953845196587945
455,11,10,38.44,31.18,50,-0.14519999999999997,-1.9568114964746688
456,13,13,32.16,31.22,50,-0.018799999999999956,0.08388545278641266
457,14,14,32.35,31.34,50,-0.02020000000000003,0.06128279670282352
458,15,17,32.81,33.2,50,0.007800000000000012,0.5133359183745827
459,16,15,32.98,33.21,50,0.00460000000000008,0.46167270446923997
460,17,21,35.19,33.25,50,-0.03879999999999995,-0.23900963412198623
461,18,15,34.1,33.38,50,-0.014399999999999977,0.15492237190626007
462,19,19,36.86,33.49,50,-0.06739999999999995,-0.7007496084009965
463,20,20,33.41,34.02,50,0.012200000000000131,0.5843728374944324
464,21,23,37.8,34.24,50,-0.0711999999999999,-0.7620996749135917
465,22,18,36.69,34.33,50,-0.04719999999999999,-0.37462557062351437
466,23,22,37.88,34.89,50,-0.05980000000000004,-0.5780494753758065
467,24,24,35.41,34.96,50,-0.008999999999999914,0.2421040453715288
468,1,2,30.26,27.8,50,-0.049200000000000015,-0.40691507931435467
469,2,1,29.47,28.07,50,-0.027999999999999973,-0.06464628719145113
470,3,4,28.73,28.27,50,-0.009200000000000017,0.23887509450244312
471,4,3,28.75,29.02,50,0.005399999999999992,0.4745885079455745
472,5,6,30.81,29.46,50,-0.026999999999999958,-0.04850153284603095
473,6,5,31.81,29.57,50,-0.04479999999999997,-0.3358781601945062
474,7,10,32.91,30.09,50,-0.056399999999999936,-0.523157310601377
475,8,9,30.89,30.23,50,-0.013200000000000003,0.1742960771207636
476,9,10,32.78,30.28,50,-0.05,-0.4198308827906904
477,10,8,35.01,30.43,50,-0.09159999999999996,-1.0914526635601596
478,11,13,35.28,30.88,50,-0.08800000000000004,-1.033331547916649
479,12,12,31.78,31.0,50,-0.015600000000000024,0.1355486666917554
480,13,7,33.25,31.62,50,-0.03259999999999998,-0.13891215718038305
481,14,19,34.29,32.47,50,-0.03640000000000001,-0.20026222369297925
482,15,15,35.95,32.5,50,-0.06900000000000006,-0.7265812153536704
483,16,20,33.82,32.84,50,-0.019599999999999937,0.070969649310077
484,17,14,33.87,33.12,50,-0.015,0.14523551929900774
485,18,17,35.81,33.43,50,-0.04760000000000005,-0.38108347236168333
486,19,18,36.78,33.74,50,-0.060799999999999986,-0.5941942297212256
487,20,16,34.41,33.92,50,-0.009799999999999897,0.2291882418951931
488,21,22,35.75,34.01,50,-0.03480000000000004,-0.17443061674030783
489,22,24,35.02,34.4,50,-0.012400000000000092,0.18721188059709812
490,23,21,33.72,34.52,50,0.016000000000000084,0.6457229040070274
491,24,23,36.44,34.59,50,-0.03699999999999989,-0.20994907630022927
492,1,1,24.59,24.9,50,0.006199999999999975,0.4875043114219102
493,2,4,26.01,26.44,50,0.008599999999999995,0.5262517218509184
494,3,5,26.94,26.59,50,-0.007000000000000029,0.2743935540623669
495,4,3,27.06,26.65,50,-0.008200000000000002,0.25501984884786333
496,5,2,26.02,26.85,50,0.01660000000000004,0.6554097566142786
497,6,7,27.67,28.12,50,0.008999999999999985,0.5327096235890862
498,7,9,28.43,28.27,50,-0.0032000000000000028,0.33574362057496304
499,8,8,28.37,28.55,50,0.0035999999999999943,0.44552795012381863
500,9,6,28.8,28.73,50,-0.0014000000000000056,0.3648041783967189
501,10,10,28.75,29.09,50,0.006799999999999997,0.4971911640291625
502,11,12,30.79,29.2,50,-0.031799999999999995,-0.12599635370404727
503,12,11,30.97,29.45,50,-0.030399999999999993,-0.10339369762045933
504,13,13,32.34,30.49,50,-0.0370000000000001,-0.20994907630023274
505,14,14,32.04,30.75,50,-0.025799999999999983,-0.029127827631527405
506,15,15,32.71,30.93,50,-0.03560000000000002,-0.1873464202166435
507,16,19,31.09,31.53,50,0.008800000000000025,0.5294806727200028
508,17,17,36.41,31.54,50,-0.09739999999999994,-1.185092238763595
509,18,16,35.16,31.95,50,-0.06419999999999995,-0.6490863944956529
510,19,18,33.79,32.15,50,-0.03280000000000001,-0.14214110804946747
511,20,20,31.0,32.36,50,0.027199999999999988,0.8265441526757292
512,21,22,36.4,33.15,50,-0.065,-0.6620021979719896
513,22,21,33.6,33.19,50,-0.008200000000000074,0.25501984884786216
514,23,23,35.39,34.55,50,-0.01680000000000007,0.11617496147725072
515,24,24,33.37,34.97,50,0.03200000000000003,0.9040389735337456
516,1,1,65.0,69.9,100,0.04900000000000006,1.1784997974058853
517,2,2,77.57,75.64,100,-0.019299999999999925,0.07581307561370318
518,3,3,78.4,78.3,100,-0.0010000000000000852,0.3712620801348856
519,4,4,72.2,78.93,100,0.06730000000000004,1.47394880192707
520,5,6,92.87,89.46000000000001,100,-0.034099999999999964,-0.16312928869851265
521,6,5,87.9,91.35,100,0.034499999999999885,0.9444008593972932
522,7,7,95.59,94.74000000000001,100,-0.008499999999999943,0.2501764225442383
523,8,8,110.88,106.03999999999999,100,-0.04840000000000003,-0.393999275838019
524,1,1,69.0,75.02,100,0.06019999999999996,1.359321046074587
525,2,3,73.28999999999999,76.78,100,0.03490000000000009,0.9508587611354645
526,3,1,76.27,77.83,100,0.015600000000000024,0.6392650022688584
527,4,5,86.22,82.68,100,-0.03539999999999992,-0.18411746934755785
528,5,4,91.8,85.19,100,-0.06609999999999999,-0.6797614277519514
529,6,6,98.53,96.86,100,-0.016700000000000017,0.11778943691179355
530,7,7,106.16,103.89,100,-0.02269999999999996,0.020920910839274796
531,8,8,118.09,113.97,100,-0.04120000000000004,-0.27775704455099554
532,1,1,87.97,79.27,100,-0.08700000000000002,-1.0171867935712287
533,2,2,70.48,82.71000000000001,100,0.12230000000000003,2.3619102909251666
534,3,3,101.16,88.7,100,-0.12459999999999993,-1.6242295569590173
535,4,4,101.31,90.93,100,-0.10379999999999995,-1.2884186665742827
536,5,5,92.35,93.27000000000001,100,0.00920000000000016,0.535938574458173
537,6,5,102.81,96.41,100,-0.06400000000000006,-0.6458574436265705
538,7,7,123.0,111.92,100,-0.11079999999999998,-1.4014319469922227
539,8,8,142.22,120.76,100,-0.21459999999999993,-3.0772574480468124
540,1,1,89.37,72.36,100,-0.17010000000000006,-2.358815879675627
541,2,2,77.99,76.3,100,-0.016899999999999978,0.1145604860427102
542,3,3,79.34,80.22,100,0.008799999999999954,0.5294806727200017
543,4,4,101.31,100.62,100,-0.006899999999999977,0.27600802949690967
544,5,5,116.0,102.4,100,-0.13599999999999995,-1.808279756496805
545,6,6,122.99,118.41,100,-0.04579999999999998,-0.3520229145399263
546,1,1,65.31,66.66,100,0.013499999999999943,0.6053610181434752
547,2,2,79.78,79.24,100,-0.005400000000000063,0.30022516101503816
548,3,3,85.38,80.02,100,-0.053599999999999995,-0.4779519984342021
549,4,4,90.16,84.91,100,-0.0525,-0.4601927686542402
550,5,5,93.68,86.96000000000001,100,-0.06719999999999998,-0.6975206575319132
551,6,7,96.12,94.55,100,-0.015700000000000075,0.13393419125721256
552,7,6,104.87,95.75999999999999,100,-0.09110000000000014,-1.0833802863874524
553,1,1,62.92,67.64,100,0.04719999999999999,1.1494392395841282
554,2,2,73.2,75.19,100,0.01989999999999995,0.708687445954163
555,3,3,88.91,80.98,100,-0.07929999999999993,-0.8928721851114936
556,4,6,95.47,92.59,100,-0.028799999999999954,-0.07756209066778678
557,5,4,95.78,95.86,100,0.0007999999999999829,0.4003226379566426
558,6,5,102.28,100.87,100,-0.014099999999999967,0.1597657982098862
559,7,8,104.44,101.4,100,-0.03039999999999992,-0.10339369762045815
560,8,7,107.56,107.61,100,0.0004999999999999716,0.39547921165301647
561,1,1,41.78,37.82,50,-0.07920000000000002,-0.8912577096769532
562,2,3,37.94,38.71,50,0.015400000000000063,0.6360360513997751
563,3,2,41.2,39.62,50,-0.03160000000000011,-0.12276740283496511
564,4,4,46.17,42.0,50,-0.08340000000000003,-0.959065677927717
565,5,5,44.12,42.83,50,-0.025799999999999983,-0.029127827631527405
566,6,8,45.34,45.08,50,-0.005200000000000102,0.3034541118841216
567,7,7,49.5,45.61,50,-0.07780000000000001,-0.868655053593365
568,8,6,46.69,47.44,50,0.015,0.6295781496616061
569,9,11,47.5,47.77,50,0.005400000000000063,0.47458850794557567
570,10,9,49.37,47.93,50,-0.028799999999999954,-0.07756209066778678
571,11,10,50.97,48.57,50,-0.04799999999999997,-0.38754137409985007
572,12,13,52.13,48.95,50,-0.06359999999999999,-0.6393995418884014
573,13,12,48.75,50.24,50,0.029800000000000038,0.8685205139738219
574,14,15,51.25,51.36,50,0.0021999999999999884,0.4229252940402306
575,15,16,54.34,52.29,50,-0.041000000000000085,-0.2745280936819122
576,16,14,51.2,52.66,50,0.029199999999999875,0.8588336613665674
577,1,1,40.28,37.8,50,-0.04960000000000008,-0.41337298105252374
578,2,2,37.06,38.04,50,0.019599999999999937,0.7038440196505369
579,3,4,42.43,40.07,50,-0.04719999999999999,-0.37462557062351437
580,4,3,42.3,40.7,50,-0.03199999999999989,-0.12922530457312956
581,5,5,40.72,40.89,50,0.003400000000000034,0.4422989992547353
582,6,6,45.2,42.3,50,-0.058000000000000114,-0.5489889175540518
583,7,7,43.22,43.11,50,-0.0021999999999999884,0.3518883749203833
584,8,9,43.86,43.4,50,-0.009200000000000017,0.23887509450244312
585,9,8,47.25,43.76,50,-0.06980000000000004,-0.739497018830006
586,10,11,45.75,45.23,50,-0.010400000000000062,0.21950138928793847
587,11,12,58.09,45.89,50,-0.24400000000000005,-3.551913225802161
588,12,13,49.59,46.08,50,-0.0702000000000001,-0.7459549205681748
589,13,14,45.09,46.35,50,0.02519999999999996,0.7942546439848889
590,14,15,49.27,46.48,50,-0.05580000000000013,-0.5134704579941282
591,15,10,47.66,46.77,50,-0.017799999999999868,0.10003020713183401
592,16,16,50.9,50.17,50,-0.014599999999999938,0.1516934210371767
593,1,1,38.21,34.53,50,-0.0736,-0.8008470853426011
594,2,2,36.01,37.2,50,0.023800000000000095,0.7716519879013032
595,3,3,41.2,41.1,50,-0.0020000000000000282,0.35511732578946653
596,4,5,45.78,42.55,50,-0.06460000000000007,-0.6555442962338228
597,5,4,42.19,42.79,50,0.012000000000000028,0.5811438866253467
598,6,6,45.0,43.8,50,-0.024000000000000056,-6.726980977268773e-05
599,7,7,48.84,47.44,50,-0.028000000000000115,-0.06464628719145342
600,8,8,51.13,48.4,50,-0.05460000000000008,-0.4940967527796234
601,10,9,56.33,52.86,50,-0.06939999999999998,-0.7330391170918369
602,11,10,52.63,53.52,50,0.01780000000000001,0.6747834618287821
603,12,11,54.64,54.74,50,0.0020000000000000282,0.4196963431711473
604,13,12,54.57,54.98,50,0.008199999999999931,0.5197938201127493
605,14,14,56.76,56.34,50,-0.008399999999999892,0.2517908979787811
606,15,13,58.03,57.05,50,-0.01960000000000008,0.0709696493100747
607,16,15,90.9,69.81,50,-0.42180000000000006,-6.422450548417827
608,1,1,35.22,34.5,50,-0.014399999999999977,0.15492237190626007
609,2,2,39.34,35.21,50,-0.08260000000000005,-0.9461498744513814
610,3,3,44.38,40.25,50,-0.08260000000000005,-0.9461498744513814
611,4,5,44.94,42.73,50,-0.04420000000000002,-0.32619130758725495
612,5,4,44.13,42.86,50,-0.02540000000000006,-0.0226699258933607
613,6,8,43.62,43.1,50,-0.01039999999999992,0.21950138928794077
614,8,7,47.72,44.71,50,-0.06019999999999996,-0.5845073771139732
615,10,10,50.19,46.6,50,-0.07179999999999992,-0.7717865275208439
616,11,9,49.62,47.05,50,-0.05140000000000001,-0.44243353887427844
617,12,14,52.93,49.95,50,-0.05959999999999994,-0.5748205245067208
618,13,11,51.41,50.66,50,-0.015,0.14523551929900774
619,14,6,57.6,50.75,50,-0.13700000000000004,-1.8244245108422263
620,15,12,56.08,52.08,50,-0.08,-0.9041735131532888
621,17,15,71.72,53.25,50,-0.36939999999999995,-5.57646542071782
622,18,13,59.31,53.27,50,-0.12079999999999998,-1.5628794904464223
623,1,1,34.38,31.45,50,-0.05860000000000007,-0.558675770161303
624,2,2,34.92,34.13,50,-0.015799999999999984,0.13231971582267202
625,3,3,33.21,35.59,50,0.04760000000000005,1.1558971413222974
626,4,4,35.66,36.38,50,0.01440000000000012,0.6198912970543561
627,5,5,40.43,37.39,50,-0.060799999999999986,-0.5941942297212256
628,6,8,42.19,39.15,50,-0.060799999999999986,-0.5941942297212256
629,7,6,41.15,39.54,50,-0.032199999999999986,-0.13245425544221512
630,8,7,,40.07,50,,
631,9,9,40.82,40.76,50,-0.0012000000000000454,0.3680331292658023
632,10,14,44.7,41.88,50,-0.056400000000000006,-0.5231573106013782
633,11,10,44.0,42.01,50,-0.03980000000000004,-0.2551543884674075
634,12,12,50.53,43.25,50,-0.14560000000000003,-1.9632693982128377
635,13,15,44.28,43.36,50,-0.018400000000000034,0.09034335452457935
636,15,11,43.62,44.53,50,0.018200000000000074,0.6812413635669512
637,16,13,45.7,44.6,50,-0.02200000000000003,0.03222223888106762
638,1,2,31.81,31.92,50,0.0022000000000000595,0.42292529404023177
639,2,1,33.14,33.23,50,0.001799999999999926,0.41646739230206165
640,3,3,36.81,35.93,50,-0.01760000000000005,0.10325915800091506
641,4,4,36.83,36.22,50,-0.012199999999999989,0.19044083146618376
642,5,6,39.53,37.75,50,-0.03560000000000002,-0.1873464202166435
643,6,5,39.57,39.43,50,-0.0028000000000000112,0.3422015223131309
644,7,8,39.68,39.79,50,0.0021999999999999884,0.4229252940402306
645,8,11,45.22,41.08,50,-0.08280000000000001,-0.9493788253204648
646,9,7,46.83,41.16,50,-0.11340000000000003,-1.4434083082903153
647,10,9,45.47,41.41,50,-0.08120000000000005,-0.9235472183677935
648,11,10,45.88,42.0,50,-0.07760000000000006,-0.8654261027242818
649,12,15,,42.21,50,,
650,13,12,44.5,42.58,50,-0.03840000000000003,-0.23255173238381951
651,14,14,43.15,42.76,50,-0.007800000000000012,0.2614777505860312
652,15,16,47.15,43.13,50,-0.08039999999999992,-0.9106314148914554
653,16,13,45.78,44.49,50,-0.025799999999999983,-0.029127827631527405
654,2,1,72.84,67.87,100,-0.04969999999999999,-0.4149874564870642
655,4,2,69.36,72.99,100,0.03629999999999996,0.9734614172190502
656,1,2,68.56,61.34,100,-0.07219999999999999,-0.7782444292590129
657,2,1,60.0,65.37,100,0.053700000000000046,1.2543801428293588
658,3,3,63.3,66.85,100,0.03549999999999997,0.9605456137427145
659,4,5,101.75,91.89,100,-0.0986,-1.2044659439780996
660,5,4,94.69,92.95,100,-0.01739999999999995,0.10648810887000067
661,6,7,109.06,105.35,100,-0.03710000000000008,-0.2115635517347743
662,7,6,136.59,121.92,100,-0.14670000000000002,-1.9810286279927996
663,1,2,332.78,290.62,400,-0.10539999999999992,-1.3142502735269541
664,2,1,278.45,291.15999999999997,400,0.03177499999999995,0.9004064038060249
665,3,3,317.44,291.72,400,-0.06429999999999993,-0.6507008699301944
666,4,4,318.1,293.32,400,-0.061950000000000074,-0.6127606972184599
667,5,5,325.64,332.08,400,0.016099999999999993,0.6473373794415679
668,6,6,356.57,352.65,400,-0.00980000000000004,0.2291882418951908
669,7,7,371.57,370.88,400,-0.0017249999999999943,0.3595571332344576
670,8,8,423.94,428.58,400,0.011599999999999966,0.5746859848871777
671,1,2,302.41,264.31,400,-0.09525000000000006,-1.1503810169209439
672,2,1,248.67,274.15999999999997,400,0.06372499999999995,1.4162313051421922
673,3,3,332.75,284.87,400,-0.11969999999999999,-1.5451202606664605
674,4,4,302.58,291.72,400,-0.027149999999999893,-0.050923245997842884
675,5,5,285.94,296.13,400,0.025474999999999994,0.79869445142988
676,7,6,355.7,338.81,400,-0.042224999999999964,-0.2943054177550497
677,8,7,375.68,362.24,400,-0.03359999999999999,-0.15505691152580311
678,9,8,421.13,440.61,400,0.04870000000000005,1.1736563711022592
679,1,1,130.14,133.65,200,0.017550000000000097,0.6707472732424284
680,2,2,125.66,134.29,200,0.04314999999999998,1.0840529844851772
681,3,4,146.23,138.84,200,-0.036949999999999934,-0.209141838582959
682,4,3,143.46,143.28,200,-0.0009000000000000341,0.37287655556942845
683,5,6,148.69,145.12,200,-0.017849999999999967,0.09922296941456142
684,6,7,147.73,145.86,200,-0.009349999999999881,0.23645338135063235
685,7,5,154.0,148.74,200,-0.026299999999999955,-0.03720020480423694
686,8,8,158.44,156.13,200,-0.011550000000000012,0.20093492179070635
687,1,1,32.91,30.83,50,-0.04159999999999996,-0.2842149462891622
688,2,2,31.08,31.11,50,0.0006000000000000227,0.39709368708755927
689,3,3,33.56,31.49,50,-0.041400000000000076,-0.28098599542008007
690,4,4,32.12,31.91,50,-0.004199999999999946,0.319598866229544
691,6,5,37.6,35.46,50,-0.04280000000000001,-0.30358865150366693
692,7,6,36.07,36.11,50,0.0007999999999999829,0.4003226379566426
693,8,7,39.77,36.15,50,-0.07240000000000009,-0.7814733801280986
694,9,8,39.12,37.47,50,-0.032999999999999974,-0.14537005891855087
695,10,12,39.45,38.1,50,-0.027000000000000027,-0.048501532846032064
696,11,10,39.27,39.03,50,-0.0048000000000000395,0.30991201362229054
697,12,9,40.53,39.66,50,-0.017400000000000092,0.10648810886999836
698,13,11,42.36,42.86,50,0.01,0.5488543779345064
699,14,13,57.0,42.88,50,-0.28239999999999993,-4.171871792666285
700,15,14,41.97,44.49,50,0.05040000000000006,1.2011024534894732
701,15,15,56.0,44.49,50,-0.23019999999999996,-3.329115615835364
702,17,16,49.43,44.93,50,-0.09,-1.0656210566074882
703,1,3,30.67,31.3,50,0.01259999999999998,0.5908307392325979
704,2,4,34.47,32.68,50,-0.035799999999999985,-0.1905753710857269
705,3,2,,32.86,50,,
706,4,1,36.32,32.99,50,-0.06659999999999996,-0.687833804924661
707,6,5,40.08,38.81,50,-0.02539999999999992,-0.0226699258933584
708,8,9,41.5,40.07,50,-0.028599999999999993,-0.07433313979870343
709,10,6,41.53,41.01,50,-0.010400000000000062,0.21950138928793847
710,11,8,42.57,41.22,50,-0.027000000000000027,-0.048501532846032064
711,12,7,43.03,43.26,50,0.0045999999999999375,0.46167270446923764
712,13,10,51.61,45.14,50,-0.1294,-1.701724377817034
713,14,14,50.0,46.32,50,-0.0736,-0.8008470853426011
714,15,11,45.0,46.72,50,0.03439999999999998,0.9427863839627527
715,17,13,47.4,47.12,50,-0.0056000000000000225,0.2969962101459549
716,18,12,50.97,48.2,50,-0.05539999999999992,-0.5070125562559569
717,1,1,26.23,27.65,50,0.028399999999999963,0.8459178578902329
718,2,2,30.75,31.17,50,0.008400000000000034,0.523022770981835
719,3,3,39.93,37.99,50,-0.03879999999999995,-0.23900963412198623
720,4,4,44.83,40.63,50,-0.08399999999999991,-0.968752530534967
721,5,5,43.59,41.69,50,-0.03800000000000012,-0.22609383064565292
722,6,6,43.66,43.26,50,-0.007999999999999972,0.2582487997169478
723,8,7,45.0,44.95,50,-0.0009999999999999432,0.37126208013488793
724,9,9,45.84,46.64,50,0.015999999999999945,0.6457229040070251
725,10,10,44.4,46.94,50,0.050799999999999984,1.20756035522764
726,11,13,49.81,47.08,50,-0.05460000000000008,-0.4940967527796234
727,12,11,48.16,47.51,50,-0.012999999999999972,0.17752502798984807
728,14,8,52.79,47.97,50,-0.0964,-1.1689474844181758
729,15,12,50.97,49.54,50,-0.028599999999999993,-0.07433313979870343
730,16,14,67.57,57.98,50,-0.19179999999999992,-2.7091570489712375
731,17,15,66.44,62.66,50,-0.07560000000000003,-0.8331365940334414
732,1,1,78.72,68.91,100,-0.09810000000000002,-1.19639356680539
733,2,3,72.94,72.49,100,-0.004500000000000028,0.3147554399259167
734,3,2,82.88,72.58,100,-0.10299999999999997,-1.275502863097947
735,4,5,77.63,75.69,100,-0.019399999999999976,0.07419860017916036
736,5,4,72.34,76.36,100,0.04019999999999996,1.036425959166188
737,7,6,90.94,91.52,100,0.005799999999999983,0.4810464096837423
738,8,8,92.68,91.73,100,-0.00950000000000003,0.23403166819881696
739,9,7,97.34,96.03999999999999,100,-0.013000000000000114,0.1775250279898458
740,1,1,75.0,74.56,100,-0.004399999999999977,0.31636991536045955
741,2,3,76.14,75.89,100,-0.0025,0.34704494861675705
742,3,2,84.76,76.94,100,-0.07820000000000008,-0.8751129553315341
743,4,5,91.4,88.24,100,-0.03160000000000011,-0.12276740283496511
744,5,4,89.31,88.62,100,-0.006899999999999977,0.27600802949690967
745,6,6,93.74000000000001,96.4,100,0.026599999999999967,0.816857300068477
746,7,7,103.6,101.75999999999999,100,-0.018400000000000034,0.09034335452457935
747,8,8,103.6,102.18,100,-0.014199999999999874,0.15815132277534572
748,1,1,68.31,70.58,100,0.02269999999999996,0.7538927581213389
749,2,2,77.5,74.47,100,-0.03030000000000001,-0.10177922218591762
750,3,3,79.57,77.14,100,-0.024299999999999926,-0.00491069611339657
751,4,4,82.21000000000001,82.02,100,-0.0019000000000001195,0.35673180122400705
752,5,5,90.38,84.67,100,-0.057099999999999936,-0.534458638643171
753,6,6,90.97,90.1,100,-0.008700000000000046,0.24694747167515263
754,7,7,93.25999999999999,92.21000000000001,100,-0.010499999999999829,0.21788691385340025
755,8,8,93.86,93.63,100,-0.00230000000000004,0.3502738994858404
756,1,1,31.8,30.44,50,-0.027199999999999988,-0.05173048371511542
757,2,2,41.16,31.82,50,-0.18679999999999994,-2.628433277244138
758,3,3,35.5,32.43,50,-0.0614,-0.6038810823284778
759,4,4,35.12,32.98,50,-0.04280000000000001,-0.30358865150366693
760,5,4,40.01,34.27,50,-0.1147999999999999,-1.4660109643739012
761,6,7,36.16,35.12,50,-0.02079999999999998,0.05159594409557234
762,8,6,38.09,38.3,50,0.004199999999999875,0.4552148027310687
763,9,9,43.78,40.82,50,-0.059200000000000016,-0.5683626227685541
764,10,8,39.84,41.34,50,0.03,0.8717494648429053
765,1,1,28.25,29.16,50,0.018200000000000004,0.6812413635669501
766,2,2,29.68,29.98,50,0.006000000000000014,0.4842753605528268
767,3,4,32.59,32.2,50,-0.007800000000000012,0.2614777505860312
768,4,3,33.02,32.21,50,-0.016200000000000044,0.1258618140845031
769,5,5,35.4,33.19,50,-0.04420000000000002,-0.32619130758725495
770,6,6,36.44,34.08,50,-0.04719999999999999,-0.37462557062351437
771,7,7,37.27,37.23,50,-0.000800000000000125,0.37449103100396897
772,8,8,41.3,37.91,50,-0.06780000000000001,-0.7072075101391656
773,9,9,48.0,42.47,50,-0.11060000000000002,-1.3982029961231395
774,10,10,42.08,42.92,50,0.01680000000000007,0.6586387074833631
775,11,12,44.0,46.18,50,0.04359999999999999,1.0913181239406164
776,12,11,48.03,48.27,50,0.0048000000000000395,0.4649016553383233
777,13,14,55.35,60.58,50,0.10459999999999994,2.076148139011232
778,14,13,65.0,63.04,50,-0.03920000000000002,-0.24546753586015527
779,1,1,25.39,25.3,50,-0.0017999999999999971,0.35834627665855107
780,2,2,30.25,29.5,50,-0.015,0.14523551929900774
781,3,3,34.21,32.03,50,-0.04359999999999999,-0.3165044549800026
782,4,8,32.76,32.25,50,-0.01019999999999996,0.22273034015702411
783,5,5,34.67,32.76,50,-0.038200000000000074,-0.2293227815147362
784,6,4,33.37,33.11,50,-0.00519999999999996,0.3034541118841238
785,7,7,33.0,33.31,50,0.006200000000000046,0.4875043114219113
786,8,6,34.44,33.68,50,-0.01519999999999996,0.14200656842992437
787,9,9,36.33,35.39,50,-0.018799999999999956,0.08388545278641266
788,10,10,40.2,39.55,50,-0.013000000000000114,0.1775250279898458
789,11,11,44.65,46.09,50,0.028800000000000096,0.852375759628403
790,1,1,54.44,54.93,100,0.00490000000000002,0.46651613077286497
791,2,2,60.19,60.94,100,0.0075,0.5084924920709565
792,3,3,28.97,64.3,100,0.3533,6.091348544717174
793,5,5,70.13,65.87,100,-0.04259999999999991,-0.3003597006345813
794,6,4,68.56,67.27,100,-0.012900000000000062,0.1791395034243886
