,divsRank,finalRank,seedTime,divsTime,distance,improvement,improveZscore
795,7,6,70.63,67.42,100,-0.032099999999999934,-0.13083978000767227
796,8,7,73.28999999999999,71.61,100,-0.016799999999999926,0.11617496147725302
797,9,8,75.25,73.66,100,-0.015900000000000036,0.1307052403881292
798,1,3,67.1,58.91,100,-0.08189999999999997,-0.9348485464095863
799,2,2,64.14,59.76,100,-0.043800000000000026,-0.31973340584908716
800,3,1,57.38,60.09,100,0.02710000000000001,0.8249296772411877
801,4,4,63.01,61.84,100,-0.011699999999999947,0.1985132086388944
802,5,5,61.63,62.24,100,0.006099999999999994,0.4858898359873685
803,6,6,66.25,64.56,100,-0.016899999999999978,0.1145604860427102
804,7,7,67.07,67.08,100,0.00010000000000005117,0.38902130991484973
805,8,8,70.38,67.63,100,-0.0275,-0.0565739100187416
806,1,1,65.8,61.31,100,-0.04489999999999995,-0.3374926356290478
807,2,2,65.78,61.51,100,-0.04270000000000003,-0.30197417606912524
808,3,3,66.0,65.25,100,-0.0075,0.26632117688965734
809,4,4,68.96000000000001,66.58,100,-0.023800000000000095,0.0031616810593106657
810,5,7,75.94,68.47,100,-0.07469999999999999,-0.8186063151225629
811,6,5,75.0,71.5,100,-0.035,-0.17765956760939125
812,7,8,81.0,76.52,100,-0.04480000000000004,-0.33587816019450734
813,9,6,88.0,78.34,100,-0.09659999999999996,-1.1721764352872592
814,1,1,145.06,154.07999999999998,200,0.04509999999999991,1.1155352554587452
815,2,2,207.06,196.94,200,-0.05060000000000002,-0.4295177353979427
816,3,3,216.63,209.18,200,-0.03724999999999994,-0.21398526488658515
817,5,4,239.0,257.97,200,0.09485000000000014,1.918736784143391
818,1,1,76.82,71.69,100,-0.05129999999999996,-0.4408190634397356
819,2,2,81.36,76.58,100,-0.04780000000000001,-0.38431242323076664
820,3,3,79.64,77.28999999999999,100,-0.023500000000000087,0.008005107362936787
821,4,4,82.72,82.08,100,-0.0064000000000000055,0.28408040666961915
822,5,5,94.0,84.07,100,-0.09930000000000007,-1.2157672720198949
823,6,7,90.69,85.81,100,-0.048799999999999955,-0.4004571775761857
824,7,6,89.0,89.96000000000001,100,0.009600000000000079,0.5423964761963397
825,8,8,97.07,91.7,100,-0.0536999999999999,-0.47956647386874257
826,1,1,67.72,66.24,100,-0.01480000000000004,0.14846447016809106
827,2,2,80.35,68.78999999999999,100,-0.11560000000000002,-1.4789267678502391
828,3,3,84.84,81.93,100,-0.029099999999999966,-0.08240551697141296
829,4,4,84.38,85.23,100,0.008500000000000086,0.5246372464163778
830,6,5,107.53,95.19,100,-0.12340000000000004,-1.604855851744515
831,8,6,102.82,99.22,100,-0.03599999999999994,-0.1938043219548102
832,1,1,75.22,72.57,100,-0.026500000000000058,-0.040429155673322587
833,2,3,80.35,77.66,100,-0.026899999999999976,-0.04688705741148924
834,3,2,82.37,78.06,100,-0.04310000000000002,-0.3084320778072931
835,4,4,80.28,82.48,100,0.02200000000000003,0.7425914300795463
836,5,5,86.17,82.63,100,-0.03540000000000006,-0.18411746934756018
837,6,6,98.37,91.21000000000001,100,-0.07159999999999997,-0.7685575766517607
838,7,7,96.39,99.11,100,0.027199999999999988,0.8265441526757292
839,8,8,108.0,99.78,100,-0.0822,-0.9396919727132126
840,1,1,27.63,26.63,50,-0.02,0.06451174757190799
841,2,2,31.03,28.04,50,-0.05980000000000004,-0.5780494753758065
842,3,3,30.61,28.31,50,-0.04600000000000001,-0.3552518654090108
843,4,5,31.17,28.88,50,-0.045800000000000056,-0.3520229145399275
844,5,8,30.89,29.12,50,-0.035399999999999994,-0.18411746934755907
845,6,10,31.0,30.07,50,-0.018599999999999995,0.08711440365549601
846,7,4,28.97,30.15,50,0.023599999999999996,0.7684230370322176
847,8,9,30.93,30.19,50,-0.01479999999999997,0.14846447016809222
848,9,13,28.16,30.52,50,0.04719999999999999,1.1494392395841282
849,10,7,31.33,30.66,50,-0.013399999999999962,0.17106712625168025
850,11,6,31.25,30.88,50,-0.00740000000000002,0.26793565232419897
851,12,11,32.4,31.01,50,-0.02779999999999994,-0.0614173363223666
852,14,15,35.82,31.96,50,-0.07719999999999999,-0.8589682009861127
853,15,14,31.9,32.15,50,0.005,0.46813060620740665
854,16,16,36.91,32.43,50,-0.08959999999999994,-1.0591631548693192
855,17,12,37.87,32.87,50,-0.1,-1.2270686000616877
856,1,1,27.69,27.1,50,-0.011799999999999998,0.19689873320435158
857,2,2,28.82,27.89,50,-0.018599999999999995,0.08711440365549601
858,3,3,28.41,28.38,50,-0.0006000000000000227,0.37771998187305456
859,4,4,30.89,29.97,50,-0.018400000000000034,0.09034335452457935
860,5,7,29.09,30.04,50,0.018999999999999986,0.6941571670432857
861,6,9,32.44,30.56,50,-0.03759999999999998,-0.21963592890748274
862,7,10,30.94,30.61,50,-0.006600000000000037,0.28085145580053467
863,8,6,33.25,31.09,50,-0.0432,-0.3100465532418348
864,9,11,32.91,31.11,50,-0.03599999999999994,-0.1938043219548102
865,10,12,35.29,31.23,50,-0.08119999999999998,-0.9235472183677924
866,11,5,34.19,31.45,50,-0.05479999999999997,-0.4973257036487056
867,12,13,34.0,31.89,50,-0.04219999999999999,-0.2939017988964146
868,13,8,35.8,31.94,50,-0.07719999999999992,-0.8589682009861116
869,14,15,32.63,32.22,50,-0.008200000000000074,0.25501984884786216
870,15,14,32.88,32.89,50,0.00019999999999996022,0.39063578534939025
871,16,16,38.1,33.07,50,-0.10060000000000002,-1.23675545266894
872,2,1,28.28,27.87,50,-0.008200000000000002,0.25501984884786333
873,3,2,29.94,27.88,50,-0.04120000000000004,-0.27775704455099554
874,4,4,31.22,28.84,50,-0.04759999999999998,-0.3810834723616822
875,5,3,28.88,28.96,50,0.001600000000000037,0.4132384414329794
876,6,6,32.15,29.13,50,-0.06039999999999999,-0.5877363279830576
877,7,5,28.56,29.18,50,0.01240000000000002,0.5876017883635146
878,8,7,29.5,29.87,50,0.00740000000000002,0.5068780166364149
879,9,8,31.69,30.17,50,-0.030399999999999993,-0.10339369762045933
880,10,9,30.44,30.35,50,-0.0017999999999999971,0.35834627665855107
881,11,10,30.16,30.69,50,0.010600000000000023,0.5585412305417587
882,12,13,33.34,30.88,50,-0.04920000000000009,-0.4069150793143559
883,13,12,32.0,31.35,50,-0.012999999999999972,0.17752502798984807
884,14,11,32.0,31.4,50,-0.012000000000000028,0.1936697823352671
885,16,14,34.9,34.92,50,0.0004000000000000625,0.3938647362184759
886,17,16,34.47,35.72,50,0.025,0.7910256931158056
887,18,15,35.51,36.2,50,0.013800000000000097,0.6102044444471038
888,1,1,67.72,67.12,100,-0.005999999999999943,0.29053830840778816
889,2,2,74.22,67.25,100,-0.06969999999999998,-0.7378825433954631
890,3,3,67.65,70.11,100,0.024599999999999938,0.7845677913776367
891,4,4,69.09,71.17,100,0.02079999999999998,0.7232177248650415
892,5,5,83.75,83.2,100,-0.005499999999999972,0.2986106855804977
893,7,8,105.6,101.53,100,-0.04069999999999993,-0.2696846673782838
894,8,7,100.0,101.65,100,0.016500000000000056,0.653795281179737
895,9,6,113.0,101.9,100,-0.11099999999999995,-1.4046608978613062
896,1,1,62.2,64.32,100,0.021199999999999903,0.7296756266032082
897,2,4,70.36,70.56,100,0.0020000000000000282,0.4196963431711473
898,3,3,66.25,72.23,100,0.05980000000000004,1.3528631443364205
899,4,5,73.03,72.9,100,-0.0012999999999999546,0.3664186538312617
900,5,2,85.84,73.18,100,-0.12659999999999996,-1.6565190656498576
901,6,6,80.07,76.14,100,-0.039299999999999925,-0.24708201129469576
902,7,7,91.43,85.11,100,-0.06320000000000008,-0.6329416401502349
903,8,8,103.65,99.83,100,-0.038200000000000074,-0.2293227815147362
904,1,1,56.73,58.9,100,0.021700000000000018,0.73774800377592
905,2,2,72.03,69.95,100,-0.02079999999999998,0.05159594409557234
906,3,3,80.0,78.23,100,-0.01769999999999996,0.10164468256637454
907,4,4,81.53,78.96000000000001,100,-0.02569999999999993,-0.027513352196984583
908,5,5,90.0,82.31,100,-0.07689999999999998,-0.8541247746824866
909,6,6,96.2,91.41,100,-0.04790000000000006,-0.3859268986653095
910,7,7,98.4,97.64,100,-0.007600000000000051,0.2647067014551145
911,8,8,102.82,102.0,100,-0.008199999999999931,0.2550198488478645
912,1,2,30.5,32.6,50,0.04200000000000003,1.0654865169879453
913,2,3,33.53,32.93,50,-0.012000000000000028,0.1936697823352671
914,3,1,37.47,33.26,50,-0.08420000000000001,-0.9719814814040527
915,5,4,37.34,35.13,50,-0.04420000000000002,-0.32619130758725495
916,6,5,37.82,37.16,50,-0.013200000000000075,0.17429607712076242
917,7,6,40.66,39.4,50,-0.02519999999999996,-0.01944097502427505
918,8,8,43.15,41.93,50,-0.024399999999999977,-0.006525171547939395
919,9,9,42.96,42.28,50,-0.013599999999999994,0.16783817538259574
920,10,12,45.22,42.59,50,-0.05259999999999991,-0.46180724408878077
921,10,11,43.44,42.59,50,-0.016999999999999887,0.11294601060816967
922,12,10,43.88,42.87,50,-0.020200000000000103,0.06128279670282234
923,13,7,43.65,43.03,50,-0.01239999999999995,0.1872118805971004
924,14,13,45.97,44.51,50,-0.029200000000000018,-0.08401999240595578
925,16,14,52.78,44.9,50,-0.15760000000000005,-2.157006450357877
926,17,16,55.84,45.8,50,-0.20080000000000012,-2.85445983808002
927,18,15,48.69,46.92,50,-0.03539999999999992,-0.18411746934755785
928,1,1,35.26,34.74,50,-0.01039999999999992,0.21950138928794077
929,2,3,39.81,38.04,50,-0.03540000000000006,-0.18411746934756018
930,3,2,41.55,38.13,50,-0.06839999999999989,-0.7168943627464156
931,4,6,39.88,38.31,50,-0.031400000000000004,-0.11953845196587945
932,5,8,42.19,39.62,50,-0.05140000000000001,-0.44243353887427844
933,6,5,43.06,39.71,50,-0.06700000000000003,-0.69429170666283
934,7,7,42.1,39.74,50,-0.04719999999999999,-0.37462557062351437
935,8,9,42.43,40.27,50,-0.04319999999999993,-0.31004655324183367
936,9,4,41.72,40.3,50,-0.028400000000000033,-0.07110418892962007
937,10,10,44.99,43.79,50,-0.024000000000000056,-6.726980977268773e-05
938,11,11,47.78,44.4,50,-0.06760000000000005,-0.7039785592700822
939,12,12,46.58,46.45,50,-0.0025999999999999092,0.34543047318221654
940,13,14,49.32,46.55,50,-0.05540000000000006,-0.5070125562559591
941,15,13,55.35,47.97,50,-0.14760000000000006,-1.995558906903678
942,16,15,47.11,48.48,50,0.02739999999999995,0.8297731035448127
943,1,1,31.49,32.8,50,0.026199999999999973,0.810399398330309
944,2,2,33.5,33.87,50,0.007399999999999949,0.5068780166364136
945,3,3,35.67,34.11,50,-0.031200000000000047,-0.11630950109679615
946,5,4,40.38,38.83,50,-0.031000000000000087,-0.1130805502277128
947,6,5,44.78,39.61,50,-0.10340000000000003,-1.281960764836116
948,7,6,41.16,39.87,50,-0.025799999999999983,-0.029127827631527405
949,8,7,49.41,42.23,50,-0.1436,-1.9309798895219974
950,9,8,44.93,44.27,50,-0.013199999999999932,0.17429607712076473
951,10,9,47.64,44.49,50,-0.06299999999999997,-0.6297126892811492
952,11,11,50.62,44.6,50,-0.12039999999999992,-1.5564215887082533
953,13,12,46.06,45.48,50,-0.011600000000000108,0.2001276840734338
954,14,10,46.29,46.24,50,-0.0009999999999999432,0.37126208013488793
955,15,13,56.0,48.49,50,-0.15019999999999997,-2.0375352682017684
956,16,14,48.9,49.42,50,0.010400000000000062,0.5553122796726754
957,1,1,55.92,56.08,100,0.0015999999999999658,0.4132384414329783
958,2,3,59.45,60.29,100,0.008399999999999963,0.5230227709818339
959,3,2,63.77,63.07,100,-0.007000000000000029,0.2743935540623669
960,4,4,70.1,78.94,100,0.08840000000000003,1.8146031186154308
961,5,5,94.21000000000001,82.64,100,-0.11570000000000008,-1.4805412432847822
962,1,1,258.25,262.76,400,0.011274999999999978,0.5694389397249164
963,2,2,266.15,290.78,400,0.06157499999999999,1.38152008329954
964,3,3,314.66,294.1,400,-0.05140000000000001,-0.44243353887427844
965,4,4,325.68,310.66,400,-0.03754999999999995,-0.21882869119021126
966,5,5,390.38,381.68,400,-0.02174999999999997,0.03625842746742357
967,1,1,141.23,135.66,200,-0.027849999999999965,-0.06222457403963801
968,2,2,137.63,137.99,200,0.0018000000000000683,0.4164673923020639
969,3,3,154.63,147.37,200,-0.03629999999999996,-0.19864774825843642
970,4,4,156.85,152.18,200,-0.023349999999999937,0.010426820514752203
971,5,5,162.19,162.53,200,0.001700000000000017,0.4148529168675211
972,6,6,158.6,174.6,200,0.08,1.6789871821139026
973,7,7,176.94,178.43,200,0.007450000000000045,0.5076852543536863
974,8,8,167.78,185.67,200,0.08944999999999993,1.83155511067812
975,1,1,32.72,33.46,50,0.01480000000000004,0.6263491987925228
976,2,4,38.63,39.04,50,0.008199999999999931,0.5197938201127493
977,3,3,40.1,39.61,50,-0.00980000000000004,0.2291882418951908
978,4,2,40.93,39.63,50,-0.025999999999999943,-0.03235677850061076
979,5,6,39.53,40.46,50,0.018599999999999995,0.6876992653051178
980,6,5,41.94,40.83,50,-0.022199999999999987,0.028993288011984326
981,7,11,48.0,43.03,50,-0.09939999999999997,-1.2173817474544353
982,8,7,43.04,44.03,50,0.01980000000000004,0.7070729705196225
983,9,8,44.66,44.63,50,-0.0005999999999998806,0.37771998187305683
984,10,13,44.0,45.02,50,0.020400000000000064,0.7167598231268748
985,11,12,45.39,45.31,50,-0.0015999999999999658,0.36157522752763555
986,12,10,44.87,45.34,50,0.00940000000000012,0.5391675253272563
987,13,15,46.37,46.03,50,-0.006799999999999926,0.2776225049314525
988,14,16,46.41,46.04,50,-0.007399999999999949,0.26793565232420014
989,15,9,46.9,46.05,50,-0.01700000000000003,0.11294601060816736
990,16,14,47.8,46.09,50,-0.034199999999999876,-0.16474376413305322
991,1,1,34.94,33.27,50,-0.033399999999999895,-0.15182796065671758
992,2,2,38.18,35.78,50,-0.04799999999999997,-0.38754137409985007
993,3,3,38.5,37.95,50,-0.010999999999999944,0.20981453668068842
994,4,4,40.22,38.03,50,-0.04379999999999996,-0.319733405849086
995,5,5,43.98,44.04,50,0.0012000000000000454,0.4067805396948116
996,6,6,46.33,44.69,50,-0.03280000000000001,-0.14214110804946747
997,7,11,45.72,45.0,50,-0.014399999999999977,0.15492237190626007
998,8,8,46.44,45.29,50,-0.022999999999999972,0.016077484535648615
999,9,12,43.63,46.13,50,0.05,1.1946445517513042
1000,12,7,52.3,47.41,50,-0.09780000000000001,-1.1915501405017639
1001,13,10,45.9,47.51,50,0.032199999999999986,0.907267924402829
1002,15,9,48.5,49.09,50,0.011800000000000067,0.5779149357562634
1003,17,13,48.91,49.58,50,0.013400000000000033,0.6037465427089348
1004,18,15,50.0,49.77,50,-0.0045999999999999375,0.3131409644913762
1005,19,14,53.98,50.13,50,-0.07699999999999989,-0.8557392501170271
1006,1,1,35.1,35.54,50,0.008799999999999954,0.5294806727200017
1007,2,2,36.69,36.44,50,-0.005,0.30668306275320717
1008,3,3,39.03,38.6,50,-0.008599999999999995,0.24856194710969548
1009,4,4,37.24,39.94,50,0.053999999999999916,1.2592235691329825
1010,5,5,40.86,40.49,50,-0.007399999999999949,0.26793565232420014
1011,6,6,42.7,40.88,50,-0.03640000000000001,-0.20026222369297925
1012,7,10,43.0,42.92,50,-0.0015999999999999658,0.36157522752763555
1013,8,8,41.37,43.68,50,0.04620000000000005,1.1332944852387092
1014,9,7,,43.71,50,,
1015,10,9,42.66,44.39,50,0.03460000000000008,0.9460153348318384
1016,11,11,45.15,44.68,50,-0.009399999999999978,0.23564614363335978
1017,12,14,,48.07,50,,
1018,13,13,46.0,48.19,50,0.04379999999999996,1.0945470748096997
1019,14,15,48.5,48.3,50,-0.0040000000000000565,0.32282781709862624
1020,15,16,48.56,48.84,50,0.0056000000000000225,0.477817458814659
1021,16,12,54.0,49.39,50,-0.09219999999999999,-1.101139516167412
1022,1,1,71.27,76.78999999999999,100,0.05519999999999996,1.2785972743474872
1023,2,2,84.21000000000001,87.46000000000001,100,0.0325,0.9121113507064552
1024,3,4,90.16,89.91,100,-0.0025,0.34704494861675705
1025,4,3,92.64,93.68,100,0.010400000000000062,0.5553122796726754
1026,5,5,103.9,98.69,100,-0.05210000000000008,-0.4537348669160735
1027,6,6,108.69,104.66,100,-0.04030000000000001,-0.26322676564011704
1028,7,7,106.34,105.44,100,-0.009000000000000057,0.2421040453715265
1029,8,8,116.0,110.64,100,-0.053599999999999995,-0.4779519984342021
1030,1,1,86.28,82.39,100,-0.038900000000000004,-0.24062410955652905
1031,2,2,79.81,86.56,100,0.0675,1.4771777527961534
1032,3,3,89.47,88.4,100,-0.010699999999999932,0.2146579629843146
1033,4,5,31.19,90.87,100,0.5968000000000001,10.02259622782693
1034,5,8,97.81,92.22999999999999,100,-0.05580000000000013,-0.5134704579941282
1035,6,7,96.6,92.93,100,-0.03669999999999987,-0.20510564999660302
1036,7,4,92.41,94.03999999999999,100,0.016299999999999953,0.6505663303106513
1037,8,6,94.16,94.89,100,0.00730000000000004,0.5052635412018732
1038,1,1,90.65,95.99000000000001,100,0.05340000000000003,1.2495367165257325
1039,2,3,106.25,99.63,100,-0.06620000000000005,-0.6813759031864943
1040,3,2,98.47999999999999,99.85,100,0.013700000000000045,0.6085899690125609
1041,4,4,109.06,103.66,100,-0.054000000000000055,-0.48440990017237107
1042,5,5,107.63,104.14,100,-0.03489999999999995,-0.17604509217484843
1043,6,6,106.97999999999999,111.62,100,0.04640000000000015,1.1365234361077947
1044,7,8,117.28,113.18,100,-0.040999999999999946,-0.27452809368191
1045,8,7,113.74000000000001,114.37,100,0.006299999999999955,0.4891187868564518
1046,1,1,29.0,30.08,50,0.021599999999999966,0.7361335283413772
1047,2,2,37.75,32.79,50,-0.09920000000000001,-1.2141527965853518
1048,3,3,32.7,33.77,50,0.021400000000000006,0.7329045774722938
1049,4,4,37.49,35.37,50,-0.04240000000000009,-0.29713074976550025
1050,5,5,36.84,36.4,50,-0.008800000000000096,0.24533299624060984
1051,6,6,38.25,37.48,50,-0.015400000000000063,0.13877761756083873
1052,7,7,42.09,42.47,50,0.007599999999999909,0.5101069675054971
1053,8,8,43.91,44.0,50,0.0018000000000000683,0.4164673923020639
1054,9,10,54.0,48.7,50,-0.10599999999999994,-1.3239371261342063
1055,11,12,48.0,54.91,50,0.13819999999999993,2.6186118850173425
1056,12,9,63.68,57.92,50,-0.11519999999999996,-1.4724688661120702
1057,13,13,60.0,58.55,50,-0.029000000000000057,-0.08079104153687243
1058,14,11,53.0,60.91,50,0.15819999999999992,2.941506971925741
1059,1,1,30.16,32.11,50,0.038999999999999986,1.0170522539516844
1060,2,2,32.36,32.92,50,0.011200000000000045,0.568228083149011
1061,3,3,36.37,33.74,50,-0.05259999999999991,-0.46180724408878077
1062,4,4,34.66,34.34,50,-0.006399999999999863,0.2840804066696215
1063,5,5,38.34,36.55,50,-0.03580000000000012,-0.19057537108572914
1064,6,6,37.75,37.94,50,0.0037999999999999545,0.448756900992902
1065,7,7,41.65,42.37,50,0.014399999999999977,0.6198912970543538
1066,8,8,54.0,49.62,50,-0.08760000000000005,-1.026873646178481
1067,10,9,52.0,54.64,50,0.052800000000000014,1.2398498639184803
1068,11,10,55.0,57.11,50,0.04219999999999999,1.0687154678570285
1069,1,1,36.25,32.56,50,-0.07379999999999995,-0.8040760362116842
1070,2,2,33.65,34.14,50,0.00980000000000004,0.545625427065423
1071,3,3,33.84,34.75,50,0.01819999999999993,0.6812413635669489
1072,4,4,34.48,34.97,50,0.00980000000000004,0.545625427065423
1073,5,5,39.5,39.84,50,0.006800000000000068,0.4971911640291637
1074,6,6,41.09,40.49,50,-0.012000000000000028,0.1936697823352671
1075,7,7,45.03,43.82,50,-0.024200000000000017,-0.003296220678856041
1076,8,8,46.62,44.98,50,-0.03280000000000001,-0.14214110804946747
1077,9,9,39.51,46.0,50,0.12980000000000003,2.4829959485158164
1078,10,10,51.78,48.62,50,-0.06320000000000008,-0.6329416401502349
1079,1,1,26.81,62.36,100,0.3555,6.126867004277098
1080,2,2,61.75,65.58,100,0.03829999999999998,1.0057509259098905
1081,3,3,72.59,68.84,100,-0.0375,-0.21802145347294102
1082,4,5,73.91,71.73,100,-0.021799999999999927,0.035451189750153274
1083,5,4,72.49,72.14,100,-0.0034999999999999433,0.330900194271338
1084,6,6,76.37,73.01,100,-0.03359999999999999,-0.15505691152580311
1085,7,7,83.81,81.95,100,-0.018599999999999995,0.08711440365549601
1086,8,8,82.59,83.49,100,0.008999999999999914,0.532709623589085
1087,1,1,59.86,67.07,100,0.07209999999999994,1.551443622785084
1088,2,2,73.0,69.14,100,-0.038599999999999995,-0.2357806832529029
1089,3,3,65.07,70.4,100,0.053300000000000125,1.247922241091192
1090,4,4,73.16,73.41,100,0.0025,0.42776872034385677
1091,5,6,86.25,73.61,100,-0.1264,-1.6532901147807744
1092,6,5,77.76,75.99,100,-0.0177000000000001,0.10164468256637224
1093,7,7,78.65,77.88,100,-0.007700000000000103,0.2630922260205717
1094,8,8,75.68,79.7,100,0.04019999999999996,1.036425959166188
1095,1,1,62.84,61.13,100,-0.017100000000000008,0.11133153517362572
1096,2,2,74.3,74.59,100,0.0029000000000000627,0.4342266220820258
1097,3,3,80.2,75.39,100,-0.048100000000000025,-0.38915584953439286
1098,4,5,77.15,76.34,100,-0.008100000000000022,0.25663432428240496
1099,5,4,78.68,79.31,100,0.006299999999999955,0.4891187868564518
1100,6,6,83.44,80.92,100,-0.02519999999999996,-0.01944097502427505
1101,7,7,86.69,87.12,100,0.0043000000000000685,0.45682927816561375
1102,8,8,88.53,91.33,100,0.027999999999999973,0.8394599561520649
1103,1,1,146.24,154.71,200,0.04234999999999999,1.0711371810088417
1104,2,2,189.79,186.74,200,-0.015249999999999915,0.14119933071265411
1105,3,3,178.62,198.32,200,0.09849999999999995,1.9776651375041707
1106,4,4,269.0,260.33,200,-0.04335000000000008,-0.31246826639364905
1107,1,1,85.58,75.31,100,-0.10269999999999996,-1.270659436794321
1108,2,3,79.21000000000001,75.51,100,-0.037000000000000026,-0.2099490763002315
1109,3,2,91.5,77.84,100,-0.13659999999999997,-1.8179666091040572
1110,4,5,83.15,80.33,100,-0.028200000000000072,-0.06787523806053672
1111,5,4,82.85,81.32,100,-0.015300000000000012,0.14039209299538155
1112,6,6,84.66,82.51,100,-0.021499999999999915,0.04029461605377945
1113,7,7,86.41,88.08,100,0.016700000000000017,0.6570242320488203
1114,8,8,93.69,90.44,100,-0.0325,-0.13729768174584134
1115,1,3,78.76,77.65,100,-0.011099999999999994,0.20820006124614562
1116,2,1,82.46000000000001,78.97,100,-0.03490000000000009,-0.17604509217485065
1117,3,2,83.47,79.74,100,-0.03730000000000004,-0.21479250260385774
1118,4,4,87.03,83.03999999999999,100,-0.03990000000000009,-0.25676886390195036
1119,5,5,85.47,87.43,100,0.01960000000000008,0.7038440196505391
1120,6,6,98.93,89.21000000000001,100,-0.0972,-1.1818632878945117
1121,8,8,103.78,103.64,100,-0.0014000000000000056,0.3648041783967189
1122,9,7,111.0,103.83,100,-0.07170000000000001,-0.7701720520863035
1123,1,1,86.57,74.89,100,-0.11679999999999993,-1.4983004730647416
1124,2,2,84.41,83.0,100,-0.014099999999999967,0.1597657982098862
1125,3,3,94.0,92.53,100,-0.014699999999999989,0.15007894560263388
1126,4,4,96.28,92.83,100,-0.03450000000000003,-0.16958719043668172
1127,5,5,101.85,94.22999999999999,100,-0.07620000000000005,-0.8428234466406936
1128,6,6,102.75,100.2,100,-0.02549999999999997,-0.024284401327901228
1129,7,7,118.1,116.17,100,-0.019299999999999925,0.07581307561370318
1130,8,8,123.57,119.35,100,-0.04219999999999999,-0.2939017988964146
1131,1,1,32.91,31.42,50,-0.029799999999999896,-0.0937068450132058
1132,2,4,32.41,31.66,50,-0.014999999999999928,0.14523551929900888
1133,3,3,34.22,32.42,50,-0.03599999999999994,-0.1938043219548102
1134,4,2,38.38,32.63,50,-0.115,-1.469239915242987
1135,5,9,35.69,34.43,50,-0.02519999999999996,-0.01944097502427505
1136,6,5,35.0,35.29,50,0.005799999999999983,0.4810464096837423
1137,7,6,34.88,35.47,50,0.011799999999999927,0.5779149357562611
1138,8,7,35.4,35.82,50,0.008400000000000034,0.523022770981835
1139,9,10,37.54,36.13,50,-0.028199999999999933,-0.06787523806053448
1140,10,15,33.86,36.64,50,0.055600000000000024,1.2850551760856563
1141,11,10,41.09,36.74,50,-0.08700000000000002,-1.0171867935712287
1142,12,14,36.84,36.82,50,-0.0004000000000000625,0.3809489327421379
1143,13,8,37.0,36.9,50,-0.0020000000000000282,0.35511732578946653
1144,14,12,40.0,37.08,50,-0.058400000000000035,-0.5554468192922185
1145,15,13,38.05,37.54,50,-0.01019999999999996,0.22273034015702411
1146,16,16,40.78,38.18,50,-0.052000000000000025,-0.45212039148153066
1147,1,1,27.25,29.53,50,0.04560000000000002,1.123607632631457
1148,2,2,29.75,31.13,50,0.02759999999999998,0.8330020544138971
1149,3,3,32.71,32.42,50,-0.005799999999999983,0.29376725927687153
1150,4,4,34.8,32.6,50,-0.043999999999999914,-0.3229623567181693
1151,5,5,33.89,33.61,50,-0.0056000000000000225,0.2969962101459549
1152,6,6,36.0,34.32,50,-0.03359999999999999,-0.15505691152580311
1153,7,7,39.1,35.65,50,-0.06900000000000006,-0.7265812153536704
1154,8,9,37.03,36.01,50,-0.020400000000000064,0.05805384583373899
1155,9,8,36.0,36.06,50,0.0012000000000000454,0.4067805396948116
1156,10,10,38.68,37.17,50,-0.03019999999999996,-0.1001647467513748
1157,11,13,39.25,37.99,50,-0.02519999999999996,-0.01944097502427505
1158,12,11,38.44,38.39,50,-0.0009999999999999432,0.37126208013488793
1159,13,12,40.63,38.6,50,-0.040600000000000025,-0.26807019194374326
1160,14,15,42.4,39.22,50,-0.06359999999999999,-0.6393995418884014
1161,15,16,39.06,39.68,50,0.01239999999999995,0.5876017883635135
1162,16,13,41.66,40.66,50,-0.02,0.06451174757190799
1163,1,1,31.22,30.42,50,-0.015999999999999945,0.12909076495358868
1164,2,2,32.57,32.07,50,-0.01,0.22595929102610746
1165,3,3,34.45,32.83,50,-0.03240000000000009,-0.13568320631130076
1166,4,5,33.59,34.14,50,0.010999999999999944,0.5649991322799254
1167,5,6,34.61,34.4,50,-0.004200000000000017,0.31959886622954287
1168,6,4,34.79,35.12,50,0.006599999999999966,0.49396221316007805
1169,7,7,43.08,35.57,50,-0.15019999999999997,-2.0375352682017684
1170,8,8,37.28,36.12,50,-0.023200000000000075,0.012848533666562967
1171,9,9,36.56,37.01,50,0.008999999999999914,0.532709623589085
1172,10,14,38.62,37.75,50,-0.01739999999999995,0.10648810887000067
1173,11,12,41.68,39.74,50,-0.03879999999999995,-0.23900963412198623
1174,12,10,40.21,39.97,50,-0.0048000000000000395,0.30991201362229054
1175,13,11,40.0,40.28,50,0.0056000000000000225,0.477817458814659
1176,14,13,44.75,40.45,50,-0.08599999999999994,-1.0010420392258075
1177,15,16,43.0,41.99,50,-0.02019999999999996,0.06128279670282464
1178,16,15,44.33,42.1,50,-0.04459999999999994,-0.3326492093254217
1179,1,1,74.03,73.69,100,-0.003400000000000034,0.33251466970587856
1180,2,3,84.0,78.51,100,-0.05489999999999995,-0.4989401790832473
1181,3,2,82.66,82.47,100,-0.0018999999999999772,0.3567318012240094
1182,4,4,91.44,90.23,100,-0.012099999999999937,0.19205530690072659
1183,6,5,83.0,97.13,100,0.14129999999999995,2.6686606234881447
1184,7,7,95.72,97.69,100,0.01969999999999999,0.7054584950850796
1185,8,8,100.93,98.64,100,-0.022900000000000063,0.017691959970189144
1186,9,6,109.0,102.4,100,-0.06599999999999995,-0.6781469523174086
1187,1,1,72.2,70.73,100,-0.014699999999999989,0.15007894560263388
