divsRank,school,year,points,divsSpeed,isRelay,divsTimePctOfMean,divsSpeedDiffFromMean,clipped_divsRank
18,39,2018,0,0.9962143853357243,False,1.096603497895322,-0.11528222414619871,18
19,39,2018,2,0.9879470460383324,False,1.1057800962040696,-0.12354956344359058,19
20,3,2018,1,0.9648784253184098,False,1.1322174389506992,-0.14661818416351313,20
21,26,2018,0,0.9473285335354301,False,1.1531925207992648,-0.16416807594649285,21
22,27,2018,0,0.9366804046459347,False,1.1663019469546183,-0.17481620483598825,22
23,3,2018,0,0.9219988936013277,False,1.1848736340080357,-0.18949771588059527,23
24,5,2018,0,0.9204712812960235,False,1.1868400479313388,-0.19102532818589946,24
1,35,2017,20,1.6181229773462784,False,0.7247433750261114,0.4159533918913514,1
2,3,2017,16,1.444669170759896,False,0.8117594889855572,0.24249958530496896,2
3,3,2017,18,1.4188422247446084,False,0.8265358102239536,0.2166726392896814,3
4,45,2017,14,1.4176353841791889,False,0.8272394445686392,0.21546579872426186,4
5,3,2017,12,1.3024225058609014,False,0.9004174164159359,0.10025292040597433,5
6,43,2017,10,1.2416190712689346,False,0.9445118353495634,0.039449485814007534,6
7,17,2017,7,1.2109469605231291,False,0.9684354030688719,0.008777375068202087,7
8,16,2017,8,1.2074378169524271,False,0.9712499404476139,0.005268231497500109,8
9,34,2017,11,1.203659123736158,False,0.974299022607918,0.0014895382812309954,9
10,17,2017,9,1.1775788977861517,False,0.9958771425116081,-0.02459068766877537,10
11,3,2017,6,1.157675387821255,False,1.012998911565623,-0.04449419763367213,11
12,46,2017,2,1.1307100859339665,False,1.0371570240664933,-0.07145949952096053,12
13,3,2017,0,1.1130899376669634,False,1.0535751587758229,-0.08907964778796362,13
14,3,2017,0,1.1022927689594357,False,1.0638951291645442,-0.0998768164954913,14
15,26,2017,4,1.09217999126256,False,1.0737460099901417,-0.10998959419236698,15
16,42,2017,0,1.0731916720326249,False,1.0927441372966515,-0.12897791342230214,16
17,3,2017,5,1.0683760683760684,False,1.0976695777094503,-0.13379351707885867,17
18,3,2017,1,1.0466820180029306,False,1.1204204215209497,-0.15548756745199643,18
19,3,2017,3,1.0416666666666667,False,1.125814951496872,-0.16050291878826028,19
20,10,2017,0,1.0183299389002036,False,1.1516148774686754,-0.1838396465547234,20
21,42,2017,0,0.9920634920634921,False,1.1821056990717156,-0.21010609339143493,21
22,16,2017,0,0.975609756097561,False,1.2020420055044727,-0.22655982935736607,22
23,5,2017,0,0.9206407659731173,False,1.2738127086623985,-0.28152881948180974,23
24,39,2017,0,0.9130752373995618,False,1.2843672238326815,-0.28909434805536527,24
1,33,2016,20,1.6217969510217323,False,0.7231015615551785,0.41962736556680524,1
2,17,2016,18,1.6072002571520412,False,0.7296688154389103,0.40503067169711415,2
3,35,2016,16,1.5878056525881232,False,0.7385815171382605,0.3856360671331962,3
4,17,2016,14,1.5669069257286117,False,0.7484323979638581,0.36473734027368465,4
5,3,2016,0,1.4463407578825571,False,0.8108213098593098,0.2441711724276301,5
6,3,2016,12,1.4100394811054708,False,0.8316957954183143,0.2078698956505438,6
7,33,2016,11,1.3846579894765993,False,0.8469412062198344,0.18248840402167232,7
8,17,2016,10,1.3831258644536653,False,0.8478793853460818,0.18095627899873823,8
9,3,2016,9,1.3344008540165466,False,0.8788392965122458,0.1322312685616196,9
10,3,2016,5,1.3123359580052494,False,0.8936156177506422,0.11016637255032236,10
11,48,2016,7,1.2810658467845246,False,0.9154282824358941,0.0788962613295976,11
12,3,2016,8,1.2607160867372669,False,0.9302046036742905,0.05854650128233985,12
13,36,2016,6,1.1665888940737283,False,1.005258933774082,-0.03558069138119868,13
14,34,2016,4,1.1660447761194028,False,1.005728023337206,-0.0361248093355242,14
15,36,2016,3,1.1238480557428636,False,1.0434897331686634,-0.07832152971206341,15
15,3,2016,2,1.1238480557428636,False,1.0434897331686634,-0.07832152971206341,15
1,48,2018,20,1.5169902912621358,False,0.7730596000278522,0.3148207058072088,1
2,3,2018,18,1.4947683109118086,False,0.7845522943243828,0.2925987254568816,2
3,48,2018,16,1.4302059496567505,False,0.8199685563402219,0.2280363642018235,3
4,42,2018,14,1.4216661927779357,False,0.8248939967530207,0.21949660732300869,4
5,5,2018,12,1.271617497456765,False,0.9222300811011878,0.06944791200183786,5
6,3,2018,0,1.2553351744915893,False,0.9341918649608419,0.05316558903666224,6
7,34,2018,10,1.1848341232227488,False,0.9897789781910001,-0.01733546223217819,7
8,16,2018,11,1.17813383600377,False,0.9954080529484843,-0.02403574945115694,8
9,42,2018,7,1.1325028312570782,False,1.0355152105955605,-0.06966675419784885,9
10,3,2018,6,1.1286681715575622,False,1.0390333823189881,-0.07350141389736486,10
11,17,2018,9,1.124859392575928,False,1.042551554042416,-0.07731019287899898,11
12,16,2018,8,1.098901098901099,False,1.06717875610641,-0.10326848655382803,12
13,52,2018,4,1.0820168794633196,False,1.0838314355973013,-0.12015270599160743,13
14,10,2018,2,1.0778184953653804,False,1.0880532416654145,-0.12435109008954659,14
15,55,2018,1,1.0613457864572278,False,1.1049404659378677,-0.14082379899769926,15
16,45,2018,5,1.017708121310808,False,1.152318511813361,-0.18446146414411912,16
17,49,2018,3,1.0162601626016259,False,1.153960325284294,-0.18590942285330114,17
18,3,2018,0,1.005631536604988,False,1.16615665392551,-0.19653804884993908,18
19,49,2018,0,0.983284169124877,False,1.1926602142419989,-0.21888541633005,19
20,46,2018,0,0.9656237929702588,False,1.2144728789272508,-0.23654579248466823,20
21,3,2018,0,0.9606147934678194,False,1.2208055880294206,-0.2415547919871076,21
22,16,2018,0,0.9580379383023568,False,1.2240892149712865,-0.24413164715257019,22
23,27,2018,0,0.9571209800918836,False,1.225261938879096,-0.2450486053630434,23
24,45,2018,0,0.949667616334283,False,1.2348782749231315,-0.25250196912064404,24
1,17,2017,20,1.591849729385546,False,0.7449554747690359,0.38620648571852856,1
2,48,2017,18,1.5128593040847202,False,0.7838515899750599,0.3072160604177028,2
3,3,2017,16,1.458151064450277,False,0.8132608478137612,0.2525078207832596,3
4,3,2017,14,1.3347570742124932,False,0.8884441924497957,0.12911383054547576,4
5,36,2017,11,1.2468827930174564,False,0.9510574510741273,0.04123954935043894,5
6,33,2017,12,1.2370113805047005,False,0.9586469369679856,0.031368136837683025,6
7,16,2017,8,1.2242899118511263,False,0.9686081372036748,0.018646668184108872,7
8,36,2017,10,1.1767474699929394,False,1.007741423843882,-0.02889577367407803,8
9,38,2017,7,1.162520344106022,False,1.0200743384214017,-0.043122899560995576,9
10,36,2017,9,1.1603620329542816,False,1.0219717098948664,-0.04528121071273583,10
11,3,2017,6,1.1473152822395596,False,1.033593110169837,-0.058327961427457886,11
12,33,2017,5,1.1394712853236098,False,1.0407082531953293,-0.06617195834340772,12
13,33,2017,0,1.1273957158962795,False,1.0518553106019337,-0.07824752777073796,13
14,5,2017,4,1.122334455667789,False,1.0565987392855951,-0.08330878799922847,14
15,33,2017,0,1.0996261271167804,False,1.078418511230438,-0.10601711655023704,15
16,33,2017,2,1.0974539069359086,False,1.0805530541380859,-0.10818933673110886,16
17,43,2017,3,1.072271070126528,False,1.1059303975956747,-0.13337217354048958,17
18,3,2017,1,1.0654165778819518,False,1.1130455406211668,-0.1402266657850657,18
19,3,2017,0,1.0615711252653928,False,1.1170774550022793,-0.1440721184016247,19
20,3,2017,0,1.0608953957139826,False,1.1177889693048284,-0.14474784795303486,20
21,26,2017,0,1.059322033898305,False,1.11944916934411,-0.14632120976871255,21
22,33,2017,0,0.9996001599360256,False,1.186331513783737,-0.2060430837309919,22
23,33,2017,0,0.9794319294809012,False,1.2107601715045935,-0.22621131418611629,23
24,52,2017,0,0.9686168151879118,False,1.2242789432530286,-0.2370264284791057,24
1,38,2016,16,1.5974440894568689,False,0.7423465889930221,0.3918008457898514,1
2,35,2016,14,1.5299877600979193,False,0.7750762469102862,0.3243445164309018,2
3,5,2016,18,1.5216068167985393,False,0.7793453327255816,0.3159635731315218,3
4,3,2016,20,1.5156107911488328,False,0.7824285613699616,0.3099675474818153,4
5,29,2016,0,1.397428731134712,False,0.8485993915070392,0.19178548746769453,5
6,3,2016,12,1.2883277505797475,False,0.9204623360645108,0.08268450691273,6
7,33,2016,0,1.2619888944977284,False,0.9396732222333396,0.05634565083071097,7
8,33,2016,8,1.2478163214374844,False,0.9503459367715781,0.04217307777046697,8
9,3,2016,0,1.2198097096852891,False,0.9721657087164209,0.01416646601827165,9
10,5,2016,11,1.21921482565228,False,0.972640051584787,0.013571581985262426,10
11,16,2016,9,1.21300339640951,False,0.9776206517026316,0.007360152742492465,11
12,5,2016,10,1.155802126675913,False,1.0260036242759787,-0.049841116991104384,12
13,49,2016,7,1.1076650420912715,False,1.0705918539023966,-0.097978201575746,13
14,30,2016,3,1.079447322970639,False,1.0985780831359995,-0.12619592069637853,14
15,30,2016,6,1.0702054794520548,False,1.1080649405033223,-0.13543776421496267,15
16,27,2016,0,1.0638297872340425,False,1.1147057406604484,-0.14181345643297494,16
