divsRank,year,points,divsSpeed,isRelay,stroke,divsTimePctOfMean,divsSpeedDiffFromMean,normed_divsTimePctOfMean,normed_divsSpeedDiffFromMean,normed_divsSpeed,clipped_divsRank
6,2017,11,1.0423181154888472,False,Breaststroke,1.0139862603487757,-0.024332918385710167,0.10132735306036815,-0.14620412428493276,-1.0102015411952139,6
7,2017,10,0.9858044164037855,False,Breaststroke,1.0721155539897833,-0.08084661747077193,0.5224611881979204,-0.4857661839549289,-1.250891644678785,7
8,2017,9,0.9327488107452663,False,Breaststroke,1.1330984675004405,-0.13390222312929112,0.9642688661513171,-0.804550319945205,-1.47685383478621,8
1,2016,20,1.302252897512697,False,Breaststroke,0.8115906288532675,0.23560186363813962,-1.3649840911003812,1.4156117078558568,0.0968526880834597,1
2,2016,18,1.143379830779785,False,Breaststroke,0.9243614585168224,0.07672879690522749,-0.547984450933529,0.461024295612367,-0.5797828090044432,2
3,2016,14,1.1122233344455568,False,Breaststroke,0.9502554165932712,0.04557230057099937,-0.3603884698268015,0.27382076374963543,-0.7124773671076677,3
4,2016,16,1.067463706233988,False,Breaststroke,0.9901004051435619,0.0008126723594306107,-0.07172036828706073,0.004882934663147463,-0.9031072448283483,4
5,2016,12,1.013273887931908,False,Breaststroke,1.0430509071692795,-0.05337714594264931,0.31189427062914427,-0.320716107935375,-1.1339000116449727,5
6,2016,11,0.9554748710108925,False,Breaststroke,1.1061476131759733,-0.11117616286366494,0.7690159062239063,-0.6680009884217923,-1.3800642441973094,6
7,2016,10,0.9484066767830046,False,Breaststroke,1.1143914039105163,-0.11824435709155279,0.8287403410252323,-0.7104701707444124,-1.4101674656762588,7
8,2016,9,0.9038322487346349,False,Breaststroke,1.1693500088074689,-0.16281878513992254,1.2269032397007358,-0.9782952262930645,-1.6000085816070155,8
1,2018,20,1.1910433539780847,False,Breaststroke,0.8873700898361813,0.1243923201035273,-0.8159787096574252,0.7474101519687671,-0.37678533199054165,1
2,2018,18,1.1676786548341895,False,Breaststroke,0.9051259468028889,0.10102762095963214,-0.6873414654699554,0.6070235644100709,-0.47629486588854714,2
3,2018,16,1.1594202898550725,False,Breaststroke,0.9115730139158007,0.09276925598051511,-0.6406338946637905,0.5574032516856331,-0.5114669879334512,3
4,2018,14,1.0412328196584757,False,Breaststroke,1.0150431565967941,-0.025418214216081703,0.1089843318810516,-0.15272511465502922,-1.0148237827039361,4
5,2018,11,1.0123506782749545,False,Breaststroke,1.0440021137924962,-0.05430035559960289,0.3187855515677602,-0.32626320497021155,-1.137831933134216,5
6,2018,12,1.0121457489878543,False,Breaststroke,1.0442134930420996,-0.05450528488670314,0.32031694733189525,-0.3274945207740086,-1.1387047206550742,6
7,2018,10,0.9631127805065973,False,Breaststroke,1.0973753743174213,-0.10353825336796008,0.7054629820122393,-0.6221086769659295,-1.3475346229429597,7
8,2018,9,0.9441087613293051,False,Breaststroke,1.1194645059010042,-0.1225422725452523,0.8654938393645096,-0.736294157624993,-1.428472155195123,8
1,2017,20,1.1904761904761905,False,Breaststroke,0.8948029524946628,0.11945527678566581,-0.7621292688445268,0.7177459709855024,-0.3792008638734849,1
2,2017,18,1.1043622308117063,False,Breaststroke,0.9645762779570443,0.0333413171211816,-0.25663700665154016,0.20033100818154587,-0.7459575653208244,2
3,2017,0,1.0998680158380993,False,Breaststroke,0.9685176719144613,0.028847102147574688,-0.22808248191697428,0.17332755737679958,-0.7650982884479146,3
4,2017,16,1.0345541071798054,False,Breaststroke,1.0296625403349298,-0.03646680651071921,0.21489852342466506,-0.21911048345515508,-1.0432682134110576,4
5,2017,14,0.9991008092716555,False,Breaststroke,1.0662003275617953,-0.0719201044188692,0.479606685153207,-0.43213130946170347,-1.1942627170534867,5
6,2017,12,0.9822217856792064,False,Breaststroke,1.0845224832557336,-0.08879912801131828,0.6123466379733502,-0.5335487729981766,-1.266149958570864,6
7,2017,11,0.929368029739777,False,Breaststroke,1.1461999724812586,-0.1416528839507477,1.0591863628737153,-0.8511200967417307,-1.4912524769427205,7
8,2017,10,0.8907892392659897,False,Breaststroke,1.19584023151251,-0.18023167442453492,1.4188190257468931,-1.0829204171054545,-1.6555583571405588,8
1,2016,20,1.213739531496541,False,Breaststroke,0.8776525625718484,0.14271861780601625,-0.8863800386354747,0.8575235491579376,-0.2801230111012921,1
2,2016,18,1.155268022181146,False,Breaststroke,0.9220731377135478,0.08424710849062134,-0.5645628274378018,0.5061980040849724,-0.5291513680449813,2
3,2016,16,1.1312217194570136,False,Breaststroke,0.9416735833396215,0.060200805766488896,-0.42256194767671795,0.3617160074603176,-0.6315638305942356,3
4,2016,12,1.1004732034774953,False,Breaststroke,0.9679850511094049,0.029452289786970676,-0.23194120147569933,0.17696382194003082,-0.7625208129346952,4
5,2016,9,1.0842459069717012,False,Breaststroke,0.9824723370069375,0.013224993281176545,-0.12698402947837742,0.0794622548228345,-0.8316323688666372,5
6,2016,10,1.0760787689658882,False,Breaststroke,0.9899290282777264,0.00505785527536351,-0.07296195565622543,0.03039007855830061,-0.866415958042511,6
7,2016,14,1.0633772862611655,False,Breaststroke,1.0017532101499773,-0.007643627429359201,0.012701618547471325,-0.045926667609506235,-0.9205111816093327,7
8,2016,11,1.0538518284329224,False,Breaststroke,1.0108077638359352,-0.0171690852576023,0.0782998510457976,-0.10316029647866805,-0.9610798130655286,8
1,2018,18,1.154068090017311,False,Breaststroke,0.9230318551626493,0.08304717632678638,-0.5576171322320963,0.4989882223220976,-0.5342618421665212,1
2,2018,16,1.1385631333257429,False,Breaststroke,0.935601706161979,0.06754221963521823,-0.46655135064618475,0.4058268275714461,-0.600296975081547,2
3,2018,20,1.1199462425803561,False,Breaststroke,0.9511542336696243,0.048925328889831476,-0.3538767395314128,0.2939674046616158,-0.6795857392678204,3
4,2018,12,1.081782778018174,False,Breaststroke,0.9847093443881741,0.010761864327649251,-0.11077740733173198,0.06466256635378485,-0.8421227592023597,4
5,2018,14,1.0731916720326249,False,Breaststroke,0.9925921323030082,0.002170758342100232,-0.05366835786259948,0.01304298224364895,-0.8787120149434815,5
6,2018,11,1.0330578512396695,False,Breaststroke,1.0311538785890877,-0.03796306245085512,0.22570293818909642,-0.22810072399951037,-1.0496407213675296,6
7,2018,10,1.0206164523372119,False,Breaststroke,1.0437237295884174,-0.05040446135331278,0.31676871977500803,-0.302854758948379,-1.102628256032456,7
8,2018,9,0.9742790335151987,False,Breaststroke,1.0933639886196689,-0.09674188017532592,0.6764013826481858,-0.5812727289225493,-1.2999778953587549,8
1,2017,18,1.2371644191513052,False,Breaststroke,0.818897903703766,0.21589195266866246,-1.312044506091839,1.2971848826247863,-0.18035713618961852,1
2,2017,20,1.2055455093429777,False,Breaststroke,0.8403758643106197,0.18427304286033497,-1.1564414468639415,1.107202943504586,-0.31502109903426073,2
3,2017,16,1.097333479644464,False,Breaststroke,0.9232483726898948,0.07606101316182134,-0.5560485107864872,0.4570119229134249,-0.775892800019538,3
4,2017,14,1.0578652279699565,False,Breaststroke,0.9576941585688111,0.03659276148731383,-0.30649643466627363,0.21986728281478965,-0.9439868680711527,4
5,2017,11,1.0473397570171765,False,Breaststroke,0.96731871638792,0.026067290534533827,-0.23676864869150885,0.15662508395707198,-0.9888145246190778,5
6,2017,10,1.0341261633919339,False,Breaststroke,0.9796786748503548,0.012853696909291168,-0.1472234919660199,0.07723132386580002,-1.0450908128206793,6
7,2017,12,1.01667344448963,False,Breaststroke,0.996496323250061,-0.004599021993012764,-0.025383360683797807,-0.027633182851196796,-1.1194214049898898,7
8,2017,0,0.9749439407234085,False,Breaststroke,1.0391483110589543,-0.046328525759234185,0.28362082768858343,-0.27836453608534545,-1.297146076041635,8
1,2016,20,1.0417751849150951,False,Breaststroke,0.9724855842697576,0.020502718432452438,-0.19933583727347556,0.1231904018400698,-1.0125138657837016,1
2,2016,16,1.003713740841112,False,Breaststroke,1.0093628373871855,-0.017558725641530604,0.06783167951404553,-0.10550144726934908,-1.1746163836017691,2
3,2016,18,1.0015022533800702,False,Breaststroke,1.0115916823558213,-0.019770213102572542,0.08397916679241291,-0.11878915006288761,-1.1840350405728806,3
4,2016,14,0.9646922631680495,False,Breaststroke,1.0501912247671952,-0.056580203314593236,0.36362428738594615,-0.3399616497432363,-1.3408076549442234,4
5,2016,12,0.9602458229306703,False,Breaststroke,1.0550541592442186,-0.061026643551972404,0.3988551687205644,-0.3666780464691252,-1.3597449069414334,5
6,2016,11,0.8958967926894821,False,Breaststroke,1.1308348881778345,-0.1253756737931606,0.9478697361850338,-0.7533186238904758,-1.6338054444494625,6
7,2016,9,0.8835483300936561,False,Breaststroke,1.1466394252281609,-0.13772413638898662,1.0623701005225439,-0.8275142518653031,-1.6863971662473725,7
8,2016,10,0.8743551630672379,False,Breaststroke,1.1586954502857816,-0.14691730341540477,1.1497133271646185,-0.882751314399155,-1.7255505814149035,8
1,2018,20,1.2019230769230769,False,Breaststroke,0.8429086426840695,0.18065061044043418,-1.1380920295021606,1.0854375904409777,-0.33044892712061275,1
2,2018,16,1.0814318157240186,False,Breaststroke,0.9368240647715853,0.06015934924137589,-0.4576956337273445,0.36146691629690003,-0.8436174968016793,2
3,2018,14,1.0513036164844407,False,Breaststroke,0.9636715155301525,0.030031150001798013,-0.2631918096924717,0.18044189840626843,-0.9719325692557571,3
4,2018,18,1.0387451958034692,False,Breaststroke,0.9753222960480213,0.017472729320826552,-0.17878448982828132,0.10498473913919541,-1.0254184960704864,4
5,2018,11,0.9943323058566174,False,Breaststroke,1.0188860840713565,-0.026940160626025333,0.13682548879434026,-0.16186971615934695,-1.2145716262031032,5
6,2018,10,0.9669309611293754,False,Breaststroke,1.0477597575286834,-0.054341505353267316,0.346008846718637,-0.3265104529001015,-1.3312731092906294,6
7,2018,12,0.9521089212605922,False,Breaststroke,1.0640708502536997,-0.06916354522205048,0.46417909452850314,-0.41556854797859516,-1.3943997204948504,7
8,2018,9,0.9270418095856122,False,Breaststroke,1.0928432125760887,-0.09423065689703047,0.6726284757583291,-0.5661840661297322,-1.5011597769194702,8
1,2017,20,1.3085579691180318,False,Breaststroke,0.8600004689001948,0.1543793005593852,-1.0142655407724994,0.9275866580500431,0.12370579382115318,1
2,2017,18,1.0324179227751393,False,Breaststroke,1.0900241483600217,-0.12176074578350726,0.6522049809857411,-0.7315983610092744,-1.0523661569847953,2
3,2017,16,1.017293997965412,False,Breaststroke,1.1062293390851758,-0.1368846705932345,0.769607992303347,-0.8224703290776786,-1.1167784868528503,3
4,2017,14,0.9654373431164318,False,Breaststroke,1.1656483717440744,-0.18874132544221478,1.2000857004679026,-1.134050579763663,-1.3376343823964514,4
5,2017,12,0.9502090459901178,False,Breaststroke,1.184329355496683,-0.2039696225685288,1.3354252829590336,-1.2255496679704851,-1.402491230745632,5
6,2017,10,0.9002520705797623,False,Breaststroke,1.250050406770919,-0.2539265979788843,1.8115597177471012,-1.5257157115998539,-1.6152564500802664,6
7,2017,11,0.8933357155619082,False,Breaststroke,1.2597285067873305,-0.26084295299673843,1.881675405061782,-1.5672725693758165,-1.6447129930411297,7
8,2017,9,0.8401243384020834,False,Breaststroke,1.3395165638993742,-0.31405433015656314,2.459722176063051,-1.8869926570499769,-1.8713386091740318,8
1,2016,20,1.4511681903932667,False,Breaststroke,0.7754858978266477,0.29698952183462013,-1.6265548567414039,1.78445890761427,0.7310783330861392,1
2,2016,16,1.3795006207752794,False,Breaststroke,0.8157738025461282,0.22532195221663276,-1.3346779258267996,1.3538449512636541,0.42584836182189717,2
3,2016,18,1.3777900248002204,False,Breaststroke,0.8167866269664503,0.2236113562415738,-1.3273402376194492,1.343566850520683,0.41856298625949034,3
4,2016,12,1.321178491214163,False,Breaststroke,0.8517853374909152,0.1669998226555165,-1.0737823451210082,1.0034169531192576,0.17745620864999728,4
5,2016,14,1.3095861707700367,False,Breaststroke,0.8593252526199799,0.1554075022113901,-1.0191573329107335,0.9337645985558551,0.1280848729830135,5
6,2016,0,1.25344697919278,False,Breaststroke,0.8978125805922211,0.09926831063413344,-0.7403251810314188,0.596452763924584,-0.11101021456162033,6
7,2016,11,1.0926573426573427,False,Breaststroke,1.0299298994209083,-0.06152132590130388,0.21683548068295136,-0.3696503409771977,-0.7958083233980296,7
8,2016,9,1.0901558922925978,False,Breaststroke,1.0322931564016602,-0.0640227762660488,0.23395675316677078,-0.38468028330563336,-0.8064619234436267,8
1,2018,20,1.3846579894765993,False,Breaststroke,0.8127353292851618,0.23047932091795276,-1.3566909904488507,1.3848329553591197,0.44781343624668846,1
2,2018,0,1.374192661811186,False,Breaststroke,0.8189248118537971,0.22001399325253934,-1.3118495625150428,1.3219521269100665,0.40324192810692744,2
3,2018,18,1.281886937572106,False,Breaststroke,0.8778937003258859,0.12770826901345944,-0.8846330491093091,0.7673340015812705,0.010114692075358695,3
4,2018,16,1.1974613818704347,False,Breaststroke,0.9397885260122385,0.043282713311788124,-0.4362187697712308,0.26006379901155025,-0.3494511489060991,4
5,2018,14,1.1396011396011396,False,Breaststroke,0.9875038098140813,-0.014577528957506969,-0.0905321253360577,-0.08758895343692875,-0.5958761383306949,5
6,2018,11,1.0856584518510477,False,Breaststroke,1.0365695261763535,-0.06852021670759889,0.26493810337558205,-0.411703114305906,-0.8256163837393256,6
7,2018,12,1.0294420424130122,False,Breaststroke,1.0931751576676907,-0.12473662614563441,0.6750333442974987,-0.749478911768736,-1.0650403397742996,7
8,2018,0,1.0242753252074157,False,Breaststroke,1.0986894239561111,-0.12990334335123088,0.7149829800930725,-0.7805230862692244,-1.087045229190821,8
1,2017,20,1.4637002341920375,False,Breaststroke,0.7721482625628082,0.3189787051183579,-1.6507352836984495,1.9165807203281846,0.7844519215721228,1
2,2017,18,1.2983640612827838,False,Breaststroke,0.8704751051315499,0.15364253220910418,-0.9383791253100308,0.9231597919525941,0.08029025437690582,2
3,2017,14,1.1695906432748537,False,Breaststroke,0.9663155217962545,0.024869114201174103,-0.24403657092683628,0.14942585208603318,-0.46815176601907665,3
4,2017,16,1.166316771635176,False,Breaststroke,0.9690279864188404,0.021595242561496475,-0.2243853665575012,0.1297548233786242,-0.4820950844799669,4
5,2017,12,1.1418131993605847,False,Breaststroke,0.9898235485253329,-0.0029083297130949592,-0.07372613305926025,-0.01747467328393328,-0.5864550439583145,5
6,2017,11,1.134301270417423,False,Breaststroke,0.996378671363249,-0.010420258656256731,-0.026235722500032872,-0.06261003170730202,-0.6184481179202481,6
7,2017,10,1.0467915837956663,False,Breaststroke,1.0796739391484935,-0.09792994527801335,0.577220011674985,-0.5884112075537814,-0.9911491774828664,7
8,2017,9,0.9852216748768473,False,Breaststroke,1.1471464966353195,-0.15949985419683232,1.066043720362209,-0.9583534591607819,-1.253373522890505,8
1,2016,20,1.3412017167381973,False,Breaststroke,0.8426723427500437,0.1964801876645177,-1.1398039700957214,1.1805494647818287,0.26273450933600906,1
2,2016,16,1.3176966662274345,False,Breaststroke,0.8577039175335409,0.1729751371537549,-1.0309035458823197,1.03931957728024,0.16262722329007598,2
3,2016,18,1.2997140629061608,False,Breaststroke,0.8695709502573545,0.15499253383248113,-0.9449295267664763,0.9312712647319947,0.08603986970370499,3
4,2016,12,1.1332728921124207,False,Breaststroke,0.9972828262374444,-0.011448636961258973,-0.0196853210435873,-0.06878903363108167,-0.6228279494417823,4
5,2016,14,1.128413450688332,False,Breaststroke,1.0015775618898721,-0.016308078385347535,0.011429085874527359,-0.09798694432394897,-0.6435241607705748,5
6,2016,11,1.0373443983402488,False,Breaststroke,1.0895066234053676,-0.1073771307334308,0.6484556275138265,-0.6451745375651047,-1.0313844493143993,6
7,2016,10,0.9827044025157233,False,Breaststroke,1.1500849999764544,-0.1620171265579563,1.0873325250956565,-0.9734784678141183,-1.2640945083312796,7
8,2016,9,0.9786651008025053,False,Breaststroke,1.15483181306598,-0.16605642827117428,1.121722132741995,-0.9977485763289473,-1.2812977698960988,8
1,2018,20,1.3354700854700856,False,Breaststroke,0.8462889622468249,0.19074855639640598,-1.1136023642699406,1.1461110091475661,0.23832366832956473,1
2,2018,18,1.2115338017930701,False,Breaststroke,0.9328617914510273,0.0668122727193905,-0.4864014248153104,0.401440948002403,-0.2895171459602771,2
3,2018,16,1.107297087808659,False,Breaststroke,1.0206778336072484,-0.03742444126502065,0.14980631664193295,-0.22486442338205184,-0.7334580997798622,3
4,2018,12,1.083658430862592,False,Breaststroke,1.0429426473843084,-0.061063098211087574,0.3111099525068976,-0.36689708396506193,-0.8341344115179734,4
5,2018,14,1.0768899418479432,False,Breaststroke,1.0494977702222243,-0.06783158722573646,0.3586003630661242,-0.4075654901723532,-0.8629611977262377,5
6,2018,9,1.0195758564437194,False,Breaststroke,1.1084938757634695,-0.12514567262996024,0.7860140580991762,-0.7519366639415215,-1.107060121887004,6
7,2018,11,1.0134792743488394,False,Breaststroke,1.11516201796066,-0.1312422547248402,0.8343232688404603,-0.7885679233812678,-1.1330252772222458,7
8,2018,10,1.000300090027008,False,Breaststroke,1.129854534666334,-0.1444214390466716,0.9407672925076945,-0.8677549354782075,-1.1891550172606065,8
1,2017,18,1.41643059490085,False,Breaststroke,0.8704005260210922,0.17274783565823104,-0.9389194344182434,1.0379538382605737,0.5831319839849126,1
2,2017,20,1.3842746400885937,False,Breaststroke,0.8906194617530269,0.14059188084597474,-0.7924377310661408,0.8447450689979141,0.44618076301235343,2
3,2017,14,1.3234515616728428,False,Breaststroke,0.931550477990846,0.07976880243022388,-0.4959015998899319,0.4792901418441314,0.18713714571096723,3
4,2017,16,1.2981955082435415,False,Breaststroke,0.9496735484334948,0.05451274900092251,-0.3646039755438394,0.32753936883808815,0.07957239217509439,4
5,2017,12,1.222344456667889,False,Breaststroke,1.0086043489204752,-0.021338302574730017,0.062336598860460245,-0.1282110017472233,-0.24347489987355617,5
6,2017,11,1.1638733705772812,False,Breaststroke,1.0592749744437995,-0.07980938866533771,0.4294340383587185,-0.47953400387780853,-0.4925014543159141,6
7,2017,0,1.1460004584001833,False,Breaststroke,1.075795324371112,-0.09768230084243568,0.5491203081708029,-0.5869232381592457,-0.5686216366983055,7
8,2017,10,1.0801468999783972,False,Breaststroke,1.1413835793064124,-0.16353585926422176,1.0242926629471367,-0.9826037598083917,-0.8490899133801055,8
1,2016,20,1.4168319637291018,False,Breaststroke,0.8701539536341174,0.17314920448648286,-0.9407057966542445,1.0403654593049398,0.5848414014601623,1
2,2016,18,1.3428226131328052,False,Breaststroke,0.9181122829007187,0.0991398538901862,-0.5932583417520002,0.5956809327180023,0.2696378571484942,2
3,2016,16,1.2963443090484832,False,Breaststroke,0.9510296965618563,0.05266154980586424,-0.3547789832458324,0.31641645489491677,0.07168819183003053,3
4,2016,14,1.21921482565228,False,Breaststroke,1.0111933589837108,-0.024467933590339053,0.08109340233847333,-0.147015361944346,-0.2568039019599095,4
5,2016,12,1.1810558639423645,False,Breaststroke,1.0438642002578737,-0.06262689530025445,0.3177863986086409,-0.3762931449042725,-0.41932174438535597,5
6,2016,11,1.109877913429523,False,Breaststroke,1.1108086033215354,-0.13380484581309604,0.80278374568298,-0.8039652292045941,-0.7224664429636304,6
7,2016,10,1.084481075805227,False,Breaststroke,1.1368219901473786,-0.15920168343739194,0.9912449615811151,-0.9565619027974911,-0.83063079204909,7
8,2016,9,1.0680337498664958,False,Breaststroke,1.15432862962259,-0.17564900937612316,1.1180766803372022,-1.0553855148108051,-0.900679446557845,8
1,2018,16,1.43204926249463,False,Breaststroke,0.8609074891225619,0.18836650325201099,-1.0076943805042917,1.1317984639585368,0.6496514081295636,1
2,2018,18,1.3787398317937405,False,Breaststroke,0.8941947613641618,0.13505707255112154,-0.7665354786441219,0.8114892224526343,0.42260818498583247,2
3,2018,20,1.375326640077018,False,Breaststroke,0.8964139128469352,0.13164388083439915,-0.75045821852011,0.790981090298086,0.40807150660860103,3
4,2018,14,1.2309207287050714,False,Breaststroke,1.0015770358916931,-0.012762030537547542,0.01142527513442494,-0.07668054728426905,-0.2069488214615638,4
5,2018,0,1.2291052114060963,False,Breaststroke,1.003056470213542,-0.014577547836522653,0.02214344855043288,-0.08758906687132703,-0.21468105371039986,5
6,2018,12,1.1973180076628354,False,Breaststroke,1.0296862880068218,-0.04636475157978359,0.21507057003856775,-0.2785821986067896,-0.3500617752395837,6
7,2018,11,1.1389521640091116,False,Breaststroke,1.082452778819432,-0.10473059523350736,0.5973520885428371,-0.6292728524888695,-0.5986401053852746,7
8,2018,10,1.1125945705384959,False,Breaststroke,1.1080963070648127,-0.1310881887041231,0.7831337610869676,-0.7876422190623713,-0.7108962840238678,8
1,2017,20,1.503307276007216,False,Butterfly,0.743959133089502,0.31792925592550114,-1.8549592723399992,1.910275114161632,0.9531370925573871,1
2,2017,18,1.48720999405116,False,Butterfly,0.7520116071698454,0.3018319739694453,-1.7966208842504454,1.813554738313295,0.8845792645876472,2
3,2017,14,1.483239394838327,False,Butterfly,0.7540247256899313,0.2978613747566121,-1.7820362872280566,1.7896974281626297,0.867668604855568,3
4,2017,16,1.4823599169878448,False,Butterfly,0.7544720853610615,0.29698189690612997,-1.7787952656675259,1.784413093299071,0.8639229357829163,4
5,2017,12,1.4624159110851127,False,Butterfly,0.7647613577970558,0.27703789100339793,-1.7042517697753181,1.6645797107379858,0.7789820290236489,5
6,2017,0,1.3657470636438132,False,Butterfly,0.8188918780038085,0.18036904356209837,-1.3120881609510946,1.0837457983500256,0.36727238568101084,6
7,2017,11,1.352447930754666,False,Butterfly,0.8269443520841518,0.16706991067295118,-1.2537497728615405,1.0038380763503258,0.3106317883895001,7
8,2017,10,1.2537612838515546,False,Butterfly,0.8920351842335943,0.06838326376983983,-0.782181135804312,0.410880233794168,-0.109671600702139,8
9,2017,9,1.1410314924691922,False,Butterfly,0.9801650394462412,-0.04434652761252256,-0.14369988837974992,-0.2664557178013657,-0.5897843095280638,9
10,2017,8,1.1128421989761852,False,Butterfly,1.0049935011939666,-0.07253582110552959,0.03617680822970755,-0.4358308377120291,-0.7098416421360096,10
11,2017,7,1.0573059843518715,False,Butterfly,1.0577819423873287,-0.12807203572984327,0.41861735237233866,-0.7695196906700128,-0.9463686694129266,11
12,2017,6,1.0135819987837016,False,Butterfly,1.1034126288426078,-0.1717960212980132,0.7492015515464775,-1.0322348701199007,-1.1325877770186217,12
13,2017,5,0.8451656524678838,False,Butterfly,1.323289907203095,-0.340212367613831,2.3421636485473525,-2.0441629930873613,-1.8498678078668245,13
1,2016,20,1.6622340425531916,False,Butterfly,0.6728289453798022,0.47685602247147685,-2.370281700464392,2.865185181255591,1.6300012954948906,1
2,2016,18,1.5248551387618177,False,Butterfly,0.7334461808179427,0.3394771186801029,-1.9311232790124722,2.0397452563907934,1.0449087762415257,2
3,2016,16,1.4806040864672785,False,Butterfly,0.755366804703322,0.2952260663855637,-1.7723132225464635,1.7738632011906543,0.8564449076846562,3
4,2016,14,1.4136273678258413,False,Butterfly,0.7911555783937368,0.22824934774412653,-1.5130314977040025,1.371434181324287,0.5711931262266149,4
5,2016,12,1.3736263736263736,False,Butterfly,0.8141946014569416,0.18824835354465885,-1.3461188873366672,1.131088562489912,0.40083012417247177,5
6,2016,11,1.3340448239060834,False,Butterfly,0.8383520236979716,0.1486668038243686,-1.1711037230680064,0.8932631720881571,0.23225352323404513,6
7,2016,10,1.177301624676242,False,Butterfly,0.9499682616449535,-0.00807639540547278,-0.36246884371557747,-0.048526950155286123,-0.435310933769421,7
8,2016,9,1.1363636363636365,False,Butterfly,0.9841912764864129,-0.049014383718078314,-0.11453069433497297,-0.29450248980721105,-0.6096645648870624,8
9,2016,7,1.0266940451745379,False,Butterfly,1.089320799202007,-0.1586839749071769,0.6471093723897593,-0.9534512556858243,-1.0767439753601673,9
10,2016,0,0.9286775631500742,False,Butterfly,1.2042922346824654,-0.25670045693164056,1.4800519134461687,-1.5423824185130621,-1.4941931528782553,10
11,2016,5,0.9105809506465126,False,Butterfly,1.2282259770879302,-0.2747970694352022,1.6534465669345637,-1.6511157542218104,-1.5712660680599067,11
12,2016,8,0.8632596685082873,False,Butterfly,1.2955536075930236,-0.3221183515734275,2.1412203117944464,-1.9354452582044679,-1.7728059509417788,12
13,2016,4,0.8539709649871905,False,Butterfly,1.3096454372336244,-0.3314070550945243,2.243312490951164,-1.9912563509191774,-1.8123662530971187,13
14,2016,6,0.8208832703989493,False,Butterfly,1.3624338784269865,-0.3644947496827655,2.6257530350937954,-2.1900634703612103,-1.9532857250731033,14
1,2018,20,1.5698587127158554,False,Butterfly,0.7124202762748238,0.38448069263414064,-2.0834512923574184,2.3101488313070813,1.2365776113645675,1
2,2018,18,1.3430029546065003,False,Butterfly,0.8327600278088443,0.15762493452478554,-1.2116164925746407,0.9470880209420282,0.2704059259294943,2
3,2018,16,1.25250501002004,False,Butterfly,0.8929299035758547,0.06712698993832533,-0.7756990926832505,0.4033319236207973,-0.11502203225070583,3
4,2018,14,1.212709192335678,False,Butterfly,0.9222319620348818,0.02733117225396331,-0.5634121804684862,0.16421910605749704,-0.28451119384753176,4
5,2018,10,1.0893246187363834,False,Butterfly,1.0266904452437806,-0.09605340134533136,0.1933663539154496,-0.5771360099794084,-0.8100022919119381,5
6,2018,9,1.018122581958868,False,Butterfly,1.0984916724601759,-0.16725543812284682,0.7135503143806398,-1.0049528163873753,-1.1132495731494747,6
7,2018,12,1.0004001600640258,False,Butterfly,1.1179518181543389,-0.184977860017689,0.8545347522637272,-1.1114378311427435,-1.1887288220556325,7
8,2018,11,0.9871668311944719,False,Butterfly,1.1329383671372002,-0.19821118888724287,0.9631089745415085,-1.1909501702744056,-1.2450891620548057,8
9,2018,8,0.7501875468867216,False,Butterfly,1.4908261040413506,-0.43519047319499315,3.5559262229661295,-2.614838098005748,-2.2543766337108955,9
10,2018,7,0.568569479190357,False,Butterfly,1.9670404739594352,-0.6168085408913577,7.005993674151136,-3.7060886467875336,-3.0278823892362676,10
1,2017,20,1.532332209623046,False,Butterfly,0.7917071052766002,0.26944869062649257,-1.5090358078063046,1.6189800675903747,1.0767533907063176,1
2,2017,18,1.4306151645207439,False,Butterfly,0.8479976503039282,0.1677316455241904,-1.1012232984071142,1.0078141043343372,0.6435436290365568,2
3,2017,16,1.397428731134712,False,Butterfly,0.868136078050774,0.1345452121381585,-0.9553248575444727,0.808413713701603,0.5022036315624572,3
4,2017,14,1.3419216317767042,False,Butterfly,0.9040455636716556,0.07903811278015072,-0.695168601548438,0.4748997995629627,0.2658006053078334,4
5,2017,12,1.3351134846461947,False,Butterfly,0.9086555652040661,0.07222996564964124,-0.6617701632786762,0.43399310791829476,0.2368049164057978,5
6,2017,10,1.2983640612827838,False,Butterfly,0.9343745211217245,0.03548054228623032,-0.4754420339842193,0.2131845236105835,0.08029025437690582,6
7,2017,11,1.2929919834497026,False,Butterfly,0.9382566276753334,0.030108464453149075,-0.4473170333359989,0.18090644160142377,0.05741074037411595,7
8,2017,9,1.224889759921607,False,Butterfly,0.990422434489452,-0.0379937590749464,-0.06938733712554217,-0.22828516439308044,-0.23263453172472215,8
9,2017,8,1.1789672247111531,False,Butterfly,1.0290008683659395,-0.08391629428540037,0.21010485681614285,-0.5042103098672599,-0.42821719452999174,9
10,2017,7,1.017293997965412,False,Butterfly,1.1925346069367115,-0.2455895210311414,1.3948705091224127,-1.4756224587101112,-1.1167784868528503,10
11,2017,6,1.004217714400482,False,Butterfly,1.2080630331511468,-0.25866580459607147,1.5073705117152925,-1.5541911925219498,-1.1724699757374537,11
12,2017,4,0.9393199323689649,False,Butterfly,1.2915283240537365,-0.32356358662758855,2.1120580256520225,-1.944128940208004,-1.448867630216047,12
13,2017,3,0.842034355001684,False,Butterfly,1.4407467947080759,-0.4208491639948695,3.19311273806798,-2.5286684688857624,-1.8632039073149085,13
