divsRank,swimmerage,event,qualified,points,divsSpeed,numRelays,numEvents,seedSpeed,numSwimmers,numQualified,gender,distance,stroke,divsTimePctOfMean,divsSpeedDiffFromMean,normed_divsTimePctOfMean,normed_divsSpeedDiffFromMean,normed_divsSpeed,normed_numSwimmers,normed_numQualified,normed_swimmerage,clipped_divsRank,normed_numRelays
4.0,15,1,True,14,1.3142331449599158,1,2,1.2751036021676763,15,8,Girls,200,Freestyle,0.8014792425179182,0.21699429315855134,-1.0348811606904378,1.0377496599011662,0.6322582365595756,-0.8049064948620505,-1.0684977877119963,-0.9010053273683761,0.16666666666666666,0.5
5.0,15,1,True,12,1.2305420537746878,0,2,1.233121647450521,15,8,Girls,200,Freestyle,0.8559891003182891,0.13330320197332335,-0.7507233445254953,0.6375068694109628,0.3033772866001265,-0.8049064948620505,-1.0684977877119963,-0.9010053273683761,0.20833333333333334,0.0
6.0,15,1,True,11,1.145475372279496,2,2,1.2610340479192939,15,8,Girls,200,Freestyle,0.919557601154084,0.04823652047813143,-0.41934316664038795,0.23068548021408578,-0.030909321733338418,-0.8049064948620505,-1.0684977877119963,-0.9010053273683761,0.25,1.0
7.0,15,1,True,10,1.1208877430925293,2,2,1.1303266644060133,15,8,Girls,200,Freestyle,0.9397288818666851,0.023648891291164764,-0.3141910472286261,0.11309803837335962,-0.12753134839999006,-0.8049064948620505,-1.0684977877119963,-0.9010053273683761,0.2916666666666667,1.0
8.0,17,1,True,9,1.077179942909463,0,2,1.1920371915603767,15,8,Girls,200,Freestyle,0.9778594490623068,-0.020058908891901428,-0.11541785022049277,-0.09592937020398712,-0.299289926777587,-0.8049064948620505,-1.0684977877119963,1.3250078343652572,0.3333333333333333,0.0
9.0,15,1,False,0,1.013068584743187,0,2,1.041503931677342,15,8,Girls,200,Freestyle,1.0397426209612788,-0.08417026705817743,0.20717677199574738,-0.402534392688344,-0.5512283837663874,-0.8049064948620505,-1.0684977877119963,-0.9010053273683761,0.375,0.0
10.0,17,1,False,0,0.982366520948966,0,2,0.9953715224207436,15,8,Girls,200,Freestyle,1.0722378695243986,-0.11487233085239845,0.37657326723610524,-0.549363398174847,-0.6718783091450788,-0.8049064948620505,-1.0684977877119963,1.3250078343652572,0.4166666666666667,0.0
11.0,17,1,False,0,0.9785214540828808,0,2,0.9373388948774429,15,8,Girls,200,Freestyle,1.076451191866456,-0.11871739771848366,0.39853715640827403,-0.5677519777752407,-0.6869882715755712,-0.8049064948620505,-1.0684977877119963,1.3250078343652572,0.4583333333333333,0.0
12.0,15,1,False,0,0.9616309260505819,0,2,0.91324200913242,15,8,Girls,200,Freestyle,1.0953584758764399,-0.13560792575078262,0.49710010906838475,-0.6485289395373736,-0.7533629934953121,-0.8049064948620505,-1.0684977877119963,-0.9010053273683761,0.5,0.0
13.0,15,1,False,0,0.8156274213939072,2,2,0.7662835249042146,15,8,Girls,200,Freestyle,1.2914359643699482,-0.2816114304074573,1.5192446014182235,-1.3467735113019168,-1.3271130859946612,-0.8049064948620505,-1.0684977877119963,-0.9010053273683761,0.5416666666666666,1.0
14.0,15,1,False,0,0.7935878104912308,2,2,0.8163265306122449,15,8,Girls,200,Freestyle,1.3273018708067141,-0.30365104131013365,1.7062122079963167,-1.4521753556808141,-1.4137221631109627,-0.8049064948620505,-1.0684977877119963,-0.9010053273683761,0.5833333333333334,1.0
15.0,14,1,False,0,0.7639711218915924,2,2,0.8064516129032258,15,8,Girls,200,Freestyle,1.3787570699090932,-0.33326772990977205,1.9744462045114364,-1.5938136820824054,-1.5301068886935763,-0.8049064948620505,-1.0684977877119963,-2.014011908235193,0.625,1.0
1.0,15,1,True,20,1.5451174289245984,2,2,1.6565890830779424,16,8,Girls,200,Freestyle,0.6817155549449292,0.44787857712323387,-1.6592047104093566,2.1419265655389785,1.5395643974143014,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,0.041666666666666664,1.0
2.0,16,1,True,18,1.3194352816994328,0,2,1.271617497456765,16,8,Girls,200,Freestyle,0.7983192507613748,0.22219642989806832,-1.051354077569566,1.0626282664009628,0.6527010775893897,-0.7552215369156683,-1.0684977877119963,0.2120012534984405,0.08333333333333333,0.0
3.0,15,1,True,16,1.264142595284748,1,2,1.239387742455227,16,8,Girls,200,Freestyle,0.8332371596711778,0.16690374348338355,-0.8693283460552101,0.798197503330456,0.4354173622459677,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,0.125,0.5
4.0,17,1,True,14,1.2197353174361163,1,2,1.1570056693277797,16,8,Girls,200,Freestyle,0.863573080533993,0.1224964656347518,-0.71118834401559,0.5858249251683095,0.26091004590990075,-0.7552215369156683,-1.0684977877119963,1.3250078343652572,0.16666666666666666,0.5
5.0,15,1,True,11,1.2152883271556176,2,2,1.1671335200746964,16,8,Girls,200,Freestyle,0.8667330722905361,0.11804947535425314,-0.6947154271364634,0.5645577177040131,0.2434347045420374,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,0.20833333333333334,1.0
6.0,16,1,True,12,1.2055455093429777,0,2,1.224889759921607,16,8,Girls,200,Freestyle,0.8737377206842071,0.10830665754161317,-0.6582004613877309,0.5179638385545802,0.2051483453594194,-0.7552215369156683,-1.0684977877119963,0.2120012534984405,0.25,0.0
7.0,17,1,True,0,1.1835019823658204,2,1,1.1460004584001833,16,8,Girls,200,Freestyle,0.8900116782304047,0.08626313056445589,-0.5733649394602265,0.41254326601052455,0.1185238792420049,-0.7552215369156683,-1.0684977877119963,1.3250078343652572,0.2916666666666667,1.0
8.0,16,1,True,10,1.1332086803784915,2,2,1.169453865045024,16,8,Girls,200,Freestyle,0.9295115751871953,0.03596982857712705,-0.36745347847113724,0.17202147037729976,-0.07911375099969116,-0.7552215369156683,-1.0684977877119963,0.2120012534984405,0.3333333333333333,1.0
9.0,15,1,False,9,1.121642084010992,2,2,1.1053387863380126,16,8,Girls,200,Freestyle,0.9390968835153765,0.02440323220962748,-0.3174856306044517,0.11670558500599035,-0.12456701427142405,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,0.375,1.0
10.0,16,1,False,0,1.0714668381013608,1,2,0.9419743782969103,16,8,Girls,200,Freestyle,0.9830734354606032,-0.025772013700003704,-0.08823753736993276,-0.12325162133460037,-0.3217407194473594,-0.7552215369156683,-1.0684977877119963,0.2120012534984405,0.4166666666666667,0.5
11.0,16,1,False,0,1.0530195335123467,2,2,1.0119409026512853,16,8,Girls,200,Freestyle,1.000295390533764,-0.04421931828901782,0.001539859621310249,-0.21147368369711095,-0.3942331074842013,-0.7552215369156683,-1.0684977877119963,0.2120012534984405,0.4583333333333333,1.0
12.0,15,1,False,0,0.9108712483490459,2,2,0.865463672162361,16,8,Girls,200,Freestyle,1.156398983307,-0.18636760345231862,0.8153019534501899,-0.8912811221165398,-0.9528333407652398,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,0.5,1.0
13.0,15,1,False,0,0.9098767117055638,2,2,0.7499625018749062,16,8,Girls,200,Freestyle,1.1576629800096174,-0.18736214009580066,0.821891120201841,-0.8960373765253994,-0.956741572232242,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,0.5416666666666666,1.0
14.0,17,1,False,0,0.9051412020275162,2,2,0.9109957183201239,16,8,Girls,200,Freestyle,1.1637196308763254,-0.19209764977384824,0.8534642108868348,-0.9186843940405645,-0.975350708514281,-0.7552215369156683,-1.0684977877119963,1.3250078343652572,0.5833333333333334,1.0
15.0,15,1,False,0,0.8074609390770722,2,2,0.9449116507606539,16,8,Girls,200,Freestyle,1.304497263630327,-0.2897779127242923,1.5873326578519487,-1.3858287515274843,-1.3592049182811279,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,0.625,1.0
16.0,15,1,False,0,0.8020854220974534,2,2,0.7401376656058026,16,8,Girls,200,Freestyle,1.3132399074900964,-0.2951534297039111,1.6329077278841997,-1.4115365286131996,-1.380329091783268,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,0.6666666666666666,1.0
,16,1,False,0,,0,2,1.3770311209033324,16,8,Girls,200,Freestyle,,,,,,-0.7552215369156683,-1.0684977877119963,0.2120012534984405,,0.0
1.0,16,2,True,20,1.6924769400016924,2,2,1.707941929974381,17,8,Boys,200,Freestyle,0.6499626940626166,0.5419239347353484,-1.8247311668963844,2.5916874161893007,2.1186431894607933,-0.7055365789692861,-1.0684977877119963,0.2120012534984405,0.041666666666666664,1.0
2.0,15,2,True,14,1.4543339150668992,2,2,1.4591084847158386,17,8,Boys,200,Freestyle,0.7563922288862744,0.3037809098005553,-1.2699180484747925,1.4527964364466037,1.1828123482374489,-0.7055365789692861,-1.0684977877119963,-0.9010053273683761,0.08333333333333333,1.0
3.0,15,2,True,18,1.4316392269148175,0,2,1.6761649346295677,17,8,Boys,200,Freestyle,0.768382739786304,0.2810862216484735,-1.2074119710505515,1.3442617622458517,1.0936290135146305,-0.7055365789692861,-1.0684977877119963,-0.9010053273683761,0.125,0.0
4.0,15,2,True,16,1.4006583094054206,2,2,1.485884101040119,17,8,Boys,200,Freestyle,0.7853784639519423,0.2501053041390766,-1.1188139071785768,1.196099171696471,0.9718832764617455,-0.7055365789692861,-1.0684977877119963,-0.9010053273683761,0.16666666666666666,1.0
5.0,17,2,True,12,1.3979171035157616,2,2,1.4327673902141986,17,8,Boys,200,Freestyle,0.7869185295721297,0.24736409824941763,-1.1107856036561967,1.1829896772562916,0.9611111574194668,-0.7055365789692861,-1.0684977877119963,1.3250078343652572,0.20833333333333334,1.0
6.0,17,2,True,11,1.2856775520699408,2,2,1.302677001237543,17,8,Boys,200,Freestyle,0.8556164567011987,0.13512454680359687,-0.7526659215329059,0.6462172366315332,0.5200432996611556,-0.7055365789692861,-1.0684977877119963,1.3250078343652572,0.25,1.0
7.0,17,2,True,10,1.1587485515643106,1,2,1.1621825788831426,17,8,Boys,200,Freestyle,0.9493404501583113,0.008195546297966594,-0.26408630717094606,0.039194235293574284,0.021250301834127055,-0.7055365789692861,-1.0684977877119963,1.3250078343652572,0.2916666666666667,0.5
8.0,15,2,True,9,1.065019436604718,2,2,1.118067978533095,17,8,Boys,200,Freestyle,1.032889010053472,-0.08553356866162587,0.17144915891814813,-0.40905422210287895,-0.34707707841886354,-0.7055365789692861,-1.0684977877119963,-0.9010053273683761,0.3333333333333333,1.0
9.0,15,2,False,0,1.052853232259423,2,2,1.0555760806460126,17,8,Boys,200,Freestyle,1.0448245186099236,-0.0976997730069209,0.23366851121659074,-0.4672376620350662,-0.39488662165478267,-0.7055365789692861,-1.0684977877119963,-0.9010053273683761,0.375,1.0
10.0,15,2,False,0,1.0380443244926558,2,2,1.0337520028945055,17,8,Boys,200,Freestyle,1.0597301537195933,-0.11250868077368814,0.3113710203081924,-0.538059519950203,-0.4530811987026193,-0.7055365789692861,-1.0684977877119963,-0.9010053273683761,0.4166666666666667,1.0
11.0,16,2,False,0,0.961769656167348,2,2,0.9017945711966814,17,8,Boys,200,Freestyle,1.1437737347069572,-0.18878334909899597,0.7494870125294804,-0.902834141261681,-0.7528178256411966,-0.7055365789692861,-1.0684977877119963,0.2120012534984405,0.4583333333333333,1.0
12.0,15,2,False,0,0.9573042312847022,2,2,0.9069060898743935,17,8,Boys,200,Freestyle,1.1491089620340347,-0.19324877398164175,0.7772993497320101,-0.9241895100404072,-0.7703656094803004,-0.7055365789692861,-1.0684977877119963,-0.9010053273683761,0.5,1.0
13.0,17,2,False,0,0.9023641941887747,0,2,0.9355849745053094,17,8,Boys,200,Freestyle,1.2190719430654002,-0.2481888110775693,1.1420137097486835,-1.186933769261998,-0.9862635185053564,-0.7055365789692861,-1.0684977877119963,1.3250078343652572,0.5416666666666666,0.0
14.0,16,2,False,0,0.8971023593792051,2,2,0.8308753271571601,17,8,Boys,200,Freestyle,1.2262222477305558,-0.25345064588713884,1.17928797610259,-1.2120978747534594,-1.0069409550902242,-0.7055365789692861,-1.0684977877119963,0.2120012534984405,0.5833333333333334,1.0
15.0,16,2,False,0,0.8465966813410091,2,2,0.8150955699555773,17,8,Boys,200,Freestyle,1.2993753646894521,-0.3039563239253349,1.5606323934156212,-1.4536353338465409,-1.2054131596739281,-0.7055365789692861,-1.0684977877119963,0.2120012534984405,0.625,1.0
16.0,15,2,False,0,0.8358408559010364,0,2,0.7405761682589054,17,8,Boys,200,Freestyle,1.3160960771372,-0.31471214936530756,1.6477968316585998,-1.5050738027104769,-1.2476803357639992,-0.7055365789692861,-1.0684977877119963,-0.9010053273683761,0.6666666666666666,0.0
17.0,16,2,False,0,0.8029871120568515,1,2,0.7586965593111035,17,8,Boys,200,Freestyle,1.3699433715001772,-0.3475658932094925,1.9285007298160877,-1.6621929647147582,-1.37678572000718,-0.7055365789692861,-1.0684977877119963,0.2120012534984405,0.7083333333333334,0.5
,15,2,False,0,,0,2,1.4288776166321355,17,8,Boys,200,Freestyle,,,,,,-0.7055365789692861,-1.0684977877119963,-0.9010053273683761,,0.0
,16,2,False,0,,0,2,0.8448800270361608,17,8,Boys,200,Freestyle,,,,,,-0.7055365789692861,-1.0684977877119963,0.2120012534984405,,0.0
,15,2,False,0,,0,2,0.9242998428690268,17,8,Boys,200,Freestyle,,,,,,-0.7055365789692861,-1.0684977877119963,-0.9010053273683761,,0.0
1.0,15,2,True,20,1.4964459408903852,1,2,1.5368065160596283,16,8,Boys,200,Freestyle,0.7351063219215429,0.3458929356240412,-1.3808806721591107,1.6541922420226522,1.3483000107999068,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,0.041666666666666664,0.5
2.0,17,2,True,18,1.4893141708243356,2,2,1.5915963711602739,16,8,Boys,200,Freestyle,0.7386264719105423,0.33876116555799163,-1.362530264107958,1.620085391317926,1.3202742880975513,-0.7552215369156683,-1.0684977877119963,1.3250078343652572,0.08333333333333333,1.0
3.0,15,2,True,14,1.4405070584845865,0,2,1.3677084045681462,16,8,Boys,200,Freestyle,0.7636525382385859,0.2899540532182425,-1.2320703318692887,1.386671122702463,1.1284769385379907,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,0.125,0.0
4.0,17,2,True,16,1.3958682300390843,2,2,1.3941168269901016,16,8,Boys,200,Freestyle,0.7880735787872702,0.24531522477274037,-1.1047643760144117,1.1731911810716533,0.9530596976306945,-0.7552215369156683,-1.0684977877119963,1.3250078343652572,0.16666666666666666,1.0
5.0,15,2,True,11,1.3781697905181918,0,2,1.345080368552021,16,8,Boys,200,Freestyle,0.7981940100056438,0.2276167852518478,-1.052006952867346,1.0885504777321986,0.883510125268823,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,0.20833333333333334,0.0
6.0,17,2,True,10,1.371177841766077,2,2,1.3538211602247343,16,8,Boys,200,Freestyle,0.8022641834304246,0.22062483649973297,-1.0307892935581995,1.0551123059999499,0.8560338584989952,-0.7552215369156683,-1.0684977877119963,1.3250078343652572,0.25,1.0
7.0,17,2,True,12,1.344628210299852,1,2,1.2987012987012987,16,8,Boys,200,Freestyle,0.8181048583809225,0.19407520503350795,-0.948212457328009,0.9281418192487386,0.7517017498596164,-0.7552215369156683,-1.0684977877119963,1.3250078343652572,0.2916666666666667,0.5
8.0,14,2,True,9,1.2809837955549863,2,2,1.2623074981065388,16,8,Boys,200,Freestyle,0.8587515902851514,0.13043079028864235,-0.7363225893623475,0.6237698987031856,0.5015982408185119,-0.7552215369156683,-1.0684977877119963,-2.014011908235193,0.3333333333333333,1.0
9.0,17,2,False,0,1.182802058075581,2,2,1.1310937676733401,16,8,Boys,200,Freestyle,0.930034627562392,0.032249052809236955,-0.36472682632649045,0.15422729832100907,0.11577338618218591,-0.7552215369156683,-1.0684977877119963,1.3250078343652572,0.375,1.0
10.0,14,2,False,0,1.1029006286533583,2,2,1.0559104587930943,16,8,Boys,200,Freestyle,0.9974124984455861,-0.047652376612985714,-0.013488547222382302,-0.22789188095133747,-0.19821532682597606,-0.7552215369156683,-1.0684977877119963,-2.014011908235193,0.4166666666666667,1.0
11.0,17,2,False,0,1.0365379632029024,0,2,1.0763104079216446,16,8,Boys,200,Freestyle,1.0612702193397807,-0.1140150420634416,0.3193993238305725,-0.5452635154718166,-0.4590007479036184,-0.7552215369156683,-1.0684977877119963,1.3250078343652572,0.4583333333333333,0.0
12.0,15,2,False,0,1.001602564102564,0,2,1.3292569453675396,16,8,Boys,200,Freestyle,1.098286796567854,-0.14895044116377987,0.512365333493483,-0.7123379486616225,-0.596286414521378,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,0.5,0.0
13.0,15,2,False,0,0.9804402176577283,1,2,1.0422094841063054,16,8,Boys,200,Freestyle,1.1219928066500227,-0.1701127876086157,0.635943862712969,-0.8135443790528246,-0.6794481047751795,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,0.5416666666666666,0.5
14.0,16,2,False,0,0.972100709633518,2,2,0.9021606748161848,16,8,Boys,200,Freestyle,1.1316182167761932,-0.17845229563282594,0.6861207597278415,-0.8534270943532853,-0.7122198763264245,-0.7552215369156683,-1.0684977877119963,0.2120012534984405,0.5833333333333334,1.0
15.0,16,2,False,0,0.8775008775008775,0,1,1.0053282396702523,16,8,Boys,200,Freestyle,1.2536134148324585,-0.2730521277654665,1.3220770887506281,-1.3058396541187376,-1.083968914571474,-0.7552215369156683,-1.0684977877119963,0.2120012534984405,0.625,0.0
16.0,16,2,False,0,0.8236893043943825,2,2,0.8849557522123894,16,8,Boys,200,Freestyle,1.3355119044202755,-0.3268637008719615,1.7490108010657428,-1.5631871671669684,-1.295432297727842,-0.7552215369156683,-1.0684977877119963,0.2120012534984405,0.6666666666666666,1.0
,15,2,False,0,,0,2,0.9795278675678323,16,8,Boys,200,Freestyle,,,,,,-0.7552215369156683,-1.0684977877119963,-0.9010053273683761,,0.0
,14,2,False,0,,2,2,1.3605442176870748,16,8,Boys,200,Freestyle,,,,,,-0.7552215369156683,-1.0684977877119963,-2.014011908235193,,1.0
,14,2,False,0,,2,2,1.3776002204160351,16,8,Boys,200,Freestyle,,,,,,-0.7552215369156683,-1.0684977877119963,-2.014011908235193,,1.0
1.0,17,2,True,20,1.7111567419575633,2,2,1.768033946251768,13,8,Boys,200,Freestyle,0.6428673917410395,0.5606037366912193,-1.8617187081244904,2.6810213698364693,2.1920492225916597,-0.9042764107548147,-1.0684977877119963,1.3250078343652572,0.041666666666666664,1.0
2.0,17,2,True,18,1.4998125234345707,1,2,1.5137753557372085,13,8,Boys,200,Freestyle,0.7334562516141993,0.34925951816822676,-1.3894824259330896,1.670292526686383,1.3615296729965454,-0.9042764107548147,-1.0684977877119963,1.3250078343652572,0.08333333333333333,0.5
3.0,17,2,True,0,1.2456402590931739,1,2,1.1970313622216904,13,8,Boys,200,Freestyle,0.8831176284902575,0.09508725382682992,-0.6093033586332698,0.45474359663287733,0.362708716475221,-0.9042764107548147,-1.0684977877119963,1.3250078343652572,0.125,0.5
4.0,15,2,True,14,1.2433171702101204,1,2,1.277710343065227,13,8,Boys,200,Freestyle,0.8847676987976012,0.09276416494377648,-0.6007016048592909,0.4436336975511195,0.3535796721781656,-0.9042764107548147,-1.0684977877119963,-0.9010053273683761,0.16666666666666666,0.5
5.0,15,2,True,16,1.2076565424793189,0,2,1.2102874432677762,13,8,Boys,200,Freestyle,0.9108938119972071,0.0571035372129749,-0.4645071701046367,0.2730909438185978,0.2134440740139684,-0.9042764107548147,-1.0684977877119963,-0.9010053273683761,0.20833333333333334,0.0
6.0,17,2,True,12,1.1896264572924102,1,2,1.0397712503249286,13,8,Boys,200,Freestyle,0.9246994002353145,0.03907345202606627,-0.39253916352902013,0.1868641841266638,0.14259123340520669,-0.9042764107548147,-1.0684977877119963,1.3250078343652572,0.25,0.5
7.0,15,2,True,11,1.0185892538833716,2,2,0.9484516526770048,13,8,Boys,200,Freestyle,1.0799710161563407,-0.13196375138297234,0.41688586660232496,-0.6311011046585435,-0.5295338056993232,-0.9042764107548147,-1.0684977877119963,-0.9010053273683761,0.2916666666666667,1.0
8.0,17,2,True,9,0.9762288280372919,1,2,0.9701202949165697,13,8,Boys,200,Freestyle,1.1268330128848971,-0.17432417722905202,0.6611756737833054,-0.8336848540980637,-0.6959976060351526,-0.9042764107548147,-1.0684977877119963,1.3250078343652572,0.3333333333333333,0.5
9.0,16,2,False,10,0.975276734773492,0,2,0.9136174683659952,13,8,Boys,200,Freestyle,1.1279330597564594,-0.175276270492852,0.6669101762992906,-0.8382381280405294,-0.6997390477180614,-0.9042764107548147,-1.0684977877119963,0.2120012534984405,0.375,0.0
10.0,15,2,False,0,0.9379103357719002,2,2,0.9179364787956673,13,8,Boys,200,Freestyle,1.1728699744597815,-0.21264266949444377,0.9011646040772954,-1.0169385320520763,-0.8465778166499739,-0.9042764107548147,-1.0684977877119963,-0.9010053273683761,0.4166666666666667,1.0
11.0,15,2,False,0,0.9028122601904934,1,2,0.8983515249517137,13,8,Boys,200,Freestyle,1.2184669172860412,-0.24774074507585053,1.1388597333648927,-1.1847909463603965,-0.9845027531693704,-0.9042764107548147,-1.0684977877119963,-0.9010053273683761,0.4583333333333333,0.5
12.0,15,2,False,0,0.8361553576654542,2,2,0.8108655990269613,13,8,Boys,200,Freestyle,1.3156010560449969,-0.31439764760088973,1.6452163055264066,-1.5035697350490087,-1.2464444379213395,-0.9042764107548147,-1.0684977877119963,-0.9010053273683761,0.5,1.0
13.0,15,2,False,0,0.8252527336496802,2,2,0.8175946365791841,13,8,Boys,200,Freestyle,1.332981796615682,-0.32530027161666375,1.7358214452789764,-1.5557102508188536,-1.289288488495642,-0.9042764107548147,-1.0684977877119963,-0.9010053273683761,0.5416666666666666,1.0
1.0,15,3,True,20,1.5328019619865114,2,2,1.6420361247947455,47,24,Girls,50,Backstroke,0.6103100098043622,0.5657938048979113,-2.031439102278797,2.7058422599988807,1.4911682968445537,0.7850121594221782,1.3450065400619273,-0.9010053273683761,0.041666666666666664,1.0
2.0,15,3,True,18,1.4854426619132504,1,2,1.4788524105294292,47,24,Girls,50,Backstroke,0.6297680849176833,0.5184345048246503,-1.9300048965389112,2.4793519830943467,1.3050604163410444,0.7850121594221782,1.3450065400619273,-0.9010053273683761,0.08333333333333333,0.5
