divsRank,qualified,points,divsSpeed,isRelay,divsTimePctOfMean,divsSpeedDiffFromMean,normed_divsTimePctOfMean,normed_divsSpeedDiffFromMean,normed_divsSpeed,clipped_divsRank
1.0,True,20,1.4943215780035863,False,0.626026147395891,0.5273134209149868,-2.002521972872628,2.5597470948326992,1.2609821105952361,1.0
2.0,True,14,1.2807377049180328,False,0.7304262042539027,0.3137295478294333,-1.44348982029955,1.5229430292634987,0.4253031328950751,2.0
3.0,True,16,1.2623074981065388,False,0.7410907261910115,0.2952993410179392,-1.3863843853592892,1.4334769423563467,0.35319218104964906,3.0
4.0,True,18,1.2616704516780217,False,0.7414649199431907,0.29466229458942217,-1.3843806858877008,1.43038451633419,0.35069964123173214,4.0
5.0,True,11,1.2357884330202669,False,0.7569939606586298,0.2687802759316673,-1.3012271578167949,1.3047449641440803,0.24943235648657114,5.0
6.0,True,12,1.224589762429586,False,0.7639165450739459,0.2575816053409865,-1.2641587175924154,1.2503830545595618,0.20561587607715212,6.0
7.0,True,6,1.1619800139437602,False,0.8050778578136638,0.1949718568551606,-1.043751775717725,0.9464554179052375,-0.03935416708589677,7.0
8.0,True,10,1.1355893708834885,False,0.8237875454226266,0.168581213794889,-0.9435668021383199,0.8183468410609779,-0.14261152118689485,8.0
9.0,True,9,1.120322652924042,False,0.8350133579880041,0.15331449583544243,-0.8834558179906772,0.744237335415333,-0.2023448478321917,9.0
10.0,True,4,1.1106175033318524,False,0.8423101361554997,0.14360934624325283,-0.8443836782947088,0.6971254518785602,-0.2403177030504292,10.0
11.0,True,5,1.1035091591260207,False,0.8477359455620987,0.1365010020374211,-0.815330035956682,0.6626192877866698,-0.26813016722786676,11.0
12.0,True,7,1.102779003087781,False,0.8482972361903677,0.13577084599918154,-0.8123244867492996,0.6590748780987556,-0.2709870123762513,12.0
13.0,True,2,1.0862480990658265,False,0.8612069206405518,0.11923994197722698,-0.7431968549795108,0.5788286111409905,-0.33566665683607855,13.0
14.0,True,1,1.0860121633362294,False,0.8613940175166415,0.11900400624762986,-0.7421950052437167,0.577683304053309,-0.3365897908089965,14.0
15.0,True,8,1.0857763300760044,False,0.861581114392731,0.11876817298740483,-0.7411931555079232,0.5765384943845575,-0.33751252385510805,15.0
16.0,True,3,1.0848340203948794,False,0.8623295018970897,0.11782586330627987,-0.737185756564746,0.5719642234234525,-0.3411994519907546,16.0
17.0,False,0,1.0845986984815619,False,0.8625165987731792,0.11759054139296232,-0.7361839068289525,0.5708218959952603,-0.3421201843153008,17.0
18.0,False,0,1.0743446497636442,False,0.8707488613211228,0.10733649267504464,-0.6921025184540142,0.5210454814856164,-0.3822406897920633,18.0
19.0,False,0,1.0679196924391285,False,0.8759875738516324,0.10091153535052899,-0.6640507258517808,0.48985669471566146,-0.40737930017098317,19.0
20.0,False,0,1.0101010101010102,False,0.9261295366436523,0.043092853012410615,-0.3955549966589766,0.2091864172832312,-0.6336035775485868,20.0
21.0,False,0,0.999000999000999,False,0.9364198648285817,0.03199284191239948,-0.34045326119030395,0.1553034322521239,-0.6770340378848974,21.0
22.0,False,0,0.9889240506329113,False,0.9459618055091528,0.021915893544311782,-0.2893589246648073,0.10638671917997516,-0.7164616116474898,22.0
23.0,False,0,0.975609756097561,False,0.958871489959337,0.008601599008961403,-0.22023129289501794,0.04175489794266859,-0.7685557884472691,23.0
24.0,False,0,0.9716284492809949,False,0.9628005243572192,0.004620292192395348,-0.1991924484433429,0.02242836811594986,-0.7841332492466896,24.0
25.0,False,0,0.9710623422023693,False,0.9633618149854881,0.004054185113769759,-0.1961868992359605,0.019680304265495167,-0.7863482282050736,24.0
26.0,False,0,0.9691800736576855,False,0.9652327837463843,0.0021719165690859965,-0.18616840187802036,0.010543173959596861,-0.7937128865496126,24.0
27.0,False,0,0.9641342074816814,False,0.9702843994008042,-0.0028739496069181136,-0.15911845901158111,-0.013951065657003827,-0.8134555957095213,24.0
28.0,False,0,0.963020030816641,False,0.971406980657342,-0.0039881262719585475,-0.1531073605968169,-0.019359633632609053,-0.8178149792292939,24.0
29.0,False,0,0.9609840476648087,False,0.973465046294328,-0.0060241094237908355,-0.142087013503082,-0.029242943541520384,-0.8257810690578852,24.0
30.0,False,0,0.9569377990430622,False,0.9775811775682997,-0.010070358045537353,-0.12004631931561344,-0.048884721549966474,-0.8416126244224954,24.0
31.0,False,0,0.9460737937559129,False,0.9888069901336773,-0.020934363332686612,-0.059935335167970144,-0.10162205928693026,-0.8841196765745902,24.0
32.0,False,0,0.9458948164964056,False,0.9889940870097669,-0.02111334059219394,-0.05893348543217661,-0.10249087184108457,-0.8848199519797317,24.0
33.0,False,0,0.9321401938851603,False,1.0035876433447577,-0.03486796320343921,0.01921079395975873,-0.169260185636592,-0.9386369785012647,24.0
34.0,False,0,0.912908526565638,False,1.0247295903428857,-0.05409963052296152,0.13241981410448697,-0.26261681681149385,-1.0138837649410366,24.0
35.0,False,0,0.9026900162484203,False,1.0363295966604424,-0.06431814084017928,0.19453449772371736,-0.31222071661861284,-1.0538652210881987,24.0
36.0,False,0,0.9022013713460845,False,1.0368908872887115,-0.06480678574251508,0.19754004693110036,-0.31459275442297685,-1.0557771176492223,24.0
37.0,False,0,0.889679715302491,False,1.0514844436237023,-0.07732844178610854,0.2756843263230357,-0.37537685626598705,-1.1047699773181343,24.0
38.0,False,0,0.885112409275978,False,1.0569102530303014,-0.08189574781262154,0.3047379686610626,-0.3975480126767081,-1.1226402480269686,24.0
39.0,False,0,0.884016973125884,False,1.0582199311629288,-0.08299118396271554,0.311750916811621,-0.4028656082310035,-1.1269263064677184,24.0
40.0,False,0,0.8813678829543452,False,1.0614005780564524,-0.08564027413425435,0.3287823623201195,-0.41572513465606586,-1.1372912695822337,24.0
41.0,False,0,0.8809020436927414,False,1.0619618686847212,-0.08610611339585816,0.33178791152750126,-0.41798646662535327,-1.1391139356491318,24.0
42.0,False,0,0.8776549060909251,False,1.0658909030826034,-0.08935325099767444,0.3528267559791763,-0.43374910552869966,-1.151818849144406,24.0
43.0,False,0,0.8758101243650376,False,1.068136065595679,-0.09119803272356197,0.3648489528087059,-0.4427042628907998,-1.1590368346809454,24.0
44.0,False,0,0.8685079034219212,False,1.077116715647981,-0.09850025366667836,0.4129377401268196,-0.4781515663418192,-1.1876078707078082,24.0
44.0,False,0,0.8685079034219212,False,1.077116715647981,-0.09850025366667836,0.4129377401268196,-0.4781515663418192,-1.1876078707078082,24.0
46.0,False,0,0.8555783709787816,False,1.0933941438677786,-0.11142978610981791,0.5000986671409016,-0.5409156299824588,-1.2381966080414357,24.0
47.0,False,0,0.8506294658046955,False,1.099755437654826,-0.1163786912839041,0.5341615581578998,-0.5649391900503752,-1.2575599427205424,24.0
48.0,False,0,0.8468834688346883,False,1.1046199564331562,-0.1201246882539112,0.5602096512885448,-0.5831234510247866,-1.2722167184084217,24.0
49.0,False,0,0.8330556481172942,False,1.1229554502899397,-0.1339525089713054,0.6583909253963617,-0.6502480917134287,-1.3263201435125462,24.0
50.0,False,0,0.8246742536698004,False,1.134368359731407,-0.14233390341879915,0.7195037592797985,-0.6909340466629385,-1.359113607936603,24.0
51.0,False,0,0.7987220447284344,False,1.1712264443210634,-0.1682861123601651,0.9168681572312257,-0.8169143248187314,-1.4606555227069866,24.0
52.0,False,0,0.7978299026647518,False,1.1725361224536908,-0.1691782544238477,0.923881105381784,-0.8212450662053759,-1.4641461625056336,24.0
53.0,False,0,0.7716049382716049,False,1.212387757060781,-0.19540321881699463,1.137275099105915,-0.948549386093474,-1.5667552739412594,24.0
54.0,False,0,0.7675775253300583,False,1.2187490508478285,-0.19943063175854125,1.1713379901229133,-0.9680997297181958,-1.5825131318785015,24.0
55.0,False,0,0.7614986293024673,False,1.228478088404489,-0.2055095277861323,1.2234341763842034,-0.9976086248633562,-1.6062977254645912,24.0
