,id,divsRank,finalRank,swimmer,swimmerage,school,event,seedTime,divsTime,finalTime,qualified,year,eventMeanAge,eventMedianAge,gender,distance,stroke
2731,3111,1,1.0,436,17,57,23,62.12,62.73,62.19,True,2018,16.94,17.0,Girls,100,Freestyle
2732,3112,2,2.0,6,17,5,23,74.19,72.47,70.55,True,2018,16.94,17.0,Girls,100,Freestyle
2733,3113,3,3.0,1464,17,45,23,77.66,73.4,71.45,True,2018,16.94,17.0,Girls,100,Freestyle
2734,3114,4,4.0,378,17,42,23,77.22,76.38,74.63,True,2018,16.94,17.0,Girls,100,Freestyle
2735,3115,5,5.0,442,17,52,23,81.19,81.22,80.11,True,2018,16.94,17.0,Girls,100,Freestyle
2736,3116,6,7.0,445,17,16,23,84.97,85.0,84.28,True,2018,16.94,17.0,Girls,100,Freestyle
2737,3117,7,6.0,516,17,39,23,91.48,87.42,83.43,True,2018,16.94,17.0,Girls,100,Freestyle
2738,3118,8,8.0,443,17,45,23,86.1,87.51,87.67,True,2018,16.94,17.0,Girls,100,Freestyle
2739,3119,9,,133,17,38,23,92.58,92.16,,False,2018,16.94,17.0,Girls,100,Freestyle
2740,3120,10,,1400,17,33,23,90.97,92.82,,False,2018,16.94,17.0,Girls,100,Freestyle
2741,3121,11,,1465,17,33,23,102.0,94.53,,False,2018,16.94,17.0,Girls,100,Freestyle
2742,3122,12,,298,17,5,23,99.03999999999999,96.02000000000001,,False,2018,16.94,17.0,Girls,100,Freestyle
2743,3123,13,,1466,17,49,23,104.82,96.1,,False,2018,16.94,17.0,Girls,100,Freestyle
2744,3124,14,,1164,17,33,23,99.34,97.59,,False,2018,16.94,17.0,Girls,100,Freestyle
2745,3125,15,,1467,17,49,23,100.6,100.86,,False,2018,16.94,17.0,Girls,100,Freestyle
2746,3126,16,,1468,17,55,23,107.84,102.57,,False,2018,16.94,17.0,Girls,100,Freestyle
2747,3127,17,,596,17,5,23,114.03,103.35,,False,2018,16.94,17.0,Girls,100,Freestyle
2748,3128,18,,1119,17,16,23,102.78999999999999,104.77000000000001,,False,2018,16.94,17.0,Girls,100,Freestyle
2749,3129,19,,119,17,5,23,108.81,110.13,,False,2018,16.94,17.0,Girls,100,Freestyle
2750,3130,20,,449,17,43,23,113.44,114.09,,False,2018,16.94,17.0,Girls,100,Freestyle
2751,3133,1,1.0,1470,15,3,24,57.4,57.44,57.16,True,2018,14.849315068493151,15.0,Boys,100,Freestyle
2752,3134,2,2.0,1315,15,42,24,68.0,67.27,65.83,True,2018,14.849315068493151,15.0,Boys,100,Freestyle
2753,3135,3,3.0,1471,15,34,24,72.06,70.44,72.98,True,2018,14.849315068493151,15.0,Boys,100,Freestyle
2754,3136,4,5.0,1472,15,3,24,82.69,79.3,76.88,True,2018,14.849315068493151,15.0,Boys,100,Freestyle
2755,3137,5,4.0,1473,15,5,24,80.48,79.49,76.76,True,2018,14.849315068493151,15.0,Boys,100,Freestyle
2756,3138,6,6.0,1474,15,3,24,95.57,83.77,77.58,True,2018,14.849315068493151,15.0,Boys,100,Freestyle
2757,3139,7,7.0,1475,15,33,24,89.72,85.59,88.28,True,2018,14.849315068493151,15.0,Boys,100,Freestyle
2758,3140,8,8.0,1476,15,33,24,98.57,86.28,90.21000000000001,True,2018,14.849315068493151,15.0,Boys,100,Freestyle
2759,3141,9,,1477,15,52,24,85.1,87.12,,False,2018,14.849315068493151,15.0,Boys,100,Freestyle
2760,3142,10,,1322,15,17,24,86.44,87.35,,False,2018,14.849315068493151,15.0,Boys,100,Freestyle
2761,3143,11,,1478,15,45,24,89.95,96.71000000000001,,False,2018,14.849315068493151,15.0,Boys,100,Freestyle
2762,3144,12,,1479,15,45,24,104.75,99.7,,False,2018,14.849315068493151,15.0,Boys,100,Freestyle
2763,3145,13,,1480,15,49,24,95.22,102.78999999999999,,False,2018,14.849315068493151,15.0,Boys,100,Freestyle
2764,3146,14,,1481,15,33,24,110.19,106.2,,False,2018,14.849315068493151,15.0,Boys,100,Freestyle
2765,3147,15,,1482,15,39,24,112.28999999999999,107.97,,False,2018,14.849315068493151,15.0,Boys,100,Freestyle
2766,3148,16,,1483,15,39,24,113.55,108.83,,False,2018,14.849315068493151,15.0,Boys,100,Freestyle
2767,3149,17,,1330,15,49,24,110.34,109.91,,False,2018,14.849315068493151,15.0,Boys,100,Freestyle
2768,3153,1,1.0,19,16,3,25,61.69,60.3,60.96,True,2018,16.0,16.0,Boys,100,Freestyle
2769,3154,2,2.0,462,16,49,25,70.96000000000001,64.17,63.96,True,2018,16.0,16.0,Boys,100,Freestyle
2770,3155,3,4.0,1432,16,3,25,72.35,68.1,66.99,True,2018,16.0,16.0,Boys,100,Freestyle
2771,3156,4,3.0,535,16,46,25,68.44,68.39,66.74,True,2018,16.0,16.0,Boys,100,Freestyle
2772,3157,5,5.0,464,16,46,25,73.72,72.21000000000001,69.38,True,2018,16.0,16.0,Boys,100,Freestyle
2773,3159,7,7.0,1486,16,50,25,76.39,75.12,73.24,True,2018,16.0,16.0,Boys,100,Freestyle
2774,3160,8,8.0,25,16,33,25,77.91,75.78999999999999,77.2,True,2018,16.0,16.0,Boys,100,Freestyle
2775,3161,9,,1487,16,3,25,83.09,78.99,,False,2018,16.0,16.0,Boys,100,Freestyle
2776,3162,10,,1488,16,52,25,77.56,80.83,,False,2018,16.0,16.0,Boys,100,Freestyle
2777,3164,12,,468,16,34,25,80.91,81.97,,False,2018,16.0,16.0,Boys,100,Freestyle
2778,3165,13,,469,16,52,25,84.28,82.07,,False,2018,16.0,16.0,Boys,100,Freestyle
2779,3166,14,,26,16,33,25,82.72,83.2,,False,2018,16.0,16.0,Boys,100,Freestyle
2780,3167,15,,179,16,34,25,88.9,83.38,,False,2018,16.0,16.0,Boys,100,Freestyle
2781,3168,16,,621,16,3,25,96.97,86.53,,False,2018,16.0,16.0,Boys,100,Freestyle
2782,3169,17,,193,16,5,25,94.84,90.01,,False,2018,16.0,16.0,Boys,100,Freestyle
2783,3170,18,,622,16,3,25,96.75,92.82,,False,2018,16.0,16.0,Boys,100,Freestyle
2784,3171,19,,1356,16,33,25,94.97,92.97999999999999,,False,2018,16.0,16.0,Boys,100,Freestyle
2785,3172,20,,1365,16,5,25,114.64,101.99000000000001,,False,2018,16.0,16.0,Boys,100,Freestyle
2786,3173,21,,1490,16,39,25,107.53,105.47,,False,2018,16.0,16.0,Boys,100,Freestyle
2787,3174,22,,194,16,39,25,116.31,110.2,,False,2018,16.0,16.0,Boys,100,Freestyle
2788,3175,23,,478,16,46,25,102.28,111.8,,False,2018,16.0,16.0,Boys,100,Freestyle
2789,3181,1,1.0,18,17,3,26,51.02,52.65,51.19,True,2018,17.0,17.0,Boys,100,Freestyle
2790,3182,2,2.0,1494,17,33,26,54.82,57.9,58.48,True,2018,17.0,17.0,Boys,100,Freestyle
2791,3183,3,3.0,479,17,5,26,61.8,59.9,59.42,True,2018,17.0,17.0,Boys,100,Freestyle
2792,3184,4,4.0,1495,17,58,26,62.48,62.89,60.46,True,2018,17.0,17.0,Boys,100,Freestyle
2793,3185,5,5.0,210,17,3,26,67.75,64.6,64.98,True,2018,17.0,17.0,Boys,100,Freestyle
2794,3186,6,7.0,482,17,33,26,76.32,69.12,67.95,True,2018,17.0,17.0,Boys,100,Freestyle
2795,3187,7,6.0,734,17,3,26,79.05,69.15,66.81,True,2018,17.0,17.0,Boys,100,Freestyle
2796,3188,8,8.0,481,17,48,26,69.59,69.19,68.0,True,2018,17.0,17.0,Boys,100,Freestyle
2797,3189,9,,480,17,27,26,73.47,69.22,,False,2018,17.0,17.0,Boys,100,Freestyle
2798,3190,10,,1496,17,39,26,72.9,69.76,,False,2018,17.0,17.0,Boys,100,Freestyle
2799,3191,11,,1497,17,43,26,77.75,70.3,,False,2018,17.0,17.0,Boys,100,Freestyle
2800,3192,12,,485,17,5,26,72.15,72.12,,False,2018,17.0,17.0,Boys,100,Freestyle
2801,3193,13,,489,17,52,26,83.32,76.13,,False,2018,17.0,17.0,Boys,100,Freestyle
2802,3194,14,,1436,17,52,26,79.06,76.22,,False,2018,17.0,17.0,Boys,100,Freestyle
2803,3195,15,,634,17,42,26,78.4,76.95,,False,2018,17.0,17.0,Boys,100,Freestyle
2804,3196,16,,727,17,48,26,83.32,79.47,,False,2018,17.0,17.0,Boys,100,Freestyle
2805,3197,17,,492,17,46,26,79.5,79.83,,False,2018,17.0,17.0,Boys,100,Freestyle
2806,3198,18,,844,17,3,26,88.52,80.97,,False,2018,17.0,17.0,Boys,100,Freestyle
2807,3200,20,,1499,17,30,26,94.97999999999999,83.92,,False,2018,17.0,17.0,Boys,100,Freestyle
2808,3201,21,,548,17,33,26,86.87,84.6,,False,2018,17.0,17.0,Boys,100,Freestyle
2809,3202,22,,490,17,43,26,83.31,84.92,,False,2018,17.0,17.0,Boys,100,Freestyle
2810,3203,23,,1500,17,50,26,88.56,85.4,,False,2018,17.0,17.0,Boys,100,Freestyle
2811,3204,24,,343,17,5,26,98.6,85.52,,False,2018,17.0,17.0,Boys,100,Freestyle
2812,3205,25,,1501,17,30,26,91.64,85.75,,False,2018,17.0,17.0,Boys,100,Freestyle
2813,3206,26,,1502,17,55,26,94.4,88.02,,False,2018,17.0,17.0,Boys,100,Freestyle
2814,3207,27,,1503,17,36,26,100.25,88.7,,False,2018,17.0,17.0,Boys,100,Freestyle
2815,3208,28,,1504,17,49,26,92.89,92.08,,False,2018,17.0,17.0,Boys,100,Freestyle
2816,3209,29,,493,17,36,26,103.33,93.3,,False,2018,17.0,17.0,Boys,100,Freestyle
2817,3210,30,,31,17,39,26,98.2,94.78999999999999,,False,2018,17.0,17.0,Boys,100,Freestyle
2818,3211,31,,1505,17,52,26,98.53999999999999,95.97999999999999,,False,2018,17.0,17.0,Boys,100,Freestyle
2819,3212,32,,1373,17,33,26,107.96000000000001,100.53999999999999,,False,2018,17.0,17.0,Boys,100,Freestyle
2820,3213,33,,1506,17,34,26,127.97,121.15,,False,2018,17.0,17.0,Boys,100,Freestyle
2821,3214,34,,662,17,43,26,134.63,157.91,,False,2018,17.0,17.0,Boys,100,Freestyle
2822,3217,1,1.0,1508,15,3,27,146.04,147.28,146.95,True,2018,15.724137931034482,16.0,Girls,200,IM
2823,3218,2,2.0,39,16,48,27,168.69,166.66,164.01,True,2018,15.724137931034482,16.0,Girls,200,IM
2824,3219,3,3.0,367,16,26,27,197.85,178.89,180.05,True,2018,15.724137931034482,16.0,Girls,200,IM
2825,3220,4,4.0,44,16,33,27,241.72,225.01,234.18,True,2018,15.724137931034482,16.0,Girls,200,IM
2826,3221,1,1.0,520,17,49,28,141.94,132.9,129.56,True,2018,16.0,16.0,Boys,200,IM
2827,3222,2,2.0,20,16,3,28,137.7,138.91,132.58,True,2018,16.0,16.0,Boys,200,IM
2828,3223,3,3.0,21,16,46,28,153.44,149.38,141.89,True,2018,16.0,16.0,Boys,200,IM
2829,3224,4,4.0,1425,15,33,28,162.25,157.31,148.17000000000002,True,2018,16.0,16.0,Boys,200,IM
2830,3225,5,5.0,1224,15,52,28,182.96,180.08,171.63,True,2018,16.0,16.0,Boys,200,IM
2831,3226,6,6.0,1509,15,33,28,188.73,185.92,185.92,True,2018,16.0,16.0,Boys,200,IM
2832,3227,1,1.0,1510,15,17,29,83.38,83.8,80.78,True,2018,14.825,15.0,Girls,100,IM
2833,3228,2,,1444,15,34,29,87.78,87.85,,True,2018,14.825,15.0,Girls,100,IM
2834,3229,3,2.0,1443,15,3,29,93.69,90.58,88.09,True,2018,14.825,15.0,Girls,100,IM
2835,3230,4,5.0,1511,15,42,29,98.28999999999999,95.08,95.46000000000001,True,2018,14.825,15.0,Girls,100,IM
2836,3231,5,3.0,1512,15,42,29,95.31,97.3,91.07,True,2018,14.825,15.0,Girls,100,IM
2837,3232,6,4.0,1386,15,33,29,100.07,97.75,94.95,True,2018,14.825,15.0,Girls,100,IM
2838,3233,7,6.0,1388,15,5,29,109.11,107.66,104.95,True,2018,14.825,15.0,Girls,100,IM
2839,3234,8,7.0,1513,15,49,29,115.53,113.42,109.47999999999999,True,2018,14.825,15.0,Girls,100,IM
2840,3237,1,,276,16,3,30,72.06,75.09,,True,2018,16.0,16.0,Girls,100,IM
2841,3238,2,2.0,526,16,5,30,79.47,75.92,74.89,True,2018,16.0,16.0,Girls,100,IM
2842,3239,3,1.0,527,16,48,30,80.21000000000001,78.55,74.63,True,2018,16.0,16.0,Girls,100,IM
2843,3240,4,4.0,1514,16,39,30,82.62,80.6,80.41,True,2018,16.0,16.0,Girls,100,IM
2844,3241,5,3.0,1421,16,42,30,83.46000000000001,81.38,80.12,True,2018,16.0,16.0,Girls,100,IM
2845,3242,6,5.0,279,16,39,30,86.64,83.75,84.18,True,2018,16.0,16.0,Girls,100,IM
2846,3243,7,6.0,368,16,16,30,95.0,89.3,87.62,True,2018,16.0,16.0,Girls,100,IM
2847,3244,8,7.0,369,16,55,30,99.69,93.57,92.56,True,2018,16.0,16.0,Girls,100,IM
2848,3246,1,1.0,290,17,26,31,79.66,78.59,73.86,True,2018,17.035714285714285,17.0,Girls,100,IM
2849,3247,2,2.0,373,17,3,31,78.71000000000001,80.58,77.31,True,2018,17.035714285714285,17.0,Girls,100,IM
2850,3248,3,3.0,98,17,42,31,80.53,80.89,78.51,True,2018,17.035714285714285,17.0,Girls,100,IM
2851,3249,4,4.0,100,17,49,31,95.08,91.22,90.1,True,2018,17.035714285714285,17.0,Girls,100,IM
2852,3250,5,5.0,531,17,5,31,110.38,110.58,107.25,True,2018,17.035714285714285,17.0,Girls,100,IM
2853,3251,6,6.0,383,17,5,31,120.78,110.69,109.95,True,2018,17.035714285714285,17.0,Girls,100,IM
2854,3252,7,7.0,15,17,39,31,120.37,119.25999999999999,116.58,True,2018,17.035714285714285,17.0,Girls,100,IM
2855,3253,8,8.0,153,17,39,31,78.71000000000001,123.0,120.08,True,2018,17.035714285714285,17.0,Girls,100,IM
2856,3254,9,,1401,17,33,31,127.59,126.76,,False,2018,17.035714285714285,17.0,Girls,100,IM
2857,3256,1,1.0,1426,15,3,32,72.03999999999999,66.76,66.33,True,2018,14.933333333333334,15.0,Boys,100,IM
2858,3257,2,2.0,1515,15,26,32,72.02,70.9,69.47,True,2018,14.933333333333334,15.0,Boys,100,IM
2859,3258,3,3.0,1516,15,48,32,34.12,71.8,70.07,True,2018,14.933333333333334,15.0,Boys,100,IM
2860,3259,4,5.0,1312,15,48,32,74.19,73.73,74.22,True,2018,14.933333333333334,15.0,Boys,100,IM
2861,3260,5,4.0,1427,15,49,32,78.81,76.06,74.01,True,2018,14.933333333333334,15.0,Boys,100,IM
2862,3261,6,6.0,1517,15,3,32,84.1,77.47,76.82,True,2018,14.933333333333334,15.0,Boys,100,IM
2863,3262,7,7.0,1518,15,49,32,83.02,79.78999999999999,77.97,True,2018,14.933333333333334,15.0,Boys,100,IM
2864,3263,8,8.0,1428,15,38,32,87.65,86.05,83.2,True,2018,14.933333333333334,15.0,Boys,100,IM
2865,3264,9,,1519,15,33,32,92.91,86.67,,False,2018,14.933333333333334,15.0,Boys,100,IM
2866,3267,1,1.0,395,16,3,33,74.07,71.06,69.19,True,2018,16.0,16.0,Boys,100,IM
2867,3268,2,3.0,535,16,46,33,82.34,82.4,79.49,True,2018,16.0,16.0,Boys,100,IM
2868,3269,3,5.0,534,16,42,33,82.91,82.67,80.88,True,2018,16.0,16.0,Boys,100,IM
2869,3270,4,2.0,396,16,49,33,104.34,82.8,78.83,True,2018,16.0,16.0,Boys,100,IM
2870,3271,5,4.0,1413,16,39,33,91.15,83.71000000000001,80.77,True,2018,16.0,16.0,Boys,100,IM
2871,3272,6,,177,16,17,33,95.84,90.47,,True,2018,16.0,16.0,Boys,100,IM
2872,3273,7,7.0,25,16,33,33,92.0,93.72,91.03999999999999,True,2018,16.0,16.0,Boys,100,IM
2873,3274,8,6.0,29,16,39,33,107.25999999999999,98.74000000000001,89.13,True,2018,16.0,16.0,Boys,100,IM
2874,3275,9,,474,16,34,33,120.25,104.32,,False,2018,16.0,16.0,Boys,100,IM
2875,3276,10,,1521,16,39,33,95.84,105.25999999999999,,False,2018,16.0,16.0,Boys,100,IM
2876,3277,11,,1522,16,5,33,95.35,106.15,,False,2018,16.0,16.0,Boys,100,IM
2877,3278,12,,403,16,39,33,121.0,114.71000000000001,,False,2018,16.0,16.0,Boys,100,IM
2878,3279,13,,1486,16,50,33,108.1,117.87,,False,2018,16.0,16.0,Boys,100,IM
2879,3280,14,,1523,16,39,33,130.06,118.17,,False,2018,16.0,16.0,Boys,100,IM
2880,3281,1,1.0,332,17,3,34,73.53,68.56,64.48,True,2018,17.0,17.0,Boys,100,IM
2881,3282,2,2.0,1435,17,52,34,83.18,73.15,73.28,True,2018,17.0,17.0,Boys,100,IM
2882,3283,3,3.0,522,17,17,34,73.85,76.28999999999999,74.94,True,2018,17.0,17.0,Boys,100,IM
2883,3284,4,4.0,1496,17,39,34,85.07,85.06,78.42,True,2018,17.0,17.0,Boys,100,IM
2884,3285,5,5.0,1524,17,33,34,88.96000000000001,85.45,79.91,True,2018,17.0,17.0,Boys,100,IM
2885,3286,6,6.0,28,17,39,34,98.71000000000001,90.92,88.0,True,2018,17.0,17.0,Boys,100,IM
2886,3287,7,8.0,1525,17,39,34,116.82,95.77000000000001,94.16,True,2018,17.0,17.0,Boys,100,IM
2887,3288,8,7.0,342,17,3,34,104.2,96.45,91.68,True,2018,17.0,17.0,Boys,100,IM
2888,3289,9,,1370,17,38,34,104.84,99.1,,False,2018,17.0,17.0,Boys,100,IM
2889,3290,10,,410,17,5,34,98.69,102.28999999999999,,False,2018,17.0,17.0,Boys,100,IM
2890,3291,11,,32,17,39,34,126.44,112.9,,False,2018,17.0,17.0,Boys,100,IM
2891,3294,1,1.0,1438,15,49,37,30.57,30.54,29.32,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2892,3295,2,5.0,1440,15,30,37,32.25,32.48,32.27,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2893,3296,3,4.0,1527,15,30,37,32.25,32.57,32.16,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2894,3297,4,6.0,1231,15,53,37,38.66,32.83,32.28,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2895,3298,5,3.0,1528,15,59,37,35.19,33.0,31.75,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2896,3299,6,2.0,1529,15,3,37,35.1,33.1,30.77,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2897,3300,7,7.0,1445,15,3,37,33.19,33.35,32.43,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2898,3301,8,9.0,1442,15,48,37,34.57,33.39,32.74,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2899,3302,9,8.0,1441,15,55,37,35.22,33.42,32.67,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2900,3303,10,10.0,1232,15,3,37,34.9,33.87,33.34,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2901,3304,11,11.0,1417,15,45,37,34.41,34.53,33.84,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2902,3305,12,13.0,1248,15,3,37,39.59,35.04,34.7,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2903,3306,13,14.0,1246,15,42,37,37.94,35.77,35.28,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2904,3307,14,16.0,1233,15,16,37,39.12,36.36,35.55,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2905,3308,15,15.0,1446,15,3,37,39.59,36.46,35.41,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2906,3309,16,12.0,1512,15,42,37,34.32,37.11,34.26,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2907,3310,17,17.0,1511,15,42,37,36.4,37.75,36.27,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2908,3311,18,18.0,1447,15,42,37,37.88,37.93,36.68,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2909,3312,19,22.0,1241,15,3,37,38.48,38.05,38.5,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2910,3313,20,19.0,1240,15,36,37,42.94,38.49,37.73,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2911,3314,21,23.0,1530,15,16,37,40.75,38.79,38.75,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2912,3315,22,21.0,1238,15,16,37,40.52,39.02,38.05,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2913,3316,23,20.0,1513,15,49,37,39.89,39.06,38.0,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2914,3317,24,,1239,15,48,37,39.72,39.43,,True,2018,14.870588235294118,15.0,Girls,50,Freestyle
2915,3318,25,24.0,1449,15,49,37,42.44,40.56,40.0,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2916,3319,26,,1531,15,33,37,41.26,40.98,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2917,3320,27,,1532,15,42,37,45.38,41.68,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2918,3321,28,,1460,15,3,37,53.53,42.57,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2919,3322,29,,1242,15,30,37,41.78,42.59,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2920,3323,30,,1257,15,30,37,44.25,42.68,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2921,3324,31,,1533,15,48,37,44.52,43.06,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2922,3325,32,,1252,15,26,37,46.72,43.34,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2923,3326,33,,1243,15,27,37,44.78,44.12,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2924,3327,34,,1534,15,43,37,50.34,44.31,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2925,3328,35,,1420,15,16,37,45.12,44.6,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2926,3329,36,,1450,15,3,37,50.04,44.88,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2927,3330,37,,1535,15,3,37,50.4,45.17,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2928,3331,38,,1259,15,49,37,47.19,45.22,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2929,3332,39,,1536,15,43,37,47.76,45.73,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2930,3334,41,,1249,15,16,37,42.62,45.88,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2931,3335,42,,1456,15,3,37,53.5,46.2,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2932,3336,43,,1256,15,27,37,52.5,47.79,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2933,3337,44,,1255,15,26,37,49.93,48.04,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2934,3338,45,,1258,15,34,37,48.43,48.47,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2935,3339,46,,1538,15,16,37,47.6,48.49,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2936,3340,47,,1454,15,3,37,52.21,49.16,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2937,3341,48,,1270,15,27,37,52.34,49.24,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2938,3342,49,,1539,15,43,37,55.12,50.17,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2939,3343,50,,1540,15,27,37,48.97,50.43,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2940,3344,51,,1541,15,43,37,52.28,51.82,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2941,3345,52,,1253,15,16,37,46.44,52.48,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2942,3346,53,,1261,15,34,37,55.28,52.59,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2943,3347,54,,1267,15,3,37,57.93,53.58,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2944,3348,55,,1542,15,43,37,57.28,54.67,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2945,3349,56,,1461,15,34,37,54.03,55.06,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2946,3350,57,,1276,15,26,37,56.97,56.22,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2947,3351,58,,1268,15,49,37,58.58,56.95,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2948,3352,59,,1273,15,17,37,63.6,61.52,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2949,3353,60,,1271,15,3,37,60.72,61.63,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2950,3354,61,,1274,15,52,37,64.25,66.15,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2951,3355,62,,1269,15,33,37,65.03,66.68,,False,2018,14.870588235294118,15.0,Girls,50,Freestyle
2952,3368,1,1.0,512,16,3,38,27.07,28.35,27.6,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2953,3369,2,2.0,363,16,17,38,27.77,28.68,28.94,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2954,3370,3,3.0,420,16,3,38,29.46,29.75,29.65,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2955,3371,4,4.0,527,16,48,38,33.22,31.56,30.88,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2956,3372,5,5.0,366,16,16,38,34.15,32.31,32.29,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2957,3373,6,6.0,1397,16,42,38,35.07,32.57,33.06,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2958,3374,7,7.0,1544,16,52,38,32.53,32.99,33.65,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2959,3375,8,8.0,422,16,46,38,35.69,35.18,33.72,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2960,3376,9,11.0,1297,16,3,38,40.08,35.46,35.79,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2961,3377,10,10.0,426,16,49,38,37.91,35.84,35.68,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2962,3378,11,9.0,49,16,48,38,36.5,36.15,34.59,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2963,3379,12,13.0,370,16,17,38,41.42,36.65,35.99,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2964,3380,13,14.0,427,16,38,38,41.66,36.66,36.33,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2965,3381,14,12.0,53,16,16,38,38.03,37.02,35.81,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2966,3382,15,18.0,555,16,42,38,40.03,38.96,39.04,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2967,3383,16,20.0,1545,16,49,38,41.34,39.14,39.81,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2968,3384,17,23.0,557,16,33,38,39.51,39.47,40.73,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2969,3385,18,22.0,428,16,46,38,42.25,39.77,40.58,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2970,3386,19,17.0,1546,16,42,38,42.07,40.06,38.54,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2971,3387,20,15.0,371,16,16,38,40.12,40.16,37.97,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2972,3388,21,24.0,1547,16,52,38,44.06,41.04,41.97,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2973,3389,22,19.0,1463,16,16,38,43.34,41.28,39.64,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2974,3390,23,16.0,55,16,3,38,44.17,41.3,38.04,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
2975,3391,24,21.0,1289,16,30,38,43.94,41.39,40.16,True,2018,15.993630573248408,16.0,Girls,50,Freestyle
