,id,divsRank,finalRank,swimmer,swimmerage,school,event,seedTime,divsTime,finalTime,qualified,year,eventMeanAge,eventMedianAge,gender,distance,stroke
752,870,38,,193,15,5,40,35.78,38.31,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
753,871,39,,474,15,34,40,41.1,38.53,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
754,872,40,,623,15,34,40,38.68,39.11,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
755,873,41,,550,15,16,40,39.3,39.36,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
756,874,42,,624,15,27,40,46.04,39.69,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
757,875,43,,473,15,33,40,40.15,40.22,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
758,876,44,,186,15,42,40,41.04,40.79,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
759,877,45,,192,15,16,40,42.47,41.65,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
760,878,46,,191,15,42,40,42.95,42.47,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
761,879,47,,196,15,48,40,43.6,43.01,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
762,880,48,,625,15,27,40,48.16,44.87,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
763,881,49,,626,15,48,40,43.13,46.17,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
764,882,50,,202,15,17,40,47.0,46.23,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
765,883,51,,194,15,39,40,70.9,50.42,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
766,884,52,,200,15,33,40,57.15,52.29,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
767,885,53,,627,15,43,40,46.25,52.38,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
768,886,54,,199,15,39,40,66.89,54.68,,False,2017,14.894009216589861,15.0,Boys,50,Freestyle
769,897,1,2.0,408,16,3,41,30.26,27.8,27.43,True,2017,16.0,16.0,Boys,50,Freestyle
770,898,2,1.0,333,16,5,41,29.47,28.07,26.92,True,2017,16.0,16.0,Boys,50,Freestyle
771,899,3,4.0,631,16,49,41,28.73,28.27,28.12,True,2017,16.0,16.0,Boys,50,Freestyle
772,900,4,3.0,632,16,45,41,28.75,29.02,27.7,True,2017,16.0,16.0,Boys,50,Freestyle
773,901,5,6.0,482,16,33,41,30.81,29.46,29.47,True,2017,16.0,16.0,Boys,50,Freestyle
774,902,6,5.0,480,16,27,41,31.81,29.57,29.07,True,2017,16.0,16.0,Boys,50,Freestyle
775,903,7,10.0,484,16,52,41,32.91,30.09,30.16,True,2017,16.0,16.0,Boys,50,Freestyle
776,904,8,9.0,483,16,3,41,30.89,30.23,30.1,True,2017,16.0,16.0,Boys,50,Freestyle
777,905,9,10.0,538,16,3,41,32.78,30.28,30.16,True,2017,16.0,16.0,Boys,50,Freestyle
778,906,10,8.0,481,16,48,41,35.01,30.43,30.01,True,2017,16.0,16.0,Boys,50,Freestyle
779,907,11,13.0,215,16,36,41,35.28,30.88,31.52,True,2017,16.0,16.0,Boys,50,Freestyle
780,908,12,12.0,486,16,38,41,31.78,31.0,30.86,True,2017,16.0,16.0,Boys,50,Freestyle
781,909,13,7.0,485,16,5,41,33.25,31.62,29.9,True,2017,16.0,16.0,Boys,50,Freestyle
782,910,14,19.0,633,16,38,41,34.29,32.47,33.31,True,2017,16.0,16.0,Boys,50,Freestyle
783,911,15,15.0,549,16,16,41,35.95,32.5,32.44,True,2017,16.0,16.0,Boys,50,Freestyle
784,912,16,20.0,634,16,42,41,33.82,32.84,33.34,True,2017,16.0,16.0,Boys,50,Freestyle
785,913,17,14.0,487,16,33,41,33.87,33.12,32.31,True,2017,16.0,16.0,Boys,50,Freestyle
786,914,18,17.0,340,16,3,41,35.81,33.43,33.16,True,2017,16.0,16.0,Boys,50,Freestyle
787,915,19,18.0,227,16,3,41,36.78,33.74,33.21,True,2017,16.0,16.0,Boys,50,Freestyle
788,916,20,16.0,489,16,52,41,34.41,33.92,32.76,True,2017,16.0,16.0,Boys,50,Freestyle
789,917,21,22.0,635,16,48,41,35.75,34.01,33.99,True,2017,16.0,16.0,Boys,50,Freestyle
790,918,22,24.0,636,16,18,41,35.02,34.4,34.62,True,2017,16.0,16.0,Boys,50,Freestyle
791,919,23,21.0,548,16,33,41,33.72,34.52,33.65,True,2017,16.0,16.0,Boys,50,Freestyle
792,920,24,23.0,637,16,38,41,36.44,34.59,34.41,True,2017,16.0,16.0,Boys,50,Freestyle
793,921,25,,638,16,52,41,35.59,35.04,,False,2017,16.0,16.0,Boys,50,Freestyle
794,922,26,,639,16,48,41,34.97,35.08,,False,2017,16.0,16.0,Boys,50,Freestyle
795,923,27,,492,16,46,41,38.52,35.1,,False,2017,16.0,16.0,Boys,50,Freestyle
796,924,28,,640,16,52,41,34.67,35.25,,False,2017,16.0,16.0,Boys,50,Freestyle
797,925,29,,217,16,36,41,38.75,35.32,,False,2017,16.0,16.0,Boys,50,Freestyle
798,926,30,,641,16,3,41,39.26,35.71,,False,2017,16.0,16.0,Boys,50,Freestyle
799,927,31,,490,16,43,41,38.68,35.77,,False,2017,16.0,16.0,Boys,50,Freestyle
800,928,32,,642,16,43,41,36.59,36.45,,False,2017,16.0,16.0,Boys,50,Freestyle
801,929,33,,488,16,3,41,41.32,36.79,,False,2017,16.0,16.0,Boys,50,Freestyle
802,930,34,,36,16,52,41,39.73,36.83,,False,2017,16.0,16.0,Boys,50,Freestyle
803,931,35,,228,16,26,41,36.76,37.14,,False,2017,16.0,16.0,Boys,50,Freestyle
804,933,37,,225,16,3,41,41.56,38.64,,False,2017,16.0,16.0,Boys,50,Freestyle
805,934,38,,493,16,36,41,46.06,38.7,,False,2017,16.0,16.0,Boys,50,Freestyle
806,935,39,,643,16,27,41,42.06,38.71,,False,2017,16.0,16.0,Boys,50,Freestyle
807,936,40,,224,16,43,41,38.19,38.72,,False,2017,16.0,16.0,Boys,50,Freestyle
808,937,41,,644,16,16,41,38.82,40.23,,False,2017,16.0,16.0,Boys,50,Freestyle
809,938,42,,237,16,33,41,42.6,40.66,,False,2017,16.0,16.0,Boys,50,Freestyle
810,939,43,,229,16,33,41,45.19,41.54,,False,2017,16.0,16.0,Boys,50,Freestyle
811,940,44,,645,16,27,41,41.88,41.92,,False,2017,16.0,16.0,Boys,50,Freestyle
812,941,45,,646,16,43,41,40.75,42.19,,False,2017,16.0,16.0,Boys,50,Freestyle
813,942,46,,491,16,33,41,43.06,42.53,,False,2017,16.0,16.0,Boys,50,Freestyle
814,943,47,,647,16,43,41,43.38,42.79,,False,2017,16.0,16.0,Boys,50,Freestyle
815,944,48,,226,16,3,41,47.85,43.75,,False,2017,16.0,16.0,Boys,50,Freestyle
816,945,49,,236,16,36,41,50.46,45.02,,False,2017,16.0,16.0,Boys,50,Freestyle
817,946,50,,494,16,5,41,47.43,45.47,,False,2017,16.0,16.0,Boys,50,Freestyle
818,947,51,,648,16,43,41,30.37,45.56,,False,2017,16.0,16.0,Boys,50,Freestyle
819,948,52,,235,16,27,41,50.81,46.41,,False,2017,16.0,16.0,Boys,50,Freestyle
820,949,53,,232,16,33,41,50.18,50.09,,False,2017,16.0,16.0,Boys,50,Freestyle
821,950,54,,495,16,18,41,51.28,51.54,,False,2017,16.0,16.0,Boys,50,Freestyle
822,951,55,,233,16,33,41,59.02,51.7,,False,2017,16.0,16.0,Boys,50,Freestyle
823,952,56,,649,16,43,41,50.34,51.71,,False,2017,16.0,16.0,Boys,50,Freestyle
824,953,57,,650,16,43,41,63.7,54.42,,False,2017,16.0,16.0,Boys,50,Freestyle
825,960,1,1.0,496,17,52,42,24.59,24.9,24.62,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
826,961,2,4.0,242,17,17,42,26.01,26.44,25.98,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
827,962,3,5.0,652,17,16,42,26.94,26.59,26.44,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
828,963,4,3.0,499,17,48,42,27.06,26.65,25.86,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
829,964,5,2.0,498,17,52,42,26.02,26.85,25.33,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
830,965,6,7.0,540,17,3,42,27.67,28.12,28.03,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
831,966,7,9.0,414,17,48,42,28.43,28.27,28.72,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
832,967,8,8.0,250,17,52,42,28.37,28.55,28.3,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
833,968,9,6.0,248,17,16,42,28.8,28.73,27.94,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
834,969,10,10.0,541,17,33,42,28.75,29.09,28.9,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
835,970,11,12.0,500,17,46,42,30.79,29.2,29.5,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
836,971,12,11.0,547,17,3,42,30.97,29.45,29.18,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
837,972,13,13.0,253,17,3,42,32.34,30.49,30.81,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
838,973,14,14.0,501,17,3,42,32.04,30.75,30.83,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
839,974,15,15.0,653,17,52,42,32.71,30.93,31.25,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
840,975,16,19.0,654,17,46,42,31.09,31.53,32.22,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
841,976,17,17.0,655,17,3,42,36.41,31.54,31.73,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
842,977,18,16.0,419,17,46,42,35.16,31.95,31.48,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
843,978,19,18.0,416,17,27,42,33.79,32.15,32.14,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
844,979,20,20.0,656,17,43,42,31.0,32.36,32.44,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
845,980,21,22.0,361,17,38,42,36.4,33.15,32.85,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
846,981,22,21.0,546,17,3,42,33.6,33.19,32.56,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
847,982,23,23.0,273,17,30,42,35.39,34.55,34.85,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
848,983,24,24.0,504,17,43,42,33.37,34.97,36.87,True,2017,17.00735294117647,17.0,Boys,50,Freestyle
849,984,25,,260,17,42,42,39.35,35.05,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
850,985,26,,503,17,48,42,34.12,35.37,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
851,986,27,,255,17,34,42,36.07,36.36,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
852,987,28,,657,17,34,42,36.53,36.47,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
853,988,29,,658,17,52,42,38.34,36.79,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
854,989,30,,659,17,46,42,37.06,37.08,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
855,990,31,,660,17,3,42,39.43,37.21,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
856,991,32,,661,17,46,42,36.11,37.45,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
857,992,33,,269,17,33,42,48.45,38.21,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
858,993,34,,505,17,43,42,37.18,38.45,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
859,994,35,,508,17,48,42,39.7,39.04,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
860,995,36,,263,17,3,42,40.72,40.08,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
861,996,37,,268,17,3,42,43.06,40.09,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
862,997,38,,270,17,33,42,53.25,49.56,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
863,998,39,,272,17,36,42,48.3,52.54,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
864,999,40,,662,17,43,42,57.13,53.4,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
865,1000,41,,271,17,3,42,63.6,54.81,,False,2017,17.00735294117647,17.0,Boys,50,Freestyle
866,1004,1,1.0,38,15,3,43,65.0,69.9,69.47,True,2017,14.884057971014492,15.0,Girls,100,Backstroke
867,1005,2,2.0,666,15,49,43,77.57,75.64,73.23,True,2017,14.884057971014492,15.0,Girls,100,Backstroke
868,1006,3,3.0,552,15,42,43,78.4,78.3,76.77,True,2017,14.884057971014492,15.0,Girls,100,Backstroke
869,1007,4,4.0,364,15,3,43,72.2,78.93,77.4,True,2017,14.884057971014492,15.0,Girls,100,Backstroke
870,1008,5,6.0,553,15,45,43,92.87,89.46000000000001,90.53,True,2017,14.884057971014492,15.0,Girls,100,Backstroke
871,1009,6,5.0,422,15,46,43,87.9,91.35,87.4,True,2017,14.884057971014492,15.0,Girls,100,Backstroke
872,1010,7,7.0,47,15,18,43,95.59,94.74000000000001,94.15,True,2017,14.884057971014492,15.0,Girls,100,Backstroke
873,1011,8,8.0,285,15,39,43,110.88,106.03999999999999,106.95,True,2017,14.884057971014492,15.0,Girls,100,Backstroke
874,1012,9,,424,15,5,43,107.06,107.3,,False,2017,14.884057971014492,15.0,Girls,100,Backstroke
875,1013,10,,667,15,49,43,129.25,109.47999999999999,,False,2017,14.884057971014492,15.0,Girls,100,Backstroke
876,1014,11,,54,15,49,43,112.78999999999999,111.71000000000001,,False,2017,14.884057971014492,15.0,Girls,100,Backstroke
877,1015,12,,567,15,39,43,124.33,125.54,,False,2017,14.884057971014492,15.0,Girls,100,Backstroke
878,1016,13,,76,15,5,43,153.56,129.19,,False,2017,14.884057971014492,15.0,Girls,100,Backstroke
879,1017,14,,69,15,5,43,160.94,133.52,,False,2017,14.884057971014492,15.0,Girls,100,Backstroke
880,1018,15,,574,15,55,43,145.84,134.6,,False,2017,14.884057971014492,15.0,Girls,100,Backstroke
881,1019,16,,77,15,10,43,140.79,142.46,,False,2017,14.884057971014492,15.0,Girls,100,Backstroke
882,1024,1,1.0,97,16,3,44,69.0,75.02,73.9,True,2017,15.938775510204081,16.0,Girls,100,Backstroke
883,1025,2,3.0,668,16,55,44,73.28999999999999,76.78,78.09,True,2017,15.938775510204081,16.0,Girls,100,Backstroke
884,1026,3,1.0,669,16,34,44,76.27,77.83,73.9,True,2017,15.938775510204081,16.0,Girls,100,Backstroke
885,1027,4,5.0,439,16,33,44,86.22,82.68,85.72,True,2017,15.938775510204081,16.0,Girls,100,Backstroke
886,1028,5,4.0,375,16,3,44,91.8,85.19,82.74,True,2017,15.938775510204081,16.0,Girls,100,Backstroke
887,1029,6,6.0,102,16,45,44,98.53,96.86,98.62,True,2017,15.938775510204081,16.0,Girls,100,Backstroke
888,1030,7,7.0,105,16,5,44,106.16,103.89,103.75999999999999,True,2017,15.938775510204081,16.0,Girls,100,Backstroke
889,1031,8,8.0,531,16,5,44,118.09,113.97,114.18,True,2017,15.938775510204081,16.0,Girls,100,Backstroke
890,1032,9,,383,16,5,44,134.53,138.04,,False,2017,15.938775510204081,16.0,Girls,100,Backstroke
891,1036,1,1.0,139,17,3,45,87.97,79.27,75.97,True,2017,16.942857142857143,17.0,Girls,100,Backstroke
892,1037,2,2.0,141,17,3,45,70.48,82.71000000000001,77.74,True,2017,16.942857142857143,17.0,Girls,100,Backstroke
893,1038,3,3.0,309,17,5,45,101.16,88.7,84.92,True,2017,16.942857142857143,17.0,Girls,100,Backstroke
894,1039,4,4.0,607,17,3,45,101.31,90.93,90.64,True,2017,16.942857142857143,17.0,Girls,100,Backstroke
895,1040,5,5.0,144,17,49,45,92.35,93.27000000000001,95.57,True,2017,16.942857142857143,17.0,Girls,100,Backstroke
896,1041,6,5.0,456,17,5,45,102.81,96.41,95.57,True,2017,16.942857142857143,17.0,Girls,100,Backstroke
897,1042,7,7.0,610,17,36,45,123.0,111.92,107.15,True,2017,16.942857142857143,17.0,Girls,100,Backstroke
898,1043,8,8.0,159,17,33,45,142.22,120.76,119.09,True,2017,16.942857142857143,17.0,Girls,100,Backstroke
899,1047,1,1.0,616,15,46,46,89.37,72.36,70.82,True,2017,14.948717948717949,15.0,Boys,100,Backstroke
900,1048,2,2.0,172,15,3,46,77.99,76.3,76.69,True,2017,14.948717948717949,15.0,Boys,100,Backstroke
901,1049,3,3.0,174,15,45,46,79.34,80.22,76.71000000000001,True,2017,14.948717948717949,15.0,Boys,100,Backstroke
902,1050,4,4.0,470,15,33,46,101.31,100.62,99.86,True,2017,14.948717948717949,15.0,Boys,100,Backstroke
903,1051,5,5.0,324,15,5,46,116.0,102.4,101.3,True,2017,14.948717948717949,15.0,Boys,100,Backstroke
904,1052,6,6.0,190,15,10,46,122.99,118.41,108.5,True,2017,14.948717948717949,15.0,Boys,100,Backstroke
905,1056,1,1.0,521,16,3,47,65.31,66.66,65.14,True,2017,16.0,16.0,Boys,100,Backstroke
906,1057,2,2.0,334,16,3,47,79.78,79.24,78.3,True,2017,16.0,16.0,Boys,100,Backstroke
907,1058,3,3.0,479,16,5,47,85.38,80.02,78.34,True,2017,16.0,16.0,Boys,100,Backstroke
908,1059,4,4.0,211,16,3,47,90.16,84.91,82.44,True,2017,16.0,16.0,Boys,100,Backstroke
909,1060,5,5.0,551,16,39,47,93.68,86.96000000000001,85.55,True,2017,16.0,16.0,Boys,100,Backstroke
910,1061,6,7.0,213,16,33,47,96.12,94.55,93.78999999999999,True,2017,16.0,16.0,Boys,100,Backstroke
911,1062,7,6.0,218,16,3,47,104.87,95.75999999999999,90.35,True,2017,16.0,16.0,Boys,100,Backstroke
912,1063,8,,219,16,33,47,102.69,99.52000000000001,,True,2017,16.0,16.0,Boys,100,Backstroke
913,1064,9,,221,16,5,47,105.62,106.71000000000001,,False,2017,16.0,16.0,Boys,100,Backstroke
914,1065,11,,34,16,39,47,131.27,125.23,,False,2017,16.0,16.0,Boys,100,Backstroke
915,1066,12,,539,16,5,47,183.61,187.54,,False,2017,16.0,16.0,Boys,100,Backstroke
916,1070,1,1.0,22,17,26,48,62.92,67.64,67.59,True,2017,17.0,17.0,Boys,100,Backstroke
917,1071,2,2.0,246,17,52,48,73.2,75.19,72.0,True,2017,17.0,17.0,Boys,100,Backstroke
918,1072,3,3.0,350,17,3,48,88.91,80.98,80.4,True,2017,17.0,17.0,Boys,100,Backstroke
919,1073,4,6.0,672,17,5,48,95.47,92.59,94.78,True,2017,17.0,17.0,Boys,100,Backstroke
920,1074,5,4.0,524,17,39,48,95.78,95.86,90.93,True,2017,17.0,17.0,Boys,100,Backstroke
921,1075,6,5.0,359,17,3,48,102.28,100.87,92.33,True,2017,17.0,17.0,Boys,100,Backstroke
922,1076,7,8.0,417,17,5,48,104.44,101.4,99.2,True,2017,17.0,17.0,Boys,100,Backstroke
923,1077,8,7.0,265,17,55,48,107.56,107.61,95.03999999999999,True,2017,17.0,17.0,Boys,100,Backstroke
924,1078,9,,358,17,5,48,125.93,112.4,,False,2017,17.0,17.0,Boys,100,Backstroke
925,1079,10,,546,17,3,48,129.96,112.94,,False,2017,17.0,17.0,Boys,100,Backstroke
926,1082,1,1.0,274,15,5,49,41.78,37.82,37.32,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
927,1083,2,3.0,275,15,3,49,37.94,38.71,38.95,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
928,1084,3,2.0,277,15,16,49,41.2,39.62,38.94,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
929,1085,4,4.0,528,15,42,49,46.17,42.0,41.99,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
930,1086,5,5.0,41,15,52,49,44.12,42.83,42.34,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
931,1087,6,8.0,280,15,49,49,45.34,45.08,45.12,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
932,1088,7,7.0,281,15,42,49,49.5,45.61,45.11,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
933,1089,8,6.0,288,15,45,49,46.69,47.44,43.84,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
934,1090,9,11.0,43,15,17,49,47.5,47.77,47.55,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
935,1091,10,9.0,282,15,35,49,49.37,47.93,46.79,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
936,1092,11,10.0,430,15,39,49,50.97,48.57,47.49,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
937,1093,12,13.0,579,15,49,49,52.13,48.95,50.34,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
938,1094,13,12.0,673,15,52,49,48.75,50.24,49.7,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
939,1095,14,15.0,554,15,52,49,51.25,51.36,51.04,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
940,1096,15,16.0,674,15,48,49,54.34,52.29,54.8,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
941,1097,16,14.0,426,15,49,49,51.2,52.66,50.56,True,2017,14.896907216494846,15.0,Girls,50,Breaststroke
942,1098,17,,555,15,42,49,56.95,53.53,,False,2017,14.896907216494846,15.0,Girls,50,Breaststroke
943,1099,18,,557,15,33,49,58.95,54.66,,False,2017,14.896907216494846,15.0,Girls,50,Breaststroke
944,1100,19,,559,15,18,49,57.33,54.93,,False,2017,14.896907216494846,15.0,Girls,50,Breaststroke
945,1101,20,,518,15,39,49,60.66,55.44,,False,2017,14.896907216494846,15.0,Girls,50,Breaststroke
946,1102,21,,556,15,26,49,55.78,56.28,,False,2017,14.896907216494846,15.0,Girls,50,Breaststroke
947,1103,22,,429,15,52,49,58.34,57.75,,False,2017,14.896907216494846,15.0,Girls,50,Breaststroke
948,1104,23,,564,15,42,49,56.91,58.3,,False,2017,14.896907216494846,15.0,Girls,50,Breaststroke
949,1105,24,,563,15,46,49,64.78,59.94,,False,2017,14.896907216494846,15.0,Girls,50,Breaststroke
950,1106,25,,435,15,46,49,69.74,69.53,,False,2017,14.896907216494846,15.0,Girls,50,Breaststroke
951,1110,1,1.0,290,16,26,50,40.28,37.8,36.05,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
952,1111,2,2.0,438,16,3,50,37.06,38.04,38.11,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
953,1112,3,4.0,291,16,49,50,42.43,40.07,40.46,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
954,1113,4,3.0,292,16,16,50,42.3,40.7,39.5,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
955,1114,5,5.0,581,16,45,50,40.72,40.89,40.47,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
956,1115,6,6.0,529,16,18,50,45.2,42.3,42.02,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
957,1116,7,7.0,294,16,3,50,43.22,43.11,42.41,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
958,1117,8,9.0,293,16,42,50,43.86,43.4,43.77,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
959,1118,9,8.0,582,16,42,50,47.25,43.76,43.21,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
960,1119,10,11.0,295,16,48,50,45.75,45.23,44.66,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
961,1120,11,12.0,586,16,3,50,58.09,45.89,44.91,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
962,1121,12,13.0,377,16,16,50,49.59,46.08,45.95,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
963,1122,13,14.0,296,16,42,50,45.09,46.35,46.43,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
964,1123,14,15.0,440,16,18,50,49.27,46.48,47.01,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
965,1124,15,10.0,583,16,46,50,47.66,46.77,44.02,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
966,1125,16,16.0,519,16,52,50,50.9,50.17,50.34,True,2017,15.976470588235294,16.0,Girls,50,Breaststroke
967,1126,17,,118,16,48,50,52.45,52.04,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
968,1127,18,,590,16,48,50,55.8,52.08,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
969,1128,19,,585,16,52,50,55.13,53.46,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
970,1129,20,,675,16,43,50,57.15,55.07,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
971,1130,21,,588,16,48,50,57.01,55.29,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
972,1131,22,,301,16,46,50,55.78,55.6,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
973,1132,23,,592,16,49,50,58.03,56.08,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
974,1133,24,,595,16,16,50,56.97,56.22,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
975,1134,25,,594,16,18,50,57.41,58.66,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
976,1135,26,,451,16,49,50,53.74,58.92,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
977,1136,27,,676,16,39,50,68.64,64.12,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
978,1137,28,,110,16,3,50,67.56,64.96,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
979,1138,29,,599,16,16,50,69.28999999999999,65.7,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
980,1139,30,,450,16,10,50,64.9,66.7,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
981,1140,31,,596,16,5,50,94.12,92.97999999999999,,False,2017,15.976470588235294,16.0,Girls,50,Breaststroke
982,1145,1,1.0,305,17,33,51,38.21,34.53,34.74,True,2017,17.0,17.0,Girls,50,Breaststroke
983,1146,2,2.0,304,17,3,51,36.01,37.2,37.46,True,2017,17.0,17.0,Girls,50,Breaststroke
984,1147,3,3.0,307,17,17,51,41.2,41.1,40.74,True,2017,17.0,17.0,Girls,50,Breaststroke
985,1148,4,5.0,308,17,52,51,45.78,42.55,41.9,True,2017,17.0,17.0,Girls,50,Breaststroke
986,1149,5,4.0,310,17,42,51,42.19,42.79,41.27,True,2017,17.0,17.0,Girls,50,Breaststroke
987,1150,6,6.0,606,17,3,51,45.0,43.8,44.97,True,2017,17.0,17.0,Girls,50,Breaststroke
988,1151,7,7.0,679,17,45,51,48.84,47.44,45.93,True,2017,17.0,17.0,Girls,50,Breaststroke
989,1152,8,8.0,313,17,46,51,51.13,48.4,47.27,True,2017,17.0,17.0,Girls,50,Breaststroke
990,1153,9,,314,17,34,51,50.34,52.37,,True,2017,17.0,17.0,Girls,50,Breaststroke
991,1154,10,9.0,315,17,27,51,56.33,52.86,51.24,True,2017,17.0,17.0,Girls,50,Breaststroke
992,1155,11,10.0,612,17,46,51,52.63,53.52,51.95,True,2017,17.0,17.0,Girls,50,Breaststroke
993,1156,12,11.0,680,17,49,51,54.64,54.74,52.97,True,2017,17.0,17.0,Girls,50,Breaststroke
994,1157,13,12.0,316,17,33,51,54.57,54.98,53.05,True,2017,17.0,17.0,Girls,50,Breaststroke
995,1158,14,14.0,609,17,48,51,56.76,56.34,58.52,True,2017,17.0,17.0,Girls,50,Breaststroke
996,1159,15,13.0,613,17,42,51,58.03,57.05,56.99,True,2017,17.0,17.0,Girls,50,Breaststroke
997,1160,16,15.0,460,17,5,51,90.9,69.81,66.26,True,2017,17.0,17.0,Girls,50,Breaststroke
998,1165,1,1.0,317,15,3,52,35.22,34.5,33.63,True,2017,14.882352941176471,15.0,Boys,50,Breaststroke
999,1166,2,2.0,615,15,42,52,39.34,35.21,34.14,True,2017,14.882352941176471,15.0,Boys,50,Breaststroke
