,divsRank,finalRank,seedTime,divsTime,qualified,distance,gender,stroke,points,seedSpeed,divsSpeed,deltaSpeed,genderIndicator,isFly,isBack,isBreast,isFree,isIM,isQl
0,1,1.0,150.25,138.24,True,200,Girls,Freestyle,20.0,1.3311148086522462,1.446759259259259,0.1156444506070129,1,0,0,0,1,0,1
1,2,3.0,143.62,139.32999999999998,True,200,Girls,Freestyle,16.0,1.3925637097897228,1.4354410392593127,0.04287732946958989,1,0,0,0,1,0,1
2,3,2.0,131.8,139.84,True,200,Girls,Freestyle,18.0,1.5174506828528072,1.4302059496567505,-0.08724473319605663,1,0,0,0,1,0,1
3,4,4.0,166.84,151.26,True,200,Girls,Freestyle,14.0,1.1987532965715655,1.322226629644321,0.12347333307275554,1,0,0,0,1,0,1
4,5,5.0,169.94,165.49,True,200,Girls,Freestyle,12.0,1.1768859597505001,1.2085322375974379,0.03164627784693774,1,0,0,0,1,0,1
5,6,6.0,169.38,171.98,True,200,Girls,Freestyle,11.0,1.180776951233912,1.162925921618793,-0.017851029615118863,1,0,0,0,1,0,1
6,7,,172.75,181.93,True,200,Girls,Freestyle,0.0,1.1577424023154848,1.099323915791788,-0.058418486523696744,1,0,0,0,1,0,1
7,8,8.0,190.09,192.93,True,200,Girls,Freestyle,9.0,1.052133200063128,1.0366454154356501,-0.015487784627477907,1,0,0,0,1,0,1
8,9,7.0,187.36,193.52,False,200,Girls,Freestyle,10.0,1.067463706233988,1.0334849111202975,-0.03397879511369051,1,0,0,0,1,0,0
9,10,,239.0,195.39,False,200,Girls,Freestyle,0.0,0.8368200836820083,1.0235938379650955,0.18677375428308718,1,0,0,0,1,0,0
10,11,,229.22,204.95,False,200,Girls,Freestyle,0.0,0.8725242125468982,0.9758477677482313,0.10332355520133318,1,0,0,0,1,0,0
11,12,,239.89,231.67000000000002,False,200,Girls,Freestyle,0.0,0.8337154529159199,0.8632969309794103,0.02958147806349043,1,0,0,0,1,0,0
12,13,,233.6,249.89,False,200,Girls,Freestyle,0.0,0.8561643835616438,0.8003521549481772,-0.055812228613466575,1,0,0,0,1,0,0
13,14,,257.72,252.44,False,200,Girls,Freestyle,0.0,0.7760360080707744,0.7922674694977024,0.016231461426927996,1,0,0,0,1,0,0
14,15,,233.32,287.08,False,200,Girls,Freestyle,0.0,0.8571918395336877,0.6966699177929497,-0.16052192174073798,1,0,0,0,1,0,0
15,1,1.0,117.1,118.17,True,200,Boys,Freestyle,20.0,1.707941929974381,1.6924769400016924,-0.015464989972688636,0,0,0,0,1,0,1
16,2,4.0,137.07,137.52,True,200,Boys,Freestyle,14.0,1.4591084847158386,1.4543339150668992,-0.0047745696489394085,0,0,0,0,1,0,1
17,3,2.0,119.32,139.7,True,200,Boys,Freestyle,18.0,1.6761649346295677,1.4316392269148175,-0.24452570771475024,0,0,0,0,1,0,1
18,4,3.0,134.6,142.79,True,200,Boys,Freestyle,16.0,1.485884101040119,1.4006583094054206,-0.08522579163469834,0,0,0,0,1,0,1
19,5,5.0,139.59,143.07,True,200,Boys,Freestyle,12.0,1.4327673902141986,1.3979171035157616,-0.03485028669843704,0,0,0,0,1,0,1
20,6,6.0,153.53,155.56,True,200,Boys,Freestyle,11.0,1.302677001237543,1.2856775520699408,-0.01699944916760221,0,0,0,0,1,0,1
21,7,7.0,172.09,172.6,True,200,Boys,Freestyle,10.0,1.1621825788831426,1.1587485515643106,-0.0034340273188320225,0,0,0,0,1,0,1
22,8,8.0,178.88,187.79,True,200,Boys,Freestyle,9.0,1.118067978533095,1.065019436604718,-0.053048541928376824,0,0,0,0,1,0,1
23,9,,189.47,189.96,False,200,Boys,Freestyle,0.0,1.0555760806460126,1.052853232259423,-0.002722848386589538,0,0,0,0,1,0,0
24,10,,193.47,192.67,False,200,Boys,Freestyle,0.0,1.0337520028945055,1.0380443244926558,0.004292321598150295,0,0,0,0,1,0,0
25,11,,221.78,207.95,False,200,Boys,Freestyle,0.0,0.9017945711966814,0.961769656167348,0.059975084970666614,0,0,0,0,1,0,0
26,12,,220.53,208.92000000000002,False,200,Boys,Freestyle,0.0,0.9069060898743935,0.9573042312847022,0.05039814141030874,0,0,0,0,1,0,0
27,13,,213.77,221.64,False,200,Boys,Freestyle,0.0,0.9355849745053094,0.9023641941887747,-0.03322078031653475,0,0,0,0,1,0,0
28,14,,240.71,222.94,False,200,Boys,Freestyle,0.0,0.8308753271571601,0.8971023593792051,0.06622703222204507,0,0,0,0,1,0,0
29,15,,245.37,236.24,False,200,Boys,Freestyle,0.0,0.8150955699555773,0.8465966813410091,0.03150111138543177,0,0,0,0,1,0,0
30,16,,270.06,239.28,False,200,Boys,Freestyle,0.0,0.7405761682589054,0.8358408559010364,0.09526468764213103,0,0,0,0,1,0,0
31,17,,263.61,249.07,False,200,Boys,Freestyle,0.0,0.7586965593111035,0.8029871120568515,0.044290552745748,0,0,0,0,1,0,0
32,1,1.0,30.45,32.62,True,50,Girls,Backstroke,20.0,1.6420361247947455,1.5328019619865114,-0.10923416280823406,1,0,1,0,0,0,1
33,2,2.0,33.81,33.66,True,50,Girls,Backstroke,18.0,1.4788524105294292,1.4854426619132504,0.0065902513838211885,1,0,1,0,0,0,1
34,3,3.0,35.5,35.75,True,50,Girls,Backstroke,16.0,1.408450704225352,1.3986013986013985,-0.009849305623953475,1,0,1,0,0,0,1
35,4,4.0,37.76,37.02,True,50,Girls,Backstroke,14.0,1.3241525423728815,1.350621285791464,0.026468743418582408,1,0,1,0,0,0,1
36,5,7.0,40.62,40.57,True,50,Girls,Backstroke,10.0,1.2309207287050714,1.2324377618930245,0.001517033187953043,1,0,1,0,0,0,1
37,6,5.0,44.33,41.35,True,50,Girls,Backstroke,12.0,1.1279043537108053,1.2091898428053205,0.08128548909451516,1,0,1,0,0,0,1
38,7,9.0,36.25,41.63,True,50,Girls,Backstroke,8.0,1.3793103448275863,1.2010569300984866,-0.17825341472909972,1,0,1,0,0,0,1
39,8,6.0,47.06,42.91,True,50,Girls,Backstroke,11.0,1.062473438164046,1.1652295502213936,0.10275611205734769,1,0,1,0,0,0,1
40,9,12.0,44.47,43.76,True,50,Girls,Backstroke,5.0,1.124353496739375,1.1425959780621573,0.01824248132278239,1,0,1,0,0,0,1
41,10,10.0,42.42,43.82,True,50,Girls,Backstroke,7.0,1.1786892975011787,1.1410314924691922,-0.03765780503198646,1,0,1,0,0,0,1
42,11,11.0,42.94,44.61,True,50,Girls,Backstroke,6.0,1.1644154634373545,1.1208249271463797,-0.04359053629097476,1,0,1,0,0,0,1
43,12,16.0,49.2,44.9,True,50,Girls,Backstroke,1.0,1.0162601626016259,1.1135857461024499,0.09732558350082399,1,0,1,0,0,0,1
44,13,8.0,47.97,45.38,True,50,Girls,Backstroke,9.0,1.0423181154888472,1.1018069634200087,0.05948884793116149,1,0,1,0,0,0,1
45,14,15.0,49.78,48.51,True,50,Girls,Backstroke,2.0,1.004419445560466,1.0307153164296021,0.026295870869136095,1,0,1,0,0,0,1
46,15,18.0,49.78,48.56,True,50,Girls,Backstroke,0.0,1.004419445560466,1.029654036243822,0.025234590683355984,1,0,1,0,0,0,1
47,16,17.0,47.42,48.81,True,50,Girls,Backstroke,0.0,1.054407423028258,1.0243802499487809,-0.03002717307947722,1,0,1,0,0,0,1
48,17,14.0,49.11,49.02,True,50,Girls,Backstroke,3.0,1.018122581958868,1.0199918400652794,0.0018692581064114755,1,0,1,0,0,0,1
49,18,13.0,50.22,49.3,True,50,Girls,Backstroke,4.0,0.9956192751891677,1.0141987829614605,0.01857950777229278,1,0,1,0,0,0,1
50,19,24.0,50.03,49.38,True,50,Girls,Backstroke,0.0,0.9994003597841296,1.012555690562981,0.013155330778851337,1,0,1,0,0,0,1
51,20,19.0,53.06,49.92,True,50,Girls,Backstroke,0.0,0.9423294383716547,1.001602564102564,0.05927312573090937,1,0,1,0,0,0,1
52,21,23.0,52.04,50.17,True,50,Girls,Backstroke,0.0,0.9607993850883936,0.9966115208291807,0.03581213574078712,1,0,1,0,0,0,1
53,22,22.0,51.96,50.51,True,50,Girls,Backstroke,0.0,0.962278675904542,0.9899029895070284,0.027624313602486406,1,0,1,0,0,0,1
54,23,20.0,52.69,51.03,True,50,Girls,Backstroke,0.0,0.9489466691971912,0.9798157946306094,0.030869125433418243,1,0,1,0,0,0,1
55,24,21.0,52.31,52.14,True,50,Girls,Backstroke,0.0,0.9558401835213152,0.9589566551591868,0.003116471637871654,1,0,1,0,0,0,1
56,25,,48.97,52.55,False,50,Girls,Backstroke,0.0,1.0210332856851134,0.9514747859181732,-0.06955849976694017,1,0,1,0,0,0,0
57,26,,53.15,53.8,False,50,Girls,Backstroke,0.0,0.9407337723424272,0.929368029739777,-0.01136574260265022,1,0,1,0,0,0,0
58,27,,54.82,54.46,False,50,Girls,Backstroke,0.0,0.9120758847136081,0.9181050312155711,0.006029146501962956,1,0,1,0,0,0,0
59,28,,68.13,55.23,False,50,Girls,Backstroke,0.0,0.7338910905621606,0.9053050878145936,0.171413997252433,1,0,1,0,0,0,0
60,29,,60.07,55.65,False,50,Girls,Backstroke,0.0,0.8323622440486099,0.8984725965858041,0.06611035253719422,1,0,1,0,0,0,0
61,30,,75.34,56.19,False,50,Girls,Backstroke,0.0,0.6636580833554553,0.8898380494749956,0.22617996611954028,1,0,1,0,0,0,0
62,31,,43.8,57.33,False,50,Girls,Backstroke,0.0,1.1415525114155252,0.8721437292865865,-0.2694087821289387,1,0,1,0,0,0,0
63,32,,69.28,57.4,False,50,Girls,Backstroke,0.0,0.7217090069284064,0.8710801393728224,0.1493711324444159,1,0,1,0,0,0,0
64,33,,49.03,58.79,False,50,Girls,Backstroke,0.0,1.0197838058331634,0.8504847763225039,-0.16929902951065956,1,0,1,0,0,0,0
65,34,,56.33,58.95,False,50,Girls,Backstroke,0.0,0.8876264867743654,0.8481764206955046,-0.03945006607886081,1,0,1,0,0,0,0
66,35,,56.81,59.1,False,50,Girls,Backstroke,0.0,0.880126738250308,0.8460236886632826,-0.03410304958702537,1,0,1,0,0,0,0
67,36,,60.59,59.33,False,50,Girls,Backstroke,0.0,0.825218682950982,0.8427439743805832,0.017525291429601242,1,0,1,0,0,0,0
68,37,,59.3,59.58,False,50,Girls,Backstroke,0.0,0.8431703204047218,0.8392077878482712,-0.003962532556450626,1,0,1,0,0,0,0
69,38,,64.88,62.63,False,50,Girls,Backstroke,0.0,0.7706535141800247,0.7983394539358135,0.027685939755788813,1,0,1,0,0,0,0
70,39,,56.94,64.08,False,50,Girls,Backstroke,0.0,0.8781173164734809,0.7802746566791511,-0.09784265979432982,1,0,1,0,0,0,0
71,40,,57.7,64.47,False,50,Girls,Backstroke,0.0,0.8665511265164644,0.7755545214828603,-0.09099660503360407,1,0,1,0,0,0,0
72,41,,59.69,64.79,False,50,Girls,Backstroke,0.0,0.8376612497905848,0.7717240314863404,-0.06593721830424437,1,0,1,0,0,0,0
73,42,,65.18,65.23,False,50,Girls,Backstroke,0.0,0.7671064743786437,0.7665184730952016,-0.0005880012834420523,1,0,1,0,0,0,0
74,43,,63.86,65.96,False,50,Girls,Backstroke,0.0,0.7829627309740056,0.7580351728320195,-0.024927558141986106,1,0,1,0,0,0,0
75,44,,74.19,70.03999999999999,False,50,Girls,Backstroke,0.0,0.6739452756436177,0.7138777841233581,0.03993250847974039,1,0,1,0,0,0,0
76,45,,74.13,70.2,False,50,Girls,Backstroke,0.0,0.6744907594765952,0.7122507122507122,0.037759952774117034,1,0,1,0,0,0,0
77,46,,62.8,71.15,False,50,Girls,Backstroke,0.0,0.7961783439490446,0.7027406886858748,-0.09343765526316983,1,0,1,0,0,0,0
78,47,,106.56,86.72,False,50,Girls,Backstroke,0.0,0.4692192192192192,0.5765682656826568,0.10734904646343763,1,0,1,0,0,0,0
79,1,1.0,31.0,34.58,True,50,Girls,Backstroke,20.0,1.6129032258064515,1.4459224985540775,-0.166980727252374,1,0,1,0,0,0,1
80,2,2.0,31.99,36.98,True,50,Girls,Backstroke,18.0,1.5629884338855893,1.3520822065981613,-0.21090622728742803,1,0,1,0,0,0,1
81,3,3.0,37.89,38.49,True,50,Girls,Backstroke,16.0,1.3196093956188968,1.2990387113535982,-0.020570684265298622,1,0,1,0,0,0,1
82,4,4.0,38.79,39.8,True,50,Girls,Backstroke,14.0,1.288992008249549,1.256281407035176,-0.03271060121437297,1,0,1,0,0,0,1
83,5,5.0,43.53,42.64,True,50,Girls,Backstroke,12.0,1.1486331265793706,1.172607879924953,0.023974753345582522,1,0,1,0,0,0,1
84,6,6.0,44.54,44.29,True,50,Girls,Backstroke,11.0,1.1225864391558151,1.1289230074508918,0.006336568295076672,1,0,1,0,0,0,1
85,7,8.0,47.1,44.86,True,50,Girls,Backstroke,9.0,1.0615711252653928,1.1145786892554614,0.053007563990068673,1,0,1,0,0,0,1
86,8,7.0,40.4,44.88,True,50,Girls,Backstroke,10.0,1.2376237623762376,1.1140819964349375,-0.12354176594130006,1,0,1,0,0,0,1
87,9,9.0,44.5,44.92,True,50,Girls,Backstroke,8.0,1.1235955056179776,1.1130899376669634,-0.010505567951014205,1,0,1,0,0,0,1
88,10,12.0,53.5,45.28,True,50,Girls,Backstroke,5.0,0.9345794392523364,1.1042402826855124,0.169660843433176,1,0,1,0,0,0,1
89,11,10.0,45.34,45.36,True,50,Girls,Backstroke,7.0,1.102779003087781,1.1022927689594357,-0.00048623412834536417,1,0,1,0,0,0,1
90,12,11.0,48.78,48.43,True,50,Girls,Backstroke,6.0,1.025010250102501,1.0324179227751393,0.007407672672638421,1,0,1,0,0,0,1
91,13,15.0,36.0,48.66,True,50,Girls,Backstroke,2.0,1.3888888888888888,1.0275380189066996,-0.36135086998218924,1,0,1,0,0,0,1
92,14,14.0,53.19,48.87,True,50,Girls,Backstroke,3.0,0.9400263207369807,1.0231225700838962,0.08309624934691551,1,0,1,0,0,0,1
93,15,13.0,51.99,49.28,True,50,Girls,Backstroke,4.0,0.9617234083477592,1.0146103896103895,0.05288698126263036,1,0,1,0,0,0,1
94,16,17.0,49.84,50.85,True,50,Girls,Backstroke,0.0,1.0032102728731942,0.983284169124877,-0.01992610374831716,1,0,1,0,0,0,1
95,17,16.0,52.06,52.18,True,50,Girls,Backstroke,1.0,0.9604302727621974,0.9582215408202377,-0.0022087319419596962,1,0,1,0,0,0,1
96,18,18.0,52.03,53.13,True,50,Girls,Backstroke,0.0,0.9609840476648087,0.9410878976096367,-0.01989615005517198,1,0,1,0,0,0,1
97,19,20.0,52.44,53.38,True,50,Girls,Backstroke,0.0,0.9534706331045004,0.9366804046459347,-0.016790228458565704,1,0,1,0,0,0,1
98,20,19.0,59.2,53.85,True,50,Girls,Backstroke,0.0,0.8445945945945945,0.9285051067780873,0.08391051218349277,1,0,1,0,0,0,1
99,21,23.0,55.69,54.15,True,50,Girls,Backstroke,0.0,0.897827258035554,0.9233610341643583,0.025533776128804364,1,0,1,0,0,0,1
100,22,,54.93,54.19,True,50,Girls,Backstroke,0.0,0.9102494083378846,0.9226794611551947,0.012430052817310133,1,0,1,0,0,0,1
101,23,22.0,56.84,54.96,True,50,Girls,Backstroke,0.0,0.8796622097114707,0.9097525473071324,0.03009033759566171,1,0,1,0,0,0,1
102,24,21.0,59.07,55.51,True,50,Girls,Backstroke,0.0,0.8464533604198409,0.9007386056566384,0.054285245236797564,1,0,1,0,0,0,1
103,26,,53.77,56.17,False,50,Girls,Backstroke,0.0,0.9298865538404314,0.8901548869503293,-0.0397316668901021,1,0,1,0,0,0,0
104,27,,56.16,59.24,False,50,Girls,Backstroke,0.0,0.8903133903133904,0.8440243079000674,-0.04628908241332297,1,0,1,0,0,0,0
105,28,,60.4,59.44,False,50,Girls,Backstroke,0.0,0.8278145695364238,0.8411843876177658,0.013369818081341966,1,0,1,0,0,0,0
106,29,,56.53,62.58,False,50,Girls,Backstroke,0.0,0.884486113568017,0.7989773090444232,-0.08550880452359377,1,0,1,0,0,0,0
107,30,,86.42,87.64,False,50,Girls,Backstroke,0.0,0.578569775514927,0.5705157462345961,-0.008054029280330943,1,0,1,0,0,0,0
108,1,1.0,34.41,35.64,True,50,Girls,Backstroke,20.0,1.4530659691950016,1.4029180695847363,-0.050147899610265334,1,0,1,0,0,0,1
109,2,2.0,34.91,36.64,True,50,Girls,Backstroke,18.0,1.4322543683758238,1.3646288209606987,-0.06762554741512505,1,0,1,0,0,0,1
110,3,3.0,33.83,36.71,True,50,Girls,Backstroke,16.0,1.4779781259237363,1.362026695723236,-0.11595143020050025,1,0,1,0,0,0,1
111,4,4.0,40.3,39.62,True,50,Girls,Backstroke,14.0,1.240694789081886,1.2619888944977284,0.021294105415842424,1,0,1,0,0,0,1
112,5,6.0,41.63,41.4,True,50,Girls,Backstroke,11.0,1.2010569300984866,1.2077294685990339,0.006672538500547276,1,0,1,0,0,0,1
113,6,5.0,42.94,42.06,True,50,Girls,Backstroke,12.0,1.1644154634373545,1.1887779362815025,0.024362472844148053,1,0,1,0,0,0,1
114,7,7.0,42.5,44.45,True,50,Girls,Backstroke,10.0,1.1764705882352942,1.124859392575928,-0.051611195659366116,1,0,1,0,0,0,1
115,8,8.0,41.56,45.35,True,50,Girls,Backstroke,9.0,1.2030798845043311,1.1025358324145533,-0.10054405208977779,1,0,1,0,0,0,1
116,9,,46.87,46.68,True,50,Girls,Backstroke,0.0,1.0667804565820356,1.0711225364181662,0.004342079836130663,1,0,1,0,0,0,1
117,10,9.0,47.67,47.11,True,50,Girls,Backstroke,8.0,1.0488777008600796,1.0613457864572278,0.012468085597148182,1,0,1,0,0,0,1
118,11,14.0,46.93,47.24,True,50,Girls,Backstroke,3.0,1.0654165778819518,1.0584250635055037,-0.006991514376448071,1,0,1,0,0,0,1
119,12,11.0,51.44,47.57,True,50,Girls,Backstroke,6.0,0.9720062208398135,1.0510826150935464,0.07907639425373292,1,0,1,0,0,0,1
120,13,12.0,49.52,47.61,True,50,Girls,Backstroke,5.0,1.0096930533117932,1.0501995379122033,0.040506484600410175,1,0,1,0,0,0,1
121,14,13.0,49.23,47.74,True,50,Girls,Backstroke,4.0,1.0156408693885843,1.0473397570171763,0.031698887628591965,1,0,1,0,0,0,1
122,15,10.0,56.59,50.52,True,50,Girls,Backstroke,7.0,0.8835483300936561,0.9897070467141725,0.10615871662051646,1,0,1,0,0,0,1
123,16,,50.69,51.01,True,50,Girls,Backstroke,0.0,0.9863878477017164,0.9801999607920016,-0.006187886909714835,1,0,1,0,0,0,1
124,17,16.0,52.69,51.54,True,50,Girls,Backstroke,1.0,0.9489466691971912,0.9701202949165697,0.02117362571937853,1,0,1,0,0,0,1
125,18,15.0,51.35,52.15,True,50,Girls,Backstroke,2.0,0.9737098344693281,0.9587727708533078,-0.014937063616020319,1,0,1,0,0,0,1
126,19,19.0,51.8,52.32,True,50,Girls,Backstroke,0.0,0.9652509652509653,0.9556574923547401,-0.009593472896225252,1,0,1,0,0,0,1
127,20,20.0,55.06,52.72,True,50,Girls,Backstroke,0.0,0.9081002542680712,0.9484066767830046,0.04030642251493344,1,0,1,0,0,0,1
128,21,17.0,54.68,53.32,True,50,Girls,Backstroke,0.0,0.9144111192392099,0.9377344336084021,0.023323314369192216,1,0,1,0,0,0,1
129,22,18.0,56.19,54.13,True,50,Girls,Backstroke,0.0,0.8898380494749956,0.9237021984112321,0.03386414893623657,1,0,1,0,0,0,1
130,23,,57.17,55.36,True,50,Girls,Backstroke,0.0,0.8745845723281441,0.9031791907514451,0.02859461842330102,1,0,1,0,0,0,1
131,24,22.0,59.5,58.48,True,50,Girls,Backstroke,0.0,0.8403361344537815,0.8549931600547196,0.014657025600938067,1,0,1,0,0,0,1
132,25,21.0,56.83,61.3,False,50,Girls,Backstroke,0.0,0.8798169980644026,0.8156606851549756,-0.06415631290942703,1,0,1,0,0,0,0
133,26,23.0,58.0,62.52,False,50,Girls,Backstroke,0.0,0.8620689655172413,0.799744081893794,-0.06232488362344735,1,0,1,0,0,0,0
134,27,,67.51,65.46,False,50,Girls,Backstroke,0.0,0.7406310176270182,0.7638252367858235,0.023194219158805263,1,0,1,0,0,0,0
135,28,,65.47,76.74,False,50,Girls,Backstroke,0.0,0.763708568810142,0.6515506906437322,-0.11215787816640987,1,0,1,0,0,0,0
136,1,1.0,32.9,30.9,True,50,Boys,Backstroke,20.0,1.5197568389057752,1.6181229773462784,0.09836613844050324,0,0,1,0,0,0,1
137,2,3.0,35.15,34.61,True,50,Boys,Backstroke,16.0,1.4224751066856332,1.444669170759896,0.02219406407426283,0,0,1,0,0,0,1
138,3,2.0,38.21,35.24,True,50,Boys,Backstroke,18.0,1.3085579691180318,1.4188422247446084,0.11028425562657662,0,0,1,0,0,0,1
139,4,4.0,35.35,35.27,True,50,Boys,Backstroke,14.0,1.4144271570014144,1.4176353841791889,0.0032082271777744698,0,0,1,0,0,0,1
140,5,5.0,40.47,38.39,True,50,Boys,Backstroke,12.0,1.2354830738818878,1.3024225058609014,0.06693943197901353,0,0,1,0,0,0,1
141,6,7.0,39.3,40.27,True,50,Boys,Backstroke,10.0,1.272264631043257,1.2416190712689346,-0.030645559774322484,0,0,1,0,0,0,1
142,7,10.0,40.98,41.29,True,50,Boys,Backstroke,7.0,1.2201073694485116,1.2109469605231291,-0.009160408925382502,0,0,1,0,0,0,1
143,8,9.0,44.47,41.41,True,50,Boys,Backstroke,8.0,1.124353496739375,1.2074378169524271,0.08308432021305223,0,0,1,0,0,0,1
144,9,6.0,42.76,41.54,True,50,Boys,Backstroke,11.0,1.1693171188026192,1.203659123736158,0.03434200493353878,0,0,1,0,0,0,1
145,10,8.0,40.95,42.46,True,50,Boys,Backstroke,9.0,1.2210012210012209,1.1775788977861517,-0.043422323215069225,0,0,1,0,0,0,1
146,11,11.0,50.97,43.19,True,50,Boys,Backstroke,6.0,0.9809691975671964,1.157675387821255,0.17670619025405854,0,0,1,0,0,0,1
147,12,15.0,45.44,44.22,True,50,Boys,Backstroke,2.0,1.1003521126760565,1.1307100859339665,0.03035797325791001,0,0,1,0,0,0,1
148,13,17.0,47.41,44.92,True,50,Boys,Backstroke,0.0,1.0546298249314492,1.1130899376669634,0.058460112735514214,0,0,1,0,0,0,1
149,14,19.0,57.69,45.36,True,50,Boys,Backstroke,0.0,0.8667013347200555,1.1022927689594357,0.23559143423938023,0,0,1,0,0,0,1
150,15,13.0,43.25,45.78,True,50,Boys,Backstroke,4.0,1.1560693641618498,1.09217999126256,-0.06388937289928975,0,0,1,0,0,0,1
151,16,18.0,,46.59,True,50,Boys,Backstroke,0.0,,1.0731916720326249,,0,0,1,0,0,0,1
152,17,12.0,47.27,46.8,True,50,Boys,Backstroke,5.0,1.0577533319229955,1.0683760683760684,0.010622736453072879,0,0,1,0,0,0,1
153,18,16.0,53.88,47.77,True,50,Boys,Backstroke,1.0,0.9279881217520415,1.0466820180029306,0.11869389625088911,0,0,1,0,0,0,1
154,19,14.0,51.19,48.0,True,50,Boys,Backstroke,3.0,0.9767532721234616,1.0416666666666667,0.0649133945432051,0,0,1,0,0,0,1
155,20,23.0,49.13,49.1,True,50,Boys,Backstroke,0.0,1.017708121310808,1.0183299389002036,0.0006218175893957234,0,0,1,0,0,0,1
156,21,20.0,51.75,50.4,True,50,Boys,Backstroke,0.0,0.966183574879227,0.9920634920634921,0.025879917184265078,0,0,1,0,0,0,1
157,22,21.0,51.5,51.25,True,50,Boys,Backstroke,0.0,0.970873786407767,0.975609756097561,0.004735969689793951,0,0,1,0,0,0,1
158,23,24.0,59.03,54.31,True,50,Boys,Backstroke,0.0,0.8470269354565475,0.9206407659731173,0.07361383051656978,0,0,1,0,0,0,1
159,24,22.0,60.5,54.76,True,50,Boys,Backstroke,0.0,0.8264462809917356,0.9130752373995618,0.0866289564078262,0,0,1,0,0,0,1
160,25,,40.84,55.11,False,50,Boys,Backstroke,0.0,1.2242899118511263,0.9072763563781528,-0.3170135554729735,0,0,1,0,0,0,0
161,26,,56.44,57.08,False,50,Boys,Backstroke,0.0,0.8858965272856131,0.8759635599159076,-0.009932967369705503,0,0,1,0,0,0,0
162,27,,60.8,57.1,False,50,Boys,Backstroke,0.0,0.8223684210526316,0.8756567425569176,0.053288321504285974,0,0,1,0,0,0,0
163,28,,65.17,59.54,False,50,Boys,Backstroke,0.0,0.7672241829062452,0.8397715821296607,0.07254739922341558,0,0,1,0,0,0,0
164,29,,62.26,64.92,False,50,Boys,Backstroke,0.0,0.8030838419530999,0.7701786814540973,-0.032905160499002606,0,0,1,0,0,0,0
165,30,,85.22,72.01,False,50,Boys,Backstroke,0.0,0.5867167331612297,0.6943480072212193,0.10763127405998951,0,0,1,0,0,0,0
166,1,1.0,31.6,31.41,True,50,Boys,Backstroke,20.0,1.5822784810126582,1.591849729385546,0.009571248372887808,0,0,1,0,0,0,1
167,2,2.0,34.94,33.05,True,50,Boys,Backstroke,18.0,1.4310246136233544,1.5128593040847202,0.08183469046136582,0,0,1,0,0,0,1
168,3,3.0,36.26,34.29,True,50,Boys,Backstroke,16.0,1.378929950358522,1.458151064450277,0.07922111409175514,0,0,1,0,0,0,1
169,4,4.0,38.71,37.46,True,50,Boys,Backstroke,14.0,1.2916559028674761,1.3347570742124932,0.04310117134501712,0,0,1,0,0,0,1
170,5,6.0,42.25,40.1,True,50,Boys,Backstroke,11.0,1.183431952662722,1.2468827930174564,0.06345084035473447,0,0,1,0,0,0,1
171,6,5.0,42.08,40.42,True,50,Boys,Backstroke,12.0,1.188212927756654,1.2370113805047005,0.048798452748046506,0,0,1,0,0,0,1
172,7,9.0,41.7,40.84,True,50,Boys,Backstroke,8.0,1.199040767386091,1.2242899118511263,0.025249144465035345,0,0,1,0,0,0,1
173,8,7.0,44.31,42.49,True,50,Boys,Backstroke,10.0,1.128413450688332,1.1767474699929394,0.048334019304607345,0,0,1,0,0,0,1
174,9,10.0,44.03,43.01,True,50,Boys,Backstroke,7.0,1.1355893708834885,1.162520344106022,0.02693097322253335,0,0,1,0,0,0,1
175,10,8.0,45.1,43.09,True,50,Boys,Backstroke,9.0,1.1086474501108647,1.1603620329542816,0.0517145828434169,0,0,1,0,0,0,1
176,11,11.0,43.11,43.58,True,50,Boys,Backstroke,6.0,1.1598237067965669,1.1473152822395596,-0.012508424557007292,0,0,1,0,0,0,1
177,12,12.0,45.75,43.88,True,50,Boys,Backstroke,5.0,1.092896174863388,1.1394712853236098,0.04657511046022167,0,0,1,0,0,0,1
178,13,17.0,42.09,44.35,True,50,Boys,Backstroke,0.0,1.1879306248515085,1.1273957158962795,-0.06053490895522895,0,0,1,0,0,0,1
179,14,13.0,45.47,44.55,True,50,Boys,Backstroke,4.0,1.0996261271167804,1.122334455667789,0.022708328551008572,0,0,1,0,0,0,1
180,15,18.0,47.38,45.47,True,50,Boys,Backstroke,0.0,1.0552975939214857,1.0996261271167804,0.04432853319529473,0,0,1,0,0,0,1
181,16,15.0,47.3,45.56,True,50,Boys,Backstroke,2.0,1.0570824524312896,1.0974539069359086,0.04037145450461899,0,0,1,0,0,0,1
182,17,14.0,46.59,46.63,True,50,Boys,Backstroke,3.0,1.0731916720326249,1.072271070126528,-0.0009206019060969961,0,0,1,0,0,0,1
183,18,16.0,46.88,46.93,True,50,Boys,Backstroke,1.0,1.0665529010238908,1.0654165778819518,-0.0011363231419390107,0,0,1,0,0,0,1
184,19,20.0,59.26,47.1,True,50,Boys,Backstroke,0.0,0.8437394532568343,1.0615711252653928,0.21783167200855846,0,0,1,0,0,0,1
185,20,19.0,48.98,47.13,True,50,Boys,Backstroke,0.0,1.0208248264597797,1.0608953957139826,0.04007056925420294,0,0,1,0,0,0,1
186,21,21.0,54.19,47.2,True,50,Boys,Backstroke,0.0,0.9226794611551947,1.059322033898305,0.1366425727431102,0,0,1,0,0,0,1
