,divsRank,finalRank,seedTime,divsTime,qualified,distance,gender,stroke,points,seedSpeed,divsSpeed,deltaSpeed,genderIndicator,isFly,isBack,isBreast,isFree,isIM,isQl
695,13,11.0,36.17,38.39,True,50,Girls,Freestyle,6.0,1.3823610727121924,1.3024225058609014,-0.07993856685129108,1,0,0,0,1,0,1
696,14,15.0,42.2,38.45,True,50,Girls,Freestyle,2.0,1.1848341232227488,1.3003901170351104,0.11555599381236159,1,0,0,0,1,0,1
697,15,13.0,41.3,38.76,True,50,Girls,Freestyle,4.0,1.2106537530266344,1.2899896800825594,0.07933592705592507,1,0,0,0,1,0,1
698,16,16.0,39.84,39.79,True,50,Girls,Freestyle,1.0,1.255020080321285,1.2565971349585323,0.0015770546372473326,1,0,0,0,1,0,1
699,17,14.0,41.5,40.02,True,50,Girls,Freestyle,3.0,1.2048192771084338,1.249375312343828,0.0445560352353942,1,0,0,0,1,0,1
700,18,,46.56,40.38,True,50,Girls,Freestyle,0.0,1.0738831615120275,1.2382367508667655,0.1643535893547381,1,0,0,0,1,0,1
701,19,17.0,41.72,40.95,True,50,Girls,Freestyle,0.0,1.1984659635666348,1.2210012210012209,0.022535257434586065,1,0,0,0,1,0,1
702,20,18.0,43.81,41.06,True,50,Girls,Freestyle,0.0,1.141291942478886,1.2177301509985388,0.07643820851965266,1,0,0,0,1,0,1
703,21,19.0,42.61,41.08,True,50,Girls,Freestyle,0.0,1.1734334663224595,1.2171372930866602,0.043703826764200704,1,0,0,0,1,0,1
704,22,,42.87,42.97,True,50,Girls,Freestyle,0.0,1.166316771635176,1.163602513381429,-0.0027142582537471593,1,0,0,0,1,0,1
705,23,22.0,46.35,43.41,True,50,Girls,Freestyle,0.0,1.0787486515641855,1.151808339092375,0.07305968752818948,1,0,0,0,1,0,1
706,24,23.0,45.05,44.06,True,50,Girls,Freestyle,0.0,1.109877913429523,1.1348161597821151,0.02493824635259223,1,0,0,0,1,0,1
707,25,21.0,45.31,44.31,False,50,Girls,Freestyle,0.0,1.1035091591260207,1.128413450688332,0.024904291562311442,1,0,0,0,1,0,0
708,26,,47.17,45.03,False,50,Girls,Freestyle,0.0,1.0599957600169598,1.1103708638685321,0.05037510385157229,1,0,0,0,1,0,0
709,27,,43.31,46.11,False,50,Girls,Freestyle,0.0,1.154467790348649,1.0843634786380394,-0.07010431171060971,1,0,0,0,1,0,0
710,28,,43.19,46.84,False,50,Girls,Freestyle,0.0,1.157675387821255,1.067463706233988,-0.09021168158726689,1,0,0,0,1,0,0
711,29,,48.87,48.53,False,50,Girls,Freestyle,0.0,1.0231225700838962,1.030290541932825,0.007167971848928811,1,0,0,0,1,0,0
712,30,,49.84,51.21,False,50,Girls,Freestyle,0.0,1.0032102728731942,0.9763718023823472,-0.026838470490846977,1,0,0,0,1,0,0
713,31,,53.9,53.96,False,50,Girls,Freestyle,0.0,0.927643784786642,0.9266123054114158,-0.0010314793752261853,1,0,0,0,1,0,0
714,32,,60.38,62.0,False,50,Girls,Freestyle,0.0,0.8280887711162637,0.8064516129032258,-0.02163715821303791,1,0,0,0,1,0,0
715,33,,60.44,65.39,False,50,Girls,Freestyle,0.0,0.827266710787558,0.7646429117602079,-0.06262379902735005,1,0,0,0,1,0,0
716,1,1.0,27.87,26.56,True,50,Boys,Freestyle,20.0,1.794043774668102,1.8825301204819278,0.08848634581382586,0,0,0,0,1,0,1
717,2,2.0,32.68,26.95,True,50,Boys,Freestyle,18.0,1.5299877600979193,1.855287569573284,0.32529980947536474,0,0,0,0,1,0,1
718,3,5.0,29.66,27.95,True,50,Boys,Freestyle,12.0,1.6857720836142953,1.7889087656529516,0.10313668203865634,0,0,0,0,1,0,1
719,4,3.0,29.41,28.22,True,50,Boys,Freestyle,16.0,1.700102006120367,1.7717930545712262,0.07169104845085905,0,0,0,0,1,0,1
720,5,6.0,30.78,28.75,True,50,Boys,Freestyle,11.0,1.6244314489928524,1.7391304347826086,0.11469898578975624,0,0,0,0,1,0,1
721,6,4.0,31.06,29.01,True,50,Boys,Freestyle,14.0,1.6097875080489377,1.723543605653223,0.11375609760428529,0,0,0,0,1,0,1
722,7,8.0,31.68,30.05,True,50,Boys,Freestyle,9.0,1.5782828282828283,1.6638935108153077,0.08561068253247939,0,0,0,0,1,0,1
723,8,7.0,32.03,30.17,True,50,Boys,Freestyle,10.0,1.5610365282547611,1.6572754391779914,0.09623891092323023,0,0,0,0,1,0,1
724,9,8.0,30.62,30.44,True,50,Boys,Freestyle,9.0,1.6329196603527105,1.6425755584756898,0.00965589812297929,0,0,0,0,1,0,1
725,10,11.0,40.38,30.96,True,50,Boys,Freestyle,6.0,1.2382367508667655,1.6149870801033592,0.3767503292365937,0,0,0,0,1,0,1
726,11,12.0,32.75,31.18,True,50,Boys,Freestyle,5.0,1.5267175572519085,1.603592046183451,0.07687448893154247,0,0,0,0,1,0,1
727,11,10.0,38.44,31.18,True,50,Boys,Freestyle,7.0,1.3007284079084287,1.603592046183451,0.3028636382750223,0,0,0,0,1,0,1
728,13,13.0,32.16,31.22,True,50,Boys,Freestyle,4.0,1.554726368159204,1.6015374759769379,0.04681110781773379,0,0,0,0,1,0,1
729,14,14.0,32.35,31.34,True,50,Boys,Freestyle,3.0,1.5455950540958268,1.595405232929164,0.04981017883333716,0,0,0,0,1,0,1
730,15,17.0,32.81,33.2,True,50,Boys,Freestyle,0.0,1.5239256324291373,1.506024096385542,-0.017901536043595234,0,0,0,0,1,0,1
731,16,15.0,32.98,33.21,True,50,Boys,Freestyle,2.0,1.516070345664039,1.505570611261668,-0.010499734402370953,0,0,0,0,1,0,1
732,17,21.0,35.19,33.25,True,50,Boys,Freestyle,0.0,1.4208581983518045,1.5037593984962405,0.08290120014443603,0,0,0,0,1,0,1
733,18,15.0,34.1,33.38,True,50,Boys,Freestyle,2.0,1.466275659824047,1.4979029358897542,0.031627276065707255,0,0,0,0,1,0,1
734,19,19.0,36.86,33.49,True,50,Boys,Freestyle,0.0,1.3564839934888768,1.492982979994028,0.13649898650515113,0,0,0,0,1,0,1
735,20,20.0,33.41,34.02,True,50,Boys,Freestyle,0.0,1.49655791679138,1.469723691945914,-0.026834224845466048,0,0,0,0,1,0,1
736,21,23.0,37.8,34.24,True,50,Boys,Freestyle,0.0,1.3227513227513228,1.4602803738317756,0.13752905108045277,0,0,0,0,1,0,1
737,22,18.0,36.69,34.33,True,50,Boys,Freestyle,0.0,1.3627691469065142,1.4564520827264784,0.09368293581996423,0,0,0,0,1,0,1
738,23,22.0,37.88,34.89,True,50,Boys,Freestyle,0.0,1.3199577613516367,1.4330753797649756,0.1131176184133389,0,0,0,0,1,0,1
739,24,24.0,35.41,34.96,True,50,Boys,Freestyle,0.0,1.4120304998587971,1.4302059496567505,0.01817544979795338,0,0,0,0,1,0,1
740,25,,37.19,35.0,False,50,Boys,Freestyle,0.0,1.3444474321054047,1.4285714285714286,0.08412399646602386,0,0,0,0,1,0,0
741,26,,38.4,35.14,False,50,Boys,Freestyle,0.0,1.3020833333333335,1.4228799089356858,0.12079657560235235,0,0,0,0,1,0,0
742,27,,40.03,35.97,False,50,Boys,Freestyle,0.0,1.2490632025980515,1.3900472616068946,0.14098405900884314,0,0,0,0,1,0,0
743,28,,39.31,36.12,False,50,Boys,Freestyle,0.0,1.271940981938438,1.3842746400885937,0.11233365815015572,0,0,0,0,1,0,0
744,29,,42.28,36.24,False,50,Boys,Freestyle,0.0,1.1825922421948911,1.379690949227373,0.1970987070324819,0,0,0,0,1,0,0
745,30,,37.06,36.31,False,50,Boys,Freestyle,0.0,1.3491635186184565,1.3770311209033324,0.027867602284875836,0,0,0,0,1,0,0
746,31,,38.75,36.41,False,50,Boys,Freestyle,0.0,1.2903225806451613,1.3732491073880804,0.08292652674291912,0,0,0,0,1,0,0
747,32,,39.81,37.0,False,50,Boys,Freestyle,0.0,1.2559658377292138,1.3513513513513513,0.09538551362213754,0,0,0,0,1,0,0
748,33,,38.17,37.47,False,50,Boys,Freestyle,0.0,1.3099292638197537,1.3344008540165466,0.024471590196792903,0,0,0,0,1,0,0
749,34,,40.36,37.49,False,50,Boys,Freestyle,0.0,1.2388503468780971,1.3336889837289942,0.0948386368508971,0,0,0,0,1,0,0
750,35,,36.96,37.51,False,50,Boys,Freestyle,0.0,1.3528138528138527,1.3329778725673154,-0.01983598024653732,0,0,0,0,1,0,0
751,36,,43.27,37.75,False,50,Boys,Freestyle,0.0,1.155535012710885,1.3245033112582782,0.16896829854739326,0,0,0,0,1,0,0
752,37,,39.72,37.88,False,50,Boys,Freestyle,0.0,1.2588116817724069,1.3199577613516367,0.061146079579229795,0,0,0,0,1,0,0
753,38,,35.78,38.31,False,50,Boys,Freestyle,0.0,1.397428731134712,1.3051422605063951,-0.09228647062831685,0,0,0,0,1,0,0
754,39,,41.1,38.53,False,50,Boys,Freestyle,0.0,1.2165450121654502,1.2976901116013495,0.08114509943589931,0,0,0,0,1,0,0
755,40,,38.68,39.11,False,50,Boys,Freestyle,0.0,1.2926577042399172,1.2784454103809768,-0.014212293858940406,0,0,0,0,1,0,0
756,41,,39.3,39.36,False,50,Boys,Freestyle,0.0,1.272264631043257,1.2703252032520325,-0.0019394277912245794,0,0,0,0,1,0,0
757,42,,46.04,39.69,False,50,Boys,Freestyle,0.0,1.0860121633362294,1.2597631645250693,0.1737510011888399,0,0,0,0,1,0,0
758,43,,40.15,40.22,False,50,Boys,Freestyle,0.0,1.2453300124533002,1.2431626056688214,-0.002167406784478798,0,0,0,0,1,0,0
759,44,,41.04,40.79,False,50,Boys,Freestyle,0.0,1.2183235867446394,1.2257906349595489,0.007467048214909511,0,0,0,0,1,0,0
760,45,,42.47,41.65,False,50,Boys,Freestyle,0.0,1.177301624676242,1.2004801920768309,0.02317856740058888,0,0,0,0,1,0,0
761,46,,42.95,42.47,False,50,Boys,Freestyle,0.0,1.1641443538998835,1.177301624676242,0.013157270776358532,0,0,0,0,1,0,0
762,47,,43.6,43.01,False,50,Boys,Freestyle,0.0,1.146788990825688,1.162520344106022,0.015731353280333815,0,0,0,0,1,0,0
763,48,,48.16,44.87,False,50,Boys,Freestyle,0.0,1.0382059800664452,1.1143302874972143,0.07612430743076914,0,0,0,0,1,0,0
764,49,,43.13,46.17,False,50,Boys,Freestyle,0.0,1.1592858798979828,1.0829542993285683,-0.07633158056941447,0,0,0,0,1,0,0
765,50,,47.0,46.23,False,50,Boys,Freestyle,0.0,1.0638297872340425,1.0815487778498811,0.017718990615838592,0,0,0,0,1,0,0
766,51,,70.9,50.42,False,50,Boys,Freestyle,0.0,0.7052186177715091,0.9916699722332407,0.28645135446173164,0,0,0,0,1,0,0
767,52,,57.15,52.29,False,50,Boys,Freestyle,0.0,0.8748906386701663,0.9562057754828839,0.08131513681271763,0,0,0,0,1,0,0
768,53,,46.25,52.38,False,50,Boys,Freestyle,0.0,1.0810810810810811,0.9545628102329132,-0.1265182708481679,0,0,0,0,1,0,0
769,54,,66.89,54.68,False,50,Boys,Freestyle,0.0,0.7474958887726117,0.9144111192392099,0.16691523046659817,0,0,0,0,1,0,0
770,1,2.0,30.26,27.8,True,50,Boys,Freestyle,18.0,1.6523463317911433,1.7985611510791366,0.1462148192879933,0,0,0,0,1,0,1
771,2,1.0,29.47,28.07,True,50,Boys,Freestyle,20.0,1.6966406515100103,1.7812611328820804,0.08462048137207012,0,0,0,0,1,0,1
772,3,4.0,28.73,28.27,True,50,Boys,Freestyle,14.0,1.7403411068569439,1.7686593562079944,0.02831824935105054,0,0,0,0,1,0,1
773,4,3.0,28.75,29.02,True,50,Boys,Freestyle,16.0,1.7391304347826086,1.722949689869056,-0.016180744913552703,0,0,0,0,1,0,1
774,5,6.0,30.81,29.46,True,50,Boys,Freestyle,11.0,1.622849724115547,1.6972165648336728,0.07436684071812572,0,0,0,0,1,0,1
775,6,5.0,31.81,29.57,True,50,Boys,Freestyle,12.0,1.5718327569946557,1.6909029421711195,0.11907018517646373,0,0,0,0,1,0,1
776,7,10.0,32.91,30.09,True,50,Boys,Freestyle,7.0,1.5192950470981466,1.6616816218012629,0.14238657470311633,0,0,0,0,1,0,1
777,8,9.0,30.89,30.23,True,50,Boys,Freestyle,8.0,1.6186468112657817,1.6539861065167052,0.0353392952509235,0,0,0,0,1,0,1
778,9,10.0,32.78,30.28,True,50,Boys,Freestyle,7.0,1.5253203172666259,1.6512549537648613,0.12593463649823544,0,0,0,0,1,0,1
779,10,8.0,35.01,30.43,True,50,Boys,Freestyle,9.0,1.4281633818908883,1.6431153466973383,0.21495196480644996,0,0,0,0,1,0,1
780,11,13.0,35.28,30.88,True,50,Boys,Freestyle,4.0,1.417233560090703,1.6191709844559585,0.20193742436525564,0,0,0,0,1,0,1
781,12,12.0,31.78,31.0,True,50,Boys,Freestyle,5.0,1.5733165512901195,1.6129032258064515,0.03958667451633202,0,0,0,0,1,0,1
782,13,7.0,33.25,31.62,True,50,Boys,Freestyle,10.0,1.5037593984962405,1.5812776723592663,0.07751827386302579,0,0,0,0,1,0,1
783,14,19.0,34.29,32.47,True,50,Boys,Freestyle,0.0,1.458151064450277,1.539882968894364,0.08173190444408696,0,0,0,0,1,0,1
784,15,15.0,35.95,32.5,True,50,Boys,Freestyle,2.0,1.3908205841446453,1.5384615384615385,0.14764095431689328,0,0,0,0,1,0,1
785,16,20.0,33.82,32.84,True,50,Boys,Freestyle,0.0,1.478415138971023,1.522533495736906,0.04411835676588316,0,0,0,0,1,0,1
786,17,14.0,33.87,33.12,True,50,Boys,Freestyle,3.0,1.4762326542663124,1.5096618357487923,0.033429181482479864,0,0,0,0,1,0,1
787,18,17.0,35.81,33.43,True,50,Boys,Freestyle,0.0,1.3962580284836636,1.4956625785222855,0.09940455003862181,0,0,0,0,1,0,1
788,19,18.0,36.78,33.74,True,50,Boys,Freestyle,0.0,1.3594344752582925,1.4819205690574984,0.12248609379920583,0,0,0,0,1,0,1
789,20,16.0,34.41,33.92,True,50,Boys,Freestyle,1.0,1.4530659691950016,1.474056603773585,0.0209906345785833,0,0,0,0,1,0,1
790,21,22.0,35.75,34.01,True,50,Boys,Freestyle,0.0,1.3986013986013985,1.470155836518671,0.07155443791727256,0,0,0,0,1,0,1
791,22,24.0,35.02,34.4,True,50,Boys,Freestyle,0.0,1.427755568246716,1.4534883720930234,0.025732803846307384,0,0,0,0,1,0,1
792,23,21.0,33.72,34.52,True,50,Boys,Freestyle,0.0,1.482799525504152,1.448435689455388,-0.03436383604876392,0,0,0,0,1,0,1
793,24,23.0,36.44,34.59,True,50,Boys,Freestyle,0.0,1.3721185510428102,1.445504481063891,0.07338593002108085,0,0,0,0,1,0,1
794,25,,35.59,35.04,False,50,Boys,Freestyle,0.0,1.4048890137679122,1.4269406392694064,0.0220516255014942,0,0,0,0,1,0,0
795,26,,34.97,35.08,False,50,Boys,Freestyle,0.0,1.4297969688304262,1.4253135689851768,-0.0044833998452493695,0,0,0,0,1,0,0
796,27,,38.52,35.1,False,50,Boys,Freestyle,0.0,1.2980269989615782,1.4245014245014245,0.12647442553984622,0,0,0,0,1,0,0
797,28,,34.67,35.25,False,50,Boys,Freestyle,0.0,1.4421690222094028,1.4184397163120568,-0.02372930589734601,0,0,0,0,1,0,0
798,29,,38.75,35.32,False,50,Boys,Freestyle,0.0,1.2903225806451613,1.4156285390713477,0.12530595842618641,0,0,0,0,1,0,0
799,30,,39.26,35.71,False,50,Boys,Freestyle,0.0,1.273560876209883,1.4001680201624194,0.12660714395253647,0,0,0,0,1,0,0
800,31,,38.68,35.77,False,50,Boys,Freestyle,0.0,1.2926577042399172,1.3978194017332959,0.10516169749337867,0,0,0,0,1,0,0
801,32,,36.59,36.45,False,50,Boys,Freestyle,0.0,1.3664935774801856,1.371742112482853,0.0052485350026674205,0,0,0,0,1,0,0
802,33,,41.32,36.79,False,50,Boys,Freestyle,0.0,1.2100677637947725,1.359064963305246,0.14899719951047352,0,0,0,0,1,0,0
803,34,,39.73,36.83,False,50,Boys,Freestyle,0.0,1.2584948401711553,1.357588922074396,0.09909408190324065,0,0,0,0,1,0,0
804,35,,36.76,37.14,False,50,Boys,Freestyle,0.0,1.3601741022850926,1.3462574044157243,-0.013916697869368333,0,0,0,0,1,0,0
805,36,,,38.35,False,50,Boys,Freestyle,0.0,,1.303780964797914,,0,0,0,0,1,0,0
806,37,,41.56,38.64,False,50,Boys,Freestyle,0.0,1.2030798845043311,1.2939958592132506,0.09091597470891943,0,0,0,0,1,0,0
807,38,,46.06,38.7,False,50,Boys,Freestyle,0.0,1.0855405992184106,1.2919896640826873,0.20644906486427672,0,0,0,0,1,0,0
808,39,,42.06,38.71,False,50,Boys,Freestyle,0.0,1.1887779362815025,1.2916559028674761,0.10287796658597359,0,0,0,0,1,0,0
809,40,,38.19,38.72,False,50,Boys,Freestyle,0.0,1.3092432573972246,1.2913223140495869,-0.01792094334763772,0,0,0,0,1,0,0
810,41,,38.82,40.23,False,50,Boys,Freestyle,0.0,1.287995878413189,1.2428535918468806,-0.045142286566308476,0,0,0,0,1,0,0
811,42,,42.6,40.66,False,50,Boys,Freestyle,0.0,1.1737089201877935,1.2297097884899164,0.05600086830212292,0,0,0,0,1,0,0
812,43,,45.19,41.54,False,50,Boys,Freestyle,0.0,1.1064394777605666,1.203659123736158,0.0972196459755914,0,0,0,0,1,0,0
813,44,,41.88,41.92,False,50,Boys,Freestyle,0.0,1.1938872970391594,1.1927480916030533,-0.0011392054361061277,0,0,0,0,1,0,0
814,45,,40.75,42.19,False,50,Boys,Freestyle,0.0,1.2269938650306749,1.1851149561507466,-0.04187890887992829,0,0,0,0,1,0,0
815,46,,43.06,42.53,False,50,Boys,Freestyle,0.0,1.161170459823502,1.175640724194686,0.014470264371184038,0,0,0,0,1,0,0
816,47,,43.38,42.79,False,50,Boys,Freestyle,0.0,1.152604887044721,1.1684973124561813,0.015892425411460298,0,0,0,0,1,0,0
817,48,,47.85,43.75,False,50,Boys,Freestyle,0.0,1.044932079414838,1.1428571428571428,0.09792506344230478,0,0,0,0,1,0,0
818,49,,50.46,45.02,False,50,Boys,Freestyle,0.0,0.9908838684106223,1.1106175033318524,0.11973363492123013,0,0,0,0,1,0,0
819,50,,47.43,45.47,False,50,Boys,Freestyle,0.0,1.0541851149061776,1.0996261271167804,0.045441012210602816,0,0,0,0,1,0,0
820,51,,30.37,45.56,False,50,Boys,Freestyle,0.0,1.6463615409944024,1.0974539069359086,-0.5489076340584937,0,0,0,0,1,0,0
821,52,,50.81,46.41,False,50,Boys,Freestyle,0.0,0.9840582562487699,1.0773540185304893,0.09329576228171943,0,0,0,0,1,0,0
822,53,,50.18,50.09,False,50,Boys,Freestyle,0.0,0.9964129135113591,0.9982032341784787,0.0017903206671195937,0,0,0,0,1,0,0
823,54,,51.28,51.54,False,50,Boys,Freestyle,0.0,0.9750390015600624,0.9701202949165697,-0.0049187066434926985,0,0,0,0,1,0,0
824,55,,59.02,51.7,False,50,Boys,Freestyle,0.0,0.8471704506946798,0.9671179883945841,0.1199475376999043,0,0,0,0,1,0,0
825,56,,50.34,51.71,False,50,Boys,Freestyle,0.0,0.9932459276916964,0.9669309611293754,-0.02631496656232102,0,0,0,0,1,0,0
826,57,,63.7,54.42,False,50,Boys,Freestyle,0.0,0.7849293563579277,0.9187798603454612,0.1338505039875335,0,0,0,0,1,0,0
827,1,1.0,24.59,24.9,True,50,Boys,Freestyle,20.0,2.03334688897926,2.0080321285140563,-0.025314760465203534,0,0,0,0,1,0,1
828,2,4.0,26.01,26.44,True,50,Boys,Freestyle,14.0,1.9223375624759707,1.8910741301059,-0.031263432370070676,0,0,0,0,1,0,1
829,3,5.0,26.94,26.59,True,50,Boys,Freestyle,12.0,1.855976243504083,1.8804061677322301,0.02442992422814716,0,0,0,0,1,0,1
830,4,3.0,27.06,26.65,True,50,Boys,Freestyle,16.0,1.8477457501847747,1.876172607879925,0.028426857695150298,0,0,0,0,1,0,1
831,5,2.0,26.02,26.85,True,50,Boys,Freestyle,18.0,1.9215987701767872,1.8621973929236497,-0.05940137725313743,0,0,0,0,1,0,1
832,6,7.0,27.67,28.12,True,50,Boys,Freestyle,10.0,1.8070112034694614,1.7780938833570412,-0.02891732011242021,0,0,0,0,1,0,1
833,7,9.0,28.43,28.27,True,50,Boys,Freestyle,8.0,1.7587055926837847,1.7686593562079944,0.009953763524209736,0,0,0,0,1,0,1
834,8,8.0,28.37,28.55,True,50,Boys,Freestyle,9.0,1.7624250969333803,1.7513134851138352,-0.01111161181954512,0,0,0,0,1,0,1
835,9,6.0,28.8,28.73,True,50,Boys,Freestyle,11.0,1.7361111111111112,1.7403411068569439,0.004229995745832715,0,0,0,0,1,0,1
836,10,10.0,28.75,29.09,True,50,Boys,Freestyle,7.0,1.7391304347826086,1.7188037126160192,-0.020326722166589484,0,0,0,0,1,0,1
837,11,12.0,30.79,29.2,True,50,Boys,Freestyle,5.0,1.6239038648911985,1.7123287671232876,0.0884249022320891,0,0,0,0,1,0,1
838,12,11.0,30.97,29.45,True,50,Boys,Freestyle,6.0,1.614465611882467,1.697792869269949,0.08332725738748215,0,0,0,0,1,0,1
839,13,13.0,32.34,30.49,True,50,Boys,Freestyle,4.0,1.546072974644403,1.6398819285011481,0.09380895385674504,0,0,0,0,1,0,1
840,14,14.0,32.04,30.75,True,50,Boys,Freestyle,3.0,1.5605493133583022,1.6260162601626016,0.06546694680429943,0,0,0,0,1,0,1
841,15,15.0,32.71,30.93,True,50,Boys,Freestyle,2.0,1.528584530724549,1.6165535079211122,0.08796897719656327,0,0,0,0,1,0,1
842,16,19.0,31.09,31.53,True,50,Boys,Freestyle,0.0,1.608234158893535,1.5857913098636218,-0.022442849029913114,0,0,0,0,1,0,1
843,17,17.0,36.41,31.54,True,50,Boys,Freestyle,0.0,1.3732491073880804,1.585288522511097,0.21203941512301672,0,0,0,0,1,0,1
844,18,16.0,35.16,31.95,True,50,Boys,Freestyle,1.0,1.4220705346985212,1.5649452269170578,0.14287469221853666,0,0,0,0,1,0,1
845,19,18.0,33.79,32.15,True,50,Boys,Freestyle,0.0,1.4797277300976621,1.5552099533437014,0.07548222324603926,0,0,0,0,1,0,1
846,20,20.0,31.0,32.36,True,50,Boys,Freestyle,0.0,1.6129032258064515,1.5451174289245984,-0.06778579688185316,0,0,0,0,1,0,1
847,21,22.0,36.4,33.15,True,50,Boys,Freestyle,0.0,1.3736263736263736,1.5082956259426847,0.1346692523163111,0,0,0,0,1,0,1
848,22,21.0,33.6,33.19,True,50,Boys,Freestyle,0.0,1.4880952380952381,1.5064778547755349,0.018382616680296726,0,0,0,0,1,0,1
849,23,23.0,35.39,34.55,True,50,Boys,Freestyle,0.0,1.4128284826222097,1.4471780028943562,0.03434952027214644,0,0,0,0,1,0,1
850,24,24.0,33.37,34.97,True,50,Boys,Freestyle,0.0,1.4983518130056939,1.4297969688304262,-0.06855484417526769,0,0,0,0,1,0,1
851,25,,39.35,35.05,False,50,Boys,Freestyle,0.0,1.2706480304955527,1.4265335235378032,0.1558854930422504,0,0,0,0,1,0,0
852,26,,34.12,35.37,False,50,Boys,Freestyle,0.0,1.4654161781946073,1.4136273678258413,-0.051788810368766036,0,0,0,0,1,0,0
853,27,,36.07,36.36,False,50,Boys,Freestyle,0.0,1.386193512614361,1.375137513751375,-0.011055998862985916,0,0,0,0,1,0,0
854,28,,36.53,36.47,False,50,Boys,Freestyle,0.0,1.368738023542294,1.3709898546750754,0.00225183113278149,0,0,0,0,1,0,0
855,29,,38.34,36.79,False,50,Boys,Freestyle,0.0,1.3041210224308815,1.359064963305246,0.054943940874364605,0,0,0,0,1,0,0
856,30,,37.06,37.08,False,50,Boys,Freestyle,0.0,1.3491635186184565,1.348435814455232,-0.0007277041632245407,0,0,0,0,1,0,0
857,31,,39.43,37.21,False,50,Boys,Freestyle,0.0,1.26806999746386,1.3437248051599031,0.07565480769604305,0,0,0,0,1,0,0
858,32,,36.11,37.45,False,50,Boys,Freestyle,0.0,1.3846579894765993,1.3351134846461947,-0.04954450483040462,0,0,0,0,1,0,0
859,33,,48.45,38.21,False,50,Boys,Freestyle,0.0,1.0319917440660473,1.3085579691180318,0.27656622505198447,0,0,0,0,1,0,0
860,34,,37.18,38.45,False,50,Boys,Freestyle,0.0,1.3448090371167294,1.3003901170351104,-0.04441892008161896,0,0,0,0,1,0,0
861,35,,39.7,39.04,False,50,Boys,Freestyle,0.0,1.2594458438287153,1.2807377049180328,0.021291861089317576,0,0,0,0,1,0,0
862,36,,40.72,40.08,False,50,Boys,Freestyle,0.0,1.2278978388998036,1.2475049900199602,0.01960715112015654,0,0,0,0,1,0,0
863,37,,43.06,40.09,False,50,Boys,Freestyle,0.0,1.161170459823502,1.247193813918683,0.08602335409518092,0,0,0,0,1,0,0
864,38,,53.25,49.56,False,50,Boys,Freestyle,0.0,0.9389671361502347,1.0088781275221952,0.06991099137196044,0,0,0,0,1,0,0
865,39,,48.3,52.54,False,50,Boys,Freestyle,0.0,1.0351966873706004,0.951655881233346,-0.08354080613725445,0,0,0,0,1,0,0
866,40,,57.13,53.4,False,50,Boys,Freestyle,0.0,0.875196919306844,0.9363295880149813,0.06113266870813738,0,0,0,0,1,0,0
867,41,,63.6,54.81,False,50,Boys,Freestyle,0.0,0.7861635220125786,0.9122422915526364,0.1260787695400578,0,0,0,0,1,0,0
868,1,1.0,65.0,69.9,True,100,Girls,Backstroke,20.0,1.5384615384615385,1.4306151645207439,-0.10784637394079466,1,0,1,0,0,0,1
869,2,2.0,77.57,75.64,True,100,Girls,Backstroke,18.0,1.2891581797086504,1.3220518244315178,0.03289364472286738,1,0,1,0,0,0,1
870,3,3.0,78.4,78.3,True,100,Girls,Backstroke,16.0,1.2755102040816326,1.277139208173691,0.0016290040920583504,1,0,1,0,0,0,1
871,4,4.0,72.2,78.93,True,100,Girls,Backstroke,14.0,1.3850415512465373,1.2669453946534903,-0.11809615659304695,1,0,1,0,0,0,1
872,5,6.0,92.87,89.46000000000001,True,100,Girls,Backstroke,11.0,1.076773985140519,1.1178180192264697,0.04104403408595081,1,0,1,0,0,0,1
873,6,5.0,87.9,91.35,True,100,Girls,Backstroke,12.0,1.1376564277588168,1.0946907498631637,-0.04296567789565309,1,0,1,0,0,0,1
874,7,7.0,95.59,94.74000000000001,True,100,Girls,Backstroke,10.0,1.046134532900931,1.0555203715431707,0.00938583864223963,1,0,1,0,0,0,1
875,8,8.0,110.88,106.03999999999999,True,100,Girls,Backstroke,9.0,0.9018759018759019,0.9430403621274991,0.041164460251597146,1,0,1,0,0,0,1
876,9,,107.06,107.3,False,100,Girls,Backstroke,0.0,0.9340556697179152,0.9319664492078286,-0.0020892205100866423,1,0,1,0,0,0,0
877,10,,129.25,109.47999999999999,False,100,Girls,Backstroke,0.0,0.7736943907156673,0.9134088417975886,0.13971445108192138,1,0,1,0,0,0,0
878,11,,112.78999999999999,111.71000000000001,False,100,Girls,Backstroke,0.0,0.8866034222892101,0.8951750067138124,0.008571584424602374,1,0,1,0,0,0,0
879,12,,124.33,125.54,False,100,Girls,Backstroke,0.0,0.8043111075363951,0.7965588657001752,-0.00775224183621992,1,0,1,0,0,0,0
880,13,,153.56,129.19,False,100,Girls,Backstroke,0.0,0.6512112529304507,0.7740537193281214,0.12284246639767071,1,0,1,0,0,0,0
881,14,,160.94,133.52,False,100,Girls,Backstroke,0.0,0.6213495712687959,0.7489514679448771,0.12760189667608124,1,0,1,0,0,0,0
882,15,,145.84,134.6,False,100,Girls,Backstroke,0.0,0.6856829402084476,0.7429420505200595,0.057259110311611905,1,0,1,0,0,0,0
883,16,,140.79,142.46,False,100,Girls,Backstroke,0.0,0.710277718587968,0.7019514249613926,-0.008326293626575332,1,0,1,0,0,0,0
