qualified,points,normed_divsTimePctOfMean,normed_divsSpeed,clipped_divsRank
FALSE,0,-0.099627272,-0.081257681,11
FALSE,0,-0.006401405,-0.17253415,12
FALSE,0,0.171310405,-0.338097606,13
FALSE,0,0.280850799,-0.435007062,14
FALSE,0,0.583252206,-0.684178981,15
FALSE,0,0.591992132,-0.691007737,16
FALSE,0,0.656667577,-0.740929954,17
FALSE,0,0.671234119,-0.752027409,18
FALSE,0,0.777861205,-0.831672158,19
FALSE,0,1.586012942,-1.356492456,20
FALSE,0,2.079527378,-1.621353054,21
FALSE,0,,,
TRUE,20,-1.785850148,2.378243191,1
TRUE,18,-1.59823309,1.997261864,2
TRUE,16,-1.408285385,1.647855618,3
TRUE,12,-1.239896162,1.364663286,4
TRUE,14,-1.216007034,1.326325042,5
TRUE,11,-1.165315468,1.246399405,6
TRUE,10,-0.644415934,0.523410636,7
TRUE,9,-0.554686037,0.41450192,8
FALSE,0,-0.516813028,0.369730412,9
FALSE,0,-0.365320994,0.197354427,10
FALSE,0,-0.344345174,0.174298092,11
FALSE,0,-0.283165698,0.108126107,12
FALSE,0,-0.26277254,0.086417708,13
FALSE,0,-0.256363261,0.079630486,14
FALSE,0,-0.221986223,0.043511982,15
FALSE,0,-0.214411621,0.035617811,16
FALSE,0,-0.002322773,-0.176455764,17
FALSE,0,0.270945551,-0.426397412,18
FALSE,0,0.487113031,-0.60772884,19
FALSE,0,0.55994574,-0.665871366,20
FALSE,0,0.773782573,-0.828676083,21
FALSE,0,0.813986228,-0.858037664,22
FALSE,0,0.851276575,-0.884935028,23
FALSE,0,1.130954177,-1.076903544,24
FALSE,0,1.227093353,-1.139161414,24
FALSE,0,1.308083325,-1.190228038,24
FALSE,0,1.353530936,-1.218349169,24
FALSE,0,1.421119689,-1.259479256,24
FALSE,0,1.506770955,-1.31044781,24
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.521321749,1.851681855,1
TRUE,18,-1.331956706,1.516596918,2
TRUE,14,-1.189787258,1.284745,3
TRUE,16,-1.130355768,1.192379051,4
TRUE,12,-1.116371888,1.17101669,5
TRUE,11,-1.031885946,1.044849083,6
TRUE,0,-1.03013796,1.042290004,7
TRUE,10,-0.864079384,0.808133317,8
FALSE,9,-0.638006656,0.51549588,9
FALSE,0,-0.574496534,0.438199693,10
FALSE,0,-0.541284819,0.398580218,11
FALSE,0,-0.062919587,-0.117577013,12
FALSE,0,-0.01164536,-0.167483382,13
FALSE,0,0.157909187,-0.325980316,14
FALSE,0,0.480121091,-0.602071632,15
FALSE,0,0.751641429,-0.812342572,16
FALSE,0,0.787183791,-0.838505542,17
FALSE,0,0.87749635,-0.903656488,18
FALSE,0,0.943337119,-0.949987949,19
FALSE,0,0.981792789,-0.976607887,20
FALSE,0,1.046468235,-1.020663691,21
FALSE,0,1.688561396,-1.414555651,22
FALSE,0,2.113904416,-1.638509758,23
FALSE,0,2.214122224,-1.687644016,24
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.529731474,2.002078731,1
TRUE,0,-1.386626824,1.721528218,2
TRUE,18,-1.254398126,1.48067399,3
TRUE,16,-0.977347523,1.025658752,4
TRUE,14,-0.783297616,0.741430955,5
TRUE,12,-0.503384919,0.373359322,6
TRUE,0,-0.474763989,0.338213795,7
TRUE,11,-0.411797943,0.262391726,8
FALSE,10,-0.295596967,0.12764187,9
FALSE,9,-0.127305897,-0.056434623,10
FALSE,0,-0.074643386,-0.111523573,11
FALSE,0,0.049571451,-0.237031933,12
FALSE,0,0.101089125,-0.287340338,13
FALSE,0,0.354670566,-0.521216614,14
FALSE,0,0.425078055,-0.582371646,15
FALSE,0,0.427940148,-0.584824902,16
FALSE,0,0.855536844,-0.925021687,17
FALSE,0,1.16864982,-1.144880741,18
FALSE,0,1.285423215,-1.22138892,19
FALSE,0,1.355830703,-1.266189354,20
FALSE,0,2.2419347,-1.756949579,21
FALSE,0,,,
TRUE,20,-1.299619196,1.561177307,1
TRUE,18,-1.181128545,1.354143385,2
TRUE,16,-1.109003801,1.234083657,3
TRUE,14,-0.936705802,0.963956991,4
TRUE,11,-0.92525743,0.946791082,5
TRUE,12,-0.789021802,0.749452256,6
TRUE,10,-0.680834686,0.601334112,7
TRUE,9,-0.576654501,0.465341295,8
FALSE,0,-0.191416781,0.012213111,9
FALSE,0,0.049571451,-0.237031933,10
FALSE,0,0.359249915,-0.5252418,11
FALSE,0,0.743342798,-0.840546106,12
FALSE,0,0.789708705,-0.875844568,13
FALSE,0,1.071911076,-1.079320034,14
FALSE,0,1.413644982,-1.30225683,15
FALSE,0,1.903635306,-1.584159964,16
FALSE,0,1.950573631,-1.609119451,17
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.319653847,1.597452735,1
TRUE,18,-1.292750173,1.548827018,2
TRUE,16,-0.96189222,1.002053217,3
TRUE,14,-0.817070314,0.789063778,4
TRUE,12,-0.657937942,0.570903402,5
TRUE,11,-0.58524078,0.476314199,6
TRUE,10,-0.561771617,0.446419118,7
TRUE,9,-0.444425803,0.301427429,8
FALSE,0,-0.409508269,0.259672603,9
FALSE,0,-0.261824269,0.08968245,10
FALSE,0,-0.160506176,-0.021105633,11
FALSE,0,0.419926287,-0.577949418,12
FALSE,0,0.480602659,-0.629518804,13
FALSE,0,0.928234007,-0.978090337,14
FALSE,0,1.048441913,-1.063105762,15
FALSE,0,1.571632516,-1.397647847,16
FALSE,0,1.984918748,-1.627174106,17
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.399802297,1.689705542,1
TRUE,18,-1.207065975,1.360241523,2
TRUE,16,-0.920370695,0.921928905,3
TRUE,14,-0.574047615,0.46106238,4
TRUE,0,-0.518635923,0.393319551,5
TRUE,12,-0.42166546,0.278355582,6
TRUE,10,-0.284943131,0.123584177,7
TRUE,11,-0.269283305,0.106377534,8
FALSE,0,0.982900491,-0.998717464,9
FALSE,0,1.08408706,-1.069548035,10
FALSE,0,1.378009952,-1.263404502,11
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.77744503,2.435253971,1
TRUE,18,-0.966747873,0.989039616,2
TRUE,16,-0.918563792,0.919341948,3
TRUE,12,-0.861345196,0.838473275,4
TRUE,14,-0.682461797,0.598148273,5
TRUE,11,-0.585491335,0.475244656,6
TRUE,10,-0.212064709,0.044380308,7
TRUE,9,0.041504015,-0.214842602,8
FALSE,0,0.220387414,-0.383790935,9
FALSE,0,0.631156702,-0.734186203,10
FALSE,0,1.236469215,-1.172176012,11
FALSE,0,1.853225447,-1.543865692,12
FALSE,0,3.069873484,-2.119472072,13
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.681076868,2.230838901,1
TRUE,18,-1.094435686,1.18118042,2
TRUE,16,-1.038421693,1.095525712,3
TRUE,14,-0.858935992,0.835112412,4
TRUE,12,-0.567422304,0.452881916,5
TRUE,10,-0.339752523,0.184636383,6
TRUE,11,-0.193995679,0.025082179,7
TRUE,9,-0.18857497,0.019318542,8
FALSE,0,0.091494999,-0.263153464,9
FALSE,0,0.131246865,-0.300952656,10
FALSE,0,0.234240338,-0.396431576,11
FALSE,0,0.323983188,-0.476854067,12
FALSE,0,0.328801596,-0.481101509,13
FALSE,0,0.418544446,-0.558937449,14
FALSE,0,0.615496876,-0.72169685,15
FALSE,0,0.718490348,-0.802677154,16
FALSE,0,0.765469827,-0.838725586,17
FALSE,0,0.85099657,-0.902974165,18
FALSE,0,1.17382991,-1.130559785,19
FALSE,0,1.412341109,-1.284965929,20
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.710103226,1.976156162,1
TRUE,18,-1.368209082,1.439899428,2
TRUE,16,-1.294092169,1.332827104,3
TRUE,14,-1.094853158,1.059387618,4
TRUE,11,-0.305069715,0.146784936,5
TRUE,10,-0.15285111,-0.003256359,6
TRUE,12,-0.093079406,-0.060242591,7
TRUE,9,-0.044465087,-0.105820708,8
FALSE,0,0.086235704,-0.225053906,9
FALSE,0,0.102971781,-0.239983872,10
FALSE,0,0.194621727,-0.320431821,11
FALSE,0,0.197809551,-0.323190758,12
FALSE,0,0.263159947,-0.37918106,13
FALSE,0,0.46000809,-0.541538014,14
FALSE,0,0.511810234,-0.582761854,15
FALSE,0,0.562815421,-0.622765857,16
FALSE,0,0.675983179,-0.709511712,17
FALSE,0,0.68793752,-0.71851688,18
FALSE,0,0.740536619,-0.757789395,19
FALSE,0,0.848125685,-0.836383186,20
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-2.18508903,2.860185103,1
TRUE,18,-1.706118446,1.969471224,2
TRUE,16,-1.438341214,1.544067144,3
TRUE,0,-1.321985631,1.372767731,4
TRUE,12,-1.313219115,1.360169226,5
TRUE,14,-1.201645268,1.203423849,6
TRUE,11,-1.189690927,1.187015802,7
TRUE,10,-0.855766343,0.756462031,8
FALSE,9,-0.692390354,0.563654377,9
FALSE,0,-0.505902639,0.356284177,10
FALSE,0,-0.318617968,0.160493925,11
FALSE,0,-0.305866671,0.147589704,12
FALSE,0,-0.176759791,0.019836826,13
FALSE,0,-0.072358549,-0.079752819,14
FALSE,0,-0.052434648,-0.098395533,15
FALSE,0,0.047981814,-0.190644403,16
FALSE,0,0.13963176,-0.272427066,17
FALSE,0,0.175494782,-0.303823383,18
FALSE,0,0.195418683,-0.321121799,19
FALSE,0,0.326916431,-0.432782125,20
FALSE,0,0.350028156,-0.451968343,21
FALSE,0,0.363576409,-0.463155908,22
FALSE,0,0.41378464,-0.504236818,23
FALSE,0,0.638526245,-0.681101916,24
FALSE,0,0.850516554,-0.838103804,24
FALSE,0,1.30079672,-1.143499408,24
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.985053062,2.465522943,1
TRUE,18,-1.201645268,1.203423849,2
TRUE,16,-0.949010201,0.87153376,3
TRUE,12,-0.242907143,0.084638401,4
TRUE,14,-0.227764978,0.069684871,5
TRUE,11,0.11333221,-0.24918872,6
TRUE,10,0.258378211,-0.375120587,7
TRUE,9,0.313368178,-0.421475068,8
FALSE,0,0.380312486,-0.476915561,9
FALSE,0,0.398642475,-0.491909745,10
FALSE,0,1.144593335,-1.041599133,11
FALSE,0,1.382883193,-1.19544309,12
FALSE,0,1.629142612,-1.345028161,13
FALSE,0,1.900904624,-1.500000716,14
FALSE,0,2.041965844,-1.576581789,15
FALSE,0,2.110504064,-1.612891477,16
FALSE,0,2.196575317,-1.657684844,17
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.754021355,2.563008609,1
TRUE,18,-1.325488947,1.649579467,2
TRUE,16,-0.961082252,1.024344078,3
TRUE,14,-0.813716432,0.802216692,4
TRUE,12,-0.803234344,0.787007399,5
TRUE,9,-0.573245009,0.471318494,6
TRUE,11,-0.539948965,0.42829767,7
TRUE,10,-0.443143803,0.306769218,8
FALSE,0,-0.401215452,0.255711576,9
FALSE,0,-0.360520288,0.20703319,10
FALSE,0,-0.211921281,0.036272209,11
FALSE,0,-0.107716997,-0.077318405,12
FALSE,0,-0.102167657,-0.083232778,13
FALSE,0,0.114873217,-0.304535423,14
FALSE,0,0.210445193,-0.396166717,15
FALSE,0,0.490378594,-0.646289026,16
FALSE,0,0.494694747,-0.649946984,17
FALSE,0,0.683372325,-0.804446985,18
FALSE,0,0.817789685,-0.908430367,19
FALSE,0,1.227824291,-1.198013761,20
FALSE,0,1.995483065,-1.649236113,21
FALSE,0,2.005348559,-1.654393746,22
TRUE,16,-1.393930814,1.781002989,1
TRUE,18,-1.341520376,1.679925498,2
TRUE,20,-1.321172794,1.641454249,3
TRUE,14,-1.21326895,1.444302107,4
TRUE,12,-1.188605214,1.400795415,5
TRUE,11,-1.045555547,1.159087976,6
TRUE,10,-0.890174012,0.915486956,7
TRUE,9,-0.856261376,0.864733527,8
FALSE,0,-0.744657972,0.703385146,9
FALSE,0,-0.573245009,0.471318494,10
FALSE,0,-0.183557984,0.00486985,11
FALSE,0,-0.128681173,-0.05485426,12
FALSE,0,-0.06640524,-0.121030164,13
FALSE,0,-0.016461175,-0.172913122,14
FALSE,0,0.425636287,-0.590724644,15
FALSE,0,0.470647605,-0.629493782,16
FALSE,0,0.694471006,-0.813217847,17
FALSE,0,0.952823638,-1.00818318,18
FALSE,0,1.097723085,-1.110330951,19
FALSE,0,1.359775277,-1.283294019,20
FALSE,0,3.453109845,-2.28116657,21
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.308224332,1.617191785,1
TRUE,18,-1.06960269,1.198497772,2
TRUE,14,-0.827281486,0.822012027,3
TRUE,16,-0.809400278,0.795944885,4
TRUE,12,-0.573861602,0.472121244,5
TRUE,11,-0.51898479,0.401536568,6
TRUE,10,-0.394432925,0.247539111,7
TRUE,9,-0.353121167,0.198273661,8
FALSE,0,-0.155811282,-0.025495944,9
FALSE,0,-0.042358098,-0.146140649,10
FALSE,0,0.027316956,-0.217547364,11
FALSE,0,0.027933549,-0.218170493,12
FALSE,0,0.034099483,-0.224393436,13
FALSE,0,0.103774536,-0.293673107,14
FALSE,0,0.114873217,-0.304535423,15
FALSE,0,0.309100136,-0.487310551,16
FALSE,0,0.523674637,-0.674360208,17
FALSE,0,0.69693738,-0.815162308,18
FALSE,0,0.706802874,-0.822923421,19
FALSE,0,1.262353521,-1.220675808,20
FALSE,0,1.476928022,-1.356109851,21
FALSE,0,1.768576696,-1.526476954,22
FALSE,0,1.867231639,-1.580843497,23
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.327516087,1.792175196,1
TRUE,18,-1.256616631,1.646614733,2
TRUE,14,-1.23569548,1.60480999,3
TRUE,12,-1.195596608,1.526090416,4
TRUE,18,-1.178162315,1.492428021,5
TRUE,11,-0.835869041,0.8934891,6
TRUE,10,-0.602830666,0.543367672,7
TRUE,9,-0.491832338,0.390324918,8
FALSE,0,-0.200679655,0.024988781,9
FALSE,0,0.016667857,-0.218162873,10
FALSE,0,0.03235872,-0.234847154,11
FALSE,0,0.143357049,-0.34976818,12
FALSE,0,0.290386248,-0.494079127,13
FALSE,0,0.623962376,-0.791779215,14
FALSE,0,0.703578978,-0.857372114,15
FALSE,0,1.640381623,-1.504903079,16
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.109587432,1.363218817,1
TRUE,18,-1.09796457,1.341810283,2
TRUE,16,-0.880617058,0.96564447,3
TRUE,14,-0.803325029,0.84206074,4
TRUE,10,-0.693488987,0.674700746,5
TRUE,12,-0.517402633,0.424855999,6
TRUE,9,-0.225668807,0.054468194,7
TRUE,0,-0.17336593,-0.006858329,8
FALSE,11,-0.119900766,-0.068091262,9
FALSE,0,0.008531854,-0.209467729,10
FALSE,0,0.082918168,-0.287858663,11
FALSE,0,0.360123418,-0.559578848,12
FALSE,0,0.501922329,-0.687317035,13
FALSE,0,0.611177228,-0.781061845,14
FALSE,0,0.703578978,-0.857372114,15
FALSE,0,0.73612299,-0.883627813,16
FALSE,0,1.559021592,-1.456385859,17
FALSE,0,1.611905612,-1.488064948,18
FALSE,0,1.625853046,-1.49633122,19
FALSE,0,,,
TRUE,20,-1.612857339,2.446203128,1
TRUE,18,-1.307757222,1.750992618,2
TRUE,16,-1.191528606,1.518205698,3
TRUE,14,-1.017766825,1.197802578,4
TRUE,12,-0.918391358,1.027893743,5
TRUE,10,-0.655714686,0.619258188,6
TRUE,11,-0.653971257,0.616724464,7
TRUE,9,-0.651646685,0.613349583,8
FALSE,0,-0.649903255,0.610820982,9
FALSE,0,-0.618521529,0.565678061,10
FALSE,0,-0.587139803,0.521228658,11
FALSE,0,-0.481371762,0.376320009,12
FALSE,0,-0.248333387,0.081493323,13
FALSE,0,-0.243103099,0.075232208,14
FALSE,0,-0.200679655,0.024988781,15
FALSE,0,-0.054231598,-0.141361167,16
FALSE,0,-0.033310448,-0.164268109,17
FALSE,0,0.032939864,-0.235462954,18
FALSE,0,0.04165701,-0.244681727,19
FALSE,0,0.204377072,-0.410716319,20
FALSE,0,0.243894802,-0.449380342,21
FALSE,0,0.26249138,-0.467360918,22
FALSE,0,0.290386248,-0.494079127,23
FALSE,0,0.297359965,-0.500711816,24
FALSE,0,0.310726256,-0.513372582,24
FALSE,0,0.442645735,-0.63477975,24
FALSE,0,0.482163464,-0.669938862,24
FALSE,0,0.678589826,-0.83699473,24
FALSE,0,0.749489281,-0.894320096,24
FALSE,0,0.8360796,-0.962330612,24
FALSE,0,0.905235627,-1.015131066,24
FALSE,0,1.170236871,-1.205887494,24
FALSE,0,2.367972759,-1.888933029,24
FALSE,0,4.504254722,-2.664601994,24
FALSE,0,,,
FALSE,0,,,
TRUE,0,-1.264962935,1.522514988,1
TRUE,20,-0.990440353,1.059030258,2
TRUE,18,-0.956002911,1.005339283,3
TRUE,16,-0.636052215,0.54709157,4
TRUE,14,-0.60625528,0.507818348,5
TRUE,12,-0.450920438,0.311429214,6
TRUE,0,-0.426008246,0.281176188,7
TRUE,10,-0.333686595,0.171883548,8
FALSE,11,-0.314391858,0.149587005,9
FALSE,0,0.372403072,-0.539594066,10
FALSE,9,0.488415729,-0.63895651,11
FALSE,0,0.650100737,-0.770620588,12
FALSE,0,0.87015843,-0.938149656,13
FALSE,0,1.334697532,-1.25353379,14
FALSE,0,1.545474212,-1.381851872,15
FALSE,0,1.69079533,-1.465607311,16
FALSE,0,1.889115915,-1.574200671,17
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.213428891,1.430373945,1
TRUE,18,-0.431137227,0.287377735,2
TRUE,16,-0.148310581,-0.034987562,3
TRUE,14,1.366204128,-1.273255395,4
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.394897111,1.766552684,1
TRUE,18,-0.92156547,0.952556794,2
TRUE,16,-0.622863408,0.529642263,3
TRUE,14,0.503558433,-0.651616401,4
TRUE,20,-1.158627803,1.411001646,1
TRUE,18,-0.720387669,0.698714443,2
TRUE,16,-0.720113426,0.69831624,3
TRUE,14,-0.186436768,0.012478232,4
TRUE,12,0.049412116,-0.242835791,5
TRUE,11,1.308186968,-1.273810984,6
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-0.606576871,0.537900791,1
TRUE,18,0.568828144,-0.726490772,2
TRUE,16,0.904501438,-0.992463405,3
TRUE,0,1.409108351,-1.338461093,4
TRUE,14,2.242532485,-1.80184082,5
TRUE,20,-1.187423306,1.463801318,1
TRUE,18,-1.022603331,1.172377123,2
TRUE,16,-0.735471028,0.720697663,3
TRUE,14,-0.517996418,0.418609278,4
TRUE,12,0.106454636,-0.300923932,5
TRUE,11,0.266612482,-0.457069938,6
TRUE,18,-1.226091123,1.490664109,1
TRUE,20,-1.118949954,1.303842861,2
TRUE,16,-1.041220086,1.174371097,3
TRUE,14,-0.927776496,0.993922699,4
TRUE,12,-0.384717827,0.248556932,5
TRUE,11,0.120526312,-0.30756301,6
TRUE,9,0.514427668,-0.672578024,7
TRUE,10,1.007066963,-1.063596982,8
FALSE,0,,,
TRUE,20,-1.217162692,1.474709097,1
TRUE,16,-1.206658656,1.45603047,2
TRUE,18,-1.084286635,1.245497222,3
TRUE,12,-0.953511385,1.034006744,4
TRUE,14,-0.901516406,0.95351856,5
TRUE,11,-0.839017391,0.859326332,6
TRUE,10,-0.546479984,0.452280447,7
TRUE,9,-0.422532357,0.294937887,8
FALSE,0,-0.368961773,0.229447059,9
FALSE,0,0.01548595,-0.200864418,10
FALSE,0,0.017586758,-0.203040715,11
FALSE,0,0.486591972,-0.648452186,12
FALSE,0,0.972928846,-1.038522406,13
FALSE,0,1.09320006,-1.125647674,14
FALSE,0,1.257588225,-1.239459688,15
FALSE,0,1.411472355,-1.340849159,16
FALSE,0,1.570608503,-1.440831779,17
FALSE,0,2.087932283,-1.735574693,18
FALSE,0,2.441918302,-1.914178266,19
FALSE,0,,,
FALSE,0,,,
TRUE,20,-0.771266357,0.760240589,1
TRUE,0,-0.558559625,0.468066764,2
TRUE,18,-0.415179532,0.285861621,3
TRUE,12,-0.178838718,0.008361555,4
TRUE,16,-0.062243917,-0.119083512,5
TRUE,14,-0.038609836,-0.144211341,6
TRUE,11,0.481865156,-0.644331752,7
TRUE,10,0.784381397,-0.894856441,8
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.070398927,1.241093187,1
TRUE,18,-0.860196502,0.911816809,2
TRUE,16,-0.820927917,0.853574248,3
TRUE,14,-0.604373221,0.549123349,4
TRUE,10,-0.412072651,0.300440768,5
TRUE,12,-0.377423899,0.257613239,6
TRUE,11,-0.36991667,0.248410001,7
TRUE,9,0.769449772,-0.89337335,8
FALSE,0,0.84971938,-0.958394005,9
FALSE,0,0.925369154,-1.018188459,10
FALSE,0,0.935763779,-1.026294865,11
FALSE,0,1.506313219,-1.434420387,12
FALSE,0,1.886872005,-1.671652796,13
FALSE,0,2.66069412,-2.085909148,14
TRUE,16,-1.028820426,1.173512346,1
TRUE,20,-0.952593172,1.05281475,2
TRUE,18,-0.908127275,0.984253197,3
TRUE,14,-0.717559142,0.704819578,4
TRUE,12,-0.464045778,0.365784222,5
TRUE,11,-0.361254482,0.23782421,6
TRUE,0,0.32883315,-0.504637111,7
TRUE,9,0.472047989,-0.637267714,8
FALSE,10,0.483020094,-0.647167632,9
FALSE,0,0.533260783,-0.692039899,10
FALSE,0,1.167332934,-1.200346403,11
FALSE,0,1.183502351,-1.212050013,12
FALSE,0,1.34173165,-1.323664335,13
FALSE,0,,,
TRUE,0,-1.176655098,1.419687767,1
TRUE,18,-1.128724325,1.338054331,2
TRUE,20,-0.976847298,1.090778513,3
TRUE,14,-0.858464065,0.909226563,4
TRUE,16,-0.813420688,0.842550467,5
TRUE,12,-0.67655812,0.64757762,6
TRUE,11,-0.356057169,0.231489806,7
TRUE,10,-0.109473555,-0.055038859,8
FALSE,0,,,
TRUE,20,-1.40179601,1.690857147,1
TRUE,18,-0.930214985,0.924510794,2
TRUE,16,-0.665431733,0.563678689,3
TRUE,14,-0.651063649,0.545293039,4
TRUE,12,-0.056327624,-0.126097005,5
TRUE,11,0.911465426,-0.940539667,6
TRUE,0,1.161880594,-1.111095146,7
TRUE,10,1.728393599,-1.451625246,8
FALSE,0,,,
TRUE,20,-1.384349051,1.659154346,1
TRUE,18,-0.968187777,0.979936452,2
TRUE,16,-0.479159794,0.333951452,3
TRUE,14,-0.463765419,0.315769499,4
TRUE,12,-0.391925002,0.232451145,5
TRUE,11,-0.085576937,-0.096709274,6
TRUE,10,0.733916966,-0.810931552,7
TRUE,9,0.897097342,-0.930330609,8
FALSE,0,1.800747162,-1.491163367,9
TRUE,20,-1.194485091,1.331888419,1
TRUE,18,-1.09236907,1.168301447,2
TRUE,16,-1.076461549,1.143542636,3
TRUE,14,-0.546381899,0.414747265,4
TRUE,12,0.447068443,-0.584398581,5
TRUE,11,0.452713047,-0.589076987,6
TRUE,10,0.89247903,-0.927038945,7
TRUE,9,1.084395573,-1.059766738,8
FALSE,0,1.277338408,-1.185309214,9
FALSE,0,,,
TRUE,20,-1.222164296,1.528893572,1
TRUE,18,-0.18932467,0.062018917,2
TRUE,16,-0.037056241,-0.112219158,3
TRUE,12,0.558370776,-0.717461862,4
TRUE,14,0.567707991,-0.726096827,5
TRUE,11,0.66395313,-0.813721473,6
TRUE,10,1.058989149,-1.148818781,7
FALSE,0,,,
TRUE,20,-0.987297427,1.143633832,1
TRUE,18,-0.636074494,0.628900322,2
TRUE,16,-0.585078935,0.559578941,3
TRUE,14,-0.241038476,0.123241597,4
TRUE,12,-0.098107262,-0.043414884,5
TRUE,10,0.02686777,-0.182800457,6
TRUE,11,0.324940402,-0.493476864,7
TRUE,9,0.449915433,-0.615369647,8
FALSE,0,1.078381826,-1.164324086,9
FALSE,0,1.772208724,-1.669041104,10
FALSE,0,3.218758799,-2.480567214,11
TRUE,20,-1.341393349,1.738911426,1
TRUE,18,-1.044038964,1.23345316,2
TRUE,16,-0.979396706,1.131284109,3
TRUE,12,-0.840774976,0.920597877,4
TRUE,14,-0.673423354,0.680491944,5
TRUE,11,-0.572150484,0.542206407,6
TRUE,10,-0.405517109,0.325309435,7
TRUE,9,0.044105705,-0.201583675,8
FALSE,0,0.088637038,-0.249625505,9
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.577345203,1.923744337,1
TRUE,18,-1.478659623,1.741037529,2
TRUE,16,-1.312821133,1.454421449,3
TRUE,14,-1.068734906,1.073530772,4
TRUE,12,-1.044209495,1.037680363,5
TRUE,11,-0.516329232,0.355324897,6
FALSE,0,,,
TRUE,20,-1.422601542,1.641403484,1
TRUE,18,-1.273697264,1.390254432,2
TRUE,16,-0.506402281,0.343935465,3
TRUE,14,-0.313702627,0.13184776,4
TRUE,0,-0.200418588,0.014660825,5
TRUE,12,0.267899963,-0.419102663,6
TRUE,0,0.454760233,-0.57243886,7
TRUE,11,0.503227116,-0.610595041,8
FALSE,0,0.746729405,-0.793024636,9
FALSE,0,0.890378238,-0.893904086,10
FALSE,0,1.272273915,-1.140619459,11
FALSE,0,1.696797091,-1.383221661,12
TRUE,20,-1.14114326,1.181847413,1
TRUE,16,-0.478957178,0.312691605,2
TRUE,12,-0.463190843,0.294903666,3
TRUE,18,-0.455599645,0.286380478,4
TRUE,14,-0.402461255,0.227459397,5
TRUE,0,-0.007718935,-0.173132132,6
TRUE,10,0.182061027,-0.345153932,7
TRUE,11,0.475198075,-0.588607033,8
FALSE,0,0.801035671,-0.831721327,9
FALSE,0,0.855925876,-0.870139252,10
FALSE,0,0.907896388,-0.905886585,11
FALSE,0,1.40774761,-1.221379407,12
FALSE,0,1.592272127,-1.326265889,13
FALSE,0,1.609790277,-1.33593191,14
TRUE,18,-1.370137624,1.597682796,1
TRUE,20,-1.349407212,1.5645863,2
TRUE,16,-1.186635091,1.313462754,3
TRUE,11,-0.981634353,1.017747654,4
TRUE,14,-0.844199401,0.831211058,5
TRUE,10,-0.815023266,0.79274388,6
TRUE,12,-0.759742168,0.720905627,7
TRUE,9,-0.508673848,0.410943284,8
FALSE,0,-0.423448822,0.311419009,9
FALSE,0,-0.377381241,0.258750018,10
FALSE,0,-0.292156215,0.163327848,11
FALSE,0,1.200433428,-1.171519217,12
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.067627172,1.139143495,1
TRUE,16,-0.676820521,0.615645844,2
TRUE,18,-0.6461088,0.577399888,3
TRUE,14,-0.306744282,0.179479185,4
TRUE,12,-0.295227387,0.166721957,5
TRUE,11,0.363539029,-0.493148285,6
TRUE,10,0.97009552,-0.999693974,7
TRUE,9,1.021537653,-1.038964371,8
FALSE,0,1.164347156,-1.145269998,9
FALSE,0,1.271070387,-1.222207469,10
FALSE,0,1.55361822,-1.416220305,11
FALSE,0,1.691053172,-1.50583302,12
TRUE,20,-1.375512175,1.606305921,1
TRUE,18,-1.023095176,1.075813711,2
TRUE,16,-0.782008166,0.749677391,3
TRUE,14,-0.108653682,-0.033676608,4
TRUE,12,-0.078709754,-0.064777913,5
TRUE,11,0.341273032,-0.472878573,6
TRUE,9,0.713652649,-0.795731173,7
TRUE,10,0.765862575,-0.838401764,8
FALSE,0,0.969327727,-0.999103827,9
FALSE,0,1.214253703,-1.181508229,10
FALSE,0,2.028882103,-1.714032894,11
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.177007166,1.256409707,1
TRUE,18,-0.677333461,0.585632947,2
TRUE,16,-0.238855343,0.089298309,3
TRUE,0,-0.099495481,-0.053562443,4
TRUE,14,1.531123224,-1.343549902,5
FALSE,0,,,
TRUE,20,-1.517283514,1.794755108,1
TRUE,18,-1.391462498,1.586858997,2
TRUE,16,-1.075736592,1.109937116,3
