qualified,points,normed_divsTimePctOfMean,normed_divsSpeed,clipped_divsRank
TRUE,0,0.093819861,-0.295508984,16
FALSE,4,0.106296557,-0.30838919,17
FALSE,5,0.218586822,-0.421425022,18
FALSE,0,0.226904619,-0.429596872,19
FALSE,0,0.295526447,-0.49599524,20
FALSE,0,0.381823595,-0.57699639,21
FALSE,0,0.688542372,-0.844250057,22
FALSE,0,1.304059376,-1.299444595,23
FALSE,0,2.300115609,-1.86869655,24
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.444972649,2.02911484,1
TRUE,18,-1.289013948,1.700527985,2
TRUE,16,-1.217272946,1.559003458,3
TRUE,14,-1.132015523,1.398027748,4
TRUE,11,-0.67245722,0.645059139,5
TRUE,10,-0.621510711,0.571801017,6
TRUE,8,-0.522736867,0.43474987,7
TRUE,5,-0.486346504,0.38584209,8
TRUE,7,-0.409406878,0.285110493,9
TRUE,6,-0.378215138,0.245273609,10
TRUE,9,-0.343904224,0.202098209,11
TRUE,12,-0.328308354,0.182692406,12
TRUE,1,-0.259686526,0.098893161,13
TRUE,0,-0.181707176,0.006694238,14
TRUE,2,-0.171309929,-0.005363874,15
TRUE,4,-0.143237363,-0.03765141,16
TRUE,0,-0.055900491,-0.135654208,17
TRUE,0,-0.053821042,-0.137943581,18
TRUE,0,0.053270599,-0.253190282,19
TRUE,0,0.069906194,-0.270637179,20
TRUE,0,0.087581513,-0.289044186,21
TRUE,0,0.172838936,-0.375990494,22
TRUE,0,0.250818286,-0.452940803,23
TRUE,0,0.252897736,-0.454960253,24
FALSE,3,0.502431656,-0.685779475,24
FALSE,0,0.680224575,-0.837397646,24
FALSE,0,0.709336865,-0.861290444,24
FALSE,0,0.722853286,-0.872297795,24
FALSE,0,0.724932735,-0.873986448,24
FALSE,0,1.331092217,-1.317338651,24
FALSE,0,2.806461523,-2.100865418,24
FALSE,0,3.311767712,-2.303636905,24
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.340762168,1.944381597,1
TRUE,18,-1.259740282,1.753267086,2
TRUE,14,-1.185920342,1.588639348,3
TRUE,16,-1.126504293,1.462226291,4
TRUE,11,-1.002270734,1.213970313,5
TRUE,12,-1.000470248,1.210522358,6
TRUE,10,-0.934752496,1.087422224,7
TRUE,9,-0.923049335,1.066047536,8
TRUE,8,-0.824922829,0.892981122,9
TRUE,7,-0.792514075,0.838130245,10
TRUE,6,-0.653876626,0.615397854,11
TRUE,5,-0.550348661,0.460665844,12
TRUE,4,-0.40270878,0.255307675,13
TRUE,3,-0.355896135,0.193645528,14
TRUE,1,-0.179448473,-0.025277695,15
TRUE,2,-0.069618806,-0.15168204,16
TRUE,0,-0.017404701,-0.209345692,17
TRUE,0,-0.00570154,-0.222064737,18
TRUE,0,0.044712078,-0.27601808,19
TRUE,0,0.0681184,-0.300616002,20
TRUE,0,0.224760713,-0.458257577,21
TRUE,0,0.253568494,-0.485992342,22
TRUE,0,0.267072142,-0.498864834,23
TRUE,0,0.293179194,-0.523523332,24
FALSE,0,0.422814211,-0.641677573,24
FALSE,0,0.609164548,-0.799941586,24
FALSE,0,0.755003942,-0.915191621,24
FALSE,0,0.904444309,-1.026212379,24
FALSE,0,1.285247172,-1.280862814,24
FALSE,0,1.59943204,-1.465000253,24
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.535214694,2.453817543,1
TRUE,18,-1.218329096,1.659848313,2
TRUE,16,-0.604363251,0.540226824,3
TRUE,14,-0.366699053,0.207735163,4
TRUE,12,-0.271273277,0.086082928,5
TRUE,11,-0.129935098,-0.083145839,6
TRUE,0,-0.116431451,-0.098673566,7
TRUE,10,0.022205998,-0.252097879,8
TRUE,8,0.174347095,-0.408805967,9
TRUE,7,0.20135439,-0.435444639,10
TRUE,4,0.213957795,-0.447759839,11
TRUE,6,0.252668251,-0.485131286,12
TRUE,0,0.266171899,-0.498009188,13
TRUE,9,0.294079437,-0.524368307,14
TRUE,5,0.435417615,-0.652798424,15
TRUE,3,1.195222855,-1.224015497,16
FALSE,2,1.616536661,-1.474436182,17
FALSE,0,4.519820899,-2.528629602,18
TRUE,20,-1.214728124,1.651855082,1
TRUE,18,-1.133706238,1.477272311,2
TRUE,16,-1.012173409,1.233007744,3
TRUE,14,-0.879837663,0.988503862,4
TRUE,12,-0.685385137,0.664394722,5
TRUE,11,-0.635871762,0.587808757,6
TRUE,7,-0.230762334,0.036288696,7
TRUE,10,-0.117331694,-0.097641724,8
TRUE,8,-0.003901054,-0.224014941,9
TRUE,6,0.060016212,-0.292133241,10
TRUE,9,0.071719373,-0.304375346,11
TRUE,5,0.16444442,-0.398952387,12
TRUE,2,0.303081869,-0.532798725,13
TRUE,3,0.490332449,-0.700528908,14
TRUE,4,0.592960171,-0.786686621,15
TRUE,0,0.881037987,-1.009270352,16
TRUE,1,1.54271672,-1.433297826,17
TRUE,0,2.75624452,-1.995902125,18
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.528724498,1.920503918,1
TRUE,16,-1.346056604,1.588250707,2
TRUE,18,-1.201282581,1.345118461,3
TRUE,14,-1.009869947,1.047888269,4
TRUE,12,-0.904933071,0.895516308,5
TRUE,11,-0.809712573,0.763190378,6
TRUE,10,-0.542512195,0.419175068,7
TRUE,9,-0.262194708,0.096210177,8
FALSE,0,-0.134910165,-0.039236716,9
FALSE,0,0.100226168,-0.273173547,10
FALSE,0,0.574871202,-0.689955384,11
FALSE,0,0.904256395,-0.942706857,12
FALSE,0,1.06506244,-1.056845539,13
FALSE,0,1.938564766,-1.59029866,14
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.740055706,2.345488938,1
TRUE,18,-1.221686973,1.37838241,2
TRUE,14,-1.102661351,1.188723762,3
TRUE,16,-0.919507637,0.916258897,4
TRUE,12,-0.676112384,0.586389724,5
TRUE,11,-0.38607852,0.234550311,6
TRUE,10,-0.348184648,0.191524158,7
TRUE,9,-0.095558836,-0.079813339,8
FALSE,0,-0.063494791,-0.1124391,9
FALSE,0,-0.024629282,-0.15147042,10
FALSE,0,0.010835496,-0.186603538,11
FALSE,0,0.035126439,-0.210406147,12
FALSE,0,0.042899541,-0.217978687,13
FALSE,0,0.277064236,-0.436499106,14
FALSE,0,0.327589398,-0.481333726,15
FALSE,0,0.418923345,-0.560428786,16
FALSE,0,0.75170927,-0.828977565,17
FALSE,0,0.764340561,-0.838605963,18
FALSE,0,1.56739915,-1.379804227,19
FALSE,0,1.912330547,-1.576115872,20
FALSE,0,2.222768804,-1.73774571,21
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.391723577,1.668524127,1
TRUE,18,-1.310106007,1.526296413,2
TRUE,16,-1.280471056,1.476025346,3
TRUE,14,-0.804854384,0.756583867,4
TRUE,11,-0.671740014,0.580769879,5
TRUE,12,-0.670768377,0.579522415,6
TRUE,10,-0.426401486,0.281044486,7
TRUE,9,-0.324865342,0.165361498,8
FALSE,0,-0.315148965,0.154530242,9
FALSE,0,-0.308347501,0.146972623,10
FALSE,0,-0.259279795,0.093034315,11
FALSE,0,-0.114019953,-0.06085163,12
FALSE,0,0.058931564,-0.233529811,13
FALSE,0,0.079821775,-0.253658603,14
FALSE,0,0.641428387,-0.743223758,15
FALSE,0,1.008707451,-1.017490103,16
FALSE,0,1.144250916,-1.111013558,17
FALSE,0,1.217123746,-1.159728029,18
FALSE,0,1.368213414,-1.257421727,19
FALSE,0,1.829741339,-1.530800786,20
FALSE,0,1.933706577,-1.5876798,21
FALSE,0,,,
TRUE,20,-1.28855251,1.634047492,1
TRUE,18,-0.931372577,1.041844734,2
TRUE,0,-0.911196001,1.010938171,3
TRUE,16,-0.598186411,0.561776653,4
TRUE,14,-0.411144095,0.317965535,5
TRUE,12,-0.317350281,0.201889067,6
TRUE,11,-0.001614126,-0.161584407,7
TRUE,10,0.252501673,-0.42688943,8
FALSE,0,0.345204862,-0.51827304,9
FALSE,0,0.46244713,-0.630014222,10
FALSE,0,0.470626823,-0.63765589,11
FALSE,0,0.495711216,-0.660967867,12
FALSE,0,0.549151877,-0.710024891,13
FALSE,0,0.598230036,-0.754363108,14
FALSE,0,0.854527087,-0.975390937,15
FALSE,0,0.885064608,-1.000607782,16
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.376347883,1.794028693,1
TRUE,18,-1.148952414,1.391922122,2
TRUE,16,-1.048614845,1.22655652,3
TRUE,12,-0.913922565,1.015100026,4
TRUE,9,-0.839760014,0.903505463,5
TRUE,10,-0.801588113,0.847340334,6
TRUE,14,-0.741058384,0.759992671,7
TRUE,11,-0.69470679,0.694486423,8
FALSE,0,-0.449315996,0.366356193,9
FALSE,0,-0.288448698,0.166907691,10
FALSE,0,-0.265545557,0.139442878,11
FALSE,0,-0.005431316,-0.157423835,12
FALSE,0,0.064914045,-0.233237625,13
FALSE,0,0.086181247,-0.255805484,14
FALSE,0,0.3086689,-0.482584593,15
FALSE,0,0.373561132,-0.545683615,16
FALSE,0,0.40737053,-0.57804176,17
FALSE,0,0.663667581,-0.812444445,18
FALSE,0,1.417835287,-1.406542677,19
FALSE,0,2.552086066,-2.099688422,20
FALSE,0,3.393503831,-2.504208424,21
TRUE,18,-1.144044598,1.383670229,1
TRUE,16,-1.079697679,1.277043172,2
TRUE,20,-1.000082,1.149015451,3
TRUE,12,-0.828308444,0.886566609,4
TRUE,14,-0.787955291,0.827485867,5
TRUE,11,-0.590552031,0.551486952,6
TRUE,10,-0.526205111,0.465927877,7
TRUE,9,-0.272089312,0.147267032,8
FALSE,0,-0.193564258,0.05456795,9
FALSE,0,0.667484771,-0.815796627,10
FALSE,0,1.207344517,-1.253467103,11
FALSE,0,1.687765159,-1.5903647,12
FALSE,0,1.711758926,-1.60607092,13
TRUE,18,-1.703018461,2.290173022,1
TRUE,20,-1.578152604,2.053732389,2
TRUE,16,-1.096358873,1.244541909,3
TRUE,14,-0.89610231,0.949405282,4
TRUE,11,-0.84014827,0.870697666,5
TRUE,10,-0.768291503,0.771888742,6
TRUE,12,-0.670519181,0.641380387,7
TRUE,0,-0.422554437,0.329334516,8
FALSE,9,-0.381325145,0.279917248,9
FALSE,0,-0.136894339,0.000171179,10
FALSE,0,-0.119224643,-0.019216017,11
FALSE,0,0.186461111,-0.338306482,12
FALSE,0,0.240648181,-0.391833605,13
FALSE,0,0.808434437,-0.904735226,14
FALSE,0,0.808434437,-0.904735226,14
TRUE,20,-0.810109786,0.829086777,1
TRUE,16,-0.595717465,0.544470008,2
TRUE,18,-0.582759687,0.527932895,3
TRUE,14,-0.358354539,0.252674278,4
TRUE,12,-0.330083024,0.219424582,5
TRUE,11,0.110481415,-0.261766121,6
TRUE,9,0.202363838,-0.354105747,7
TRUE,10,0.272453635,-0.422850629,8
FALSE,0,0.406743331,-0.550645436,9
FALSE,0,0.51806242,-0.652854017,10
FALSE,0,0.675322721,-0.791811874,11
FALSE,0,0.769561104,-0.872187251,12
FALSE,0,1.208947563,-1.22087437,13
FALSE,0,3.07310057,-2.342903229,14
FALSE,0,3.083113398,-2.34774682,15
FALSE,0,,,
TRUE,20,-1.563427857,2.026644478,1
TRUE,16,-1.017434228,1.12563207,2
TRUE,14,-0.861351906,0.900338708,3
TRUE,18,-0.793618069,0.806429052,4
TRUE,11,-0.540352415,0.474317292,5
TRUE,10,-0.372490296,0.269414867,6
TRUE,12,-0.277662924,0.158578266,7
TRUE,9,-0.110389794,-0.028869176,8
FALSE,0,0.199418889,-0.351185647,9
FALSE,0,0.24771606,-0.398751682,10
FALSE,0,0.322517776,-0.471084726,11
FALSE,0,0.485667976,-0.62344857,12
FALSE,0,0.692403428,-0.806536982,13
FALSE,0,1.11588716,-1.15039807,14
FALSE,0,1.398602308,-1.359338712,15
TRUE,20,-1.128598401,1.223693153,1
TRUE,18,-0.100660422,-0.091680441,2
TRUE,16,-0.02824209,-0.163722188,3
TRUE,14,0.237291791,-0.410737698,4
TRUE,12,0.320774034,-0.483276615,5
TRUE,10,0.614470599,-0.721243137,6
TRUE,11,0.657720436,-0.754188705,7
TRUE,9,1.014280136,-1.00765734,8
FALSE,0,1.244107757,-1.155623029,9
FALSE,0,1.565967007,-1.345353846,10
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.506280115,1.903006863,1
TRUE,16,-1.326240097,1.56162346,2
TRUE,18,-1.321713951,1.553475157,3
TRUE,12,-1.165310472,1.283810118,4
TRUE,14,-1.131615832,1.228590919,5
TRUE,0,-0.959622295,0.961175847,6
TRUE,11,-0.369211733,0.195265778,7
TRUE,9,-0.358650727,0.183350296,8
FALSE,10,-0.141898638,-0.049691303,9
FALSE,0,-0.11926791,-0.072822483,10
FALSE,0,-0.093619751,-0.098778369,11
FALSE,0,0.419343429,-0.566032745,12
FALSE,0,0.541549363,-0.664524937,13
FALSE,0,0.68085407,-0.771603804,14
FALSE,0,0.821667491,-0.874608961,15
FALSE,0,1.141012216,-1.090625005,16
FALSE,0,1.16515166,-1.106039858,17
FALSE,0,2.751817181,-1.907935429,18
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.339818534,1.586190221,1
TRUE,0,-1.312158755,1.536339373,2
TRUE,18,-1.048636494,1.096647579,3
TRUE,16,-0.772038701,0.694492411,4
TRUE,14,-0.558806948,0.418879237,5
TRUE,11,-0.339540334,0.161927056,6
TRUE,12,-0.086579079,-0.105855837,7
TRUE,0,-0.061936731,-0.130467129,8
FALSE,10,0.605418308,-0.714282887,9
FALSE,9,1.48902253,-1.301715721,10
FALSE,0,,,
TRUE,20,-1.739645011,2.46159249,1
TRUE,18,-1.268289266,1.530769089,2
TRUE,14,-0.808852862,0.80578974,3
TRUE,16,-0.795849945,0.787358224,4
TRUE,12,-0.696160913,0.649405965,5
TRUE,11,-0.664737197,0.60711468,6
TRUE,10,-0.265439284,0.114445334,7
TRUE,9,0.058008279,-0.232186084,8
FALSE,0,0.151195851,-0.324612894,9
FALSE,0,0.238965542,-0.408892706,10
FALSE,0,0.396625912,-0.553919455,11
FALSE,0,0.586251786,-0.718299902,12
FALSE,0,1.138875763,-1.143312737,13
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.401569166,1.771940101,1
TRUE,16,-1.329511334,1.639609404,2
TRUE,18,-1.272623572,1.538369441,3
TRUE,12,-0.660402891,0.60132503,4
TRUE,14,-0.639814939,0.57396694,5
TRUE,11,-0.21830371,0.06125878,6
TRUE,10,0.072094772,-0.246358034,7
TRUE,9,0.094849877,-0.269098833,8
FALSE,0,0.107311006,-0.281473085,9
FALSE,0,0.261720647,-0.430319556,10
FALSE,0,0.3879573,-0.54614929,11
FALSE,0,0.506608919,-0.650536765,12
FALSE,0,1.348547802,-1.286463106,13
FALSE,0,3.429556327,-2.340352592,14
TRUE,20,-1.384231944,1.739671684,1
TRUE,18,-0.969222173,1.041924839,2
TRUE,16,-0.548252731,0.455084276,3
TRUE,12,-0.441520453,0.32200139,4
TRUE,14,-0.410096737,0.283895585,5
TRUE,9,-0.12728329,-0.038776042,6
TRUE,11,-0.095317785,-0.073099089,7
TRUE,10,-0.024885318,-0.147296362,8
FALSE,0,0.020624892,-0.194221482,9
FALSE,0,0.246008789,-0.415543149,10
FALSE,0,0.312648739,-0.477660769,11
FALSE,0,0.421006381,-0.575649838,12
FALSE,0,0.469225532,-0.618099791,13
FALSE,0,0.508776072,-0.65240467,14
FALSE,0,0.806217801,-0.896479697,15
FALSE,0,1.946140201,-1.649875217,16
FALSE,0,2.252792329,-1.814441847,17
FALSE,0,,,
TRUE,18,-1.635198442,1.854939495,1
TRUE,20,-1.500153645,1.649654847,2
TRUE,14,-1.226770276,1.261358361,3
TRUE,16,-1.105724025,1.100122904,4
TRUE,12,-0.71211785,0.615887355,5
TRUE,11,-0.373682414,0.242606063,6
TRUE,0,-0.263340934,0.128504818,7
TRUE,10,0.174731212,-0.291906414,8
FALSE,9,0.499991545,-0.574077608,9
FALSE,0,0.513990091,-0.585704275,10
FALSE,0,0.791490679,-0.808032494,11
FALSE,0,1.112633794,-1.047335265,12
FALSE,0,1.318494764,-1.191513523,13
FALSE,0,1.6569302,-1.414373995,14
FALSE,0,1.94760589,-1.592969069,15
FALSE,0,,,
TRUE,20,-1.636845329,1.857501847,1
TRUE,18,-1.316525659,1.385023775,2
TRUE,16,-1.096666143,1.088304789,3
TRUE,14,-0.694825528,0.59590769,4
TRUE,12,-0.476612899,0.352299653,5
TRUE,11,-0.029482871,-0.102102669,6
TRUE,10,0.144263788,-0.264236896,7
TRUE,9,0.261192819,-0.369237154,8
FALSE,0,0.41188305,-0.49994742,9
FALSE,0,0.485992999,-0.562409918,10
FALSE,0,0.558456061,-0.62236638,11
FALSE,0,0.75772948,-0.781787037,12
FALSE,0,0.90183216,-0.892330088,13
FALSE,0,1.185096855,-1.098870143,14
FALSE,0,1.495535199,-1.310198697,15
TRUE,16,-1.698603621,1.954649571,1
TRUE,18,-1.476273772,1.614320453,2
TRUE,20,-1.461451782,1.592530527,3
TRUE,14,-0.759054151,0.670638551,4
TRUE,0,-0.749172824,0.65904823,5
TRUE,12,-0.571308946,0.456117701,6
TRUE,11,-0.218874964,0.08350828,7
TRUE,10,-0.047598637,-0.084759443,8
FALSE,9,-0.001485779,-0.128739873,9
FALSE,0,0.206845523,-0.320833166,10
FALSE,0,0.228255064,-0.339983215,11
FALSE,0,0.396237616,-0.486610023,12
FALSE,0,0.443173917,-0.526463567,13
FALSE,0,0.685266419,-0.724719671,14
FALSE,0,1.33249331,-1.201072174,15
FALSE,0,1.541648056,-1.340344732,16
FALSE,0,,,
TRUE,20,-0.951977041,1.184562157,1
TRUE,18,-0.922037404,1.124585824,2
TRUE,14,-0.914552495,1.109791899,3
TRUE,16,-0.912889182,1.106515081,4
TRUE,12,-0.87463298,1.032206365,5
TRUE,0,-0.673372091,0.672031087,6
TRUE,11,-0.643432455,0.622480285,7
TRUE,10,-0.401420395,0.254786953,8
TRUE,9,-0.073747708,-0.165229269,9
TRUE,8,0.018566171,-0.27025883,10
TRUE,7,0.21483712,-0.477179385,11
TRUE,6,0.38449506,-0.640089145,12
TRUE,5,1.202013463,-1.26758607,13
TRUE,20,-1.216443829,1.776702169,1
TRUE,18,-0.991064899,1.26484663,2
TRUE,16,-0.909562556,1.09997309,3
TRUE,14,-0.776497506,0.850426737,4
TRUE,12,-0.690836879,0.701388348,5
TRUE,11,-0.60101797,0.553912754,6
TRUE,10,-0.186021344,-0.030091576,7
TRUE,9,-0.05877789,-0.18262108,8
TRUE,7,0.332100696,-0.591235403,9
TRUE,0,0.759572171,-0.956431789,10
TRUE,5,0.848559423,-1.023857362,11
TRUE,8,1.098888049,-1.200170171,12
TRUE,4,1.151282413,-1.234778646,13
TRUE,6,1.347553362,-1.358058999,14
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.069240617,1.432523966,1
TRUE,18,-0.621809384,0.587289559,2
TRUE,16,-0.398093768,0.250106244,3
TRUE,14,-0.289146758,0.101832316,4
TRUE,10,0.099236858,-0.357882209,5
TRUE,9,0.366198615,-0.623171535,6
TRUE,12,0.438552736,-0.689202924,7
TRUE,11,0.494273726,-0.738508549,8
TRUE,8,1.824924231,-1.621461869,9
TRUE,7,3.595521058,-2.298146654,10
TRUE,20,-0.971219755,1.113291738,1
TRUE,18,-0.70875046,0.693023428,2
TRUE,16,-0.614849806,0.555905737,3
TRUE,14,-0.447412497,0.326564875,4
TRUE,12,-0.425917167,0.298435386,5
TRUE,10,-0.305995851,0.14659635,6
TRUE,11,-0.28789452,0.124400325,7
TRUE,9,-0.044657888,-0.156980307,8
TRUE,8,0.135224086,-0.346720249,9
TRUE,7,0.897742643,-1.01471187,10
TRUE,6,0.970147966,-1.068739664,11
TRUE,4,1.359326577,-1.336880379,12
TRUE,3,2.055096477,-1.73883902,13
TRUE,5,2.26326178,-1.843404231,14
TRUE,20,-1.03004908,1.215821247,1
TRUE,18,-0.938411093,1.057518737,2
TRUE,16,-0.845641773,0.905003983,3
TRUE,14,-0.777761783,0.798022455,4
TRUE,12,-0.527737152,0.434268676,5
TRUE,11,-0.370481842,0.227191132,6
TRUE,10,0.130698753,-0.342121537,7
TRUE,9,0.950915302,-1.054524465,8
TRUE,0,1.307285251,-1.303049196,9
TRUE,8,1.518844554,-1.437031282,10
TRUE,7,1.798283847,-1.600553593,11
TRUE,20,-1.292518376,1.716870119,1
TRUE,18,-1.155627062,1.44619017,2
TRUE,16,-1.104717069,1.350837451,3
TRUE,11,-0.816227111,0.858181734,4
TRUE,14,-0.810570445,0.849259433,5
TRUE,9,-0.807176446,0.843918619,6
TRUE,12,-0.648789802,0.604726012,7
TRUE,8,-0.365956509,0.221456433,8
TRUE,10,-0.322965848,0.167573286,9
TRUE,7,-0.053708554,-0.147042309,10
TRUE,6,0.201972743,-0.413557441,11
TRUE,5,0.439552709,-0.637263224,12
TRUE,4,1.646685202,-1.513638558,13
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.316860987,1.691505034,1
TRUE,14,-1.023739355,1.166357911,2
TRUE,18,-0.885867915,0.945018493,3
TRUE,16,-0.849951826,0.889753819,4
TRUE,12,-0.764216644,0.761590671,5
TRUE,9,-0.234743972,0.071565328,6
TRUE,10,0.047950409,-0.237968082,7
TRUE,11,0.17655318,-0.367664474,8
TRUE,7,0.956279894,-1.034775412,9
TRUE,8,1.045490826,-1.100191647,10
TRUE,0,1.102261419,-1.140829754,11
TRUE,0,2.93166481,-2.140272406,12
TRUE,20,-1.261248978,1.585599437,1
TRUE,18,-1.078192781,1.25802832,2
TRUE,16,-1.007519185,1.139531161,3
TRUE,14,-0.982030348,1.09780882,4
TRUE,12,-0.41780017,0.29222557,5
TRUE,11,-0.34249224,0.199362577,6
TRUE,10,0.043316074,-0.233171682,7
TRUE,9,0.177711764,-0.368803815,8
TRUE,8,0.295887284,-0.482414537,9
TRUE,7,0.599436168,-0.752390397,10
TRUE,18,-0.75958231,0.754809413,1
TRUE,20,-0.706287468,0.677868914,2
TRUE,16,-0.635613873,0.578715093,3
TRUE,12,-0.071383695,-0.111605948,4
TRUE,14,0.171918846,-0.363102034,5
TRUE,11,0.740783358,-0.868418521,6
TRUE,10,1.01073332,-1.074934414,7
TRUE,9,1.42434764,-1.357863009,8
TRUE,8,1.613196755,-1.475334429,9
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.143285494,1.683264214,1
TRUE,18,-0.945877545,1.258223036,2
TRUE,16,-0.292656858,0.159366246,3
TRUE,14,-0.074177274,-0.130172265,4
TRUE,12,0.072215138,-0.307538607,5
TRUE,11,0.349473494,-0.612054457,6
TRUE,10,0.480339438,-0.743204305,7
TRUE,9,0.597896981,-0.854893907,8
TRUE,8,3.206343593,-2.418769758,9
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
FALSE,0,,,
TRUE,20,-0.806139334,0.987398839,1
TRUE,18,-0.653092721,0.715391189,2
TRUE,16,-0.585441682,0.602533913,3
TRUE,14,-0.524444844,0.504356418,4
TRUE,14,-0.381379532,0.286449104,5
TRUE,10,-0.287111691,0.151615802,6
TRUE,0,-0.162899948,-0.016389188,7
TRUE,11,0.065560937,-0.299741729,8
TRUE,8,0.34503736,-0.607475828,9
TRUE,9,0.402707098,-0.666306895,10
TRUE,0,2.152761841,-1.942143864,11
FALSE,0,,,
FALSE,0,,,
TRUE,20,-0.919260743,1.204848988,1
TRUE,18,-0.841628403,1.054033043,2
TRUE,14,-0.635348186,0.685372744,3
TRUE,16,-0.63313012,0.681641545,4
TRUE,12,-0.328145928,0.209497233,5
TRUE,11,1.541684424,-1.58530151,6
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.082437653,1.439712687,1
TRUE,18,-0.859021856,1.017249585,2
TRUE,16,-0.853079946,1.006729067,3
TRUE,12,-0.744937193,0.821141465,4
TRUE,14,-0.708097354,0.760364814,5
TRUE,11,-0.632040913,0.638594621,6
TRUE,9,-0.375350423,0.261130073,7
TRUE,10,-0.312366182,0.175656397,8
TRUE,8,-0.160253299,-0.020434967,9
TRUE,7,0.498110273,-0.730304139,10
TRUE,6,0.570601569,-0.797102579,11
TRUE,20,-0.990932246,1.26009605,1
TRUE,18,-0.893484931,1.078960601,2
TRUE,14,-0.629664149,0.6348673,3
TRUE,16,-0.628475767,0.633005375,4
TRUE,12,-0.512014341,0.45597946,5
TRUE,11,-0.406248352,0.304032535,6
TRUE,10,-0.031908054,-0.175399091,7
TRUE,9,0.048901915,-0.268439335,8
TRUE,8,0.590804061,-0.815376639,9
TRUE,7,0.644281247,-0.863050386,10
TRUE,5,1.031693746,-1.180673944,11
TRUE,6,1.280065562,-1.361734482,12
TRUE,3,2.74296368,-2.174677739,13
TRUE,4,3.035305627,-2.299071438,14
FALSE,0,,,
TRUE,20,-1.172754677,1.626813668,1
TRUE,18,-0.983801955,1.246497511,2
TRUE,16,-0.887543021,1.068235737,3
TRUE,14,-0.83050069,0.967065575,4
TRUE,12,-0.409813498,0.30902498,5
TRUE,10,-0.393176151,0.28580186,6
TRUE,11,-0.3111778,0.174068654,7
TRUE,9,-0.299293981,0.158241149,8
TRUE,7,-0.116283169,-0.074556664,9
TRUE,8,0.095248809,-0.320309879,10
TRUE,5,0.253303602,-0.489524366,11
TRUE,6,0.500487037,-0.732525232,12
TRUE,4,0.548022313,-0.776504025,13
TRUE,3,1.40365728,-1.446112591,14
TRUE,2,1.981210883,-1.797471669,15
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.396653373,1.730606968,1
TRUE,18,-0.862572418,0.907567499,2
TRUE,14,-0.822082526,0.851311743,3
TRUE,16,-0.48273867,0.408823987,4
TRUE,12,-0.326563373,0.221111093,5
TRUE,11,0.787872699,-0.889865029,6
TRUE,10,1.131072735,-1.167992196,7
TRUE,9,2.164529023,-1.8748499,8
FALSE,0,,,
FALSE,0,,,
TRUE,20,-1.78227139,2.436898169,1
TRUE,18,-0.972473553,1.064299032,2
TRUE,16,-0.48466676,0.411200759,3
TRUE,9,-0.442248778,0.359252261,4
TRUE,12,-0.343916184,0.241509686,5
TRUE,14,-0.276433031,0.162804755,6
TRUE,10,-0.237871229,0.118573104,7
TRUE,11,-0.166531895,0.038129415,8
TRUE,8,0.16317151,-0.311799986,9
TRUE,7,0.965256987,-1.036741964,10
TRUE,6,2.226227906,-1.911849695,11
TRUE,0,2.717890878,-2.189294678,12
FALSE,0,,,
TRUE,20,-1.203844364,1.414897297,1
TRUE,18,-0.841363427,0.87800256,2
TRUE,16,-0.70254094,0.689684596,3
TRUE,12,-0.567574634,0.51482501,4
TRUE,9,-0.301498202,0.191843009,5
TRUE,10,-0.291857751,0.180647399,6
TRUE,14,-0.286073481,0.173946288,7
TRUE,11,-0.145322904,0.014553456,8
TRUE,8,0.039773744,-0.184864932,9
TRUE,0,0.062910825,-0.209020178,10
TRUE,7,0.086047906,-0.23300974,11
TRUE,6,0.228726573,-0.377384651,12
TRUE,5,0.298137816,-0.445480332,13
TRUE,3,0.905486194,-0.988020181,14
TRUE,4,1.159994086,-1.190314624,15
FALSE,0,,,
TRUE,20,-1.489275357,1.792705225,1
TRUE,18,-1.443827747,1.710696017,2
TRUE,16,-0.925841521,0.893201767,3
TRUE,14,-0.845434211,0.782903739,4
TRUE,12,-0.686367575,0.57574566,5
TRUE,9,-0.654903844,0.536407989,6
TRUE,11,-0.53137957,0.386868116,7
TRUE,10,-0.522639645,0.376573258,8
FALSE,0,-0.455050891,0.298183795,9
FALSE,0,-0.360659701,0.192214273,10
