id,divsRank,finalRank,swimmer,swimmerage,school,event,seedTime,divsTime,finalTime,qualified,year,points,divsSpeed,divsTimePctOfMean,normed_divsTimePctOfMean,normed_divsSpeed,clipped_divsRank,designation
2817,30.0,,1341.0,15.0,5,6,64.85,62.94,,False,2018,0,0.7944073721004131,1.3294683414509103,1.7153959004535315,-1.3892424840772328,24.0,
2818,,,1342.0,15.0,3,6,53.7,,,False,2018,0,,,,,,
2819,,,1343.0,15.0,17,6,67.12,,,False,2018,0,,,,,,
2820,,,1344.0,15.0,43,6,75.41,,,False,2018,0,,,,,,
2821,,,1345.0,15.0,10,6,69.5,,,False,2018,0,,,,,,
2822,,,1346.0,15.0,45,6,118.9,,,False,2018,0,,,,,,
2823,,,1347.0,15.0,16,6,53.53,,,False,2018,0,,,,,,
2824,,,1348.0,15.0,3,6,80.75,,,False,2018,0,,,,,,
2825,,,1349.0,15.0,3,6,53.37,,,False,2018,0,,,,,,
2826,,,1350.0,15.0,3,6,61.5,,,False,2018,0,,,,,,
2827,,,1351.0,15.0,3,6,54.03,,,False,2018,0,,,,,,
2828,,,1352.0,15.0,56,6,47.66,,,False,2018,0,,,,,,
208,1.0,1.0,208.0,16.0,17,7,31.6,31.41,30.89,True,2017,20,1.591849729385546,0.6813796799632496,-1.5271108976809804,2.2147875095531036,1.0,
209,2.0,2.0,209.0,16.0,48,7,34.94,33.05,32.26,True,2017,18,1.5128593040847202,0.716956333103642,-1.3565960519629072,1.8392536104466848,2.0,
210,3.0,3.0,210.0,16.0,3,7,36.26,34.29,33.8,True,2017,16,1.458151064450277,0.7438557537707681,-1.2276701930053395,1.5791613465434546,3.0,
211,4.0,4.0,211.0,16.0,3,7,38.71,37.46,37.48,True,2017,14,1.3347570742124932,0.8126228211214049,-0.8980774729283315,0.9925253573862987,4.0,
212,5.0,6.0,212.0,16.0,36,7,42.25,40.1,39.53,True,2017,11,1.2468827930174564,0.8698925554449636,-0.6235901603089942,0.5747560983568621,5.0,
213,6.0,5.0,213.0,16.0,33,7,42.08,40.42,38.1,True,2017,12,1.2370113805047005,0.8768343414235767,-0.5903189709005897,0.5278257265240069,6.0,
214,7.0,9.0,214.0,16.0,16,7,41.7,40.84,40.55,True,2017,8,1.2242899118511263,0.8859454355205066,-0.5466505348020582,0.46734570369031747,7.0,
215,8.0,7.0,215.0,16.0,36,7,44.31,42.49,39.8,True,2017,10,1.1767474699929394,0.9217390194727307,-0.37509596441497267,0.24132085958989585,8.0,
216,9.0,10.0,216.0,16.0,38,7,44.03,43.01,41.86,True,2017,7,1.162520344106022,0.9330194216879771,-0.3210302816263153,0.1736826865196192,9.0,
217,10.0,8.0,217.0,16.0,36,7,45.1,43.09,39.83,True,2017,9,1.1603620329542816,0.9347548681826305,-0.3127124842742136,0.16342170869590047,10.0,
218,11.0,11.0,218.0,16.0,3,7,43.11,43.58,41.97,True,2017,6,1.1473152822395596,0.9453844779623818,-0.261765975492595,0.10139523969146265,11.0,
219,12.0,12.0,219.0,16.0,33,7,45.75,43.88,43.05,True,2017,5,1.1394712853236098,0.9518924023173317,-0.23057423542221522,0.06410354598039497,12.0,
220,13.0,17.0,220.0,16.0,33,7,42.09,44.35,45.49,True,2017,0,1.1273957158962795,0.9620881504734199,-0.18170717597862082,0.006694237779997392,13.0,
221,14.0,13.0,221.0,16.0,5,7,45.47,44.55,43.62,True,2017,4,1.122334455667789,0.966426766710053,-0.16091268259836852,-0.01736785304631214,14.0,
222,15.0,18.0,222.0,16.0,33,7,47.38,45.47,46.31,True,2017,0,1.0996261271167804,0.9863844013985659,-0.06525801304920552,-0.12532710418938345,15.0,
223,16.0,15.0,223.0,16.0,33,7,47.3,45.56,45.13,True,2017,2,1.0974539069359086,0.988336778705051,-0.05590049102809096,-0.13565420790016594,16.0,
224,17.0,14.0,224.0,16.0,43,7,46.59,46.63,44.79,True,2017,3,1.072271070126528,1.0115483755710388,0.05535004855626194,-0.2553776916207749,17.0,
225,18.0,16.0,225.0,16.0,3,7,46.88,46.93,45.48,True,2017,1,1.0654165778819518,1.0180562999259886,0.08654178862664065,-0.28796511204796266,18.0,
226,19.0,20.0,226.0,16.0,3,7,59.26,47.1,48.43,True,2017,0,1.0615711252653928,1.0217441237271268,0.10421710799985529,-0.30624704697141325,19.0,
227,20.0,19.0,227.0,16.0,3,7,48.98,47.13,48.13,True,2017,0,1.0608953957139826,1.0223949161626218,0.10733628200689348,-0.3094595800374915,20.0,
228,21.0,21.0,228.0,16.0,26,7,54.19,47.2,49.38,True,2017,0,1.059322033898305,1.0239134318454435,0.11461435468998223,-0.3169396093587214,21.0,
229,22.0,22.0,229.0,16.0,33,7,51.32,50.02,49.96,True,2017,0,0.9996001599360256,1.0850879207819721,0.4078167113515476,-0.6008675424668676,22.0,
230,23.0,24.0,230.0,16.0,33,7,56.31,51.05,51.39,True,2017,0,0.9794319294809012,1.107431794400633,0.5149083522598489,-0.6967507358038518,23.0,
231,24.0,23.0,231.0,16.0,52,7,53.9,51.62,50.22,True,2017,0,0.9686168151879118,1.1197968506750378,0.5741726583935691,-0.7481676261960779,24.0,
232,25.0,,232.0,16.0,33,7,63.99,53.25,,False,2017,0,0.9389671361502347,1.1551565730035989,0.743647779442631,-0.8891272366028888,24.0,
233,26.0,,233.0,16.0,33,7,56.41,58.56,,False,2017,0,0.8538251366120219,1.2703468340862112,1.295741578688344,-1.2939067645334434,24.0,
234,27.0,,234.0,16.0,27,7,60.47,65.92,,False,2017,0,0.7584951456310679,1.4300079115943143,2.060978935081649,-1.7471217343037497,24.0,
235,28.0,,235.0,16.0,27,7,66.47,66.86,,False,2017,0,0.7478312892611427,1.4503994079064904,2.1587130539688366,-1.7978195188372248,24.0,
236,29.0,,236.0,16.0,36,7,64.56,80.8,,False,2017,0,0.6188118811881188,1.7528009595998268,3.6080892425724604,-2.4111996999103646,24.0,
237,,,237.0,16.0,33,7,50.99,,,False,2017,0,,,,,,
238,,,238.0,16.0,52,7,37.94,,,False,2017,0,,,,,,
239,,,239.0,16.0,30,7,59.69,,,False,2017,0,,,,,,
240,,,240.0,16.0,16,7,60.78,,,False,2017,0,,,,,,
241,,,241.0,16.0,46,7,54.13,,,False,2017,0,,,,,,
1358,1.0,3.0,759.0,16.0,38,7,30.67,31.3,32.23,True,2016,16,1.5974440894568689,0.6789934410331012,-1.5385478690401198,2.241384047583988,1.0,
1359,2.0,4.0,760.0,16.0,35,7,34.47,32.68,32.6,True,2016,14,1.5299877600979193,0.7089298930658705,-1.3950658647163752,1.9206851997540304,2.0,
1360,3.0,2.0,247.0,16.0,5,7,,32.86,32.15,True,2016,18,1.5216068167985393,0.7128346476788404,-1.3763508206741477,1.8808407717310167,3.0,
1361,4.0,1.0,245.0,16.0,3,7,36.32,32.99,31.54,True,2016,20,1.5156107911488328,0.7156547482326521,-1.362834399976983,1.8523346473140259,4.0,
1362,5.0,,761.0,16.0,29,7,34.25,35.78,,True,2016,0,1.397428731134712,0.7761784447336857,-1.0727512173224558,1.2904770597328685,5.0,
1363,6.0,5.0,253.0,16.0,3,7,40.08,38.81,38.81,True,2016,12,1.2883277505797475,0.8419084807186793,-0.7577146426116247,0.7717924664026551,6.0,
1364,7.0,,762.0,16.0,33,7,41.09,39.62,,True,2016,0,1.2619888944977284,0.8594798764770437,-0.6734969444216015,0.6465730706997683,7.0,
1365,8.0,9.0,213.0,16.0,33,7,41.5,40.07,43.02,True,2016,8,1.2478163214374844,0.8692417630094686,-0.6267093343160318,0.5791942510337805,8.0,
1366,9.0,,763.0,16.0,3,7,42.4,40.99,,True,2016,0,1.2198097096852891,0.8891993976979815,-0.5310546647668688,0.4460460615917417,9.0,
1367,10.0,6.0,764.0,16.0,5,7,41.53,41.01,41.03,True,2016,11,1.21921482565228,0.8896332593216447,-0.5289752154288441,0.44321788185247185,10.0,
1368,11.0,8.0,214.0,14.0,16,7,42.57,41.22,42.36,True,2016,9,1.21300339640951,0.8941888063701097,-0.5071409973795784,0.41368769216584095,11.0,
1369,12.0,7.0,256.0,16.0,5,7,43.03,43.26,42.15,True,2016,10,1.155802126675913,0.9384426919837686,-0.2950371649009995,0.1417431397078983,12.0,
1370,13.0,10.0,258.0,16.0,49,7,51.61,45.14,43.35,True,2016,7,1.1076650420912715,0.9792256846081211,-0.09956892712662242,-0.08710873691944494,13.0,
1371,14.0,14.0,765.0,16.0,30,7,50.0,46.32,47.61,True,2016,3,1.079447322970639,1.0048235204042573,0.02311858381686979,-0.2212605666494984,14.0,
1372,15.0,11.0,766.0,16.0,30,7,45.0,46.72,44.02,True,2016,6,1.0702054794520548,1.0135007528775237,0.06470757057737545,-0.2651978605461678,15.0,
1373,16.0,,259.0,16.0,27,7,49.39,47.0,,True,2016,0,1.0638297872340425,1.0195748156088102,0.0938198613097294,-0.29550898431862793,16.0,
1374,17.0,13.0,767.0,16.0,3,7,47.4,47.12,47.34,False,2016,4,1.0611205432937183,1.02217798535079,0.10629655733788003,-0.30838919020010913,17.0,
1375,18.0,12.0,768.0,16.0,3,7,50.97,48.2,46.23,False,2016,5,1.0373443983402488,1.0456065130286096,0.21858682159124637,-0.4214250218985929,18.0,
1376,19.0,,769.0,16.0,49,7,54.38,48.28,,False,2016,0,1.035625517812759,1.047341959523263,0.22690461894334749,-0.4295968718934256,19.0,
1377,20.0,,770.0,16.0,3,7,51.42,48.94,,False,2016,0,1.021659174499387,1.0616593931041525,0.29552644709818127,-0.49599524031282655,20.0,
1378,21.0,,771.0,16.0,49,7,57.9,49.77,,False,2016,0,1.0046212577858147,1.0796646504861807,0.38182359462623183,-0.5769963904108418,21.0,
1379,22.0,,772.0,16.0,33,7,54.35,52.72,,False,2016,0,0.9484066767830046,1.1436592399765206,0.6885423719849603,-0.8442500570447673,22.0,
1380,23.0,,773.0,16.0,48,7,59.53,58.64,,False,2016,0,0.8526603001364257,1.2720822805808645,1.304059376040445,-1.2994445949962634,23.0,
1381,24.0,,774.0,16.0,49,7,78.69,68.22,,False,2016,0,0.7329228965112871,1.4799019983155963,2.300115608954556,-1.8686965502931454,24.0,
1382,,,775.0,16.0,30,7,52.0,,,False,2016,0,,,,,,
1383,,,250.0,16.0,52,7,35.25,,,False,2016,0,,,,,,
1384,,,776.0,16.0,33,7,62.44,,,False,2016,0,,,,,,
2829,1.0,1.0,461.0,16.0,3,7,32.04,32.2,31.61,True,2018,20,1.5527950310559004,0.6985172140979509,-1.4449726488289814,2.0291148399060974,1.0,
2830,2.0,2.0,616.0,16.0,46,7,36.57,33.7,32.88,True,2018,18,1.4836795252225519,0.7310568358727001,-1.2890139484770853,1.700527985290966,2.0,
2831,3.0,3.0,1353.0,16.0,45,7,35.22,34.39,34.33,True,2018,16,1.4539110206455366,0.7460250618890847,-1.2172729463152132,1.5590034580865662,3.0,
2832,4.0,4.0,175.0,16.0,3,7,35.59,35.21,35.73,True,2018,14,1.4200511218403862,0.763813388459281,-1.1320155234561762,1.3980277477619127,4.0,
2833,5.0,6.0,179.0,16.0,34,7,41.09,39.63,39.53,True,2018,11,1.2616704516780217,0.8596968072888755,-0.6724572197525881,0.6450591394445373,5.0,
2834,6.0,7.0,534.0,16.0,42,7,41.25,40.12,39.57,True,2018,10,1.2462612163509472,0.8703264170686269,-0.6215107109709689,0.5718010173039522,6.0,
2835,7.0,9.0,188.0,16.0,3,7,44.55,41.07,40.81,True,2018,8,1.2174336498660823,0.8909348441926348,-0.5227368674147678,0.4347498696163389,7.0,
2836,8.0,12.0,189.0,16.0,3,7,46.77,41.42,42.66,True,2018,5,1.2071463061323031,0.898527422606743,-0.486346503999325,0.38584209010912207,8.0,
2837,9.0,10.0,324.0,16.0,5,7,45.47,42.16,41.06,True,2018,7,1.1859582542694498,0.9145803026822859,-0.4094068784923901,0.28511049257405785,9.0,
2838,10.0,11.0,181.0,16.0,3,7,43.36,42.46,41.28,True,2018,6,1.1775788977861517,0.9210882270372358,-0.3782151384220103,0.24527360854423227,10.0,
2839,11.0,8.0,1354.0,16.0,3,7,44.67,42.79,40.67,True,2018,9,1.1684973124561813,0.9282469438276806,-0.3439042243445934,0.20209820929751143,11.0,
2840,12.0,5.0,176.0,16.0,43,7,38.5,42.94,39.48,True,2018,12,1.1644154634373545,0.9315009060051554,-0.328308354309404,0.18269240572364823,12.0,
2841,13.0,16.0,1355.0,16.0,49,7,42.48,43.6,44.34,True,2018,1,1.146788990825688,0.9458183395860452,-0.2596865261545692,0.09889316091463994,13.0,
2842,14.0,17.0,1356.0,16.0,33,7,50.37,44.35,46.61,True,2018,0,1.1273957158962795,0.9620881504734199,-0.18170717597862082,0.006694237779997392,14.0,
2843,15.0,15.0,1357.0,16.0,16,7,44.0,44.45,44.29,True,2018,2,1.124859392575928,0.9642574585917365,-0.17130992928849442,-0.005363874102028021,15.0,
2844,16.0,13.0,466.0,16.0,17,7,46.19,44.72,43.25,True,2018,4,1.118067978533095,0.9701145905111913,-0.14323736322515335,-0.037651410043735976,16.0,
2845,17.0,20.0,183.0,16.0,3,7,46.68,45.56,49.07,True,2018,0,1.0974539069359086,0.988336778705051,-0.05590049102809096,-0.13565420790016594,17.0,
2846,18.0,,1358.0,16.0,43,7,46.6,45.58,,True,2018,0,1.0969723562966214,0.9887706403287142,-0.053821041690066206,-0.13794358143499655,18.0,
2847,19.0,,1359.0,16.0,36,7,46.59,46.61,,True,2018,0,1.072731173567904,1.0111145139473754,0.053270599218236125,-0.25319028170781144,19.0,
2848,20.0,,192.0,16.0,16,7,47.78,46.77,,True,2018,0,1.0690613641223006,1.014585406936682,0.06990619392243838,-0.2706371791619841,20.0,
2849,21.0,21.0,1360.0,16.0,34,7,53.45,46.94,50.25,True,2018,0,1.0651896037494675,1.0182732307378202,0.08758151329565302,-0.28904418562736817,21.0,
2850,22.0,,191.0,16.0,42,7,48.54,47.76,,True,2018,0,1.0469011725293134,1.0360615573080165,0.17283893615469015,-0.3759904941006843,22.0,
2851,23.0,18.0,186.0,16.0,42,7,47.35,48.51,46.85,True,2018,0,1.0307153164296021,1.052331368195391,0.25081828633063746,-0.45294080331033015,23.0,
2852,24.0,19.0,202.0,16.0,17,7,48.32,48.53,48.18,True,2018,0,1.030290541932825,1.0527652298190544,0.25289773566866325,-0.45496025341973495,24.0,
2853,25.0,14.0,1361.0,16.0,3,7,50.94,50.93,43.7,False,2018,3,0.98173964264677,1.1048286246586532,0.5024316562316972,-0.6857794754277048,24.0,
2854,26.0,,195.0,16.0,30,7,54.21,52.64,,False,2018,0,0.9498480243161094,1.1419237934818673,0.6802245746328591,-0.8373976460466892,24.0,
2855,27.0,,1362.0,16.0,27,7,55.72,52.92,,False,2018,0,0.9448223733938019,1.1479978562131539,0.7093368653652131,-0.8612904441828471,24.0,
2856,28.0,,1363.0,16.0,33,7,60.0,53.05,,False,2018,0,0.942507068803016,1.1508179567669654,0.7228532860623772,-0.8722977954825206,24.0,
2857,29.0,,1364.0,16.0,46,7,59.56,53.07,,False,2018,0,0.942151874882231,1.1512518183906288,0.7249327354004029,-0.8739864477147795,24.0,
2858,30.0,,1365.0,16.0,5,7,75.85,58.9,,False,2018,0,0.8488964346349746,1.2777224816884876,1.3310922174347732,-1.317338650916194,24.0,
2859,31.0,,1366.0,16.0,46,7,69.78,73.09,,False,2018,0,0.6840881105486386,1.5855473036776158,2.8064615227637137,-2.100865417782318,24.0,
2860,32.0,,1367.0,16.0,3,7,79.41,77.95,,False,2018,0,0.6414368184733803,1.6909756782278034,3.3117677119038578,-2.3036369050094034,24.0,
2861,,,625.0,16.0,27,7,57.75,,,False,2018,0,,,,,,
2862,,,37.0,16.0,39,7,50.13,,,False,2018,0,,,,,,
2863,,,1368.0,16.0,3,7,64.47,,,False,2018,0,,,,,,
2864,,,184.0,16.0,3,7,47.56,,,False,2018,0,,,,,,
2865,,,1369.0,16.0,43,7,64.12,,,False,2018,0,,,,,,
242,1.0,1.0,242.0,17.0,17,8,32.78,29.81,29.58,True,2017,20,1.677289500167729,0.6668406531951381,-1.3407621681491344,1.944381596921117,1.0,
243,2.0,2.0,243.0,17.0,17,8,32.1,30.71,30.58,True,2017,18,1.62813415825464,0.6869733800611436,-1.2597402824283943,1.753267086009296,2.0,
244,3.0,4.0,244.0,17.0,18,8,32.0,31.53,32.12,True,2017,14,1.5857913098636218,0.7053165312057265,-1.1859203421050533,1.5886393477835956,3.0,
245,4.0,3.0,245.0,17.0,3,8,31.96,32.19,30.89,True,2017,16,1.5532774153463809,0.7200805309074637,-1.126504292576511,1.4622262905926249,4.0,
246,5.0,6.0,246.0,17.0,52,8,34.12,33.57,32.64,True,2017,11,1.4894250819183794,0.7509507121020056,-1.0022707344713757,1.2139703127327377,5.0,
247,6.0,5.0,247.0,17.0,5,8,32.6,33.59,32.16,True,2017,12,1.4885382554331645,0.7513981060323613,-1.0004702481220258,1.2105223576704953,6.0,
248,7.0,7.0,248.0,17.0,16,8,33.0,34.32,32.97,True,2017,10,1.456876456876457,0.7677279844903435,-0.9347524963707591,1.087422224292265,7.0,
249,8.0,8.0,249.0,17.0,5,8,35.28,34.45,33.19,True,2017,9,1.4513788098693758,0.7706360450376555,-0.9230493350999852,1.066047535844734,8.0,
250,9.0,9.0,250.0,17.0,52,8,36.13,35.54,35.08,True,2017,8,1.4068655036578503,0.7950190142420398,-0.8249228290604228,0.892981122010706,9.0,
251,10.0,10.0,251.0,17.0,3,8,38.85,35.9,37.03,True,2017,7,1.392757660167131,0.8030721049884421,-0.7925140747721265,0.8381302451005933,10.0,
252,11.0,11.0,252.0,17.0,17,8,38.23,37.44,37.13,True,2017,6,1.3354700854700856,0.8375214376258292,-0.6538766258721939,0.6153978544093003,11.0,
253,12.0,12.0,253.0,17.0,3,8,39.16,38.59,37.51,True,2017,5,1.2956724540036277,0.8632465886212809,-0.5503486607845807,0.46066584406932753,12.0,
254,13.0,13.0,254.0,17.0,5,8,43.1,40.23,39.81,True,2017,4,1.2428535918468806,0.8999328909104463,-0.4027087801378997,0.2553076751473517,13.0,
255,14.0,14.0,255.0,17.0,34,8,43.4,40.75,40.32,True,2017,3,1.2269938650306749,0.911565133099694,-0.35589613505480494,0.19364552784638556,14.0,
256,15.0,16.0,256.0,17.0,5,8,43.26,42.71,43.33,True,2017,1,1.1706860220088973,0.9554097382745504,-0.17944847281852658,-0.025277695160250125,15.0,
257,16.0,15.0,257.0,17.0,3,8,45.67,43.93,41.41,True,2017,2,1.1381743683132255,0.9827007680262468,-0.0696188055081899,-0.15168204010344533,16.0,
258,17.0,21.0,258.0,17.0,49,8,46.06,44.51,45.44,True,2017,0,1.1233430689732644,0.9956751920065614,-0.017404701377046694,-0.20934569189036764,17.0,
259,18.0,22.0,259.0,17.0,27,8,50.04,44.64,46.09,True,2017,0,1.1200716845878136,0.9985832525538734,-0.0057015401062729,-0.2220647373185416,18.0,
260,19.0,17.0,260.0,17.0,42,8,48.75,45.2,43.62,True,2017,0,1.1061946902654867,1.0111102826038325,0.04471207767552156,-0.2760180795112734,19.0,
261,20.0,23.0,261.0,17.0,3,8,45.31,45.46,46.84,True,2017,0,1.0998680158380993,1.0169264036984562,0.06811840021706825,-0.3006160019715888,20.0,
262,21.0,,262.0,17.0,5,8,45.8,47.2,,True,2017,0,1.059322033898305,1.0558496756394002,0.2247607126104992,-0.45825757674822476,21.0,
263,22.0,20.0,263.0,17.0,3,8,48.84,47.52,45.37,True,2017,0,1.0521885521885521,1.063007978525091,0.2535684942000953,-0.48599234198428565,22.0,
264,23.0,18.0,264.0,17.0,55,8,46.6,47.67,44.59,True,2017,0,1.0488777008600796,1.0663634330027587,0.26707214182021916,-0.4988648337159379,23.0,
265,24.0,19.0,265.0,17.0,55,8,46.8,47.96,44.98,True,2017,0,1.042535446205171,1.072850644992916,0.293179193885791,-0.5235233316385882,24.0,
266,25.0,,266.0,17.0,5,8,47.44,49.4,,False,2017,0,1.0121457489878543,1.1050630079785246,0.4228142110389742,-0.6416775727527019,24.0,
267,26.0,,267.0,17.0,3,8,55.32,51.47,,False,2017,0,0.9714396735962697,1.1513682797703373,0.6091645481966763,-0.7999415861199015,24.0,
268,27.0,,268.0,17.0,3,8,57.85,53.09,,False,2017,0,0.9417969485778865,1.1876071881291475,0.7550039424940094,-0.9151916214873371,24.0,
269,28.0,,269.0,17.0,33,8,56.94,54.75,,False,2017,0,0.91324200913242,1.2247408843486687,0.9044443094900408,-1.0262123788220316,24.0,
270,29.0,,270.0,17.0,33,8,64.41,58.98,,False,2017,0,0.84774499830451,1.3193647006188944,1.2852471723775187,-1.2808628136149414,24.0,
271,30.0,,271.0,17.0,3,8,70.88,62.47,,False,2017,0,0.8003841844085161,1.3974349414659604,1.5994320403390556,-1.4650002528402082,24.0,
272,,,272.0,17.0,36,8,59.28,,,False,2017,0,,,,,,
273,,,273.0,17.0,30,8,44.53,,,False,2017,0,,,,,,
1385,1.0,1.0,777.0,17.0,26,8,26.23,27.65,27.47,True,2016,20,1.8083182640144666,0.6185221087167249,-1.5352146938789106,2.453817543114418,1.0,
1386,2.0,2.0,778.0,17.0,52,8,30.75,31.17,31.4,True,2016,18,1.6041065126724414,0.6972634404593242,-1.2183290963933495,1.6598483128895083,2.0,
1387,3.0,3.0,779.0,17.0,42,8,39.93,37.99,36.73,True,2016,16,1.3161358252171624,0.8498247707106105,-0.6043632512650744,0.5402268241962981,3.0,
1388,4.0,4.0,780.0,17.0,5,8,44.83,40.63,40.12,True,2016,14,1.2306177701206005,0.90888076951756,-0.3666990531509033,0.207735163314216,4.0,
1389,5.0,5.0,781.0,17.0,3,8,43.59,41.69,41.29,True,2016,12,1.199328376109379,0.9325926478264108,-0.2712732766353655,0.08608292775953753,5.0,
1390,6.0,6.0,782.0,17.0,3,8,43.66,43.26,41.87,True,2016,11,1.155802126675913,0.9677130713593315,-0.12993509821140806,-0.08314583860751536,6.0,
1391,7.0,,783.0,17.0,52,8,44.41,43.41,,True,2016,0,1.151808339092375,0.9710685258369991,-0.11643145059128462,-0.09867356623604275,7.0,
1392,8.0,7.0,784.0,17.0,39,8,45.0,44.95,43.36,True,2016,10,1.1123470522803114,1.0055178584743865,0.022205998308649017,-0.2520978785391264,8.0,
1393,9.0,9.0,785.0,17.0,5,8,45.84,46.64,46.15,True,2016,8,1.072041166380789,1.043322645589441,0.17434709482870475,-0.40880596703487,9.0,
1394,10.0,10.0,786.0,17.0,52,8,44.4,46.94,47.5,True,2016,7,1.0651896037494675,1.0500335545447763,0.20135439006895164,-0.43544463925857063,10.0,
1395,11.0,13.0,787.0,17.0,48,8,49.81,47.08,52.12,True,2016,4,1.0620220900594732,1.0531653120572662,0.21395779451440047,-0.4477598385046683,11.0,
1396,12.0,11.0,788.0,17.0,3,8,48.16,47.51,47.63,True,2016,6,1.0524100189433805,1.0627842815599131,0.25266825102542023,-0.48513128581246434,12.0,
1397,13.0,,789.0,17.0,43,8,48.18,47.66,,True,2016,0,1.0490977759127151,1.0661397360375806,0.26617189864554325,-0.4980091884409503,13.0,
1398,14.0,8.0,790.0,17.0,3,8,52.79,47.97,45.15,True,2016,9,1.0423181154888472,1.0730743419580937,0.29407943706046513,-0.5243683070154206,14.0,
1399,15.0,12.0,791.0,17.0,44,8,50.97,49.54,48.78,True,2016,5,1.0092854259184498,1.1081947654910145,0.43541761548442304,-0.6527984239803375,15.0,
1400,16.0,14.0,792.0,17.0,49,8,67.57,57.98,59.83,True,2016,3,0.8623663332183512,1.2969950041011105,1.1952228549100294,-1.2240154972870976,16.0,
1401,17.0,15.0,793.0,17.0,44,8,66.44,62.66,61.74,False,2016,2,0.7979572294924993,1.4016851838043392,1.616536660657878,-1.4744361815455702,17.0,
1402,18.0,,794.0,17.0,48,8,114.53999999999999,94.91,,False,2016,0,0.5268148772521336,2.1231078965028702,4.519820898984398,-2.5286296022223937,18.0,
2866,1.0,1.0,208.0,17.0,17,8,31.25,31.21,30.39,True,2018,20,1.6020506247997437,0.6981582283200356,-1.2147281236946497,1.651855081838957,1.0,
2867,2.0,2.0,521.0,17.0,3,8,30.8,32.11,31.01,True,2018,18,1.5571473061351604,0.718290955186041,-1.13370623797391,1.4772723111591672,2.0,
2868,3.0,3.0,631.0,17.0,49,8,35.38,33.46,34.28,True,2018,16,1.4943215780035863,0.7484900454850494,-1.0121734093927994,1.2330077442322587,3.0,
2869,4.0,4.0,480.0,17.0,27,8,37.28,34.93,34.86,True,2018,14,1.43143429716576,0.7813734993661917,-0.8798376627155907,0.9885038622097196,4.0,
2870,5.0,5.0,409.0,17.0,3,8,38.25,37.09,36.51,True,2018,12,1.3480722566729575,0.829692043844605,-0.6853851369858142,0.6643947221377816,5.0,
2871,6.0,6.0,482.0,17.0,33,8,41.34,37.64,37.04,True,2018,11,1.3283740701381508,0.8419953769293861,-0.6358717623786956,0.5878087573385627,6.0,
2872,7.0,10.0,224.0,17.0,43,8,44.69,42.14,44.38,True,2018,7,1.1865211200759374,0.9426590112594136,-0.2307623337749952,0.0362886962946986,7.0,
2873,8.0,7.0,1370.0,17.0,38,8,45.5,43.4,42.49,True,2018,10,1.1520737327188941,0.9708448288718213,-0.11733169376595923,-0.0976417236904046,8.0,
2874,9.0,9.0,745.0,17.0,5,8,49.98,44.66,44.18,True,2018,8,1.1195700850873265,0.999030646484229,-0.0039010537569232574,-0.2240149412939041,9.0,
2875,10.0,11.0,221.0,17.0,5,8,45.09,45.37,44.57,True,2018,6,1.102049812651532,1.0149131310118555,0.060016211644993746,-0.2921332406951973,10.0,
2876,11.0,8.0,228.0,17.0,26,8,47.05,45.5,44.14,True,2018,9,1.098901098901099,1.0178211915591675,0.07171937291576753,-0.3043753463340775,11.0,
2877,12.0,12.0,225.0,17.0,3,8,46.27,46.53,44.98,True,2018,5,1.074575542660649,1.040861978972485,0.16444441990728106,-0.3989523872540937,12.0,
2878,13.0,15.0,226.0,17.0,3,8,50.32,48.07,50.0,True,2018,2,1.0401497815685459,1.0753113116098723,0.3030818688072147,-0.532798724962764,13.0,
2879,14.0,14.0,231.0,17.0,52,8,51.03,50.15,48.97,True,2018,3,0.9970089730807578,1.1218402803668626,0.49033244913959095,-0.7005289083691117,14.0,
2880,15.0,13.0,1371.0,17.0,55,8,58.05,51.29,48.27,True,2018,4,0.9748488984207448,1.1473417343971364,0.5929601710525291,-0.7866866211545472,15.0,
2881,16.0,17.0,234.0,17.0,27,8,58.37,54.49,59.67,True,2018,0,0.9175995595522114,1.2189247632540448,0.8810379869484933,-1.0092703520790487,16.0,
2882,17.0,16.0,233.0,17.0,33,8,73.19,61.84,58.59,True,2018,1,0.8085381630012937,1.3833420326597565,1.5427167203345376,-1.4332978260012408,17.0,
2883,18.0,,1372.0,17.0,3,8,,75.32,,True,2018,0,0.6638343069569836,1.6848855417194832,2.756244519796288,-1.995902124916694,18.0,
2884,,,1373.0,17.0,33,8,58.48,,,False,2018,0,,,,,,
2885,,,649.0,17.0,43,8,56.75,,,False,2018,0,,,,,,
2886,,,217.0,17.0,36,8,41.98,,,False,2018,0,,,,,,
2887,,,235.0,17.0,27,8,59.06,,,False,2018,0,,,,,,
2888,,,1374.0,17.0,5,8,49.08,,,False,2018,0,,,,,,
2889,,,1375.0,17.0,3,8,,,,False,2018,0,,,,,,
2890,,,1376.0,17.0,43,8,68.53,,,False,2018,0,,,,,,
274,1.0,1.0,274.0,15.0,5,9,85.78,81.14,79.25,True,2017,20,1.2324377618930245,0.7205593411978134,-1.5287244980724164,1.92050391822009,1.0,
275,2.0,3.0,275.0,15.0,3,9,84.13,84.9,86.51,True,2017,16,1.1778563015312131,0.7539498159686266,-1.346056603560525,1.5882507065888034,2.0,
276,3.0,2.0,276.0,15.0,3,9,89.36,87.88,86.35,True,2017,18,1.137915339098771,0.7804135433135795,-1.201282580782485,1.3451184606603246,3.0,
