id,divsRank,finalRank,swimmer,swimmerage,school,event,seedTime,divsTime,finalTime,qualified,year,points,divsSpeed,numRelays,numEvents,seedSpeed,teamSize,gender,distance,stroke,seedTimePctOfMean,divsTimePctOfMean,divsTimePctOfSeed,seedSpeedDiffFromMean,divsSpeedDiffFromMean,normed_seedTimePctOfMean,normed_divsTimePctOfMean,normed_seedSpeedDiffFromMean,normed_divsSpeedDiffFromMean,normed_divsTimePctOfSeed,normed_seedSpeed,normed_divsSpeed,normed_divsRank,normed_distance,normed_teamSize,clipped_divsRank,log_teamSize
2630,1.0,1.0,1212,15,3,1,120.73,129.44,120.84,True,2018,20,1.5451174289245984,2,2,1.6565890830779424,122,Girls,200,Freestyle,0.6228988455496169,0.6817155549449292,1.0721444545680443,0.5778456372292762,0.44787857712323387,-6.326298551903272,-8.6493710698563,10.356596925880634,10.243511626811426,10.566744199831941,7.609261645630281,6.050027480520332,-0.06934578476967339,0.045145798290379985,0.05238651977767014,0.041666666666666664,4.804021044733257
2631,2.0,2.0,421,16,35,1,157.28,151.57999999999998,149.7,True,2018,18,1.3194352816994328,0,2,1.271617497456765,1,Girls,200,Freestyle,0.8114762729068479,0.7983192507613748,0.9637589013224821,0.19287405160809867,0.22219642989806832,-3.162698834606032,-5.480668832275744,3.4568380918207176,5.081894578919749,-1.4165005062892368,2.2737431157474965,2.564919962174464,-0.06473569093973125,0.045145798290379985,-0.03597366728494452,0.08333333333333333,0.0
2632,3.0,3.0,1213,15,30,1,161.37,158.21,154.02,True,2018,16,1.264142595284748,1,2,1.239387742455227,10,Girls,200,Freestyle,0.8325783707971646,0.8332371596711778,0.9804176736692074,0.16064429660656088,0.16690374348338355,-2.8086872656937008,-4.531775614788876,2.879191467765007,3.8172855864458377,0.42531456552290503,1.8270544211862754,1.7110599670322764,-0.06012559710978912,0.045145798290379985,-0.029401421966237642,0.125,2.302585092994046
2633,4.0,4.0,376,17,48,1,172.86,163.97,161.24,True,2018,14,1.2197353174361163,1,2,1.1570056693277797,27,Girls,200,Freestyle,0.8918603035012572,0.863573080533993,0.9485710979983801,0.07826222347911349,0.1224964656347518,-1.8141657676979324,-3.70739779688174,1.4026761662211356,2.801638734392133,-3.0956833708986067,0.6852790431608843,1.0252984223003816,-0.05551550327984698,0.045145798290379985,-0.01698718080868021,0.16666666666666666,3.295836866004329
2634,5.0,6.0,1214,15,33,1,171.36,164.57,165.36,True,2018,11,1.2152883271556176,2,2,1.1671335200746964,59,Girls,200,Freestyle,0.8841211477957621,0.8667330722905361,0.960375816993464,0.08839007422603018,0.11804947535425314,-1.943998861431061,-3.6215251075164163,1.5841953491195906,2.6999308185208375,-1.7905386152632101,0.8256461178915253,0.9566255589342151,-0.05090540944990484,0.045145798290379985,0.006380802546722014,0.20833333333333334,4.07753744390572
2635,6.0,5.0,278,16,43,1,163.28,165.9,161.9,True,2018,12,1.2055455093429777,0,2,1.224889759921607,36,Girls,200,Freestyle,0.8424328957288284,0.8737377206842071,1.016046055854973,0.14614631407294087,0.10830665754161317,-2.6433664596735156,-3.4311739794232716,2.619347399271012,2.4771010770701256,4.364433843236421,1.626119450026702,0.8061716217212349,-0.0462953156199627,0.045145798290379985,-0.010414935489973336,0.25,3.58351893845611
2636,7.0,,7,17,49,1,174.52,168.99,,True,2018,0,1.1835019823658204,2,1,1.1460004584001833,39,Girls,200,Freestyle,0.9004249691486719,0.8900116782304047,0.9683130873252349,0.06725701255151706,0.08626313056445589,-1.6704838106332687,-2.98892962919184,1.2054322548403704,1.9729396002323705,-0.9129839058384905,0.5327521839779839,0.46576338587481414,-0.041685221790020564,0.045145798290379985,-0.008224187050404378,0.2916666666666667,3.6635616461296463
2637,8.0,7.0,1215,16,42,1,171.02,176.49,172.75,True,2018,10,1.1332086803784915,2,2,1.169453865045024,30,Girls,200,Freestyle,0.8823669391691832,0.9295115751871953,1.0319845632089815,0.0907104191963577,0.03596982857712705,-1.9734276960105708,-1.9155210121252542,1.6257823682790717,0.8226724296813904,6.126615500792471,0.8578049681737518,-0.31089337246239973,-0.037075127960078426,0.045145798290379985,-0.014796432369111254,0.3333333333333333,3.4011973816621555
2638,9.0,8.0,1216,15,33,1,180.94,178.31,174.93,False,2018,9,1.121642084010992,2,2,1.1053387863380126,59,Girls,200,Freestyle,0.9335485555681908,0.9390968835153765,0.9854647949596551,0.02659534048934642,0.02440323220962748,-1.1147981694554794,-1.6550405210504298,0.47666228454265686,0.5581307203320814,0.9833307187262874,-0.030798771071499625,-0.4895110985771119,-0.03246503413013629,0.045145798290379985,0.006380802546722014,0.375,4.07753744390572
2639,10.0,,425,16,36,1,212.32,186.66,,False,2018,0,1.0714668381013608,1,2,0.9419743782969103,10,Girls,200,Freestyle,1.0954516929271487,0.9830734354606032,0.8791446872645065,-0.13676906755175589,-0.025772013700003704,1.6013101514415777,-0.4599789273829661,-2.451281126485437,-0.5894363683969924,-10.771555698705821,-2.2949498377539763,-1.2643447702013124,-0.027854940300194145,0.045145798290379985,-0.029401421966237642,0.4166666666666667,2.302585092994046
2640,11.0,,423,16,50,1,197.64,189.93,,False,2018,0,1.0530195335123467,2,2,1.0119409026512853,6,Girls,200,Freestyle,1.0197111557560363,1.000295390533764,0.960989678202793,-0.06680254319738088,-0.04421931828901782,0.3306769407733532,0.008027229658065972,-1.1972869031881146,-1.0113479951031388,-1.7226693387156307,-1.3252479140083422,-1.5492181671751795,-0.023244846470252007,0.045145798290379985,-0.03232241988566292,0.4583333333333333,1.791759469228055
2641,12.0,,1217,15,17,1,231.09,219.57,,False,2018,0,0.9108712483490459,2,2,0.865463672162361,17,Girls,200,Freestyle,1.1922943279885776,1.156398983307,0.9501492924834479,-0.21327977368630524,-0.18636760345231862,3.2259549310221303,4.250138084305209,-3.8225652426889964,-4.262447034387915,-2.921196180105099,-3.3553509311401473,-3.7443499639686757,-0.01863475264030987,0.045145798290379985,-0.02428967560724341,0.5,2.833213344056216
2642,13.0,,1218,15,33,1,266.68,219.81,,False,2018,0,0.9098767117055638,2,2,0.7499625018749062,59,Girls,200,Freestyle,1.3759186956942917,1.1576629800096174,0.8242462876856157,-0.32878094397376,-0.18736214009580066,6.306461468330168,4.284487160051341,-5.892666647054268,-4.285193261135873,-16.841192623820685,-4.956140852550807,-3.7597081443834144,-0.01402465881036773,0.045145798290379985,0.006380802546722014,0.5416666666666666,4.07753744390572
2643,14.0,,1219,17,50,1,219.54,220.96,,False,2018,0,0.9051412020275162,2,2,0.9109957183201239,6,Girls,200,Freestyle,1.132702829056265,1.1637196308763254,1.006468069600073,-0.16774772752854228,-0.19209764977384824,2.2262401092770356,4.449076481334885,-3.0065046568072344,-4.393499956127921,3.3054794932568226,-2.724298965093803,-3.832836482557622,-0.009414564980425592,0.045145798290379985,-0.03232241988566292,0.5833333333333334,1.791759469228055
2644,15.0,,1220,15,33,1,211.66,247.69,,False,2018,0,0.8074609390770722,2,2,0.9449116507606539,59,Girls,200,Freestyle,1.092046464416731,1.304497263630327,1.1702258338845317,-0.13383179508801235,-0.2897779127242923,1.544183590199002,8.274704792560197,-2.39863705511312,-6.6275628480611495,21.41074632251783,-2.254240673122175,-5.341268686824746,-0.004804471150483453,0.045145798290379985,0.006380802546722014,0.625,4.07753744390572
2645,16.0,,1221,15,10,1,270.22,249.35,,False,2018,0,0.8020854220974534,2,2,0.7401376656058026,16,Girls,200,Freestyle,1.3941831031592604,1.3132399074900964,0.9227666345940344,-0.3386057802428636,-0.2951534297039111,6.612867569540356,8.512285899804263,-6.0687549698627095,-6.750507265350607,-5.9486576855089766,-5.092308294317405,-5.424280368834196,-0.00019437732054131512,0.045145798290379985,-0.025019925087099725,0.6666666666666666,2.772588722239781
2646,,,1,16,26,1,145.24,,,False,2018,0,,0,2,1.3770311209033324,24,Girls,200,Freestyle,0.7493566497774071,,,0.29828767505466613,,-4.204825800303946,,5.346142671097979,,,3.7347245549197363,,,0.045145798290379985,-0.01917792924824917,,3.1780538303479458
18,1.0,1.0,18,16,3,2,117.1,118.17,118.21000000000001,True,2017,20,1.6924769400016924,2,2,1.707941929974381,111,Boys,200,Freestyle,0.6416478923997413,0.6499626940626166,1.009137489325363,0.5521670633139772,0.5419239347353484,-6.01176207664272,-9.512254193953448,9.896365641713883,12.394439943890244,3.600613935381451,8.320987072679848,8.325633886560786,-0.06934578476967339,0.045145798290379985,0.04435377549925063,0.041666666666666664,4.709530201312334
19,2.0,4.0,19,15,3,2,137.07,137.52,134.57,True,2017,14,1.4543339150668992,2,2,1.4591084847158386,111,Boys,200,Freestyle,0.7510732417697057,0.7563922288862744,1.0032829940906107,0.3033336180554349,0.3037809098005553,-4.176028027327316,-6.6200345024673215,5.436579968540437,6.947827916960478,2.95333349137329,4.872276810364606,4.648098659045333,-0.06473569093973125,0.045145798290379985,0.04435377549925063,0.08333333333333333,4.709530201312334
20,3.0,2.0,20,15,52,2,119.32,139.7,122.81,True,2017,18,1.4316392269148175,0,2,1.6761649346295677,45,Boys,200,Freestyle,0.6538123528705134,0.768382739786304,1.170801206838753,0.520390067969164,0.2810862216484735,-5.807689488286177,-6.294192697431678,9.326833726789628,6.428773615578379,21.474360288597758,7.880573406272041,4.297634835132746,-0.06012559710978912,0.045145798290379985,-0.00384269017126646,0.125,3.8066624897703196
21,4.0,3.0,21,15,46,2,134.6,142.79,128.54,True,2017,16,1.4006583094054206,2,2,1.485884101040119,46,Boys,200,Freestyle,0.7375389096242969,0.7853784639519423,1.0608469539375929,0.3301092343797152,0.2501053041390766,-4.40308176302131,-5.8323343591013375,5.916473296181107,5.720203469725046,9.31767815211307,5.243373801371649,3.8192105119649606,-0.05551550327984698,0.045145798290379985,-0.0031124406914101407,0.16666666666666666,3.828641396489095
22,5.0,5.0,22,17,26,2,139.59,143.07,134.59,True,2017,12,1.3979171035157616,2,2,1.4327673902141986,15,Boys,200,Freestyle,0.7648815482500417,0.7869185295721297,1.024930152589727,0.2769925235537949,0.24736409824941763,-3.9443780621658324,-5.790483118087582,4.964474477447539,5.657508855969319,5.3466708847746744,4.507202080020241,3.7768793068924875,-0.05090540944990484,0.045145798290379985,-0.025750174566956045,0.20833333333333334,2.70805020110221
23,6.0,6.0,23,17,36,2,153.53,155.56,153.72,True,2017,11,1.2856775520699408,2,2,1.302677001237543,17,Boys,200,Freestyle,0.8412655928277735,0.8556164567011987,1.0132221715625611,0.1469021345771393,0.13512454680359687,-2.662949286629692,-3.9236188314384006,2.6328937995654442,3.0904578538692196,4.052221601988022,2.7042126988049273,2.043614582991548,-0.0462953156199627,0.045145798290379985,-0.02428967560724341,0.25,2.833213344056216
24,7.0,7.0,24,17,52,2,172.09,172.6,163.74,True,2017,10,1.1587485515643106,1,2,1.1621825788831426,45,Boys,200,Freestyle,0.9429648659527881,0.9493404501583113,1.002963565576152,0.006407712222738837,0.008195546297966594,-0.9568289082974972,-1.376671878315736,0.11484397983195997,0.18744181588348888,2.9180170682869053,0.7570284862154846,0.08350732861954009,-0.041685221790020564,0.045145798290379985,-0.00384269017126646,0.2916666666666667,3.8066624897703196
25,8.0,8.0,25,15,33,2,178.88,187.79,175.36,True,2017,9,1.065019436604718,2,2,1.118067978533095,51,Boys,200,Freestyle,0.9801705806359156,1.032889010053472,1.0498099284436493,-0.037706888127308824,-0.08553356866162587,-0.3326609466123916,0.8937579466803468,-0.6758120447811977,-1.9562536585154893,8.097410566985996,0.14562162815799792,-1.3639090809189227,-0.037075127960078426,0.045145798290379985,0.0005388067078714572,0.3333333333333333,3.9318256327243257
26,9.0,,26,15,33,2,189.47,189.96,,False,2017,0,1.052853232259423,2,2,1.0555760806460126,51,Boys,200,Freestyle,1.0381983447735181,1.0448245186099236,1.0025861613975828,-0.10019878601439114,-0.0976997730069209,0.6408204546019368,1.2181050645369331,-1.7958402250632048,-2.234509109949825,2.8762907819924566,-0.7204856161105996,-1.551786282349554,-0.03246503413013629,0.045145798290379985,0.0005388067078714572,0.375,3.9318256327243257
27,10.0,,27,15,39,2,193.47,192.67,,False,2017,0,1.0380443244926558,2,2,1.0337520028945055,45,Boys,200,Freestyle,1.0601162915677023,1.0597301537195933,0.9958649919884219,-0.12202286376589822,-0.11250868077368814,1.008518812001116,1.623165290062891,-2.1869882445155993,-2.5732063074438662,2.133189738269467,-1.0229566960290835,-1.7804735597041006,-0.027854940300194145,0.045145798290379985,-0.00384269017126646,0.4166666666666667,3.8066624897703196
