,divsRank,finalRank,seedTime,divsTime,qualified,swimmerage,id,swimmer,school,event,finalTime,year,distance,gender,stroke,points,seedSpeed,divsSpeed
820,51,,30.37,45.56,False,16,947,648,43,41,,2017,50,Boys,Freestyle,0.0,1.6463615409944024,1.0974539069359086
821,52,,50.81,46.41,False,16,948,235,27,41,,2017,50,Boys,Freestyle,0.0,0.9840582562487699,1.0773540185304893
822,53,,50.18,50.09,False,16,949,232,33,41,,2017,50,Boys,Freestyle,0.0,0.9964129135113591,0.9982032341784787
823,54,,51.28,51.54,False,16,950,495,18,41,,2017,50,Boys,Freestyle,0.0,0.9750390015600624,0.9701202949165697
824,55,,59.02,51.7,False,16,951,233,33,41,,2017,50,Boys,Freestyle,0.0,0.8471704506946798,0.9671179883945841
825,56,,50.34,51.71,False,16,952,649,43,41,,2017,50,Boys,Freestyle,0.0,0.9932459276916964,0.9669309611293754
826,57,,63.7,54.42,False,16,953,650,43,41,,2017,50,Boys,Freestyle,0.0,0.7849293563579277,0.9187798603454612
827,1,1.0,24.59,24.9,True,17,960,496,52,42,24.62,2017,50,Boys,Freestyle,20.0,2.03334688897926,2.0080321285140563
828,2,4.0,26.01,26.44,True,17,961,242,17,42,25.98,2017,50,Boys,Freestyle,14.0,1.9223375624759707,1.8910741301059
829,3,5.0,26.94,26.59,True,17,962,652,16,42,26.44,2017,50,Boys,Freestyle,12.0,1.855976243504083,1.8804061677322301
830,4,3.0,27.06,26.65,True,17,963,499,48,42,25.86,2017,50,Boys,Freestyle,16.0,1.8477457501847747,1.876172607879925
831,5,2.0,26.02,26.85,True,17,964,498,52,42,25.33,2017,50,Boys,Freestyle,18.0,1.9215987701767872,1.8621973929236497
832,6,7.0,27.67,28.12,True,17,965,540,3,42,28.03,2017,50,Boys,Freestyle,10.0,1.8070112034694614,1.7780938833570412
833,7,9.0,28.43,28.27,True,17,966,414,48,42,28.72,2017,50,Boys,Freestyle,8.0,1.7587055926837847,1.7686593562079944
834,8,8.0,28.37,28.55,True,17,967,250,52,42,28.3,2017,50,Boys,Freestyle,9.0,1.7624250969333803,1.7513134851138352
835,9,6.0,28.8,28.73,True,17,968,248,16,42,27.94,2017,50,Boys,Freestyle,11.0,1.7361111111111112,1.7403411068569439
836,10,10.0,28.75,29.09,True,17,969,541,33,42,28.9,2017,50,Boys,Freestyle,7.0,1.7391304347826086,1.7188037126160192
837,11,12.0,30.79,29.2,True,17,970,500,46,42,29.5,2017,50,Boys,Freestyle,5.0,1.6239038648911985,1.7123287671232876
838,12,11.0,30.97,29.45,True,17,971,547,3,42,29.18,2017,50,Boys,Freestyle,6.0,1.614465611882467,1.697792869269949
839,13,13.0,32.34,30.49,True,17,972,253,3,42,30.81,2017,50,Boys,Freestyle,4.0,1.546072974644403,1.6398819285011481
840,14,14.0,32.04,30.75,True,17,973,501,3,42,30.83,2017,50,Boys,Freestyle,3.0,1.5605493133583022,1.6260162601626016
841,15,15.0,32.71,30.93,True,17,974,653,52,42,31.25,2017,50,Boys,Freestyle,2.0,1.528584530724549,1.6165535079211122
842,16,19.0,31.09,31.53,True,17,975,654,46,42,32.22,2017,50,Boys,Freestyle,0.0,1.608234158893535,1.5857913098636218
843,17,17.0,36.41,31.54,True,17,976,655,3,42,31.73,2017,50,Boys,Freestyle,0.0,1.3732491073880804,1.585288522511097
844,18,16.0,35.16,31.95,True,17,977,419,46,42,31.48,2017,50,Boys,Freestyle,1.0,1.4220705346985212,1.5649452269170578
845,19,18.0,33.79,32.15,True,17,978,416,27,42,32.14,2017,50,Boys,Freestyle,0.0,1.4797277300976621,1.5552099533437014
846,20,20.0,31.0,32.36,True,17,979,656,43,42,32.44,2017,50,Boys,Freestyle,0.0,1.6129032258064515,1.5451174289245984
847,21,22.0,36.4,33.15,True,17,980,361,38,42,32.85,2017,50,Boys,Freestyle,0.0,1.3736263736263736,1.5082956259426847
848,22,21.0,33.6,33.19,True,17,981,546,3,42,32.56,2017,50,Boys,Freestyle,0.0,1.4880952380952381,1.5064778547755349
849,23,23.0,35.39,34.55,True,17,982,273,30,42,34.85,2017,50,Boys,Freestyle,0.0,1.4128284826222097,1.4471780028943562
850,24,24.0,33.37,34.97,True,17,983,504,43,42,36.87,2017,50,Boys,Freestyle,0.0,1.4983518130056939,1.4297969688304262
851,25,,39.35,35.05,False,17,984,260,42,42,,2017,50,Boys,Freestyle,0.0,1.2706480304955527,1.4265335235378032
852,26,,34.12,35.37,False,17,985,503,48,42,,2017,50,Boys,Freestyle,0.0,1.4654161781946073,1.4136273678258413
853,27,,36.07,36.36,False,17,986,255,34,42,,2017,50,Boys,Freestyle,0.0,1.386193512614361,1.375137513751375
854,28,,36.53,36.47,False,17,987,657,34,42,,2017,50,Boys,Freestyle,0.0,1.368738023542294,1.3709898546750754
855,29,,38.34,36.79,False,17,988,658,52,42,,2017,50,Boys,Freestyle,0.0,1.3041210224308815,1.359064963305246
856,30,,37.06,37.08,False,17,989,659,46,42,,2017,50,Boys,Freestyle,0.0,1.3491635186184565,1.348435814455232
857,31,,39.43,37.21,False,17,990,660,3,42,,2017,50,Boys,Freestyle,0.0,1.26806999746386,1.3437248051599031
858,32,,36.11,37.45,False,17,991,661,46,42,,2017,50,Boys,Freestyle,0.0,1.3846579894765993,1.3351134846461947
859,33,,48.45,38.21,False,17,992,269,33,42,,2017,50,Boys,Freestyle,0.0,1.0319917440660473,1.3085579691180318
860,34,,37.18,38.45,False,17,993,505,43,42,,2017,50,Boys,Freestyle,0.0,1.3448090371167294,1.3003901170351104
861,35,,39.7,39.04,False,17,994,508,48,42,,2017,50,Boys,Freestyle,0.0,1.2594458438287153,1.2807377049180328
862,36,,40.72,40.08,False,17,995,263,3,42,,2017,50,Boys,Freestyle,0.0,1.2278978388998036,1.2475049900199602
863,37,,43.06,40.09,False,17,996,268,3,42,,2017,50,Boys,Freestyle,0.0,1.161170459823502,1.247193813918683
864,38,,53.25,49.56,False,17,997,270,33,42,,2017,50,Boys,Freestyle,0.0,0.9389671361502347,1.0088781275221952
865,39,,48.3,52.54,False,17,998,272,36,42,,2017,50,Boys,Freestyle,0.0,1.0351966873706004,0.951655881233346
866,40,,57.13,53.4,False,17,999,662,43,42,,2017,50,Boys,Freestyle,0.0,0.875196919306844,0.9363295880149813
867,41,,63.6,54.81,False,17,1000,271,3,42,,2017,50,Boys,Freestyle,0.0,0.7861635220125786,0.9122422915526364
868,1,1.0,65.0,69.9,True,15,1004,38,3,43,69.47,2017,100,Girls,Backstroke,20.0,1.5384615384615385,1.4306151645207439
869,2,2.0,77.57,75.64,True,15,1005,666,49,43,73.23,2017,100,Girls,Backstroke,18.0,1.2891581797086504,1.3220518244315178
870,3,3.0,78.4,78.3,True,15,1006,552,42,43,76.77,2017,100,Girls,Backstroke,16.0,1.2755102040816326,1.277139208173691
871,4,4.0,72.2,78.93,True,15,1007,364,3,43,77.4,2017,100,Girls,Backstroke,14.0,1.3850415512465373,1.2669453946534903
872,5,6.0,92.87,89.46000000000001,True,15,1008,553,45,43,90.53,2017,100,Girls,Backstroke,11.0,1.076773985140519,1.1178180192264697
873,6,5.0,87.9,91.35,True,15,1009,422,46,43,87.4,2017,100,Girls,Backstroke,12.0,1.1376564277588168,1.0946907498631637
874,7,7.0,95.59,94.74000000000001,True,15,1010,47,18,43,94.15,2017,100,Girls,Backstroke,10.0,1.046134532900931,1.0555203715431707
875,8,8.0,110.88,106.03999999999999,True,15,1011,285,39,43,106.95,2017,100,Girls,Backstroke,9.0,0.9018759018759019,0.9430403621274991
876,9,,107.06,107.3,False,15,1012,424,5,43,,2017,100,Girls,Backstroke,0.0,0.9340556697179152,0.9319664492078286
877,10,,129.25,109.47999999999999,False,15,1013,667,49,43,,2017,100,Girls,Backstroke,0.0,0.7736943907156673,0.9134088417975886
878,11,,112.78999999999999,111.71000000000001,False,15,1014,54,49,43,,2017,100,Girls,Backstroke,0.0,0.8866034222892101,0.8951750067138124
879,12,,124.33,125.54,False,15,1015,567,39,43,,2017,100,Girls,Backstroke,0.0,0.8043111075363951,0.7965588657001752
880,13,,153.56,129.19,False,15,1016,76,5,43,,2017,100,Girls,Backstroke,0.0,0.6512112529304507,0.7740537193281214
881,14,,160.94,133.52,False,15,1017,69,5,43,,2017,100,Girls,Backstroke,0.0,0.6213495712687959,0.7489514679448771
882,15,,145.84,134.6,False,15,1018,574,55,43,,2017,100,Girls,Backstroke,0.0,0.6856829402084476,0.7429420505200595
883,16,,140.79,142.46,False,15,1019,77,10,43,,2017,100,Girls,Backstroke,0.0,0.710277718587968,0.7019514249613926
884,1,1.0,69.0,75.02,True,16,1024,97,3,44,73.9,2017,100,Girls,Backstroke,20.0,1.4492753623188406,1.3329778725673154
885,2,3.0,73.28999999999999,76.78,True,16,1025,668,55,44,78.09,2017,100,Girls,Backstroke,16.0,1.364442625187611,1.3024225058609014
886,3,1.0,76.27,77.83,True,16,1026,669,34,44,73.9,2017,100,Girls,Backstroke,20.0,1.311131506490101,1.2848515996402416
887,4,5.0,86.22,82.68,True,16,1027,439,33,44,85.72,2017,100,Girls,Backstroke,12.0,1.1598237067965669,1.209482341557813
888,5,4.0,91.8,85.19,True,16,1028,375,3,44,82.74,2017,100,Girls,Backstroke,14.0,1.0893246187363834,1.1738466956215519
889,6,6.0,98.53,96.86,True,16,1029,102,45,44,98.62,2017,100,Girls,Backstroke,11.0,1.0149193139145438,1.0324179227751393
890,7,7.0,106.16,103.89,True,16,1030,105,5,44,103.75999999999999,2017,100,Girls,Backstroke,10.0,0.9419743782969103,0.9625565501973241
891,8,8.0,118.09,113.97,True,16,1031,531,5,44,114.18,2017,100,Girls,Backstroke,9.0,0.846811753747142,0.8774238834781083
892,9,,134.53,138.04,False,16,1032,383,5,44,,2017,100,Girls,Backstroke,0.0,0.7433286255853713,0.7244277021153289
893,1,1.0,87.97,79.27,True,17,1036,139,3,45,75.97,2017,100,Girls,Backstroke,20.0,1.1367511651699442,1.2615112905260504
894,2,2.0,70.48,82.71000000000001,True,17,1037,141,3,45,77.74,2017,100,Girls,Backstroke,18.0,1.4188422247446084,1.2090436464756376
895,3,3.0,101.16,88.7,True,17,1038,309,5,45,84.92,2017,100,Girls,Backstroke,16.0,0.988533017002768,1.1273957158962795
896,4,4.0,101.31,90.93,True,17,1039,607,3,45,90.64,2017,100,Girls,Backstroke,14.0,0.9870693909781857,1.0997470581766193
897,5,5.0,92.35,93.27000000000001,True,17,1040,144,49,45,95.57,2017,100,Girls,Backstroke,12.0,1.0828370330265296,1.0721561059290232
898,6,5.0,102.81,96.41,True,17,1041,456,5,45,95.57,2017,100,Girls,Backstroke,12.0,0.9726680284019064,1.0372368011617052
899,7,7.0,123.0,111.92,True,17,1042,610,36,45,107.15,2017,100,Girls,Backstroke,10.0,0.8130081300813008,0.8934953538241601
900,8,8.0,142.22,120.76,True,17,1043,159,33,45,119.09,2017,100,Girls,Backstroke,9.0,0.703135986499789,0.8280887711162637
901,1,1.0,89.37,72.36,True,15,1047,616,46,46,70.82,2017,100,Boys,Backstroke,20.0,1.1189437171310284,1.3819789939192924
902,2,2.0,77.99,76.3,True,15,1048,172,3,46,76.69,2017,100,Boys,Backstroke,18.0,1.2822156686754713,1.3106159895150722
903,3,3.0,79.34,80.22,True,15,1049,174,45,46,76.71000000000001,2017,100,Boys,Backstroke,16.0,1.2603982858583311,1.2465719272001994
904,4,4.0,101.31,100.62,True,15,1050,470,33,46,99.86,2017,100,Boys,Backstroke,14.0,0.9870693909781857,0.9938382031405287
905,5,5.0,116.0,102.4,True,15,1051,324,5,46,101.3,2017,100,Boys,Backstroke,12.0,0.8620689655172413,0.9765625
906,6,6.0,122.99,118.41,True,15,1052,190,10,46,108.5,2017,100,Boys,Backstroke,11.0,0.8130742336775348,0.8445232666159953
907,1,1.0,65.31,66.66,True,16,1056,521,3,47,65.14,2017,100,Boys,Backstroke,20.0,1.5311590874291838,1.5001500150015001
908,2,2.0,79.78,79.24,True,16,1057,334,3,47,78.3,2017,100,Boys,Backstroke,18.0,1.25344697919278,1.2619888944977284
909,3,3.0,85.38,80.02,True,16,1058,479,5,47,78.34,2017,100,Boys,Backstroke,16.0,1.171234481143125,1.2496875781054737
910,4,4.0,90.16,84.91,True,16,1059,211,3,47,82.44,2017,100,Boys,Backstroke,14.0,1.109139307897072,1.1777175833235192
911,5,5.0,93.68,86.96000000000001,True,16,1060,551,39,47,85.55,2017,100,Boys,Backstroke,12.0,1.067463706233988,1.1499540018399264
912,6,7.0,96.12,94.55,True,16,1061,213,33,47,93.78999999999999,2017,100,Boys,Backstroke,10.0,1.0403662089055348,1.0576414595452142
913,7,6.0,104.87,95.75999999999999,True,16,1062,218,3,47,90.35,2017,100,Boys,Backstroke,11.0,0.9535615523982073,1.0442773600668338
914,8,,102.69,99.52000000000001,True,16,1063,219,33,47,,2017,100,Boys,Backstroke,0.0,0.9738046547862499,1.0048231511254018
915,9,,105.62,106.71000000000001,False,16,1064,221,5,47,,2017,100,Boys,Backstroke,0.0,0.946790380609733,0.9371192952862899
916,11,,131.27,125.23,False,16,1065,34,39,47,,2017,100,Boys,Backstroke,0.0,0.7617886798202178,0.7985307035055498
917,12,,183.61,187.54,False,16,1066,539,5,47,,2017,100,Boys,Backstroke,0.0,0.544632645280758,0.5332195798229711
918,1,1.0,62.92,67.64,True,17,1070,22,26,48,67.59,2017,100,Boys,Backstroke,20.0,1.589319771137953,1.478415138971023
919,2,2.0,73.2,75.19,True,17,1071,246,52,48,72.0,2017,100,Boys,Backstroke,18.0,1.366120218579235,1.3299640909695438
920,3,3.0,88.91,80.98,True,17,1072,350,3,48,80.4,2017,100,Boys,Backstroke,16.0,1.124732875941964,1.2348728081007656
921,4,6.0,95.47,92.59,True,17,1073,672,5,48,94.78,2017,100,Boys,Backstroke,11.0,1.0474494605635278,1.0800302408467437
922,5,4.0,95.78,95.86,True,17,1074,524,39,48,90.93,2017,100,Boys,Backstroke,14.0,1.044059302568386,1.0431879824744419
923,6,5.0,102.28,100.87,True,17,1075,359,3,48,92.33,2017,100,Boys,Backstroke,12.0,0.9777082518576456,0.9913750371765638
924,7,8.0,104.44,101.4,True,17,1076,417,5,48,99.2,2017,100,Boys,Backstroke,9.0,0.9574875526618154,0.9861932938856015
925,8,7.0,107.56,107.61,True,17,1077,265,55,48,95.03999999999999,2017,100,Boys,Backstroke,10.0,0.9297136481963555,0.9292816652727441
926,9,,125.93,112.4,False,17,1078,358,5,48,,2017,100,Boys,Backstroke,0.0,0.7940919558484872,0.889679715302491
927,10,,129.96,112.94,False,17,1079,546,3,48,,2017,100,Boys,Backstroke,0.0,0.7694675284702985,0.8854258898530193
928,1,1.0,41.78,37.82,True,15,1082,274,5,49,37.32,2017,50,Girls,Breaststroke,20.0,1.1967448539971277,1.3220518244315178
929,2,3.0,37.94,38.71,True,15,1083,275,3,49,38.95,2017,50,Girls,Breaststroke,16.0,1.3178703215603584,1.2916559028674761
930,3,2.0,41.2,39.62,True,15,1084,277,16,49,38.94,2017,50,Girls,Breaststroke,18.0,1.2135922330097086,1.2619888944977284
931,4,4.0,46.17,42.0,True,15,1085,528,42,49,41.99,2017,50,Girls,Breaststroke,14.0,1.0829542993285683,1.1904761904761905
932,5,5.0,44.12,42.83,True,15,1086,41,52,49,42.34,2017,50,Girls,Breaststroke,12.0,1.1332728921124207,1.167406023815083
933,6,8.0,45.34,45.08,True,15,1087,280,49,49,45.12,2017,50,Girls,Breaststroke,9.0,1.102779003087781,1.109139307897072
934,7,7.0,49.5,45.61,True,15,1088,281,42,49,45.11,2017,50,Girls,Breaststroke,10.0,1.0101010101010102,1.0962508221881166
935,8,6.0,46.69,47.44,True,15,1089,288,45,49,43.84,2017,50,Girls,Breaststroke,11.0,1.0708931248661384,1.0539629005059021
936,9,11.0,47.5,47.77,True,15,1090,43,17,49,47.55,2017,50,Girls,Breaststroke,6.0,1.0526315789473684,1.0466820180029306
937,10,9.0,49.37,47.93,True,15,1091,282,35,49,46.79,2017,50,Girls,Breaststroke,8.0,1.01276078590237,1.0431879824744419
938,11,10.0,50.97,48.57,True,15,1092,430,39,49,47.49,2017,50,Girls,Breaststroke,7.0,0.9809691975671964,1.0294420424130122
939,12,13.0,52.13,48.95,True,15,1093,579,49,49,50.34,2017,50,Girls,Breaststroke,4.0,0.9591406100134279,1.0214504596527068
940,13,12.0,48.75,50.24,True,15,1094,673,52,49,49.7,2017,50,Girls,Breaststroke,5.0,1.0256410256410255,0.9952229299363057
941,14,15.0,51.25,51.36,True,15,1095,554,52,49,51.04,2017,50,Girls,Breaststroke,2.0,0.975609756097561,0.9735202492211839
942,15,16.0,54.34,52.29,True,15,1096,674,48,49,54.8,2017,50,Girls,Breaststroke,1.0,0.9201324990798675,0.9562057754828839
943,16,14.0,51.2,52.66,True,15,1097,426,49,49,50.56,2017,50,Girls,Breaststroke,3.0,0.9765625,0.94948727687049
944,17,,56.95,53.53,False,15,1098,555,42,49,,2017,50,Girls,Breaststroke,0.0,0.8779631255487269,0.9340556697179152
945,18,,58.95,54.66,False,15,1099,557,33,49,,2017,50,Girls,Breaststroke,0.0,0.8481764206955046,0.9147457006952068
946,19,,57.33,54.93,False,15,1100,559,18,49,,2017,50,Girls,Breaststroke,0.0,0.8721437292865865,0.9102494083378846
947,20,,60.66,55.44,False,15,1101,518,39,49,,2017,50,Girls,Breaststroke,0.0,0.8242664029014178,0.9018759018759019
948,21,,55.78,56.28,False,15,1102,556,26,49,,2017,50,Girls,Breaststroke,0.0,0.8963786303334529,0.8884150675195451
949,22,,58.34,57.75,False,15,1103,429,52,49,,2017,50,Girls,Breaststroke,0.0,0.8570449091532396,0.8658008658008658
950,23,,56.91,58.3,False,15,1104,564,42,49,,2017,50,Girls,Breaststroke,0.0,0.8785802143735724,0.8576329331046313
951,24,,64.78,59.94,False,15,1105,563,46,49,,2017,50,Girls,Breaststroke,0.0,0.7718431614695893,0.8341675008341676
952,25,,69.74,69.53,False,15,1106,435,46,49,,2017,50,Girls,Breaststroke,0.0,0.7169486664754804,0.7191140514885661
953,1,1.0,40.28,37.8,True,16,1110,290,26,50,36.05,2017,50,Girls,Breaststroke,20.0,1.2413108242303872,1.3227513227513228
954,2,2.0,37.06,38.04,True,16,1111,438,3,50,38.11,2017,50,Girls,Breaststroke,18.0,1.3491635186184565,1.3144058885383807
955,3,4.0,42.43,40.07,True,16,1112,291,49,50,40.46,2017,50,Girls,Breaststroke,14.0,1.1784115012962526,1.2478163214374844
956,4,3.0,42.3,40.7,True,16,1113,292,16,50,39.5,2017,50,Girls,Breaststroke,16.0,1.182033096926714,1.2285012285012284
957,5,5.0,40.72,40.89,True,16,1114,581,45,50,40.47,2017,50,Girls,Breaststroke,12.0,1.2278978388998036,1.2227928588897041
958,6,6.0,45.2,42.3,True,16,1115,529,18,50,42.02,2017,50,Girls,Breaststroke,11.0,1.1061946902654867,1.182033096926714
959,7,7.0,43.22,43.11,True,16,1116,294,3,50,42.41,2017,50,Girls,Breaststroke,10.0,1.1568718186024989,1.1598237067965669
960,8,9.0,43.86,43.4,True,16,1117,293,42,50,43.77,2017,50,Girls,Breaststroke,8.0,1.1399908800729595,1.1520737327188941
961,9,8.0,47.25,43.76,True,16,1118,582,42,50,43.21,2017,50,Girls,Breaststroke,9.0,1.0582010582010581,1.1425959780621573
962,10,11.0,45.75,45.23,True,16,1119,295,48,50,44.66,2017,50,Girls,Breaststroke,6.0,1.092896174863388,1.105460977227504
963,11,12.0,58.09,45.89,True,16,1120,586,3,50,44.91,2017,50,Girls,Breaststroke,5.0,0.8607333448097779,1.0895619960775769
964,12,13.0,49.59,46.08,True,16,1121,377,16,50,45.95,2017,50,Girls,Breaststroke,4.0,1.008267795926598,1.0850694444444444
965,13,14.0,45.09,46.35,True,16,1122,296,42,50,46.43,2017,50,Girls,Breaststroke,3.0,1.1088933244621866,1.0787486515641855
966,14,15.0,49.27,46.48,True,16,1123,440,18,50,47.01,2017,50,Girls,Breaststroke,2.0,1.0148163182463974,1.0757314974182446
967,15,10.0,47.66,46.77,True,16,1124,583,46,50,44.02,2017,50,Girls,Breaststroke,7.0,1.0490977759127151,1.0690613641223006
968,16,16.0,50.9,50.17,True,16,1125,519,52,50,50.34,2017,50,Girls,Breaststroke,1.0,0.9823182711198428,0.9966115208291807
969,17,,52.45,52.04,False,16,1126,118,48,50,,2017,50,Girls,Breaststroke,0.0,0.9532888465204956,0.9607993850883936
970,18,,55.8,52.08,False,16,1127,590,48,50,,2017,50,Girls,Breaststroke,0.0,0.8960573476702509,0.9600614439324117
971,19,,55.13,53.46,False,16,1128,585,52,50,,2017,50,Girls,Breaststroke,0.0,0.9069472156720478,0.9352787130564908
972,20,,57.15,55.07,False,16,1129,675,43,50,,2017,50,Girls,Breaststroke,0.0,0.8748906386701663,0.9079353550027238
973,21,,57.01,55.29,False,16,1130,588,48,50,,2017,50,Girls,Breaststroke,0.0,0.8770391159445712,0.9043226623259178
974,22,,55.78,55.6,False,16,1131,301,46,50,,2017,50,Girls,Breaststroke,0.0,0.8963786303334529,0.8992805755395683
975,23,,58.03,56.08,False,16,1132,592,49,50,,2017,50,Girls,Breaststroke,0.0,0.8616232982939859,0.891583452211127
976,24,,56.97,56.22,False,16,1133,595,16,50,,2017,50,Girls,Breaststroke,0.0,0.8776549060909251,0.8893632159373889
977,25,,57.41,58.66,False,16,1134,594,18,50,,2017,50,Girls,Breaststroke,0.0,0.870928409684724,0.8523695874531197
978,26,,53.74,58.92,False,16,1135,451,49,50,,2017,50,Girls,Breaststroke,0.0,0.9304056568663938,0.8486082824168364
979,27,,68.64,64.12,False,16,1136,676,39,50,,2017,50,Girls,Breaststroke,0.0,0.7284382284382285,0.7797878976918278
980,28,,67.56,64.96,False,16,1137,110,3,50,,2017,50,Girls,Breaststroke,0.0,0.7400828892835998,0.769704433497537
981,29,,69.28999999999999,65.7,False,16,1138,599,16,50,,2017,50,Girls,Breaststroke,0.0,0.7216048491845866,0.76103500761035
982,30,,64.9,66.7,False,16,1139,450,10,50,,2017,50,Girls,Breaststroke,0.0,0.7704160246533127,0.7496251874062968
983,31,,94.12,92.97999999999999,False,16,1140,596,5,50,,2017,50,Girls,Breaststroke,0.0,0.531236719082023,0.5377500537750054
984,1,1.0,38.21,34.53,True,17,1145,305,33,51,34.74,2017,50,Girls,Breaststroke,20.0,1.3085579691180318,1.4480162177816391
985,2,2.0,36.01,37.2,True,17,1146,304,3,51,37.46,2017,50,Girls,Breaststroke,18.0,1.3885031935573453,1.3440860215053763
986,3,3.0,41.2,41.1,True,17,1147,307,17,51,40.74,2017,50,Girls,Breaststroke,16.0,1.2135922330097086,1.2165450121654502
987,4,5.0,45.78,42.55,True,17,1148,308,52,51,41.9,2017,50,Girls,Breaststroke,12.0,1.09217999126256,1.175088131609871
988,5,4.0,42.19,42.79,True,17,1149,310,42,51,41.27,2017,50,Girls,Breaststroke,14.0,1.1851149561507466,1.1684973124561813
989,6,6.0,45.0,43.8,True,17,1150,606,3,51,44.97,2017,50,Girls,Breaststroke,11.0,1.1111111111111112,1.1415525114155252
990,7,7.0,48.84,47.44,True,17,1151,679,45,51,45.93,2017,50,Girls,Breaststroke,10.0,1.0237510237510237,1.0539629005059021
991,8,8.0,51.13,48.4,True,17,1152,313,46,51,47.27,2017,50,Girls,Breaststroke,9.0,0.9778994719342851,1.0330578512396695
992,9,,50.34,52.37,True,17,1153,314,34,51,,2017,50,Girls,Breaststroke,0.0,0.9932459276916964,0.9547450830628222
993,10,9.0,56.33,52.86,True,17,1154,315,27,51,51.24,2017,50,Girls,Breaststroke,8.0,0.8876264867743654,0.9458948164964056
994,11,10.0,52.63,53.52,True,17,1155,612,46,51,51.95,2017,50,Girls,Breaststroke,7.0,0.9500285008550257,0.9342301943198804
995,12,11.0,54.64,54.74,True,17,1156,680,49,51,52.97,2017,50,Girls,Breaststroke,6.0,0.9150805270863835,0.9134088417975885
996,13,12.0,54.57,54.98,True,17,1157,316,33,51,53.05,2017,50,Girls,Breaststroke,5.0,0.916254352208173,0.9094216078574028
997,14,14.0,56.76,56.34,True,17,1158,609,48,51,58.52,2017,50,Girls,Breaststroke,3.0,0.8809020436927414,0.8874689385871494
998,15,13.0,58.03,57.05,True,17,1159,613,42,51,56.99,2017,50,Girls,Breaststroke,4.0,0.8616232982939859,0.8764241893076249
999,16,15.0,90.9,69.81,True,17,1160,460,5,51,66.26,2017,50,Girls,Breaststroke,2.0,0.55005500550055,0.7162297665090961
1000,1,1.0,35.22,34.5,True,15,1165,317,3,52,33.63,2017,50,Boys,Breaststroke,20.0,1.4196479273140261,1.4492753623188406
1001,2,2.0,39.34,35.21,True,15,1166,615,42,52,34.14,2017,50,Boys,Breaststroke,18.0,1.2709710218607015,1.4200511218403862
1002,3,3.0,44.38,40.25,True,15,1167,318,3,52,39.3,2017,50,Boys,Breaststroke,16.0,1.1266336187471833,1.2422360248447204
1003,4,5.0,44.94,42.73,True,15,1168,326,49,52,42.54,2017,50,Boys,Breaststroke,12.0,1.1125945705384959,1.1701380762930027
1004,5,4.0,44.13,42.86,True,15,1169,617,46,52,42.2,2017,50,Boys,Breaststroke,14.0,1.1330160888284613,1.1665888940737283
1005,6,8.0,43.62,43.1,True,15,1170,319,33,52,43.93,2017,50,Boys,Breaststroke,9.0,1.1462631820265934,1.160092807424594
1006,7,,45.34,43.43,True,15,1171,618,46,52,,2017,50,Boys,Breaststroke,0.0,1.102779003087781,1.1512779184895234
1007,8,7.0,47.72,44.71,True,15,1172,535,46,52,43.62,2017,50,Boys,Breaststroke,10.0,1.0477787091366304,1.1183180496533214
1008,9,,45.87,45.93,True,15,1173,468,34,52,,2017,50,Boys,Breaststroke,0.0,1.090037061260083,1.088613106901807
1009,10,10.0,50.19,46.6,True,15,1174,321,26,52,46.23,2017,50,Boys,Breaststroke,7.0,0.9962143853357243,1.0729613733905579
1010,11,9.0,49.62,47.05,True,15,1175,629,46,52,44.3,2017,50,Boys,Breaststroke,8.0,1.0076582023377672,1.0626992561105209
1011,12,14.0,52.93,49.95,True,15,1176,550,16,52,49.81,2017,50,Boys,Breaststroke,3.0,0.9446438692612885,1.0010010010010009
1012,13,11.0,51.41,50.66,True,15,1177,322,46,52,46.8,2017,50,Boys,Breaststroke,6.0,0.9725734292939118,0.9869719699960522
1013,14,6.0,57.6,50.75,True,15,1178,624,27,52,43.54,2017,50,Boys,Breaststroke,11.0,0.8680555555555556,0.9852216748768473
1014,15,12.0,56.08,52.08,True,15,1179,33,3,52,47.83,2017,50,Boys,Breaststroke,5.0,0.891583452211127,0.9600614439324117
1015,16,,51.46,53.13,True,15,1180,619,48,52,,2017,50,Boys,Breaststroke,0.0,0.9716284492809949,0.9410878976096367
1016,17,15.0,71.72,53.25,False,15,1181,323,39,52,55.3,2017,50,Boys,Breaststroke,2.0,0.6971556051310652,0.9389671361502347
1017,18,13.0,59.31,53.27,False,15,1182,621,3,52,48.07,2017,50,Boys,Breaststroke,4.0,0.8430281571404484,0.9386146048432513
1018,19,,73.34,55.76,False,15,1183,623,34,52,,2017,50,Boys,Breaststroke,0.0,0.6817562039814562,0.896700143472023
1019,20,,61.93,57.02,False,15,1184,330,27,52,,2017,50,Boys,Breaststroke,0.0,0.8073631519457451,0.876885303402315
1020,21,,63.91,58.84,False,15,1185,197,17,52,,2017,50,Boys,Breaststroke,0.0,0.7823501799405415,0.849762066621346
1021,1,1.0,34.38,31.45,True,16,1193,331,45,53,31.68,2017,50,Boys,Breaststroke,20.0,1.4543339150668992,1.589825119236884
1022,2,2.0,34.92,34.13,True,16,1194,209,48,53,34.32,2017,50,Boys,Breaststroke,18.0,1.43184421534937,1.4649868151186638
