,divsRank,finalRank,seedTime,divsTime,qualified,swimmerage,id,swimmer,school,event,finalTime,year,distance,gender,stroke,points,seedSpeed,divsSpeed
0,1,1.0,150.25,138.24,True,15,1,1,26,1,135.59,2017,200,Girls,Freestyle,20.0,1.3311148086522462,1.446759259259259
1,2,3.0,143.62,139.32999999999998,True,15,2,2,33,1,138.31,2017,200,Girls,Freestyle,16.0,1.3925637097897228,1.4354410392593127
2,3,2.0,131.8,139.84,True,17,3,3,3,1,136.89,2017,200,Girls,Freestyle,18.0,1.5174506828528072,1.4302059496567505
3,4,4.0,166.84,151.26,True,17,4,4,3,1,149.14,2017,200,Girls,Freestyle,14.0,1.1987532965715655,1.322226629644321
4,5,5.0,169.94,165.49,True,17,5,5,45,1,160.0,2017,200,Girls,Freestyle,12.0,1.1768859597505001,1.2085322375974379
5,6,6.0,169.38,171.98,True,16,6,6,5,1,168.2,2017,200,Girls,Freestyle,11.0,1.180776951233912,1.162925921618793
6,7,,172.75,181.93,True,16,7,7,49,1,,2017,200,Girls,Freestyle,0.0,1.1577424023154848,1.099323915791788
7,8,8.0,190.09,192.93,True,17,8,8,30,1,196.66,2017,200,Girls,Freestyle,9.0,1.052133200063128,1.0366454154356501
8,9,7.0,187.36,193.52,False,17,9,9,39,1,189.68,2017,200,Girls,Freestyle,10.0,1.067463706233988,1.0334849111202975
9,10,,239.0,195.39,False,16,10,10,33,1,,2017,200,Girls,Freestyle,0.0,0.8368200836820083,1.0235938379650955
10,11,,229.22,204.95,False,15,11,11,39,1,,2017,200,Girls,Freestyle,0.0,0.8725242125468982,0.9758477677482313
11,12,,239.89,231.67000000000002,False,16,12,12,39,1,,2017,200,Girls,Freestyle,0.0,0.8337154529159199,0.8632969309794103
12,13,,233.6,249.89,False,16,13,13,34,1,,2017,200,Girls,Freestyle,0.0,0.8561643835616438,0.8003521549481772
13,14,,257.72,252.44,False,17,14,14,39,1,,2017,200,Girls,Freestyle,0.0,0.7760360080707744,0.7922674694977024
14,15,,233.32,287.08,False,16,15,15,39,1,,2017,200,Girls,Freestyle,0.0,0.8571918395336877,0.6966699177929497
15,1,1.0,117.1,118.17,True,16,18,18,3,2,118.21000000000001,2017,200,Boys,Freestyle,20.0,1.707941929974381,1.6924769400016924
16,2,4.0,137.07,137.52,True,15,19,19,3,2,134.57,2017,200,Boys,Freestyle,14.0,1.4591084847158386,1.4543339150668992
17,3,2.0,119.32,139.7,True,15,20,20,52,2,122.81,2017,200,Boys,Freestyle,18.0,1.6761649346295677,1.4316392269148175
18,4,3.0,134.6,142.79,True,15,21,21,46,2,128.54,2017,200,Boys,Freestyle,16.0,1.485884101040119,1.4006583094054206
19,5,5.0,139.59,143.07,True,17,22,22,26,2,134.59,2017,200,Boys,Freestyle,12.0,1.4327673902141986,1.3979171035157616
20,6,6.0,153.53,155.56,True,17,23,23,36,2,153.72,2017,200,Boys,Freestyle,11.0,1.302677001237543,1.2856775520699408
21,7,7.0,172.09,172.6,True,17,24,24,52,2,163.74,2017,200,Boys,Freestyle,10.0,1.1621825788831426,1.1587485515643106
22,8,8.0,178.88,187.79,True,15,25,25,33,2,175.36,2017,200,Boys,Freestyle,9.0,1.118067978533095,1.065019436604718
23,9,,189.47,189.96,False,15,26,26,33,2,,2017,200,Boys,Freestyle,0.0,1.0555760806460126,1.052853232259423
24,10,,193.47,192.67,False,15,27,27,39,2,,2017,200,Boys,Freestyle,0.0,1.0337520028945055,1.0380443244926558
25,11,,221.78,207.95,False,16,28,28,39,2,,2017,200,Boys,Freestyle,0.0,0.9017945711966814,0.961769656167348
26,12,,220.53,208.92000000000002,False,15,29,29,39,2,,2017,200,Boys,Freestyle,0.0,0.9069060898743935,0.9573042312847022
27,13,,213.77,221.64,False,17,30,30,34,2,,2017,200,Boys,Freestyle,0.0,0.9355849745053094,0.9023641941887747
28,14,,240.71,222.94,False,16,31,31,39,2,,2017,200,Boys,Freestyle,0.0,0.8308753271571601,0.8971023593792051
29,15,,245.37,236.24,False,16,32,32,39,2,,2017,200,Boys,Freestyle,0.0,0.8150955699555773,0.8465966813410091
30,16,,270.06,239.28,False,15,33,33,3,2,,2017,200,Boys,Freestyle,0.0,0.7405761682589054,0.8358408559010364
31,17,,263.61,249.07,False,16,34,34,39,2,,2017,200,Boys,Freestyle,0.0,0.7586965593111035,0.8029871120568515
32,1,1.0,30.45,32.62,True,15,38,38,3,3,32.08,2017,50,Girls,Backstroke,20.0,1.6420361247947455,1.5328019619865114
33,2,2.0,33.81,33.66,True,15,39,39,48,3,33.26,2017,50,Girls,Backstroke,18.0,1.4788524105294292,1.4854426619132504
34,3,3.0,35.5,35.75,True,15,40,40,35,3,34.68,2017,50,Girls,Backstroke,16.0,1.408450704225352,1.3986013986013985
35,4,4.0,37.76,37.02,True,15,41,41,52,3,37.28,2017,50,Girls,Backstroke,14.0,1.3241525423728815,1.350621285791464
36,5,7.0,40.62,40.57,True,15,42,42,16,3,40.54,2017,50,Girls,Backstroke,10.0,1.2309207287050714,1.2324377618930245
37,6,5.0,44.33,41.35,True,15,43,43,17,3,40.18,2017,50,Girls,Backstroke,12.0,1.1279043537108053,1.2091898428053205
38,7,9.0,36.25,41.63,True,15,44,44,33,3,42.45,2017,50,Girls,Backstroke,8.0,1.3793103448275863,1.2010569300984866
39,8,6.0,47.06,42.91,True,15,45,45,3,3,40.3,2017,50,Girls,Backstroke,11.0,1.062473438164046,1.1652295502213936
40,9,12.0,44.47,43.76,True,15,46,46,26,3,44.74,2017,50,Girls,Backstroke,5.0,1.124353496739375,1.1425959780621573
41,10,10.0,42.42,43.82,True,15,47,47,18,3,42.7,2017,50,Girls,Backstroke,7.0,1.1786892975011787,1.1410314924691922
42,11,11.0,42.94,44.61,True,15,48,48,35,3,43.34,2017,50,Girls,Backstroke,6.0,1.1644154634373545,1.1208249271463797
43,12,16.0,49.2,44.9,True,15,49,49,48,3,47.03,2017,50,Girls,Backstroke,1.0,1.0162601626016259,1.1135857461024499
44,13,8.0,47.97,45.38,True,15,50,50,3,3,42.25,2017,50,Girls,Backstroke,9.0,1.0423181154888472,1.1018069634200087
45,14,15.0,49.78,48.51,True,15,51,51,26,3,46.87,2017,50,Girls,Backstroke,2.0,1.004419445560466,1.0307153164296021
46,15,18.0,49.78,48.56,True,15,52,52,5,3,48.94,2017,50,Girls,Backstroke,0.0,1.004419445560466,1.029654036243822
47,16,17.0,47.42,48.81,True,15,53,53,16,3,48.18,2017,50,Girls,Backstroke,0.0,1.054407423028258,1.0243802499487809
48,17,14.0,49.11,49.02,True,15,54,54,49,3,46.24,2017,50,Girls,Backstroke,3.0,1.018122581958868,1.0199918400652794
49,18,13.0,50.22,49.3,True,15,55,55,3,3,45.73,2017,50,Girls,Backstroke,4.0,0.9956192751891677,1.0141987829614605
50,19,24.0,50.03,49.38,True,15,56,56,46,3,51.77,2017,50,Girls,Backstroke,0.0,0.9994003597841296,1.012555690562981
51,20,19.0,53.06,49.92,True,15,57,57,3,3,50.11,2017,50,Girls,Backstroke,0.0,0.9423294383716547,1.001602564102564
52,21,23.0,52.04,50.17,True,15,58,58,3,3,51.21,2017,50,Girls,Backstroke,0.0,0.9607993850883936,0.9966115208291807
53,22,22.0,51.96,50.51,True,15,59,59,42,3,51.18,2017,50,Girls,Backstroke,0.0,0.962278675904542,0.9899029895070284
54,23,20.0,52.69,51.03,True,15,60,60,34,3,50.41,2017,50,Girls,Backstroke,0.0,0.9489466691971912,0.9798157946306094
55,24,21.0,52.31,52.14,True,15,61,61,49,3,51.04,2017,50,Girls,Backstroke,0.0,0.9558401835213152,0.9589566551591868
56,25,,48.97,52.55,False,15,62,62,49,3,,2017,50,Girls,Backstroke,0.0,1.0210332856851134,0.9514747859181732
57,26,,53.15,53.8,False,15,63,63,34,3,,2017,50,Girls,Backstroke,0.0,0.9407337723424272,0.929368029739777
58,27,,54.82,54.46,False,15,64,64,36,3,,2017,50,Girls,Backstroke,0.0,0.9120758847136081,0.9181050312155711
59,28,,68.13,55.23,False,15,65,65,48,3,,2017,50,Girls,Backstroke,0.0,0.7338910905621606,0.9053050878145936
60,29,,60.07,55.65,False,15,66,66,43,3,,2017,50,Girls,Backstroke,0.0,0.8323622440486099,0.8984725965858041
61,30,,75.34,56.19,False,15,67,67,33,3,,2017,50,Girls,Backstroke,0.0,0.6636580833554553,0.8898380494749956
62,31,,43.8,57.33,False,15,68,68,17,3,,2017,50,Girls,Backstroke,0.0,1.1415525114155252,0.8721437292865865
63,32,,69.28,57.4,False,15,69,69,5,3,,2017,50,Girls,Backstroke,0.0,0.7217090069284064,0.8710801393728224
64,33,,49.03,58.79,False,15,70,70,49,3,,2017,50,Girls,Backstroke,0.0,1.0197838058331634,0.8504847763225039
65,34,,56.33,58.95,False,15,71,71,3,3,,2017,50,Girls,Backstroke,0.0,0.8876264867743654,0.8481764206955046
66,35,,56.81,59.1,False,15,72,72,33,3,,2017,50,Girls,Backstroke,0.0,0.880126738250308,0.8460236886632826
67,36,,60.59,59.33,False,15,73,73,33,3,,2017,50,Girls,Backstroke,0.0,0.825218682950982,0.8427439743805832
68,37,,59.3,59.58,False,15,74,74,34,3,,2017,50,Girls,Backstroke,0.0,0.8431703204047218,0.8392077878482712
69,38,,64.88,62.63,False,15,75,75,26,3,,2017,50,Girls,Backstroke,0.0,0.7706535141800247,0.7983394539358135
70,39,,56.94,64.08,False,15,76,76,5,3,,2017,50,Girls,Backstroke,0.0,0.8781173164734809,0.7802746566791511
71,40,,57.7,64.47,False,15,77,77,10,3,,2017,50,Girls,Backstroke,0.0,0.8665511265164644,0.7755545214828603
72,41,,59.69,64.79,False,15,78,78,43,3,,2017,50,Girls,Backstroke,0.0,0.8376612497905848,0.7717240314863404
73,42,,65.18,65.23,False,15,79,79,39,3,,2017,50,Girls,Backstroke,0.0,0.7671064743786437,0.7665184730952016
74,43,,63.86,65.96,False,15,80,80,17,3,,2017,50,Girls,Backstroke,0.0,0.7829627309740056,0.7580351728320195
75,44,,74.19,70.03999999999999,False,15,81,81,33,3,,2017,50,Girls,Backstroke,0.0,0.6739452756436177,0.7138777841233581
76,45,,74.13,70.2,False,15,82,82,34,3,,2017,50,Girls,Backstroke,0.0,0.6744907594765952,0.7122507122507122
77,46,,62.8,71.15,False,15,83,83,36,3,,2017,50,Girls,Backstroke,0.0,0.7961783439490446,0.7027406886858748
78,47,,106.56,86.72,False,15,84,84,48,3,,2017,50,Girls,Backstroke,0.0,0.4692192192192192,0.5765682656826568
79,1,1.0,31.0,34.58,True,16,97,97,3,4,34.01,2017,50,Girls,Backstroke,20.0,1.6129032258064515,1.4459224985540775
80,2,2.0,31.99,36.98,True,16,98,98,42,4,36.5,2017,50,Girls,Backstroke,18.0,1.5629884338855893,1.3520822065981613
81,3,3.0,37.89,38.49,True,16,99,99,52,4,38.02,2017,50,Girls,Backstroke,16.0,1.3196093956188968,1.2990387113535982
82,4,4.0,38.79,39.8,True,16,100,100,49,4,39.73,2017,50,Girls,Backstroke,14.0,1.288992008249549,1.256281407035176
83,5,5.0,43.53,42.64,True,16,101,101,42,4,42.57,2017,50,Girls,Backstroke,12.0,1.1486331265793706,1.172607879924953
84,6,6.0,44.54,44.29,True,16,102,102,45,4,42.97,2017,50,Girls,Backstroke,11.0,1.1225864391558151,1.1289230074508918
85,7,8.0,47.1,44.86,True,16,103,103,16,4,44.5,2017,50,Girls,Backstroke,9.0,1.0615711252653928,1.1145786892554614
86,8,7.0,40.4,44.88,True,16,104,104,38,4,43.81,2017,50,Girls,Backstroke,10.0,1.2376237623762376,1.1140819964349375
87,9,9.0,44.5,44.92,True,16,105,105,5,4,45.44,2017,50,Girls,Backstroke,8.0,1.1235955056179776,1.1130899376669634
88,10,12.0,53.5,45.28,True,16,106,106,3,4,47.96,2017,50,Girls,Backstroke,5.0,0.9345794392523364,1.1042402826855124
89,11,10.0,45.34,45.36,True,16,107,107,46,4,46.6,2017,50,Girls,Backstroke,7.0,1.102779003087781,1.1022927689594357
90,12,11.0,48.78,48.43,True,16,108,108,48,4,46.8,2017,50,Girls,Backstroke,6.0,1.025010250102501,1.0324179227751393
91,13,15.0,36.0,48.66,True,16,109,109,27,4,49.1,2017,50,Girls,Backstroke,2.0,1.3888888888888888,1.0275380189066996
92,14,14.0,53.19,48.87,True,16,110,110,3,4,48.39,2017,50,Girls,Backstroke,3.0,0.9400263207369807,1.0231225700838962
93,15,13.0,51.99,49.28,True,16,111,111,49,4,48.06,2017,50,Girls,Backstroke,4.0,0.9617234083477592,1.0146103896103895
94,16,17.0,49.84,50.85,True,16,112,112,49,4,49.93,2017,50,Girls,Backstroke,0.0,1.0032102728731942,0.983284169124877
95,17,16.0,52.06,52.18,True,16,113,113,27,4,49.19,2017,50,Girls,Backstroke,1.0,0.9604302727621974,0.9582215408202377
96,18,18.0,52.03,53.13,True,16,114,114,43,4,51.13,2017,50,Girls,Backstroke,0.0,0.9609840476648087,0.9410878976096367
97,19,20.0,52.44,53.38,True,16,115,115,48,4,51.76,2017,50,Girls,Backstroke,0.0,0.9534706331045004,0.9366804046459347
98,20,19.0,59.2,53.85,True,16,116,116,36,4,51.6,2017,50,Girls,Backstroke,0.0,0.8445945945945945,0.9285051067780873
99,21,23.0,55.69,54.15,True,16,117,117,3,4,54.81,2017,50,Girls,Backstroke,0.0,0.897827258035554,0.9233610341643583
100,22,,54.93,54.19,True,16,118,118,48,4,,2017,50,Girls,Backstroke,0.0,0.9102494083378846,0.9226794611551947
101,23,22.0,56.84,54.96,True,16,119,119,5,4,53.98,2017,50,Girls,Backstroke,0.0,0.8796622097114707,0.9097525473071324
102,24,21.0,59.07,55.51,True,16,120,120,5,4,51.83,2017,50,Girls,Backstroke,0.0,0.8464533604198409,0.9007386056566384
103,26,,53.77,56.17,False,16,121,121,49,4,,2017,50,Girls,Backstroke,0.0,0.9298865538404314,0.8901548869503293
104,27,,56.16,59.24,False,16,122,122,36,4,,2017,50,Girls,Backstroke,0.0,0.8903133903133904,0.8440243079000674
105,28,,60.4,59.44,False,16,123,123,34,4,,2017,50,Girls,Backstroke,0.0,0.8278145695364238,0.8411843876177658
106,29,,56.53,62.58,False,16,124,124,33,4,,2017,50,Girls,Backstroke,0.0,0.884486113568017,0.7989773090444232
107,30,,86.42,87.64,False,16,125,125,5,4,,2017,50,Girls,Backstroke,0.0,0.578569775514927,0.5705157462345961
108,1,1.0,34.41,35.64,True,17,139,139,3,5,33.72,2017,50,Girls,Backstroke,20.0,1.4530659691950016,1.4029180695847363
109,2,2.0,34.91,36.64,True,17,140,140,16,5,34.43,2017,50,Girls,Backstroke,18.0,1.4322543683758238,1.3646288209606987
110,3,3.0,33.83,36.71,True,17,141,141,3,5,35.71,2017,50,Girls,Backstroke,16.0,1.4779781259237363,1.362026695723236
111,4,4.0,40.3,39.62,True,17,142,142,48,5,39.97,2017,50,Girls,Backstroke,14.0,1.240694789081886,1.2619888944977284
112,5,6.0,41.63,41.4,True,17,143,143,26,5,41.0,2017,50,Girls,Backstroke,11.0,1.2010569300984866,1.2077294685990339
113,6,5.0,42.94,42.06,True,17,144,144,49,5,40.71,2017,50,Girls,Backstroke,12.0,1.1644154634373545,1.1887779362815025
114,7,7.0,42.5,44.45,True,17,145,145,16,5,42.16,2017,50,Girls,Backstroke,10.0,1.1764705882352942,1.124859392575928
115,8,8.0,41.56,45.35,True,17,146,146,3,5,43.1,2017,50,Girls,Backstroke,9.0,1.2030798845043311,1.1025358324145533
116,9,,46.87,46.68,True,17,147,147,52,5,,2017,50,Girls,Backstroke,0.0,1.0667804565820356,1.0711225364181662
117,10,9.0,47.67,47.11,True,17,148,148,16,5,44.81,2017,50,Girls,Backstroke,8.0,1.0488777008600796,1.0613457864572278
118,11,14.0,46.93,47.24,True,17,149,149,46,5,48.43,2017,50,Girls,Backstroke,3.0,1.0654165778819518,1.0584250635055037
119,12,11.0,51.44,47.57,True,17,150,150,3,5,47.93,2017,50,Girls,Backstroke,6.0,0.9720062208398135,1.0510826150935464
120,13,12.0,49.52,47.61,True,17,151,151,3,5,47.94,2017,50,Girls,Backstroke,5.0,1.0096930533117932,1.0501995379122033
121,14,13.0,49.23,47.74,True,17,152,152,3,5,48.36,2017,50,Girls,Backstroke,4.0,1.0156408693885843,1.0473397570171763
122,15,10.0,56.59,50.52,True,17,153,153,39,5,47.87,2017,50,Girls,Backstroke,7.0,0.8835483300936561,0.9897070467141725
123,16,,50.69,51.01,True,17,154,154,46,5,,2017,50,Girls,Backstroke,0.0,0.9863878477017164,0.9801999607920016
124,17,16.0,52.69,51.54,True,17,155,155,10,5,50.25,2017,50,Girls,Backstroke,1.0,0.9489466691971912,0.9701202949165697
125,18,15.0,51.35,52.15,True,17,156,156,3,5,48.84,2017,50,Girls,Backstroke,2.0,0.9737098344693281,0.9587727708533078
126,19,19.0,51.8,52.32,True,17,157,157,46,5,52.05,2017,50,Girls,Backstroke,0.0,0.9652509652509653,0.9556574923547401
127,20,20.0,55.06,52.72,True,17,158,158,18,5,52.64,2017,50,Girls,Backstroke,0.0,0.9081002542680712,0.9484066767830046
128,21,17.0,54.68,53.32,True,17,159,159,33,5,51.31,2017,50,Girls,Backstroke,0.0,0.9144111192392099,0.9377344336084021
129,22,18.0,56.19,54.13,True,17,160,160,18,5,51.77,2017,50,Girls,Backstroke,0.0,0.8898380494749956,0.9237021984112321
130,23,,57.17,55.36,True,17,161,161,39,5,,2017,50,Girls,Backstroke,0.0,0.8745845723281441,0.9031791907514451
131,24,22.0,59.5,58.48,True,17,162,162,3,5,57.78,2017,50,Girls,Backstroke,0.0,0.8403361344537815,0.8549931600547196
132,25,21.0,56.83,61.3,False,17,163,163,46,5,57.16,2017,50,Girls,Backstroke,0.0,0.8798169980644026,0.8156606851549756
133,26,23.0,58.0,62.52,False,17,164,164,34,5,61.29,2017,50,Girls,Backstroke,0.0,0.8620689655172413,0.799744081893794
134,27,,67.51,65.46,False,17,165,165,48,5,,2017,50,Girls,Backstroke,0.0,0.7406310176270182,0.7638252367858235
135,28,,65.47,76.74,False,17,166,166,36,5,,2017,50,Girls,Backstroke,0.0,0.763708568810142,0.6515506906437322
136,1,1.0,32.9,30.9,True,15,171,171,35,6,30.05,2017,50,Boys,Backstroke,20.0,1.5197568389057752,1.6181229773462784
137,2,3.0,35.15,34.61,True,15,172,172,3,6,34.08,2017,50,Boys,Backstroke,16.0,1.4224751066856332,1.444669170759896
138,3,2.0,38.21,35.24,True,15,173,173,3,6,34.06,2017,50,Boys,Backstroke,18.0,1.3085579691180318,1.4188422247446084
139,4,4.0,35.35,35.27,True,15,174,174,45,6,34.57,2017,50,Boys,Backstroke,14.0,1.4144271570014144,1.4176353841791889
140,5,5.0,40.47,38.39,True,15,175,175,3,6,38.4,2017,50,Boys,Backstroke,12.0,1.2354830738818878,1.3024225058609014
141,6,7.0,39.3,40.27,True,15,176,176,43,6,40.94,2017,50,Boys,Backstroke,10.0,1.272264631043257,1.2416190712689346
142,7,10.0,40.98,41.29,True,15,177,177,17,6,42.06,2017,50,Boys,Backstroke,7.0,1.2201073694485116,1.2109469605231291
143,8,9.0,44.47,41.41,True,15,178,178,16,6,41.54,2017,50,Boys,Backstroke,8.0,1.124353496739375,1.2074378169524271
144,9,6.0,42.76,41.54,True,15,179,179,34,6,40.73,2017,50,Boys,Backstroke,11.0,1.1693171188026192,1.203659123736158
145,10,8.0,40.95,42.46,True,15,180,180,17,6,41.44,2017,50,Boys,Backstroke,9.0,1.2210012210012209,1.1775788977861517
146,11,11.0,50.97,43.19,True,15,181,181,3,6,42.89,2017,50,Boys,Backstroke,6.0,0.9809691975671964,1.157675387821255
147,12,15.0,45.44,44.22,True,15,182,182,46,6,44.15,2017,50,Boys,Backstroke,2.0,1.1003521126760565,1.1307100859339665
148,13,17.0,47.41,44.92,True,15,183,183,3,6,44.7,2017,50,Boys,Backstroke,0.0,1.0546298249314492,1.1130899376669634
149,14,19.0,57.69,45.36,True,15,184,184,3,6,46.66,2017,50,Boys,Backstroke,0.0,0.8667013347200555,1.1022927689594357
150,15,13.0,43.25,45.78,True,15,185,185,26,6,43.2,2017,50,Boys,Backstroke,4.0,1.1560693641618498,1.09217999126256
151,16,18.0,,46.59,True,15,186,186,42,6,45.29,2017,50,Boys,Backstroke,0.0,,1.0731916720326249
152,17,12.0,47.27,46.8,True,15,187,187,3,6,43.03,2017,50,Boys,Backstroke,5.0,1.0577533319229955,1.0683760683760684
153,18,16.0,53.88,47.77,True,15,188,188,3,6,44.2,2017,50,Boys,Backstroke,1.0,0.9279881217520415,1.0466820180029306
154,19,14.0,51.19,48.0,True,15,189,189,3,6,43.65,2017,50,Boys,Backstroke,3.0,0.9767532721234616,1.0416666666666667
155,20,23.0,49.13,49.1,True,15,190,190,10,6,51.22,2017,50,Boys,Backstroke,0.0,1.017708121310808,1.0183299389002036
156,21,20.0,51.75,50.4,True,15,191,191,42,6,49.29,2017,50,Boys,Backstroke,0.0,0.966183574879227,0.9920634920634921
157,22,21.0,51.5,51.25,True,15,192,192,16,6,49.66,2017,50,Boys,Backstroke,0.0,0.970873786407767,0.975609756097561
158,23,24.0,59.03,54.31,True,15,193,193,5,6,53.04,2017,50,Boys,Backstroke,0.0,0.8470269354565475,0.9206407659731173
159,24,22.0,60.5,54.76,True,15,194,194,39,6,50.88,2017,50,Boys,Backstroke,0.0,0.8264462809917356,0.9130752373995618
160,25,,40.84,55.11,False,15,195,195,30,6,,2017,50,Boys,Backstroke,0.0,1.2242899118511263,0.9072763563781528
161,26,,56.44,57.08,False,15,196,196,48,6,,2017,50,Boys,Backstroke,0.0,0.8858965272856131,0.8759635599159076
162,27,,60.8,57.1,False,15,197,197,17,6,,2017,50,Boys,Backstroke,0.0,0.8223684210526316,0.8756567425569176
163,28,,65.17,59.54,False,15,198,198,3,6,,2017,50,Boys,Backstroke,0.0,0.7672241829062452,0.8397715821296607
164,29,,62.26,64.92,False,15,199,199,39,6,,2017,50,Boys,Backstroke,0.0,0.8030838419530999,0.7701786814540973
165,30,,85.22,72.01,False,15,200,200,33,6,,2017,50,Boys,Backstroke,0.0,0.5867167331612297,0.6943480072212193
166,1,1.0,31.6,31.41,True,16,208,208,17,7,30.89,2017,50,Boys,Backstroke,20.0,1.5822784810126582,1.591849729385546
167,2,2.0,34.94,33.05,True,16,209,209,48,7,32.26,2017,50,Boys,Backstroke,18.0,1.4310246136233544,1.5128593040847202
168,3,3.0,36.26,34.29,True,16,210,210,3,7,33.8,2017,50,Boys,Backstroke,16.0,1.378929950358522,1.458151064450277
169,4,4.0,38.71,37.46,True,16,211,211,3,7,37.48,2017,50,Boys,Backstroke,14.0,1.2916559028674761,1.3347570742124932
170,5,6.0,42.25,40.1,True,16,212,212,36,7,39.53,2017,50,Boys,Backstroke,11.0,1.183431952662722,1.2468827930174564
171,6,5.0,42.08,40.42,True,16,213,213,33,7,38.1,2017,50,Boys,Backstroke,12.0,1.188212927756654,1.2370113805047005
172,7,9.0,41.7,40.84,True,16,214,214,16,7,40.55,2017,50,Boys,Backstroke,8.0,1.199040767386091,1.2242899118511263
173,8,7.0,44.31,42.49,True,16,215,215,36,7,39.8,2017,50,Boys,Backstroke,10.0,1.128413450688332,1.1767474699929394
174,9,10.0,44.03,43.01,True,16,216,216,38,7,41.86,2017,50,Boys,Backstroke,7.0,1.1355893708834885,1.162520344106022
175,10,8.0,45.1,43.09,True,16,217,217,36,7,39.83,2017,50,Boys,Backstroke,9.0,1.1086474501108647,1.1603620329542816
176,11,11.0,43.11,43.58,True,16,218,218,3,7,41.97,2017,50,Boys,Backstroke,6.0,1.1598237067965669,1.1473152822395596
177,12,12.0,45.75,43.88,True,16,219,219,33,7,43.05,2017,50,Boys,Backstroke,5.0,1.092896174863388,1.1394712853236098
178,13,17.0,42.09,44.35,True,16,220,220,33,7,45.49,2017,50,Boys,Backstroke,0.0,1.1879306248515085,1.1273957158962795
179,14,13.0,45.47,44.55,True,16,221,221,5,7,43.62,2017,50,Boys,Backstroke,4.0,1.0996261271167804,1.122334455667789
180,15,18.0,47.38,45.47,True,16,222,222,33,7,46.31,2017,50,Boys,Backstroke,0.0,1.0552975939214857,1.0996261271167804
181,16,15.0,47.3,45.56,True,16,223,223,33,7,45.13,2017,50,Boys,Backstroke,2.0,1.0570824524312896,1.0974539069359086
182,17,14.0,46.59,46.63,True,16,224,224,43,7,44.79,2017,50,Boys,Backstroke,3.0,1.0731916720326249,1.072271070126528
183,18,16.0,46.88,46.93,True,16,225,225,3,7,45.48,2017,50,Boys,Backstroke,1.0,1.0665529010238908,1.0654165778819518
184,19,20.0,59.26,47.1,True,16,226,226,3,7,48.43,2017,50,Boys,Backstroke,0.0,0.8437394532568343,1.0615711252653928
185,20,19.0,48.98,47.13,True,16,227,227,3,7,48.13,2017,50,Boys,Backstroke,0.0,1.0208248264597797,1.0608953957139826
186,21,21.0,54.19,47.2,True,16,228,228,26,7,49.38,2017,50,Boys,Backstroke,0.0,0.9226794611551947,1.059322033898305
187,22,22.0,51.32,50.02,True,16,229,229,33,7,49.96,2017,50,Boys,Backstroke,0.0,0.9742790335151987,0.9996001599360256
188,23,24.0,56.31,51.05,True,16,230,230,33,7,51.39,2017,50,Boys,Backstroke,0.0,0.8879417510211329,0.9794319294809012
189,24,23.0,53.9,51.62,True,16,231,231,52,7,50.22,2017,50,Boys,Backstroke,0.0,0.927643784786642,0.9686168151879118
190,25,,63.99,53.25,False,16,232,232,33,7,,2017,50,Boys,Backstroke,0.0,0.781372089388967,0.9389671361502347
191,26,,56.41,58.56,False,16,233,233,33,7,,2017,50,Boys,Backstroke,0.0,0.8863676653075696,0.8538251366120219
192,27,,60.47,65.92,False,16,234,234,27,7,,2017,50,Boys,Backstroke,0.0,0.826856292376385,0.7584951456310679
193,28,,66.47,66.86,False,16,235,235,27,7,,2017,50,Boys,Backstroke,0.0,0.7522190461862495,0.7478312892611427
194,29,,64.56,80.8,False,16,236,236,36,7,,2017,50,Boys,Backstroke,0.0,0.7744733581164808,0.6188118811881188
195,1,1.0,32.78,29.81,True,17,242,242,17,8,29.58,2017,50,Boys,Backstroke,20.0,1.5253203172666259,1.677289500167729
196,2,2.0,32.1,30.71,True,17,243,243,17,8,30.58,2017,50,Boys,Backstroke,18.0,1.557632398753894,1.62813415825464
197,3,4.0,32.0,31.53,True,17,244,244,18,8,32.12,2017,50,Boys,Backstroke,14.0,1.5625,1.5857913098636218
198,4,3.0,31.96,32.19,True,17,245,245,3,8,30.89,2017,50,Boys,Backstroke,16.0,1.5644555694618272,1.5532774153463809
199,5,6.0,34.12,33.57,True,17,246,246,52,8,32.64,2017,50,Boys,Backstroke,11.0,1.4654161781946073,1.4894250819183794
200,6,5.0,32.6,33.59,True,17,247,247,5,8,32.16,2017,50,Boys,Backstroke,12.0,1.5337423312883436,1.4885382554331645
201,7,7.0,33.0,34.32,True,17,248,248,16,8,32.97,2017,50,Boys,Backstroke,10.0,1.5151515151515151,1.456876456876457
202,8,8.0,35.28,34.45,True,17,249,249,5,8,33.19,2017,50,Boys,Backstroke,9.0,1.417233560090703,1.4513788098693758
203,9,9.0,36.13,35.54,True,17,250,250,52,8,35.08,2017,50,Boys,Backstroke,8.0,1.383891502906172,1.4068655036578503
204,10,10.0,38.85,35.9,True,17,251,251,3,8,37.03,2017,50,Boys,Backstroke,7.0,1.287001287001287,1.392757660167131
205,11,11.0,38.23,37.44,True,17,252,252,17,8,37.13,2017,50,Boys,Backstroke,6.0,1.3078733978550878,1.3354700854700856
206,12,12.0,39.16,38.59,True,17,253,253,3,8,37.51,2017,50,Boys,Backstroke,5.0,1.2768130745658837,1.2956724540036277
207,13,13.0,43.1,40.23,True,17,254,254,5,8,39.81,2017,50,Boys,Backstroke,4.0,1.160092807424594,1.2428535918468806
